,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50
0,201.0,57.0,hakkinen,1.0,1.0,Finished,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3779.0,17429.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,201.0,14.0,coulthard,2.0,1.0,Finished,1477.0,1268.0,1278.0,1523.0,1622.0,1436.0,1317.0,1410.0,1672.0,1614.0,1497.0,1529.0,1636.0,2152.0,1897.0,1823.0,1687.0,1494.0,1403.0,1503.0,1219.0,1213.0,1279.0,1349.0,1055.0,0.0,0.0,1061.0,1127.0,933.0,863.0,1051.0,994.0,1148.0,1048.0,994.0,1061.0,964.0,1236.0,1221.0,1096.0,970.0,629.0,908.0,427.0
2,201.0,23.0,ralf_schumacher,6.0,1.0,Finished,2297.0,2372.0,2165.0,2269.0,2421.0,2514.0,2356.0,2286.0,2405.0,2463.0,2981.0,2382.0,2053.0,7023.0,25007.0,25625.0,26603.0,27308.0,28002.0,28184.0,28276.0,28679.0,30899.0,31832.0,31804.0,30817.0,25583.0,8147.0,11970.0,29440.0,29754.0,29622.0,29152.0,28831.0,28898.0,28595.0,29743.0,31647.0,31092.0,30925.0,30340.0,29692.0,29717.0,29561.0,29739.0
3,201.0,35.0,villeneuve,3.0,1.0,Finished,2995.0,3313.0,3968.0,4714.0,4978.0,5024.0,5115.0,5317.0,5942.0,5780.0,6264.0,5976.0,6017.0,6182.0,5804.0,5810.0,5971.0,6042.0,6371.0,6282.0,6088.0,5520.0,10651.0,30682.0,30444.0,29335.0,23684.0,6321.0,6084.0,5430.0,5201.0,6131.0,6141.0,5161.0,4200.0,3120.0,3225.0,3025.0,4734.0,5979.0,6149.0,5593.0,4726.0,3901.0,2578.0
4,201.0,71.0,damon_hill,4.0,1.0,Finished,3595.0,4505.0,5455.0,6440.0,7239.0,7713.0,8124.0,8833.0,9572.0,9581.0,9523.0,9596.0,9687.0,10400.0,10274.0,10571.0,10748.0,12023.0,12519.0,12259.0,13037.0,12873.0,17863.0,38548.0,39230.0,38787.0,33808.0,17083.0,16611.0,16241.0,15633.0,15347.0,15047.0,14715.0,14241.0,14047.0,13582.0,13150.0,11656.0,10756.0,10058.0,10425.0,9106.0,7817.0,7186.0
5,201.0,56.0,irvine,8.0,1.0,Finished,4253.0,5237.0,6551.0,9739.0,10843.0,11876.0,12994.0,14122.0,15300.0,15962.0,16507.0,17260.0,17851.0,18876.0,18754.0,19672.0,20807.0,21313.0,21983.0,22256.0,22853.0,22766.0,25343.0,26458.0,31540.0,51869.0,46890.0,30420.0,30877.0,31051.0,31202.0,31518.0,32236.0,32962.0,33082.0,32092.0,33456.0,36685.0,35339.0,34511.0,34390.0,34731.0,34032.0,32833.0,31650.0
6,201.0,30.0,michael_schumacher,5.0,1.0,Finished,5079.0,6151.0,7280.0,8955.0,9903.0,10844.0,11975.0,12925.0,13765.0,14645.0,15475.0,15736.0,15995.0,17615.0,17174.0,17492.0,18345.0,18743.0,19677.0,19895.0,19876.0,19888.0,20662.0,24903.0,44981.0,44079.0,38618.0,21289.0,20823.0,20088.0,19700.0,19277.0,18662.0,17866.0,17218.0,17162.0,16761.0,16256.0,15039.0,13892.0,12735.0,12372.0,13478.0,13020.0,12614.0
7,201.0,21.0,fisichella,7.0,1.0,Finished,5673.0,7014.0,8425.0,10460.0,11830.0,13086.0,14144.0,15564.0,17071.0,17891.0,19005.0,19764.0,19960.0,20686.0,20269.0,21014.0,22073.0,23032.0,23915.0,24607.0,24921.0,29449.0,49730.0,51545.0,52042.0,51361.0,46397.0,29880.0,30156.0,30600.0,30695.0,31076.0,31048.0,30872.0,31266.0,31651.0,33198.0,34819.0,34074.0,34060.0,34102.0,33556.0,32997.0,32137.0,31027.0
8,201.0,49.0,frentzen,9.0,1.0,Finished,6330.0,7762.0,9453.0,11371.0,13018.0,14582.0,15718.0,17858.0,19475.0,20653.0,21490.0,22327.0,22656.0,23790.0,24201.0,24810.0,25577.0,26705.0,27017.0,27361.0,27716.0,32023.0,53351.0,55402.0,57217.0,57267.0,52856.0,36577.0,37266.0,37868.0,38088.0,37779.0,38240.0,37970.0,38019.0,37698.0,37829.0,39736.0,38418.0,37867.0,36858.0,36262.0,35503.0,34227.0,32785.0
9,201.0,55.0,alesi,10.0,1.0,Finished,6782.0,8642.0,10548.0,12580.0,14074.0,16021.0,17282.0,18965.0,20951.0,22120.0,23124.0,24006.0,24514.0,25777.0,26508.0,27420.0,28573.0,30183.0,30845.0,31356.0,35893.0,57859.0,59778.0,61285.0,63240.0,63339.0,59460.0,43377.0,43778.0,44238.0,44638.0,44973.0,45051.0,44802.0,45075.0,45073.0,45624.0,49217.0,49542.0,49859.0,50482.0,50736.0,49706.0,48802.0,48372.0
10,201.0,65.0,herbert,17.0,6.0,Gearbox,7401.0,10396.0,13127.0,15488.0,17316.0,19564.0,21679.0,23399.0,25370.0,26879.0,28122.0,29052.0,30304.0,31709.0,31806.0,33112.0,34574.0,35670.0,36430.0,37122.0,37662.0,42086.0,62991.0,66829.0,68094.0,68241.0,64081.0,48070.0,48384.0,48655.0,49210.0,49646.0,49969.0,50017.0,50437.0,53372.0,54851.0,,,,,,,,
11,201.0,22.0,barrichello,19.0,6.0,Gearbox,7810.0,9587.0,11537.0,13705.0,15696.0,17696.0,19726.0,21195.0,22942.0,24301.0,25519.0,26199.0,26881.0,28366.0,32946.0,52665.0,53957.0,55213.0,56444.0,57612.0,58724.0,59597.0,62039.0,65676.0,66485.0,66594.0,66593.0,,,,,,,,,,,,,,,,,,
12,201.0,15.0,trulli,12.0,11.0,+1 Lap,8531.0,11043.0,13840.0,16529.0,18595.0,20955.0,23147.0,25586.0,28251.0,30399.0,33873.0,36097.0,38092.0,40601.0,41914.0,44081.0,46639.0,48690.0,51033.0,52796.0,55072.0,57552.0,61762.0,72521.0,93938.0,94813.0,90862.0,75232.0,76543.0,77857.0,79161.0,80622.0,82171.0,83456.0,85403.0,86566.0,88445.0,101724.0,102941.0,104498.0,105806.0,107880.0,111454.0,114360.0,
13,201.0,44.0,panis,15.0,11.0,+1 Lap,8866.0,11571.0,14290.0,17267.0,19628.0,21826.0,29202.0,52844.0,55568.0,57731.0,60119.0,62149.0,64267.0,67913.0,69838.0,72272.0,74788.0,77103.0,80168.0,82534.0,84482.0,90807.0,115613.0,117965.0,119756.0,121024.0,118416.0,104544.0,109006.0,111348.0,114186.0,116898.0,127615.0,130168.0,132632.0,143132.0,171110.0,172755.0,171683.0,171536.0,171175.0,171575.0,172311.0,172928.0,
14,201.0,50.0,verstappen,20.0,6.0,Gearbox,9428.0,12640.0,15554.0,18608.0,21300.0,25715.0,28532.0,31173.0,34195.0,36842.0,39235.0,41991.0,44396.0,47498.0,49681.0,52372.0,56260.0,59363.0,62385.0,65413.0,68627.0,71456.0,78403.0,100265.0,,,,,,,,,,,,,,,,,,,,,
