,raceId,driverId,driverRef,constructorId,positionOrder,statusId,status,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73
2,79,30,michael_schumacher,6,1,1,Finished,78922,151354,224263,297321,370397,443618,516867,590085,663445,736477,809910,882924,956043,1029239,1102184,1175066,1248000,1320851,1393964,1466699,1539932,1613177,1685830,1758993,1831539,1932322,2010078,2082900,2155882,2228698,2301405,2374275,2447569,2520572,2593466,2666155,2738705,2811195,2883763,2956005,3028516,3100699,3173008,3244856,3316560,3388333,3460462,3531959,3603652,3675213,3766551,3845449,3919661,3994076,4068414,4142597,4216486,4290445,4364691,4438600,4512032,4585136,4657811,4730274,4802377,4874392,4946442,5018462,5091332,5163433,5235850,5308581.0,5383181.0
0,79,22,barrichello,6,2,1,Finished,79680,152604,225459,298717,371809,444778,517850,590834,663944,737208,810630,883800,956666,1029580,1102635,1175627,1248517,1321701,1394568,1467418,1540700,1613889,1686769,1781433,1860452,1933396,2006441,2079448,2153232,2226275,2299147,2372105,2445195,2517993,2590766,2663428,2735969,2808353,2880757,2952960,3025398,3097614,3169640,3241665,3313434,3385268,3457264,3528913,3620489,3698364,3771032,3847324,3922039,3995434,4069201,4143315,4217686,4291416,4365233,4439038,4512897,4587764,4660233,4732609,4804839,4877073,4949297,5021905,5094636,5167387,5239913,5312228.0,5384703.0
3,79,33,monteiro,17,3,11,+1 Lap,83425,157113,230921,304712,378643,452555,526260,599933,673950,747871,822132,896068,969568,1042929,1116427,1190174,1263690,1337135,1410669,1484380,1558230,1653506,1732392,1806933,1881065,1955303,2029380,2103583,2178010,2251932,2326759,2401359,2475897,2550189,2624391,2698887,2772989,2846926,2920934,2994713,3068630,3141997,3215448,3288685,3361954,3435212,3508528,3603303,3682848,3757147,3831532,3906143,3980563,4054663,4129061,4203380,4277560,4351561,4425601,4499590,4573577,4647513,4721419,4795325,4869408,4943206,5017002,5092769,5166956,5242477,5316614,5390824.0,
1,79,27,albers,18,5,12,+2 Laps,84034,157941,232070,306139,380425,454752,529294,603606,678837,775661,854965,929727,1004870,1080060,1155177,1230433,1305544,1380724,1455522,1530899,1606412,1681453,1756277,1831020,1906562,1981094,2055625,2130514,2205227,2279853,2393611,2473108,2548371,2623485,2698422,2774437,2849608,2924562,2999287,3074174,3148873,3223618,3298273,3373128,3448203,3522953,3597619,3672166,3746672,3842544,3924239,3999448,4074710,4150264,4225586,4300920,4376412,4451629,4526585,4601736,4676719,4751885,4826551,4901305,4977613,5053349,5128362,5203410,5278270,5353298,5428309,,
4,79,39,karthikeyan,17,4,11,+1 Lap,84957,159288,233225,307619,382261,457083,531474,605850,680449,755146,830070,904290,978498,1052347,1126283,1199880,1274533,1348482,1422591,1519831,1599628,1674551,1749222,1824191,1899210,1973860,2048125,2122563,2197025,2271065,2345346,2420301,2494841,2570282,2644806,2719015,2793212,2867292,2941155,3015081,3089086,3162788,3236399,3309772,3383264,3481495,3561698,3636760,3711787,3786499,3861696,3936194,4010601,4084935,4159618,4234201,4308551,4383348,4458356,4532352,4606966,4682117,4756153,4829626,4902996,4976890,5050741,5124838,5199230,5273996,5347858,5421953.0,
