,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78
0,208,35,villeneuve,3,1,1,Finished,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18123.0,17515.0,8212.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,208,30,michael_schumacher,6,5,1,Finished,1,1156,2268,3364,3738,4590,5344,7769,8793,9606,10311,12419,13015,12691,14006,14981.0,15709.0,16432.0,16970.0,17900.0,18955.0,20204.0,21589.0,22859.0,23804.0,22062.0,21604.0,22981.0,24239.0,25257.0,25438.0,27846.0,29420.0,31114.0,32449.0,33980.0,36476.0,37708.0,38310.0,38923.0,39751.0,38342.0,37178.0,36130.0,32893.0,50702.0,50717.0,41672.0,33686.0,33672.0,34703.0,34597.0,33922.0,34025.0,34212.0,34883.0,33952.0,34114.0,34759.0,35417.0,35900.0,35600.0,34969.0,34940.0,34246.0,33297.0,33526.0,34125.0,33738.0,34006.0,34624.0,33731.0
2,208,57,hakkinen,1,4,1,Finished,2001,2647,3922,6026,7088,8077,9040,10081,11262,12351,13151,13954,14376,14194,14978,15765.0,16796.0,17795.0,18497.0,19390.0,20432.0,21247.0,22801.0,32192.0,48301.0,39275.0,20893.0,22504.0,22882.0,24100.0,24639.0,25013.0,25232.0,25273.0,26402.0,26804.0,26970.0,27057.0,35891.0,56063.0,56861.0,56225.0,55713.0,55461.0,46343.0,45244.0,45560.0,37292.0,29260.0,29117.0,29523.0,29514.0,28863.0,28630.0,28670.0,28981.0,28246.0,28417.0,29282.0,30132.0,30981.0,31813.0,31845.0,31895.0,31517.0,30773.0,31381.0,32078.0,32678.0,33448.0,33726.0,33033.0
3,208,77,berger,22,2,1,Finished,2424,2940,4164,4767,4868,5192,5525,8043,9161,10105,10483,10913,10611,9283,9129,8854.0,8804.0,8623.0,8834.0,9009.0,9031.0,17785.0,38540.0,38117.0,37440.0,27759.0,8775.0,9471.0,10694.0,11480.0,10934.0,11534.0,11796.0,12141.0,13260.0,13524.0,13959.0,14092.0,14534.0,14690.0,15045.0,13474.0,12322.0,11560.0,1511.0,0.0,0.0,0.0,12297.0,11658.0,11471.0,10720.0,9384.0,8633.0,8213.0,8063.0,6730.0,6070.0,6334.0,6720.0,6878.0,6861.0,5810.0,5401.0,4273.0,4139.0,4402.0,5695.0,5350.0,5333.0,4713.0,4190.0
4,208,55,alesi,22,6,1,Finished,3010,3725,5126,6484,7633,8612,9596,10513,11779,12776,13679,14608,14862,14695,15653,16238.0,17259.0,18230.0,19113.0,20108.0,20949.0,22288.0,32496.0,51086.0,50654.0,41060.0,22352.0,24860.0,25904.0,26808.0,26660.0,28418.0,29875.0,31600.0,32857.0,34374.0,36713.0,38404.0,39236.0,39778.0,40799.0,39602.0,38570.0,37828.0,28019.0,35432.0,56013.0,47284.0,39200.0,39068.0,39310.0,39007.0,38147.0,37800.0,37918.0,38067.0,36898.0,36427.0,36657.0,37110.0,37389.0,37071.0,36158.0,36158.0,35709.0,34504.0,34435.0,35298.0,34782.0,34819.0,34964.0,34020.0
5,208,44,panis,20,3,1,Finished,3382,4277,5808,7037,8331,9610,10824,12050,13085,14399,15642,16732,17174,16959,17710,18416.0,19532.0,20544.0,21176.0,22060.0,22904.0,23767.0,25560.0,26387.0,27680.0,19536.0,1337.0,2493.0,3914.0,4831.0,4658.0,5424.0,6548.0,7040.0,16865.0,39414.0,40118.0,40815.0,41493.0,42195.0,43330.0,43420.0,43165.0,42563.0,32949.0,31855.0,32230.0,23909.0,16374.0,16264.0,16915.0,17097.0,17108.0,18167.0,18397.0,18642.0,17396.0,17127.0,17421.0,17645.0,17846.0,17390.0,16493.0,16043.0,15131.0,14014.0,13948.0,14767.0,15024.0,15819.0,16401.0,15870.0
6,208,71,damon_hill,21,17,5,Engine,4329,5835,7746,9779,11635,13739,15756,17444,19630,21249,22961,24676,25931,26748,28295,29598.0,31077.0,32713.0,34303.0,36073.0,37798.0,39117.0,40975.0,42632.0,44004.0,35918.0,17831.0,19958.0,21880.0,23693.0,24452.0,27174.0,28845.0,30449.0,31832.0,33579.0,36291.0,49651.0,75055.0,76754.0,78179.0,78439.0,78978.0,79957.0,71470.0,71207.0,72526.0,65031.0,59490.0,62131.0,63752.0,65022.0,65491.0,67194.0,71108.0,72839.0,73069.0,74117.0,75727.0,77577.0,79411.0,81936.0,82351.0,83191.0,84114.0,85289.0,87531.0,109763.0,,,,
7,208,14,coulthard,1,10,11,+1 Lap,4955,6242,8256,10104,12136,14204,16180,17836,20037,22044,23710,25240,26313,27439,28906,30522.0,32180.0,33671.0,35578.0,38567.0,49029.0,65896.0,66287.0,66293.0,67394.0,59521.0,41022.0,42187.0,43368.0,44200.0,44069.0,44717.0,45264.0,45940.0,46219.0,46649.0,47173.0,47468.0,48140.0,56580.0,79389.0,78894.0,79471.0,81375.0,72233.0,71967.0,73156.0,67263.0,60657.0,62644.0,64558.0,65775.0,66635.0,67510.0,69056.0,70296.0,70440.0,71156.0,72237.0,73971.0,74543.0,74610.0,74652.0,75765.0,77340.0,77323.0,78500.0,81178.0,82718.0,83839.0,85133.0,
8,208,21,fisichella,17,8,1,Finished,5222,6328,8742,10208,12436,14511,16553,18349,20466,22414,24010,25355,26738,27590,29005,30720.0,32322.0,33698.0,35597.0,38971.0,41325.0,41854.0,42600.0,42986.0,55788.0,68423.0,49293.0,50421.0,52755.0,54720.0,54857.0,55476.0,55940.0,56359.0,56516.0,56920.0,57165.0,57077.0,57118.0,57394.0,57746.0,56589.0,56048.0,63962.0,75441.0,73658.0,73611.0,65822.0,59524.0,59851.0,60912.0,61960.0,61968.0,62618.0,63105.0,63383.0,62472.0,62058.0,62208.0,62725.0,63457.0,63518.0,63186.0,64007.0,63555.0,63240.0,63267.0,63682.0,63174.0,63142.0,62434.0,60639.0
9,208,23,ralf_schumacher,17,19,10,Electrical,5750,7021,9134,10943,13010,15212,17091,18763,21082,22914,24496,26140,27341,28315,29972,31492.0,33043.0,34590.0,36536.0,39564.0,41609.0,43000.0,44279.0,45173.0,46215.0,45487.0,45014.0,47730.0,47545.0,47755.0,46801.0,46871.0,47042.0,47772.0,48592.0,49290.0,50243.0,51074.0,63448.0,100138.0,100429.0,99212.0,99646.0,99086.0,89268.0,88005.0,88353.0,79548.0,71997.0,72461.0,72998.0,73347.0,,,,,,,,,,,,,,,,,,,,
