,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75
0,348.0,20.0,vettel,3.0,1.0,Finished,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1484.0,2279.0,3798.0,4649.0,5609.0,5937.0,6857.0,6907.0,6977.0,6289.0,6192.0,6849.0,7974.0,6801.0,6355.0,8149.0,18067.0,20296.0,21137.0,21768.0,22022.0,21724.0,22387.0,22805.0,23673.0,24122.0,24500.0,22666.0,6718.0,8884.0,11588.0,12784.0,13745.0,14984.0,15764.0,16974.0,18191.0,19622.0,20837.0,20723.0,20918.0,20714.0,21167.0,21326.0,21906.0,22376.0,22746.0,23641.0,24325.0,24400.0,24383.0,24858.0,25177.0,24098.0,19252.0
1,348.0,4.0,alonso,2.0,1.0,Finished,1349.0,2588.0,2984.0,3926.0,5046.0,6377.0,7038.0,7977.0,8597.0,9071.0,9610.0,10584.0,11040.0,11741.0,12837.0,2569.0,3136.0,5321.0,6958.0,8211.0,9071.0,10137.0,10655.0,11190.0,11354.0,11811.0,12459.0,13512.0,13391.0,12944.0,13032.0,14314.0,16117.0,16982.0,17665.0,18654.0,19214.0,20687.0,21732.0,22852.0,23384.0,23797.0,21994.0,6109.0,8280.0,10882.0,12204.0,13182.0,14261.0,15229.0,16284.0,17558.0,19272.0,19999.0,20110.0,20282.0,20077.0,20274.0,20692.0,21263.0,21835.0,22068.0,23069.0,23731.0,23847.0,23510.0,22594.0,22337.0,20871.0,17821.0
2,348.0,17.0,webber,1.0,1.0,Finished,2031.0,3332.0,4103.0,5022.0,5884.0,7190.0,8264.0,9049.0,9676.0,10095.0,10598.0,11503.0,12029.0,12712.0,12364.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,348.0,13.0,massa,4.0,1.0,Finished,2818.0,4237.0,4923.0,6201.0,7344.0,8426.0,9335.0,10479.0,11357.0,12320.0,12931.0,13636.0,14153.0,14905.0,19622.0,5540.0,5529.0,7630.0,9308.0,11035.0,12514.0,14195.0,15444.0,16559.0,16605.0,17417.0,18139.0,19161.0,19272.0,19369.0,19285.0,20604.0,22562.0,24869.0,26529.0,27793.0,28561.0,29572.0,30341.0,31508.0,31751.0,31846.0,29941.0,14214.0,16074.0,18261.0,19637.0,20319.0,20946.0,22361.0,23596.0,24808.0,25078.0,25713.0,26530.0,26577.0,26258.0,26273.0,26739.0,27481.0,27869.0,28508.0,28808.0,29174.0,28679.0,28747.0,29742.0,30530.0,28401.0,27474.0
4,348.0,808.0,petrov,5.0,1.0,Finished,4023.0,7451.0,9125.0,10795.0,12361.0,13579.0,14452.0,15913.0,16985.0,18210.0,19439.0,20631.0,21751.0,23192.0,25956.0,7289.0,6328.0,10496.0,13309.0,15758.0,18017.0,20808.0,22970.0,25286.0,26960.0,28646.0,30837.0,32960.0,34063.0,34990.0,35954.0,38169.0,40746.0,43268.0,45686.0,48370.0,50858.0,53396.0,55852.0,58274.0,60456.0,62046.0,61716.0,46179.0,48500.0,51526.0,53702.0,55344.0,57129.0,58793.0,60882.0,63035.0,64684.0,67224.0,68742.0,69686.0,70035.0,70649.0,71347.0,71714.0,72064.0,72616.0,73922.0,74683.0,74157.0,75287.0,75974.0,76507.0,75237.0,73192.0
5,348.0,1.0,hamilton,20.0,6.0,Gearbox,4358.0,5314.0,6109.0,7249.0,8749.0,9747.0,10615.0,11701.0,13017.0,13851.0,14846.0,16149.0,16862.0,17554.0,20051.0,4570.0,5001.0,6720.0,8314.0,10069.0,11287.0,12757.0,14094.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,348.0,3.0,rosberg,22.0,36.0,Wheel,5195.0,8184.0,10388.0,12812.0,15150.0,17090.0,18431.0,20457.0,22639.0,24506.0,26489.0,28329.0,29885.0,31658.0,34188.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,348.0,9.0,kubica,21.0,31.0,Retired,5519.0,8569.0,10991.0,13568.0,15869.0,17977.0,19429.0,21447.0,23577.0,25381.0,27202.0,29248.0,30779.0,32455.0,35420.0,134751.0,103389.0,105693.0,108278.0,112556.0,114222.0,118816.0,149347.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,348.0,22.0,barrichello,10.0,11.0,+1 Lap,6154.0,9284.0,11785.0,14272.0,16821.0,19250.0,21433.0,23468.0,25362.0,27073.0,29202.0,31256.0,33014.0,35017.0,37786.0,6564.0,5992.0,9766.0,12173.0,14552.0,16872.0,19792.0,21779.0,24175.0,25700.0,27486.0,29474.0,31364.0,32313.0,33275.0,34515.0,36767.0,39661.0,41859.0,44370.0,47030.0,49117.0,51840.0,54789.0,57579.0,59611.0,60856.0,59753.0,44304.0,46887.0,50058.0,52591.0,54359.0,56014.0,57594.0,59959.0,62156.0,64065.0,66031.0,69405.0,88347.0,87603.0,87385.0,87494.0,89572.0,92025.0,93769.0,95826.0,97501.0,97612.0,96637.0,95946.0,94726.0,92275.0,
9,348.0,807.0,hulkenberg,6.0,1.0,Finished,6727.0,9744.0,12565.0,15072.0,17532.0,20070.0,22286.0,24493.0,26510.0,28388.0,30709.0,32677.0,34556.0,36309.0,40286.0,9933.0,6798.0,11044.0,13926.0,16792.0,19070.0,21670.0,23966.0,26193.0,28059.0,29867.0,32171.0,34497.0,35633.0,36786.0,37820.0,40001.0,42447.0,44923.0,47435.0,49779.0,52382.0,55041.0,57238.0,59897.0,61832.0,63792.0,62953.0,47619.0,50393.0,53839.0,56117.0,57771.0,60039.0,61250.0,63621.0,65623.0,67029.0,68991.0,70457.0,71986.0,72811.0,73752.0,74467.0,75207.0,76074.0,76735.0,77990.0,78759.0,78619.0,78707.0,79736.0,80289.0,79350.0,76723.0
10,348.0,37.0,rosa,7.0,11.0,+1 Lap,7431.0,10323.0,13332.0,16195.0,18699.0,21303.0,23467.0,25614.0,27782.0,29531.0,31869.0,33887.0,35756.0,37604.0,42828.0,12801.0,7364.0,11868.0,14802.0,17688.0,20336.0,22875.0,25144.0,27630.0,29333.0,31251.0,33543.0,36054.0,36965.0,38071.0,39576.0,41637.0,44283.0,47100.0,49432.0,51497.0,54118.0,56577.0,58756.0,61177.0,63328.0,65478.0,64608.0,49574.0,52151.0,55392.0,57791.0,59495.0,61213.0,62932.0,65000.0,67115.0,68917.0,70545.0,71703.0,73400.0,74192.0,75284.0,76350.0,77561.0,78777.0,79597.0,80933.0,82171.0,82046.0,85336.0,86269.0,86849.0,88044.0,
