,raceId,driverId,driverRef,positionOrder,statusId,status,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70
12,348.0,20.0,vettel,3.0,1.0,Finished,93001.0,181363.0,269246.0,355990.0,442601.0,529119.0,615774.0,702020.0,788465.0,874869.0,961132.0,1047437.0,1133835.0,1220046.0,1311296.0,1450854.0,1578235.0,1665972.0,1752471.0,1838578.0,1924065.0,2009773.0,2094762.0,2179822.0,2264386.0,2349197.0,2434538.0,2520275.0,2604855.0,2690033.0,2777139.0,2871372.0,2957692.0,3042763.0,3127241.0,3211487.0,3295420.0,3379864.0,3464292.0,3549328.0,3634473.0,3719588.0,3804486.0,3889591.0,3974875.0,4060230.0,4144971.0,4229764.0,4314699.0,4399235.0,4483978.0,4568613.0,4653920.0,4739207.0,4823251.0,4907485.0,4991609.0,5075887.0,5159926.0,5244152.0,5328071.0,5412110.0,5496359.0,5580505.0,5665047.0,5749146.0,5833732.0,5918082.0,6002461.0,6084823.0
3,348.0,4.0,alonso,2.0,1.0,Finished,94350.0,183951.0,272230.0,359916.0,447647.0,535496.0,622812.0,709997.0,797062.0,883940.0,970742.0,1058021.0,1144875.0,1231787.0,1324133.0,1451939.0,1579092.0,1667495.0,1754780.0,1841180.0,1927199.0,2013053.0,2098510.0,2184035.0,2269451.0,2354816.0,2440148.0,2525813.0,2611445.0,2696622.0,2782022.0,2867619.0,2953513.0,3038608.0,3123138.0,3208119.0,3292910.0,3378164.0,3463219.0,3548507.0,3633735.0,3718885.0,3803814.0,3888982.0,3974271.0,4059524.0,4144391.0,4229201.0,4313976.0,4398700.0,4483288.0,4567980.0,4653570.0,4738369.0,4822638.0,4906849.0,4990972.0,5074994.0,5159292.0,5243509.0,5327530.0,5411432.0,5495787.0,5579911.0,5664494.0,5748273.0,5831468.0,5915242.0,5999234.0,6083392.0
10,348.0,17.0,webber,1.0,1.0,Finished,95032.0,184695.0,273349.0,361012.0,448485.0,536309.0,624038.0,711069.0,798141.0,884964.0,971730.0,1058940.0,1145864.0,1232758.0,1323660.0,1449370.0,1575956.0,1662174.0,1747822.0,1832969.0,1918128.0,2002916.0,2087855.0,2172845.0,2258097.0,2343005.0,2427689.0,2512301.0,2598054.0,2683678.0,2768990.0,2853305.0,2937396.0,3021626.0,3105473.0,3189465.0,3273696.0,3357477.0,3441487.0,3525655.0,3610351.0,3695088.0,3781820.0,3882873.0,3965991.0,4048642.0,4132187.0,4216019.0,4299715.0,4383471.0,4467004.0,4550422.0,4634298.0,4718370.0,4802528.0,4886567.0,4970895.0,5054720.0,5138600.0,5222246.0,5305695.0,5389364.0,5472718.0,5556180.0,5640647.0,5724763.0,5808874.0,5892905.0,5978363.0,6065571.0
7,348.0,13.0,massa,4.0,1.0,Finished,95819.0,185600.0,274169.0,362191.0,449945.0,537545.0,625109.0,712499.0,799822.0,887189.0,974063.0,1061073.0,1147988.0,1234951.0,1330918.0,1454910.0,1581485.0,1669804.0,1757130.0,1844004.0,1930642.0,2017111.0,2103299.0,2189404.0,2274702.0,2360422.0,2445828.0,2531462.0,2617326.0,2703047.0,2788275.0,2873909.0,2959958.0,3046495.0,3132002.0,3217258.0,3302257.0,3387049.0,3471828.0,3557163.0,3642102.0,3726934.0,3811761.0,3897087.0,3982065.0,4066903.0,4151824.0,4236338.0,4320661.0,4405832.0,4490600.0,4575230.0,4659376.0,4744083.0,4829058.0,4913144.0,4997153.0,5080993.0,5165339.0,5249727.0,5333564.0,5417872.0,5501526.0,5585354.0,5669326.0,5753510.0,5838616.0,5923435.0,6006764.0,6093045.0
22,348.0,808.0,petrov,5.0,1.0,Finished,97024.0,188814.0,278371.0,366785.0,454962.0,542698.0,630226.0,717933.0,805450.0,893079.0,980571.0,1068068.0,1155586.0,1243238.0,1337252.0,1456659.0,1582284.0,1672670.0,1761131.0,1848727.0,1936145.0,2023724.0,2110825.0,2198131.0,2285057.0,2371651.0,2458526.0,2545261.0,2632117.0,2718668.0,2804944.0,2891474.0,2978142.0,3064894.0,3151159.0,3237835.0,3324554.0,3410873.0,3497339.0,3583929.0,3670807.0,3757134.0,3843536.0,3929052.0,4014491.0,4100168.0,4185889.0,4271363.0,4356844.0,4442264.0,4527886.0,4613457.0,4698982.0,4785594.0,4871270.0,4956253.0,5040930.0,5125369.0,5209947.0,5293960.0,5377759.0,5461980.0,5546640.0,5630863.0,5714804.0,5800050.0,5884848.0,5969412.0,6053600.0,6138763.0
1,348.0,1.0,hamilton,20.0,6.0,Gearbox,97359.0,186677.0,275355.0,363239.0,451350.0,538866.0,626389.0,713721.0,801482.0,888720.0,975978.0,1063586.0,1150697.0,1237600.0,1331347.0,1453940.0,1580957.0,1668894.0,1756136.0,1843038.0,1929415.0,2015673.0,2101949.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,348.0,3.0,rosberg,22.0,36.0,Wheel,98196.0,189547.0,279634.0,368802.0,457751.0,546209.0,634205.0,722477.0,811104.0,899375.0,987621.0,1075766.0,1163720.0,1251704.0,1345484.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,348.0,9.0,kubica,21.0,31.0,Retired,98520.0,189932.0,280237.0,369558.0,458470.0,547096.0,635203.0,723467.0,812042.0,900250.0,988334.0,1076685.0,1164614.0,1252501.0,1346716.0,1584121.0,1679345.0,1767867.0,1856100.0,1945525.0,2032350.0,2121732.0,2237202.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,348.0,22.0,barrichello,10.0,11.0,+1 Lap,99155.0,190647.0,281031.0,370262.0,459422.0,548369.0,637207.0,725488.0,813827.0,901942.0,990334.0,1078693.0,1166849.0,1255063.0,1349082.0,1455934.0,1581948.0,1671940.0,1759995.0,1847521.0,1935000.0,2022708.0,2109634.0,2197020.0,2283797.0,2370491.0,2457163.0,2543665.0,2630367.0,2716953.0,2803505.0,2890072.0,2977057.0,3063485.0,3149843.0,3236495.0,3322813.0,3409317.0,3496276.0,3583234.0,3669962.0,3755944.0,3841573.0,3927177.0,4012878.0,4098700.0,4184778.0,4270378.0,4355729.0,4441065.0,4526963.0,4612578.0,4698363.0,4784401.0,4871933.0,4974914.0,5058498.0,5142105.0,5226094.0,5311818.0,5397720.0,5483133.0,5568544.0,5653681.0,5738259.0,5821400.0,5904820.0,5987631.0,6070638.0,
21,348.0,807.0,hulkenberg,6.0,1.0,Finished,99728.0,191107.0,281811.0,371062.0,460133.0,549189.0,638060.0,726513.0,814975.0,903257.0,991841.0,1080114.0,1168391.0,1256355.0,1351582.0,1459303.0,1582754.0,1673218.0,1761748.0,1849761.0,1937198.0,2024586.0,2111821.0,2199038.0,2286156.0,2372872.0,2459860.0,2546798.0,2633687.0,2720464.0,2806810.0,2893306.0,2979843.0,3066549.0,3152908.0,3239244.0,3326078.0,3412518.0,3498725.0,3585552.0,3672183.0,3758880.0,3844773.0,3930492.0,4016384.0,4102481.0,4188304.0,4273790.0,4359754.0,4444721.0,4530625.0,4616045.0,4701327.0,4787361.0,4872985.0,4958553.0,5043706.0,5128472.0,5213067.0,5297453.0,5381769.0,5466099.0,5550708.0,5634939.0,5719266.0,5803470.0,5888610.0,5973194.0,6057713.0,6142294.0
