,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56
0,vettel,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,6,7,7,7,7,7,7,7,7,7,7,7,8,8
1,bottas,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2
2,max_verstappen,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,5,4,4,4,4,4,4,4,4,3,3,3,3,3,4,4,4,4,4,4,4,5,5,5,4,5,5,5,5,5,4,4,4,4,4,4,4,4,4
3,raikkonen,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,2,1,1,1,1,1,1,4,6,6,6,6,5,5,5,5,5,6,6,6,6,6,6,3,3,3,3,3,3,3,3,3,3,3,3,3,3
4,hamilton,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,4,4,4,4,3,3,3,3,3,3,3,3,4,4,5,4,4,4,4,4,5,5,5,5,5,5,5,5,5
5,ricciardo,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,6,6,6,6,6,6,6,6,6,5,5,5,5,6,6,6,6,6,5,5,4,3,3,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1
6,hulkenberg,7,7,7,7,7,7,7,7,7,7,7,7,7,13,13,13,11,11,11,11,10,9,9,9,8,8,8,8,7,7,7,8,8,8,7,7,7,7,7,7,7,7,7,6,6,6,6,6,6,6,6,6,6,6,6,6
7,sainz,8,8,8,8,8,8,8,8,8,8,8,9,16,16,15,14,13,13,13,12,12,11,10,10,9,9,9,9,9,8,9,12,11,11,11,10,10,10,10,10,10,10,10,10,10,10,10,9,9,9,9,9,9,9,9,9
8,grosjean,9,9,9,9,9,10,10,10,10,10,10,10,9,8,8,9,17,16,16,15,15,15,14,13,12,12,12,12,12,11,10,9,9,9,10,11,11,11,11,11,11,11,11,11,12,15,19,18,17,17,17,17,17,17,17,17
9,kevin_magnussen,10,10,10,10,10,9,9,9,9,9,9,8,8,7,7,7,7,6,7,7,7,7,7,7,10,10,10,10,10,9,8,7,7,7,8,8,8,8,8,8,8,8,8,8,8,8,8,10,10,10,10,10,10,10,10,10
10,alonso,11,11,11,11,11,11,11,11,11,11,11,11,10,9,9,8,8,8,8,8,8,8,8,8,7,7,7,7,8,13,13,10,10,10,9,9,9,9,9,9,9,9,9,9,9,9,9,8,8,8,8,8,8,8,7,7
11,stroll,12,12,12,12,12,13,13,13,13,13,13,12,11,10,10,10,9,9,9,9,9,10,11,16,16,16,16,16,15,15,15,15,14,14,14,15,15,15,15,15,15,15,15,15,15,14,14,14,14,14,14,14,14,14,14,14
12,ocon,13,13,13,13,13,12,12,12,12,12,12,18,17,17,17,17,15,15,15,14,14,14,13,12,11,11,11,11,11,10,11,14,13,13,13,12,12,12,12,12,12,12,12,12,11,11,11,11,11,11,11,12,12,12,12,11
13,perez,14,14,14,14,14,14,14,14,14,14,14,15,18,18,18,18,18,18,17,17,16,16,15,14,14,13,13,13,13,12,12,11,15,15,15,13,13,13,13,13,13,13,13,13,13,12,12,12,12,12,12,11,11,11,11,12
14,sirotkin,15,15,15,15,16,16,16,16,16,16,16,14,13,12,12,12,12,12,12,13,13,13,12,11,13,14,14,14,17,17,17,16,16,17,17,17,17,17,17,17,17,17,17,17,17,17,16,16,16,16,16,16,16,16,16,16
15,vandoorne,16,16,16,16,15,15,15,15,15,15,15,13,12,11,11,11,10,10,10,10,11,12,16,15,15,15,15,15,14,14,14,13,12,12,12,14,14,14,14,14,14,14,14,14,14,13,13,13,13,13,13,13,13,13,13,13
16,brendon_hartley,17,18,18,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,18,17,17,17,17,17,17,17,18,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,18,19,19,19,19,0,0,0,0,0
17,leclerc,18,17,17,17,17,17,17,17,17,17,17,16,14,14,14,15,14,14,14,16,17,19,19,19,19,19,19,19,19,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,17,17,18,18,18,18,18,18,18,18
18,gasly,19,19,19,18,18,18,18,18,18,18,18,17,15,15,16,16,16,17,18,18,19,18,18,18,18,18,18,18,16,16,16,17,17,16,16,16,16,16,16,16,16,16,16,16,16,16,15,15,15,15,15,15,15,15,15,15
