,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50
0,30,1,hamilton,1,3,1,Finished,0,886,938,1402,1109,682,945,955,812,1217,6757,23201,17234,4717.0,5640.0,5721.0,5889.0,5728.0,6141.0,6081.0,5909.0,5887.0,5539.0,5813.0,4760.0,19480.0,20575.0,16359.0,1978.0,1867.0,1916.0,1946.0,1712.0,2293.0,2319.0,2152.0,1635.0,1928.0,1517.0,937.0,2012.0,47.0,0.0,10539.0
1,30,8,raikkonen,6,18,20,Spun off,1596,0,0,0,0,0,0,0,0,0,0,0,13041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15640.0,17542.0,13915.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2,30,13,massa,6,1,1,Finished,3626,1923,2672,3498,4663,5157,5867,6276,6446,6741,7218,2287,0,8503.0,8813.0,9038.0,9443.0,9551.0,9984.0,10230.0,10326.0,11324.0,11239.0,11942.0,6919.0,0.0,0.0,0.0,6095.0,6359.0,6214.0,6257.0,5742.0,5661.0,5466.0,5381.0,5933.0,6717.0,6994.0,6947.0,8110.0,7270.0,5439.0,0.0
3,30,4,alonso,4,4,1,Finished,4767,2745,4045,5443,6530,7462,8395,10072,11385,12578,13719,9770,7871,17987.0,19971.0,21913.0,23674.0,25363.0,27314.0,29071.0,30249.0,31865.0,32824.0,34689.0,30367.0,24469.0,29829.0,46511.0,33261.0,33825.0,34730.0,35364.0,36437.0,37166.0,38374.0,38897.0,39419.0,40178.0,40564.0,40883.0,42353.0,45332.0,42856.0,14478.0
4,30,7,bourdais,5,7,1,Finished,5756,5574,7341,9242,10946,12476,13804,15475,17699,21084,23605,20276,15103,2947.0,8717.0,32193.0,34749.0,37179.0,40260.0,42361.0,43779.0,45520.0,47011.0,49182.0,45770.0,40576.0,41591.0,38499.0,24433.0,24412.0,24041.0,28878.0,48751.0,49628.0,49946.0,50083.0,50389.0,50787.0,50871.0,50959.0,52270.0,57407.0,47007.0,16735.0
5,30,12,piquet_jr,4,20,20,Spun off,7325,8597,12595,16589,20268,24088,27928,31226,34370,37686,41072,38859,33761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,30,17,webber,9,8,1,Finished,7929,6412,8350,9934,11654,13337,14715,16492,18351,28682,31000,32039,49713,39537.0,41840.0,44536.0,47241.0,49827.0,52601.0,55403.0,57741.0,60675.0,63181.0,66669.0,64358.0,59591.0,61238.0,58201.0,46096.0,46904.0,48112.0,53460.0,73658.0,73832.0,74613.0,74885.0,75604.0,76975.0,78002.0,78961.0,81915.0,93354.0,80214.0,42776.0
7,30,9,kubica,2,6,1,Finished,8422,7849,9578,11592,13208,14929,16598,18624,21332,23604,25327,22174,16142,4117.0,9483.0,33060.0,35576.0,37746.0,40750.0,43313.0,44930.0,47075.0,48832.0,50934.0,48141.0,43088.0,44579.0,41560.0,27523.0,27702.0,27673.0,27634.0,31879.0,55477.0,55548.0,55051.0,54922.0,55588.0,55453.0,55003.0,56007.0,60806.0,49308.0,15037.0
8,30,10,glock,7,9,1,Finished,9603,10711,15713,20871,25788,29633,33134,36772,40485,44080,48209,46218,41230,31581.0,34265.0,36980.0,40039.0,44408.0,47239.0,49375.0,51767.0,54263.0,56130.0,58693.0,56183.0,56194.0,78726.0,76682.0,64137.0,66035.0,67473.0,69102.0,70272.0,71443.0,72936.0,73745.0,74836.0,76262.0,77463.0,78384.0,81304.0,102469.0,93292.0,67045.0
9,30,2,heidfeld,2,2,1,Finished,9807,9354,14572,17346,20629,21932,22489,23256,24309,25780,27248,24257,18329,11327.0,34892.0,37647.0,40296.0,43248.0,45094.0,47308.0,48709.0,50551.0,52131.0,54505.0,51252.0,45916.0,47341.0,44009.0,30249.0,30130.0,35059.0,53150.0,52980.0,52782.0,53178.0,52783.0,52873.0,53479.0,53529.0,53163.0,54581.0,65094.0,58726.0,9383.0
10,30,5,kovalainen,1,10,6,Gearbox,10286,11115,13992,16201,16343,16184,17126,19148,19793,24101,25870,22851,21736,38051.0,50588.0,54048.0,59127.0,60527.0,62314.0,63936.0,65532.0,67918.0,68961.0,70407.0,66475.0,61040.0,62024.0,58630.0,44064.0,43097.0,42378.0,41402.0,45049.0,62746.0,61837.0,61025.0,60302.0,59944.0,59900.0,58832.0,58873.0,61739.0,49969.0,
11,30,20,vettel,5,5,1,Finished,10803,12390,16261,19315,21622,24419,26968,28427,30192,32024,33853,30787,24087,12185.0,12751.0,13180.0,18962.0,41038.0,43148.0,45759.0,47118.0,49694.0,51029.0,53472.0,49838.0,44714.0,45968.0,42749.0,28999.0,29167.0,29075.0,29250.0,33781.0,51573.0,51991.0,51873.0,51841.0,52530.0,52360.0,52411.0,53510.0,58065.0,47735.0,14576.0
12,30,3,rosberg,3,12,11,+1 Lap,11190,14055,18535,23034,27371,31589,35272,38991,43345,47373,51620,49804,45417,36097.0,39001.0,42012.0,44772.0,47553.0,50466.0,53354.0,56293.0,59388.0,62097.0,65413.0,67794.0,85352.0,87524.0,85906.0,74070.0,75879.0,77195.0,78514.0,79826.0,81491.0,83863.0,85557.0,87621.0,90318.0,92878.0,95375.0,104352.0,152788.0,158296.0,
13,30,15,trulli,7,16,11,+1 Lap,11715,14799,19748,24862,29939,33598,37128,41273,45377,51833,59312,61133,60404,60955.0,89971.0,94545.0,98551.0,102805.0,106611.0,113229.0,118893.0,123908.0,127077.0,130698.0,128428.0,127747.0,132787.0,132895.0,122229.0,123701.0,125301.0,126507.0,127919.0,129248.0,135952.0,158361.0,166561.0,170220.0,171501.0,173312.0,189643.0,212939.0,211863.0,
14,30,22,barrichello,11,19,6,Gearbox,12516,15274,20238,26402,30853,34443,37991,42287,46150,49712,57581,56586,53417,44883.0,49252.0,53243.0,63320.0,87983.0,98031.0,,,,,,,,,,,,,,,,,,,,,,,,,
15,30,14,coulthard,9,11,11,+1 Lap,13399,15959,20827,26980,32484,36237,39880,43804,47339,52469,58546,57123,53594,45526.0,49633.0,53722.0,56436.0,58284.0,60529.0,62783.0,64721.0,71982.0,99614.0,103334.0,101355.0,98358.0,101179.0,99768.0,88368.0,90456.0,92349.0,94243.0,96796.0,99156.0,101266.0,103252.0,105258.0,107406.0,112753.0,114270.0,119841.0,154014.0,156342.0,
