,raceId,driverId,driverRef,constructorId,positionOrder,statusId,status,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44
0,30,1,hamilton,1,3,1,Finished,120785,239608,352432,464335,574699,684594,794567,903685,1012577,1121492,1235312,1365087,1475449,1584486.0,1694399.0,1803137.0,1911534.0,2019849.0,2128194.0,2236329.0,2344778.0,2452914.0,2561058.0,2669262.0,2781769.0,2911630.0,3021290.0,3130284.0,3239545.0,3348861.0,3458283.0,3567650.0,3676794.0,3786716.0,3895874.0,4005169.0,4113816.0,4223134.0,4332070.0,4440989.0,4550703.0,4662880.0,4808746.0,4989933.0
7,30,8,raikkonen,6,18,20,Spun off,122381,238722,351494,462933,573590,683912,793622,902730,1011765,1120275,1228555,1341886,1471256,1579769.0,1688759.0,1797416.0,1905645.0,2014121.0,2122053.0,2230248.0,2338869.0,2447027.0,2555519.0,2663449.0,2777009.0,2907790.0,3018257.0,3127840.0,3237567.0,3346994.0,3456367.0,3565704.0,3675082.0,3784423.0,3893555.0,4003017.0,4112181.0,4221206.0,4330553.0,4440052.0,4548691.0,4662833.0,,
11,30,13,massa,6,1,1,Finished,124411,240645,354166,466431,578253,689069,799489,909006,1018211,1127016,1235773,1344173,1458215,1588272.0,1697572.0,1806454.0,1915088.0,2023672.0,2132037.0,2240478.0,2349195.0,2458351.0,2566758.0,2675391.0,2783928.0,2892150.0,3000715.0,3113925.0,3243662.0,3353353.0,3462581.0,3571961.0,3680824.0,3790084.0,3899021.0,4008398.0,4118114.0,4227923.0,4337547.0,4446999.0,4556801.0,4670103.0,4814185.0,4979394.0
3,30,4,alonso,4,4,1,Finished,125552,241467,355539,468376,580120,691374,802017,912802,1023150,1132853,1242274,1351656,1466086,1597756.0,1708730.0,1819329.0,1929319.0,2039484.0,2149367.0,2259319.0,2369118.0,2478892.0,2588343.0,2698138.0,2807376.0,2916619.0,3030544.0,3160436.0,3270828.0,3380819.0,3491097.0,3601068.0,3711519.0,3821589.0,3931929.0,4041914.0,4151600.0,4261384.0,4371117.0,4480935.0,4591044.0,4708165.0,4851602.0,4993872.0
6,30,7,bourdais,5,7,1,Finished,126541,244296,358835,472175,584536,696388,807426,918205,1029464,1141359,1252160,1362162,1473318,1582716.0,1697476.0,1829609.0,1940394.0,2051300.0,2162313.0,2272609.0,2382648.0,2492547.0,2602530.0,2712631.0,2822779.0,2932726.0,3042306.0,3152424.0,3262000.0,3371406.0,3480408.0,3594582.0,3723833.0,3834051.0,3943501.0,4053100.0,4162570.0,4271993.0,4381424.0,4491011.0,4600961.0,4720240.0,4855753.0,4996129.0
10,30,12,piquet_jr,4,20,20,Spun off,128110,247319,364089,479522,593858,708000,821550,933956,1046135,1157961,1269627,1380745,1491976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,30,17,webber,9,8,1,Finished,128714,245134,359844,472867,585244,697249,808337,919222,1030116,1148957,1259555,1373925,1507928,1619306.0,1730599.0,1841952.0,1952886.0,2063948.0,2174654.0,2285651.0,2396610.0,2507702.0,2618700.0,2730118.0,2841367.0,2951741.0,3061953.0,3172126.0,3283663.0,3393898.0,3504479.0,3619164.0,3748740.0,3858255.0,3968168.0,4077902.0,4187785.0,4298181.0,4408555.0,4519013.0,4630606.0,4756187.0,4888960.0,5022170.0
8,30,9,kubica,2,6,1,Finished,129207,246571,361072,474525,586798,698841,810220,921354,1033097,1143879,1253882,1364060,1474357,1583886.0,1698242.0,1830476.0,1941221.0,2051867.0,2162803.0,2273561.0,2383799.0,2494102.0,2604351.0,2714383.0,2825150.0,2935238.0,3045294.0,3155485.0,3265090.0,3374696.0,3484040.0,3593338.0,3706961.0,3839900.0,3949103.0,4058068.0,4167103.0,4276794.0,4386006.0,4495055.0,4604698.0,4723639.0,4858054.0,4994431.0
9,30,10,glock,7,9,1,Finished,130388,249433,367207,483804,599378,713545,826756,939502,1052250,1164355,1276764,1388104,1499445,1611350.0,1723024.0,1834396.0,1945684.0,2058529.0,2169292.0,2279623.0,2390636.0,2501290.0,2611649.0,2722142.0,2833192.0,2948344.0,3079441.0,3190607.0,3301704.0,3413029.0,3523840.0,3634806.0,3745354.0,3855866.0,3966491.0,4076762.0,4187017.0,4297468.0,4408016.0,4518436.0,4629995.0,4765302.0,4902038.0,5046439.0
1,30,2,heidfeld,2,2,1,Finished,130592,248076,366066,480279,594219,705844,816111,925986,1036074,1146055,1255803,1366143,1476544,1591096.0,1723651.0,1835063.0,1945941.0,2057369.0,2167147.0,2277556.0,2387578.0,2497578.0,2607650.0,2717954.0,2828261.0,2938066.0,3048056.0,3157934.0,3267816.0,3377124.0,3491426.0,3618854.0,3728062.0,3837205.0,3946733.0,4055800.0,4165054.0,4274685.0,4384082.0,4493215.0,4603272.0,4727927.0,4867472.0,4988777.0
4,30,5,kovalainen,1,10,6,Gearbox,131071,249837,365486,479134,589933,700096,810748,921878,1031558,1144376,1254425,1364737,1479951,1617820.0,1739347.0,1851464.0,1964772.0,2074648.0,2184367.0,2294184.0,2404401.0,2514945.0,2624480.0,2733856.0,2843484.0,2953190.0,3062739.0,3172555.0,3281631.0,3390091.0,3498745.0,3607106.0,3720131.0,3847169.0,3955392.0,4064042.0,4172483.0,4281150.0,4390453.0,4498884.0,4607564.0,4724572.0,4858715.0,
17,30,20,vettel,5,5,1,Finished,131588,251112,367755,482248,595212,708331,820590,931157,1041957,1152299,1262408,1372673,1482302,1591954.0,1701510.0,1810596.0,1924607.0,2055159.0,2165201.0,2276007.0,2385987.0,2496721.0,2606548.0,2716921.0,2826847.0,2936864.0,3046683.0,3156674.0,3266566.0,3376161.0,3485442.0,3594954.0,3708863.0,3835996.0,3945546.0,4054890.0,4164022.0,4273736.0,4382913.0,4492463.0,4602201.0,4720898.0,4856481.0,4993970.0
2,30,3,rosberg,3,12,11,+1 Lap,131975,252777,370029,485967,600961,715501,828894,941721,1055110,1167648,1280175,1391690,1503632,1615866.0,1727760.0,1839428.0,1950417.0,2061674.0,2172519.0,2283602.0,2395162.0,2506415.0,2617616.0,2728862.0,2844803.0,2977502.0,3088239.0,3199831.0,3311637.0,3422873.0,3533562.0,3644218.0,3754908.0,3865914.0,3977418.0,4088574.0,4199802.0,4311524.0,4423431.0,4535427.0,4653043.0,4815621.0,4967042.0,
13,30,15,trulli,7,16,11,+1 Lap,132500,253521,371242,487795,603529,717510,830750,944003,1057142,1172108,1287867,1403019,1518619,1640724.0,1778730.0,1891961.0,2004196.0,2116926.0,2228664.0,2343477.0,2457762.0,2570935.0,2682596.0,2794147.0,2905437.0,3019897.0,3133502.0,3246820.0,3359796.0,3470695.0,3581668.0,3692211.0,3803001.0,3913671.0,4029507.0,4161378.0,4278742.0,4391426.0,4502054.0,4613364.0,4738334.0,4875772.0,5020609.0,
19,30,22,barrichello,11,19,6,Gearbox,133301,253996,371732,489335,604443,718355,831613,945017,1057915,1169987,1286136,1398472,1511632,1624652.0,1738011.0,1850659.0,1968965.0,2102104.0,2220084.0,,,,,,,,,,,,,,,,,,,,,,,,,
12,30,14,coulthard,9,11,11,+1 Lap,134184,254681,372321,489913,606074,720149,833502,946534,1059104,1172744,1287101,1399009,1511809,1625295.0,1738392.0,1851138.0,1962081.0,2072405.0,2182582.0,2293031.0,2403590.0,2519009.0,2655133.0,2766783.0,2878364.0,2990508.0,3101894.0,3213693.0,3325935.0,3437450.0,3548716.0,3659947.0,3771878.0,3883579.0,3994821.0,4106269.0,4217439.0,4328612.0,4443306.0,4554322.0,4668532.0,4816847.0,4965088.0,
16,30,18,button,11,15,11,+1 Lap,134359,255203,374119,491171,606894,721224,834713,948359,1061447,1173818,1288095,1400581,1512857,1626164.0,1739213.0,1852405.0,1965159.0,2076417.0,2187088.0,2298071.0,2408973.0,2524854.0,2658141.0,2770435.0,2882842.0,2996661.0,3108837.0,3222062.0,3334779.0,3447638.0,3559961.0,3672998.0,3789405.0,3902977.0,4015152.0,4126827.0,4238688.0,4350664.0,4462549.0,4574449.0,4691158.0,4839542.0,4979886.0,
14,30,16,sutil,10,13,11,+1 Lap,134644,255741,373158,490480,605343,718951,832250,953435,1065539,1177569,1290180,1403881,1517901,1629450.0,1742088.0,1859675.0,1993298.0,2104704.0,2216166.0,2327472.0,2438613.0,2549675.0,2660459.0,2771742.0,2883230.0,2994454.0,3104941.0,3220555.0,3351593.0,3465207.0,3576537.0,3687667.0,3798831.0,3909496.0,4020217.0,4130999.0,4241750.0,4352692.0,4463849.0,4575099.0,4691946.0,4831992.0,4969057.0,
5,30,6,nakajima,3,14,11,+1 Lap,135836,256142,375684,492057,607635,722230,836118,950368,1063878,1176619,1289690,1403622,1515985,1628688.0,1741608.0,1854061.0,1966295.0,2078225.0,2189729.0,2301492.0,2412893.0,2525444.0,2636652.0,2748108.0,2859487.0,2970664.0,3087383.0,3219223.0,3330739.0,3442114.0,3553526.0,3665478.0,3776820.0,3888929.0,3999899.0,4111475.0,4227501.0,4340044.0,4451220.0,4562353.0,4677946.0,4821358.0,4978340.0,
