,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53
0,hamilton,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,max_verstappen,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2,vettel,3,6,6,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,ocon,4,3,3,3,3,3,3,3,3,3,4,5,5,5,5,5,5,5,5,6,11,10,9,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
4,ricciardo,5,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,2,1,1,1,5,5,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
5,bottas,6,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,3,2,2,2,1,1,2,2,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
6,perez,7,7,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,6,12,10,9,8,8,8,8,8,8,8,8,8,8,8,8,8,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
7,massa,8,8,8,7,7,7,7,7,7,7,7,7,7,8,8,8,9,14,14,13,13,13,12,11,10,10,10,10,10,10,10,10,10,10,10,10,10,10,8,8,8,10,10,10,10,10,10,10,10,10,10,10,0
8,hulkenberg,9,9,9,8,8,8,8,9,9,9,9,9,9,9,9,9,8,8,8,8,7,6,6,6,6,6,6,6,5,5,5,5,6,6,6,6,6,8,12,11,0,0,0,0,0,0,0,0,0,0,0,0,0
9,kevin_magnussen,10,10,10,9,10,10,10,10,10,10,10,10,10,10,10,10,10,9,10,14,14,14,13,12,12,11,11,11,11,11,11,11,11,11,11,11,11,11,10,9,9,8,8,8,8,8,8,8,8,8,8,8,8
10,stroll,11,11,11,18,17,17,17,16,16,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,14,14,14,14,14,14,14,14,14,15,15,15,15,15,15,14,14,14,14,14,0,0,0,0,0,0,0,0
11,gasly,12,13,13,12,12,12,12,12,12,12,12,12,12,12,12,12,12,11,11,10,9,8,14,14,14,13,13,13,13,13,13,13,13,13,13,13,13,13,13,14,13,13,13,13,13,13,13,13,13,13,13,13,0
12,grosjean,13,12,12,10,11,11,11,11,11,11,11,11,11,11,11,11,11,10,9,9,8,7,7,13,13,12,12,12,12,12,12,12,12,12,12,12,12,12,11,10,10,9,9,9,9,9,9,9,9,9,9,9,9
13,jolyon_palmer,14,15,15,13,13,13,13,13,13,13,13,13,13,13,13,13,13,12,12,11,10,9,8,8,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,13,12,12,12,12,12,12,12,12,12,12,12,12,0
14,raikkonen,15,14,14,11,9,9,9,8,8,8,8,8,8,7,7,7,7,7,7,5,5,5,5,5,5,4,4,5,6,6,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
15,ericsson,16,16,16,14,14,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,alonso,17,17,17,16,15,15,15,14,14,14,14,14,14,14,14,14,14,13,13,12,12,11,11,10,11,16,16,15,15,15,15,15,15,15,14,14,14,14,14,12,11,11,11,11,11,11,11,11,11,11,11,11,0
17,vandoorne,18,18,18,17,16,16,16,15,15,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,15,15,16,16,16,16,16,16,16,16,16,16,16,16,16,15,15,15,15,15,14,14,14,14,14,14,14,0
