,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58
0,button,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,vettel,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6,5,4,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3
2,webber,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,1,4,4,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2
3,trulli,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,9,8,7,7,6,6,6,6,7,7,6,6,6,6,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
4,rosberg,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,3,2,6,6,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,7,7,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
5,massa,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,4,11,10,9,8,8,8,8,8,8,7,7,7,7,6,6,6,6,6,6,6,6,6,6,5,5,10,9,7,7,7,6,6,6,6,6,6,6,6,6,6,6
6,alonso,7,7,7,7,7,7,7,7,7,7,7,7,7,7,14,14,14,14,13,12,11,11,11,11,11,11,11,11,10,10,9,9,9,9,9,9,9,9,9,12,12,12,12,11,11,10,10,10,10,10,10,10,10,10,10,10,10,10
7,kubica,8,8,8,8,8,8,8,8,8,8,8,8,8,8,7,7,6,5,3,3,10,10,10,10,10,10,10,10,9,9,8,8,8,8,8,8,8,8,8,8,8,8,7,6,9,8,8,7,7,7,7,7,7,7,7,7,7,7
8,raikkonen,9,9,9,9,9,9,9,9,9,9,9,9,9,9,8,8,7,6,15,14,13,14,14,14,14,14,14,14,13,13,13,12,11,11,11,11,11,11,11,10,10,10,9,8,10,9,9,9,9,9,9,9,9,9,9,9,9,9
9,nakajima,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,9,8,7,5,5,4,4,4,4,4,4,9,9,8,8,7,7,7,7,7,7,7,7,7,7,6,6,5,13,13,13,13,12,12,12,12,12,12,12,12,12,12,12
10,kovalainen,11,11,11,11,11,11,12,11,11,11,11,11,11,11,10,10,10,9,8,17,16,16,16,16,16,15,15,15,15,15,15,14,13,13,13,13,13,13,13,13,13,13,16,16,16,16,16,14,14,14,14,14,14,14,14,14,14,0
11,barrichello,12,12,12,12,12,12,11,17,16,15,15,15,15,18,18,18,18,18,18,18,18,18,18,18,18,17,17,17,17,17,17,16,15,15,15,15,14,14,17,17,17,17,15,15,15,15,15,0,0,0,0,0,0,0,0,0,0,0
12,heidfeld,13,14,14,14,14,14,14,13,13,13,13,13,13,13,12,12,12,12,11,10,9,9,9,9,9,9,8,8,14,14,14,13,12,12,12,12,12,12,12,11,11,11,11,10,8,12,12,11,11,11,11,11,11,11,11,11,11,11
13,glock,14,13,13,13,13,13,13,12,12,12,12,12,12,12,11,11,11,10,9,8,7,7,7,7,6,6,5,5,5,5,12,11,10,10,10,10,10,10,10,9,9,9,8,7,6,6,6,8,8,8,8,8,8,8,8,8,8,8
14,piquet_jr,15,16,16,16,16,16,16,15,15,16,16,16,16,15,15,15,15,15,14,13,12,12,12,12,12,12,12,12,11,11,11,17,16,16,16,16,15,15,14,14,14,14,13,12,12,11,11,16,16,16,16,16,16,16,16,16,16,0
15,hamilton,16,17,17,17,17,17,17,16,17,17,17,17,17,16,16,16,16,16,16,15,14,13,13,13,13,13,13,13,12,12,10,10,17,17,17,18,17,17,16,16,16,16,14,14,14,14,14,13,13,13,13,13,13,13,13,13,13,13
16,sutil,17,15,15,15,15,15,15,14,14,14,14,14,14,14,13,13,13,13,12,11,17,17,17,17,17,16,16,16,16,16,16,15,14,14,14,14,18,18,18,18,18,18,18,18,18,18,18,17,17,17,17,17,17,17,17,17,17,0
17,fisichella,18,18,18,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,buemi,19,19,19,18,18,18,18,18,18,18,18,18,18,17,17,17,17,17,17,16,15,15,15,15,15,18,18,18,18,18,18,18,18,18,18,17,16,16,15,15,15,15,17,17,17,17,17,15,15,15,15,15,15,15,15,15,15,0
