,raceId,driverId,driverRef,constructorId,positionOrder,statusId,status,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60
10,857,20,vettel,9,1,1,Finished,94881,188619,281389.0,373766.0,466469.0,558303.0,649942.0,741250.0,832714.0,924019.0,1015354.0,1106626.0,1197866.0,1288551.0,1379434.0,1470070.0,1560468.0,1651018.0,1744691.0,1853403.0,1943461.0,2033383.0,2123606.0,2213583.0,2303499.0,2393768.0,2484013.0,2573793.0,2663303.0,2752693.0,2841979.0,2930991.0,3020157.0,3109453.0,3198451.0,3287058.0,3375903.0,3465017.0,3553755.0,3643669.0,3733264.0,3821819.0,3910934.0,3999741.0,4088747.0,4177666.0,4270082.0,4378223.0,4466971.0,4555000.0,4643403.0,4731709.0,4819631.0,4907432.0,4995214.0,5083608.0,5171625.0,5260296.0,5347753.0,5435002.0
9,857,18,button,1,2,1,Finished,96184,190662,284098.0,377079.0,470710.0,562843.0,654649.0,746070.0,837546.0,928821.0,1019891.0,1110924.0,1201954.0,1292880.0,1383807.0,1474810.0,1565486.0,1658453.0,1765831.0,1856593.0,1947028.0,2037059.0,2127332.0,2217158.0,2306953.0,2397443.0,2487497.0,2577292.0,2667006.0,2757100.0,2846552.0,2936006.0,3025270.0,3114707.0,3204279.0,3293107.0,3382102.0,3471042.0,3560497.0,3649020.0,3738283.0,3827327.0,3916001.0,4004703.0,4093587.0,4184793.0,4292397.0,4381080.0,4469743.0,4558290.0,4646744.0,4735389.0,4823825.0,4912466.0,5000699.0,5088820.0,5176959.0,5265896.0,5355468.0,5443435.0
8,857,17,webber,9,4,1,Finished,96909,191396,284655.0,377861.0,471313.0,563589.0,655440.0,746982.0,838433.0,929854.0,1021495.0,1112765.0,1204290.0,1295907.0,1387153.0,1481639.0,1591023.0,1681477.0,1771805.0,1862261.0,1952496.0,2042898.0,2133091.0,2223007.0,2313488.0,2403806.0,2494488.0,2584473.0,2674217.0,2764226.0,2853763.0,2944065.0,3033523.0,3123193.0,3213124.0,3303530.0,3396455.0,3505272.0,3595094.0,3685405.0,3775309.0,3864795.0,3953890.0,4043054.0,4131814.0,4220646.0,4309570.0,4399043.0,4487904.0,4577449.0,4666072.0,4755066.0,4843678.0,4932186.0,5021138.0,5109058.0,5196966.0,5284525.0,5372045.0,5460531.0
2,857,4,alonso,6,3,1,Finished,97641,192259,285913.0,379563.0,472684.0,565305.0,657596.0,749508.0,841175.0,932555.0,1024049.0,1115126.0,1206688.0,1298004.0,1389254.0,1482849.0,1593410.0,1684138.0,1774640.0,1865317.0,1955903.0,2046093.0,2136339.0,2226332.0,2316899.0,2407666.0,2497937.0,2587505.0,2677311.0,2767538.0,2856574.0,2946209.0,3035577.0,3125134.0,3215582.0,3304987.0,3395152.0,3484915.0,3576671.0,3684708.0,3774105.0,3863286.0,3952198.0,4041085.0,4129786.0,4219077.0,4308468.0,4397708.0,4486485.0,4574895.0,4663987.0,4752719.0,4841434.0,4930173.0,5018530.0,5106680.0,5195048.0,5283001.0,5371005.0,5459303.0
5,857,13,massa,6,20,22,Suspension,98264,193255,287098.0,380569.0,473891.0,566517.0,658879.0,750832.0,842534.0,934217.0,1025539.0,1116889.0,1208363.0,1301097.0,1391987.0,1483195.0,1576584.0,1686561.0,1776804.0,1867316.0,1957826.0,2048466.0,2141146.0,2241348.0,2332778.0,2423592.0,2514398.0,2604786.0,2695548.0,2788826.0,2893960.0,3008917.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,857,1,hamilton,1,7,1,Finished,99326,194362,288445.0,381739.0,475627.0,568373.0,660581.0,752713.0,844671.0,936383.0,1028103.0,1119822.0,1211363.0,1302992.0,1394271.0,1488171.0,1597494.0,1688008.0,1778528.0,1869029.0,1959223.0,2049813.0,2141970.0,2241664.0,2356022.0,2447086.0,2537672.0,2628522.0,2719342.0,2810689.0,2900711.0,2991827.0,3081301.0,3171382.0,3261117.0,3350404.0,3439844.0,3529601.0,3619342.0,3708359.0,3797497.0,3887107.0,3976430.0,4066270.0,4158034.0,4268524.0,4358225.0,4447386.0,4536556.0,4625659.0,4715220.0,4804586.0,4894165.0,4983626.0,5073102.0,5162877.0,5251653.0,5340374.0,5429259.0,5519185.0
1,857,3,rosberg,131,6,1,Finished,99752,195487,289683.0,383510.0,477045.0,570509.0,663464.0,756216.0,848842.0,942111.0,1034349.0,1126318.0,1218616.0,1310894.0,1403042.0,1495350.0,1589840.0,1699298.0,1791555.0,1882952.0,1974275.0,2065251.0,2156448.0,2247848.0,2339097.0,2431686.0,2523248.0,2614311.0,2704976.0,2795375.0,2885644.0,2976094.0,3066118.0,3156538.0,3246759.0,3336724.0,3426313.0,3515749.0,3605358.0,3694765.0,3784095.0,3873566.0,3962700.0,4052027.0,4143303.0,4252682.0,4342381.0,4431720.0,4520582.0,4609562.0,4698948.0,4788741.0,4878227.0,4967466.0,5056752.0,5146892.0,5235663.0,5324540.0,5413140.0,5501853.0
12,857,30,michael_schumacher,131,5,1,Finished,100462,196338,291168.0,385318.0,479142.0,572540.0,665689.0,758811.0,851678.0,944510.0,1037330.0,1129768.0,1222077.0,1314897.0,1407211.0,1499702.0,1593126.0,1688409.0,1797618.0,1889434.0,1980092.0,2071235.0,2162572.0,2253450.0,2344355.0,2435694.0,2527032.0,2618189.0,2708796.0,2799216.0,2890188.0,2980097.0,3070318.0,3159921.0,3250139.0,3339603.0,3429199.0,3518565.0,3607891.0,3697299.0,3786606.0,3876211.0,3965104.0,4053861.0,4142814.0,4231378.0,4320037.0,4408586.0,4497999.0,4589144.0,4697640.0,4786785.0,4875695.0,4964950.0,5054395.0,5144160.0,5232850.0,5321965.0,5410806.0,5500423.0
7,857,16,sutil,10,9,11,+1 Lap,101464,197993,293189.0,387788.0,481694.0,575583.0,669099.0,762569.0,856319.0,949550.0,1042791.0,1136101.0,1229818.0,1325112.0,1422377.0,1533818.0,1626158.0,1717985.0,1810332.0,1902350.0,1994428.0,2086459.0,2178921.0,2270749.0,2363009.0,2455015.0,2546859.0,2638324.0,2729712.0,2821034.0,2912258.0,3003401.0,3094861.0,3186863.0,3280244.0,3392163.0,3483869.0,3576575.0,3667410.0,3758269.0,3849331.0,3939733.0,4030433.0,4120340.0,4210362.0,4300686.0,4391268.0,4481235.0,4570834.0,4660542.0,4749961.0,4839453.0,4929570.0,5021944.0,5112558.0,5201928.0,5291322.0,5380871.0,5470160.0,
17,857,811,bruno_senna,4,12,11,+1 Lap,102378,199521,294797.0,389906.0,484222.0,577865.0,671282.0,765049.0,860355.0,955453.0,1049471.0,1142927.0,1236422.0,1330431.0,1423625.0,1516687.0,1610423.0,1703228.0,1796620.0,1890883.0,1985201.0,2081138.0,2191867.0,2283874.0,2376587.0,2470922.0,2562649.0,2654185.0,2745596.0,2837078.0,2928305.0,3019532.0,3112474.0,3205136.0,3295463.0,3386139.0,3476970.0,3568028.0,3658361.0,3750049.0,3840145.0,3930430.0,4021297.0,4112421.0,4202666.0,4294980.0,4385297.0,4475424.0,4565192.0,4655155.0,4744842.0,4834607.0,4924045.0,5013616.0,5102926.0,5195094.0,5305548.0,5395427.0,5485298.0,
