,0,1,2
0,20,9,1:24.178
1,1,1,1:24.474
2,17,9,1:24.508
3,4,6,1:24.519
4,18,1,1:24.950
5,13,6,1:25.122
6,3,131,1:25.451
7,16,10,1:26.140
8,67,5,1:26.161
9,153,5,1:26.319
10,808,4,1:26.189
11,30,131,1:26.337
12,814,10,1:26.503
13,813,3,1:26.537
14,811,4,1:26.651
15,22,3,1:27.247
16,815,15,1:27.249
17,155,15,1:27.876
18,5,205,1:28.565
19,15,205,1:28.752
20,817,164,1:30.216
21,39,164,1:30.238
22,816,166,1:30.866
23,10,166,1:34.046
