,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65
0,857.0,20.0,vettel,1.0,1.0,Finished,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,857.0,18.0,button,2.0,1.0,Finished,1303.0,2043.0,2709.0,3313.0,4241.0,4540.0,4707.0,4820.0,4832.0,4802.0,4537.0,4298.0,4088.0,4329.0,4373.0,4740.0,5018.0,7435.0,21140.0,3190.0,3567.0,3676.0,3726.0,3575.0,3454.0,3675.0,3484.0,3499.0,3703.0,4407.0,4573.0,5015.0,5113.0,5254.0,5828.0,6049.0,6199.0,6025.0,6742.0,5351.0,5019.0,5508.0,5067.0,4962.0,4840.0,7127.0,22315.0,2857.0,2772.0,3290.0,3341.0,3680.0,4194.0,5034.0,5485.0,5212.0,5334.0,5600.0,7715.0,8433.0
2,857.0,17.0,webber,4.0,1.0,Finished,2028.0,2777.0,3266.0,4095.0,4844.0,5286.0,5498.0,5732.0,5719.0,5835.0,6141.0,6139.0,6424.0,7356.0,7719.0,11569.0,30555.0,30459.0,27114.0,8858.0,9035.0,9515.0,9485.0,9424.0,9989.0,10038.0,10475.0,10680.0,10914.0,11533.0,11784.0,13074.0,13366.0,13740.0,14673.0,16472.0,20552.0,40255.0,41339.0,41736.0,42045.0,42976.0,42956.0,43313.0,43067.0,42980.0,39488.0,20820.0,20933.0,22449.0,22669.0,23357.0,24047.0,24754.0,25924.0,25450.0,25341.0,24229.0,24292.0,25529.0
3,857.0,4.0,alonso,3.0,1.0,Finished,2760.0,3640.0,4524.0,5797.0,6215.0,7002.0,7654.0,8258.0,8461.0,8536.0,8695.0,8500.0,8822.0,9453.0,9820.0,12779.0,32942.0,33120.0,29949.0,11914.0,12442.0,12710.0,12733.0,12749.0,13400.0,13898.0,13924.0,13712.0,14008.0,14845.0,14595.0,15218.0,15420.0,15681.0,17131.0,17929.0,19249.0,19898.0,22916.0,41039.0,40841.0,41467.0,41264.0,41344.0,41039.0,41411.0,38386.0,19485.0,19514.0,19895.0,20584.0,21010.0,21803.0,22741.0,23316.0,23072.0,23423.0,22705.0,23252.0,24301.0
4,857.0,13.0,massa,20.0,22.0,Suspension,3383.0,4636.0,5709.0,6803.0,7422.0,8214.0,8937.0,9582.0,9820.0,10198.0,10185.0,10263.0,10497.0,12546.0,12553.0,13125.0,16116.0,35543.0,32113.0,13913.0,14365.0,15083.0,17540.0,27765.0,29279.0,29824.0,30385.0,30993.0,32245.0,36133.0,51981.0,77926.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,857.0,1.0,hamilton,7.0,1.0,Finished,4445.0,5743.0,7056.0,7973.0,9158.0,10070.0,10639.0,11463.0,11957.0,12364.0,12749.0,13196.0,13497.0,14441.0,14837.0,18101.0,37026.0,36990.0,33837.0,15626.0,15762.0,16430.0,18364.0,28081.0,52523.0,53318.0,53659.0,54729.0,56039.0,57996.0,58732.0,60836.0,61144.0,61929.0,62666.0,63346.0,63941.0,64584.0,65587.0,64690.0,64233.0,65288.0,65496.0,66529.0,69287.0,90858.0,88143.0,69163.0,69585.0,70659.0,71817.0,72877.0,74534.0,76194.0,77888.0,79269.0,80028.0,80078.0,81506.0,84183.0
6,857.0,3.0,rosberg,6.0,1.0,Finished,4871.0,6868.0,8294.0,9744.0,10576.0,12206.0,13522.0,14966.0,16128.0,18092.0,18995.0,19692.0,20750.0,22343.0,23608.0,25280.0,29372.0,48280.0,46864.0,29549.0,30814.0,31868.0,32842.0,34265.0,35598.0,37918.0,39235.0,40518.0,41673.0,42682.0,43665.0,45103.0,45961.0,47085.0,48308.0,49666.0,50410.0,50732.0,51603.0,51096.0,50831.0,51747.0,51766.0,52286.0,54556.0,75016.0,72299.0,53497.0,53611.0,54562.0,55545.0,57032.0,58596.0,60034.0,61538.0,63284.0,64038.0,64244.0,65387.0,66851.0
7,857.0,30.0,michael_schumacher,5.0,1.0,Finished,5581.0,7719.0,9779.0,11552.0,12673.0,14237.0,15747.0,17561.0,18964.0,20491.0,21976.0,23142.0,24211.0,26346.0,27777.0,29632.0,32658.0,37391.0,52927.0,36031.0,36631.0,37852.0,38966.0,39867.0,40856.0,41926.0,43019.0,44396.0,45493.0,46523.0,48209.0,49106.0,50161.0,50468.0,51688.0,52545.0,53296.0,53548.0,54136.0,53630.0,53342.0,54392.0,54170.0,54120.0,54067.0,53712.0,49955.0,30363.0,31028.0,34144.0,54237.0,55076.0,56064.0,57518.0,59181.0,60552.0,61225.0,61669.0,63053.0,65421.0
8,857.0,16.0,sutil,9.0,11.0,+1 Lap,6583.0,9374.0,11800.0,14022.0,15225.0,17280.0,19157.0,21319.0,23605.0,25531.0,27437.0,29475.0,31952.0,36561.0,42943.0,63748.0,65690.0,66967.0,65641.0,48947.0,50967.0,53076.0,55315.0,57166.0,59510.0,61247.0,62846.0,64531.0,66409.0,68341.0,70279.0,72410.0,74704.0,77410.0,81793.0,105105.0,107966.0,111558.0,113655.0,114600.0,116067.0,117914.0,119499.0,120599.0,121615.0,123020.0,121186.0,103012.0,103863.0,105542.0,106558.0,107744.0,109939.0,114512.0,117344.0,118320.0,119697.0,120575.0,122407.0,
9,857.0,811.0,bruno_senna,12.0,11.0,+1 Lap,7497.0,10902.0,13408.0,16140.0,17753.0,19562.0,21340.0,23799.0,27641.0,31434.0,34117.0,36301.0,38556.0,41880.0,44191.0,46617.0,49955.0,52210.0,51929.0,37480.0,41740.0,47755.0,68261.0,70291.0,73088.0,77154.0,78636.0,80392.0,82293.0,84385.0,86326.0,88541.0,92317.0,95683.0,97012.0,99081.0,101067.0,103011.0,104606.0,106380.0,106881.0,108611.0,110363.0,112680.0,113919.0,117314.0,115215.0,97201.0,98221.0,100155.0,101439.0,102898.0,104414.0,106184.0,107712.0,111486.0,133923.0,135131.0,137545.0,
