,raceId,driverId,driverRef,constructorId,positionOrder,statusId,status,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70
0,1033,1,hamilton,131,1,1,Finished,95670,187128,282044,395865,481763,565754,649081,731251,813381,894903,977030,1058916,1140789,1222509,1304129,1385565.0,1467420.0,1548783.0,1631180.0,1713067.0,1794874.0,1876601.0,1958288.0,2039629.0,2121579.0,2202969.0,2284710.0,2366242.0,2447507.0,2528705.0,2610020.0,2691528.0,2773081.0,2854774.0,2938458.0,3019913.0,3103887.0,3204492.0,3284793.0,3364885.0,3444731.0,3524593.0,3604953.0,3684916.0,3764740.0,3844477.0,3924347.0,4004062.0,4083911.0,4164161.0,4244316.0,4324441.0,4404014.0,4484320.0,4563587.0,4643783.0,4723382.0,4802651.0,4881833.0,4961736.0,5040652.0,5120084.0,5198794.0,5277517.0,5356128.0,5437887.0,5537795.0,5615292.0,5695846.0,5772473.0
12,1033,840,stroll,211,4,1,Finished,98777,192509,290786,408261,496771,582373,665477,749126,832566,916115,999225,1082247,1165352,1248093,1330997,1412520.0,1494704.0,1576743.0,1659097.0,1740804.0,1822433.0,1904301.0,1986310.0,2068419.0,2150573.0,2232455.0,2314401.0,2396376.0,2478604.0,2560756.0,2643080.0,2725475.0,2809045.0,2892196.0,2978648.0,3079550.0,3160694.0,3241899.0,3322854.0,3404091.0,3485680.0,3566609.0,3647360.0,3728182.0,3808960.0,3889706.0,3970628.0,4051341.0,4132548.0,4214143.0,4295042.0,4378694.0,4476882.0,4556432.0,4636444.0,4716697.0,4796959.0,4876434.0,4956032.0,5035256.0,5114653.0,5193977.0,5273314.0,5352741.0,5432119.0,5511656.0,5591350.0,5670323.0,5749474.0,5830052.0
9,1033,830,max_verstappen,9,2,1,Finished,99556,192820,287349,382374,489578,573308,656514,739255,821568,903970,986479,1068649,1150647,1232943,1315029,1396798.0,1478910.0,1560469.0,1642195.0,1724473.0,1807221.0,1888741.0,1970634.0,2052381.0,2134228.0,2215950.0,2297689.0,2379498.0,2461434.0,2543622.0,2625962.0,2708839.0,2791370.0,2874106.0,2957482.0,3043321.0,3143418.0,3223910.0,3304175.0,3384265.0,3464171.0,3544470.0,3624645.0,3705304.0,3785741.0,3866358.0,3946569.0,4027142.0,4107410.0,4187240.0,4267067.0,4347042.0,4426914.0,4506677.0,4586563.0,4666780.0,4747245.0,4827012.0,4906879.0,4986063.0,5065476.0,5145040.0,5225087.0,5304411.0,5383661.0,5462982.0,5542286.0,5621632.0,5700953.0,5781175.0
2,1033,20,vettel,6,6,11,+1 Lap,100746,195523,295198,412459,501485,587715,672742,757549,841379,925401,1011176,1094573,1177795,1262013,1346275,1430666.0,1515144.0,1600352.0,1683038.0,1765473.0,1847935.0,1930266.0,2013074.0,2096054.0,2178841.0,2261607.0,2344649.0,2428053.0,2515276.0,2616456.0,2697242.0,2777976.0,2859593.0,2941460.0,3023999.0,3105807.0,3186898.0,3268027.0,3348993.0,3429849.0,3510352.0,3591230.0,3672196.0,3753003.0,3833411.0,3914035.0,3994900.0,4075356.0,4155719.0,4236340.0,4316987.0,4398068.0,4479664.0,4560628.0,4641251.0,4722179.0,4805061.0,4885556.0,4966237.0,5047046.0,5127877.0,5208590.0,5289395.0,5370036.0,5450576.0,5533293.0,5614143.0,5697006.0,5777961.0,
15,1033,844,leclerc,6,11,11,+1 Lap,101753,199983,313344,408562,498543,584784,669504,754482,838985,924106,1007998,1092052,1176209,1260625,1345087,1429507.0,1513944.0,1599837.0,1685848.0,1774173.0,1879069.0,1961200.0,2042567.0,2124036.0,2206457.0,2289120.0,2371875.0,2454586.0,2537393.0,2620058.0,2703321.0,2785084.0,2867482.0,2949205.0,3031589.0,3114949.0,3196911.0,3278632.0,3360068.0,3441702.0,3522925.0,3605845.0,3687324.0,3770508.0,3851731.0,3932713.0,4013955.0,4095226.0,4176575.0,4257702.0,4339471.0,4420504.0,4501728.0,4582903.0,4664497.0,4745824.0,4829635.0,4911591.0,4993671.0,5077948.0,5159610.0,5241366.0,5322328.0,5403149.0,5484697.0,5566396.0,5647987.0,5729549.0,5812962.0,
6,1033,822,bottas,131,3,1,Finished,102397,201174,315949,409089,498905,585358,669928,756128,839400,921418,1004162,1086034,1167558,1249504,1332144,1415309.0,1497092.0,1579090.0,1661593.0,1743017.0,1824386.0,1906021.0,1987747.0,2069430.0,2151654.0,2233482.0,2315571.0,2397778.0,2480053.0,2562296.0,2644345.0,2726586.0,2812213.0,2910475.0,2990834.0,3070962.0,3150618.0,3229563.0,3309506.0,3388608.0,3467742.0,3547156.0,3626924.0,3707071.0,3786750.0,3867292.0,3947782.0,4029067.0,4111669.0,4208763.0,4287198.0,4365111.0,4443150.0,4521696.0,4600390.0,4678763.0,4757617.0,4837165.0,4916612.0,4995691.0,5075100.0,5153551.0,5231720.0,5309885.0,5388378.0,5466043.0,5544272.0,5622780.0,5701649.0,5781925.0
4,1033,815,perez,211,7,11,+1 Lap,103895,199215,297824,411515,506324,593116,678256,762308,845859,928962,1012266,1096281,1179877,1263378,1347384,1431607.0,1515959.0,1600920.0,1686445.0,1771962.0,1853731.0,1935821.0,2017735.0,2099663.0,2181822.0,2264053.0,2346608.0,2429716.0,2513698.0,2597189.0,2679360.0,2761839.0,2844300.0,2927111.0,3013166.0,3113445.0,3195208.0,3276490.0,3356580.0,3437025.0,3517456.0,3597668.0,3678270.0,3758956.0,3839170.0,3919759.0,4000341.0,4080608.0,4161212.0,4241927.0,4322237.0,4402793.0,4485401.0,4566353.0,4646661.0,4727726.0,4808648.0,4889254.0,4969950.0,5050440.0,5131408.0,5212143.0,5292391.0,5372869.0,5453293.0,5534240.0,5616291.0,5698088.0,5779099.0,
10,1033,832,sainz,1,9,11,+1 Lap,104472,200571,299711,415541,507509,594904,680221,764460,848055,931127,1014876,1098403,1181803,1265238,1348886,1432983.0,1517450.0,1602255.0,1687416.0,1773392.0,1856315.0,1939865.0,2023009.0,2105859.0,2188631.0,2271312.0,2353886.0,2436482.0,2519065.0,2601982.0,2685080.0,2767756.0,2852605.0,2934966.0,3017528.0,3099605.0,3181470.0,3263233.0,3345354.0,3430395.0,3530263.0,3610329.0,3690562.0,3771627.0,3852379.0,3934134.0,4014928.0,4095814.0,4177278.0,4258699.0,4340328.0,4421436.0,4502776.0,4583708.0,4665338.0,4748399.0,4830483.0,4912229.0,4994261.0,5073905.0,5156398.0,5236574.0,5316155.0,5395983.0,5475789.0,5555529.0,5634986.0,5714658.0,5794468.0,
5,1033,817,ricciardo,4,8,11,+1 Lap,105692,202203,298121,395140,506876,594156,679348,763316,846859,930085,1013625,1097380,1180979,1264424,1348074,1432275.0,1516645.0,1601578.0,1686829.0,1772565.0,1855603.0,1938606.0,2021396.0,2104100.0,2186828.0,2269515.0,2352024.0,2434629.0,2517091.0,2600805.0,2683450.0,2766609.0,2848716.0,2931034.0,3013194.0,3094761.0,3176306.0,3257868.0,3339588.0,3421014.0,3502580.0,3584956.0,3669226.0,3768646.0,3848373.0,3927905.0,4008101.0,4087900.0,4167777.0,4247607.0,4327942.0,4408116.0,4488292.0,4568657.0,4648903.0,4729671.0,4810177.0,4890794.0,4971428.0,5052140.0,5133106.0,5213891.0,5294656.0,5375138.0,5455316.0,5538659.0,5618676.0,5699046.0,5780049.0,
19,1033,849,latifi,3,19,15,+5 Laps,107053,203142,305025,509319,633827,721057,806185,890782,975216,1062384,1146786,1231586,1318714,1404306,1489600,1574579.0,1663983.0,1748492.0,1832623.0,1917001.0,2001448.0,2088069.0,2172349.0,2256676.0,2340781.0,2424883.0,2509763.0,2599793.0,2687796.0,2771987.0,2862390.0,2980994.0,3065263.0,3148590.0,3235378.0,3318943.0,3402210.0,3487887.0,3596527.0,3706677.0,3790322.0,3872664.0,3954722.0,4037232.0,4120498.0,4203922.0,4289525.0,4376092.0,4460926.0,4546010.0,4630468.0,4718278.0,4825118.0,4909449.0,4992401.0,5085758.0,5168153.0,5250823.0,5332874.0,5414985.0,5496819.0,5578246.0,5659592.0,5740790.0,5822721.0,,,,,
18,1033,848,albon,9,5,1,Finished,107561,203753,302637,414587,503473,589363,673799,758938,842950,926292,1009798,1092828,1176846,1261241,1345660,1430078.0,1514472.0,1597486.0,1680223.0,1762856.0,1845848.0,1928568.0,2011702.0,2094728.0,2177518.0,2260378.0,2343527.0,2427237.0,2510728.0,2593577.0,2676327.0,2758973.0,2841642.0,2927596.0,3028821.0,3112136.0,3192460.0,3273070.0,3353773.0,3434188.0,3514452.0,3594788.0,3675875.0,3756386.0,3836691.0,3917037.0,3997615.0,4077983.0,4158493.0,4238764.0,4319059.0,4399902.0,4480927.0,4561715.0,4643235.0,4725572.0,4806312.0,4886801.0,4967545.0,5048084.0,5128888.0,5209324.0,5290240.0,5371000.0,5451536.0,5531024.0,5610641.0,5690081.0,5770240.0,5850789.0
14,1033,842,gasly,213,20,5,Engine,108287,204732,306015,418915,508324,596559,682331,767160,851658,935597,1020430,1106029,1192635,1279798,1370273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,1033,846,norris,1,13,11,+1 Lap,108972,206441,304678,405017,514495,600358,685841,770750,856021,940912,1025527,1110195,1195409,1281343,1367032,1450567.0,1534475.0,1618695.0,1702543.0,1786040.0,1870003.0,1953765.0,2037527.0,2122285.0,2205719.0,2288552.0,2371299.0,2454055.0,2536680.0,2619519.0,2702796.0,2787323.0,2870272.0,2952937.0,3037879.0,3140190.0,3221277.0,3301501.0,3381549.0,3461704.0,3542772.0,3622717.0,3703629.0,3784295.0,3868008.0,3949923.0,4031085.0,4111790.0,4192338.0,4272860.0,4353331.0,4433874.0,4514414.0,4594663.0,4675037.0,4756088.0,4839038.0,4920347.0,5002389.0,5083886.0,5165449.0,5247090.0,5328878.0,5410487.0,5491785.0,5573451.0,5655131.0,5736683.0,5818561.0,
1,1033,8,raikkonen,51,15,11,+1 Lap,109757,208146,308503,420487,508950,597193,683057,768408,853139,937569,1022124,1106493,1192923,1275950,1360327,1444472.0,1529845.0,1615434.0,1698727.0,1782392.0,1865687.0,1948822.0,2031934.0,2115139.0,2198465.0,2281842.0,2364682.0,2449480.0,2532646.0,2615770.0,2699854.0,2783285.0,2869511.0,2978975.0,3061216.0,3144969.0,3226594.0,3310603.0,3393219.0,3475049.0,3556779.0,3638512.0,3720711.0,3801766.0,3883026.0,3964503.0,4045820.0,4127190.0,4210001.0,4292070.0,4374103.0,4454957.0,4535540.0,4616073.0,4696641.0,4777050.0,4858440.0,4938952.0,5019436.0,5099960.0,5180192.0,5260760.0,5341108.0,5422225.0,5502703.0,5583440.0,5663930.0,5744565.0,5826078.0,
