,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61
0,228375.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,232511.0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6,12,10,9,9,9,9,9,8,8,8,8,8,8,7,7,5,5,5,4,4
2,233786.0,3,3,3,3,3,3,3,3,3,3,3,3,3,4,6,4,4,4,4,3,3,3,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
3,235127.0,4,4,4,4,4,4,4,4,4,4,4,4,6,8,7,5,5,5,5,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,11,13,11,9,8,8,8,8,8,7,7,7,7,7,6,5,4,4,4,4,6,0
4,235744.0,5,5,5,5,5,5,5,5,5,5,5,5,4,3,3,6,6,6,6,5,5,5,5,5,6,6,6,6,6,6,6,6,15,21,21,21,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,237618.0,6,7,7,7,7,7,7,7,7,7,7,6,5,5,4,7,7,7,7,6,6,6,6,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,2,2,4,10,10,10,10,10,9,9,9,9,9,9,8,8,7,6,6,5,5
6,236904.0,7,6,6,6,6,6,6,6,6,6,6,9,13,11,8,8,8,8,8,8,7,7,7,7,7,8,8,8,8,8,8,8,7,7,7,7,7,7,7,6,5,9,12,12,12,12,12,12,12,11,11,11,11,11,9,9,9,7,7,7,6
7,238640.0,8,8,8,8,8,8,8,8,8,8,8,7,8,12,9,9,9,9,9,9,8,8,8,8,8,9,9,9,9,9,9,9,8,8,8,8,8,8,8,7,7,4,3,3,3,3,3,3,3,3,3,3,3,4,4,5,6,8,8,8,7
8,239201.0,9,9,9,9,9,9,9,9,9,9,9,8,9,14,13,11,11,12,12,12,11,11,11,11,11,12,12,12,12,12,12,12,11,11,11,11,11,11,11,10,10,7,7,6,6,6,6,6,6,6,6,6,6,7,10,10,10,10,10,10,9
9,239785.0,10,10,10,10,10,10,10,10,10,10,10,10,7,7,14,12,12,11,11,11,10,10,10,10,10,11,11,11,11,11,11,11,10,10,10,10,10,10,10,9,9,6,6,5,5,5,5,5,5,5,5,5,5,5,6,6,8,9,9,9,8
10,240361.0,11,11,11,11,12,12,12,12,12,11,13,18,15,15,15,13,13,13,13,13,12,12,12,12,13,14,14,14,14,14,14,14,13,13,14,14,14,14,13,12,11,10,8,7,7,7,7,7,10,12,12,12,12,13,12,12,12,12,13,13,12
11,242255.0,12,13,13,13,13,13,13,13,13,12,11,11,10,6,5,3,3,3,3,7,13,13,13,13,12,7,7,7,7,7,7,7,6,6,6,6,6,6,6,5,4,8,11,11,11,11,11,11,11,10,10,10,10,10,0,0,0,0,0,0,0
12,240889.0,13,12,12,12,11,11,11,11,11,13,19,16,14,13,10,10,10,10,10,10,9,9,9,9,9,10,10,10,10,10,10,10,9,9,9,9,9,9,9,8,8,5,5,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3
13,243200.0,14,14,14,14,14,14,14,14,14,14,12,12,11,9,11,17,16,16,16,16,16,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
