,raceId,driverId,driverRef,constructorId,positionOrder,statusId,status,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61
8,893,20,vettel,9,1,1,Finished,115509,228375,341380,454698,567963,680992,794061,907203,1020104,1133443,1246459,1359681,1472437,1585736,1699399,1813183,1935041,2067770,2179958,2292137,2404250,2516125,2628006,2740115.0,2867612.0,3040879.0,3201823.0,3374334.0,3532491.0,3697661.0,3809434.0,3920075.0,4030505.0,4141501.0,4252188.0,4362370.0,4472555.0,4582678.0,4692937.0,4803199.0,4913221.0,5023732.0,5134841.0,5253714.0,5383730.0,5492304.0,5602115.0,5712552.0,5823122.0,5933601.0,6043690.0,6153993.0,6264302.0,6374985.0,6484686.0,6597024.0,6707687.0,6816929.0,6926345.0,7037264.0,7153132.0
1,893,3,rosberg,131,4,1,Finished,117480,232511,346989,460938,574166,687623,801073,914066,1027303,1140636,1253608,1366719,1480176,1594011,1714646,1849213,1962530,2075812,2188514,2300975,2413296,2525661,2638323,2751082.0,2880696.0,3042147.0,3203288.0,3375159.0,3533282.0,3698677.0,3812642.0,3925640.0,4038831.0,4151473.0,4264184.0,4376675.0,4489127.0,4601462.0,4713353.0,4825303.0,4943981.0,5076569.0,5187801.0,5299473.0,5410848.0,5522043.0,5633197.0,5744871.0,5857242.0,5968143.0,6078496.0,6189168.0,6300824.0,6415654.0,6530174.0,6645902.0,6759478.0,6870265.0,6981135.0,7093397.0,7204287.0
2,893,4,alonso,6,2,1,Finished,118625,233786,348718,463145,576968,691035,804579,917878,1031335,1144330,1257179,1370171,1483326,1603791,1738042,1852387,1966582,2080309,2194462,2308512,2421416,2534363,2647004,2759558.0,2896462.0,3052160.0,3206529.0,3378030.0,3536966.0,3700631.0,3815104.0,3928574.0,4041732.0,4154745.0,4267258.0,4379965.0,4492462.0,4604749.0,4717377.0,4829739.0,4941463.0,5053252.0,5165539.0,5276621.0,5388593.0,5499996.0,5611439.0,5723026.0,5834249.0,5945507.0,6057208.0,6168907.0,6280633.0,6392627.0,6504742.0,6617559.0,6730262.0,6843340.0,6956902.0,7070786.0,7185759.0
6,893,17,webber,9,15,34,Water pressure,119688,235127,350085,464397,578889,692944,806511,920176,1033888,1147012,1260597,1374187,1495109,1626863,1739510,1853372,1967823,2082347,2196356,2309985,2423080,2535780,2648717,2761252.0,2892759.0,3045107.0,3204621.0,3376498.0,3534847.0,3699475.0,3813457.0,3926748.0,4040001.0,4152848.0,4265640.0,4377946.0,4490331.0,4602674.0,4714894.0,4835366.0,4964074.0,5075095.0,5186641.0,5298423.0,5409898.0,5521158.0,5632094.0,5744125.0,5855695.0,5966179.0,6075962.0,6186874.0,6300122.0,6414226.0,6527141.0,6639252.0,6751904.0,6865947.0,6979612.0,7100259.0,
9,893,154,grosjean,208,21,63,Pneumatics,120392,235744,350754,465194,579694,693935,807474,921174,1034795,1148371,1262006,1375519,1488948,1602870,1725443,1858707,1971676,2084017,2196932,2310697,2423910,2536750,2649623,2762261.0,2900552.0,3055739.0,3207810.0,3378859.0,3538399.0,3701112.0,3815757.0,3929205.0,4050086.0,4225692.0,4336789.0,4448187.0,4571900.0,,,,,,,,,,,,,,,,,,,,,,,,
0,893,1,hamilton,131,5,1,Finished,120979,237618,352635,467263,581576,696124,810036,923853,1037885,1152099,1266063,1380798,1494327,1607677,1728921,1861218,1973714,2086404,2199332,2311960,2424887,2537723,2650836,2763621.0,2895082.0,3045988.0,3205698.0,3377119.0,3536149.0,3700240.0,3814360.0,3927805.0,4040819.0,4153817.0,4266555.0,4379116.0,4491801.0,4604067.0,4716325.0,4828910.0,4940591.0,5051959.0,5170552.0,5301507.0,5411446.0,5522712.0,5633726.0,5745309.0,5858223.0,5969097.0,6079591.0,6190678.0,6301483.0,6416003.0,6530549.0,6646331.0,6762354.0,6873266.0,6983182.0,7095194.0,7206291.0
4,893,13,massa,6,6,1,Finished,121644,236904,351827,466263,580760,695013,809023,922884,1036725,1150771,1265263,1386666,1519707,1635044,1750120,1863465,1976387,2089459,2202485,2315469,2428299,2541519,2655075,2768099.0,2908904.0,3067420.0,3210387.0,3380665.0,3540130.0,3702278.0,3816957.0,3930679.0,4043904.0,4156237.0,4268722.0,4381538.0,4494096.0,4606561.0,4719183.0,4831647.0,4943833.0,5062833.0,5194314.0,5304920.0,5415429.0,5526090.0,5637453.0,5749110.0,5860957.0,5974055.0,6085194.0,6196584.0,6307556.0,6419198.0,6532399.0,6646880.0,6763476.0,6879531.0,6991147.0,7103024.0,7217009.0
7,893,18,button,1,7,1,Finished,122222,238640,353737,468815,583451,698041,812638,926564,1040527,1154583,1268708,1383559,1504911,1636529,1750953,1864460,1977572,2090727,2203663,2316700,2429817,2542874,2656315,2769859.0,2909518.0,3068821.0,3211081.0,3381754.0,3540826.0,3702737.0,3817390.0,3931333.0,4044666.0,4157161.0,4269699.0,4382351.0,4494882.0,4607638.0,4720318.0,4832779.0,4945257.0,5057666.0,5169932.0,5281947.0,5394089.0,5505829.0,5617851.0,5730191.0,5842669.0,5955424.0,6068231.0,6181893.0,6295905.0,6411711.0,6527057.0,6644339.0,6762190.0,6881678.0,6999532.0,7117448.0,7236486.0
10,893,807,hulkenberg,15,9,1,Finished,122864,239201,354414,469385,584337,699171,813626,927938,1042216,1156462,1271358,1386395,1508669,1640571,1755023,1873054,1985501,2100728,2213181,2325914,2438444,2550902,2663920,2776875.0,2919451.0,3079278.0,3214781.0,3385396.0,3543813.0,3705170.0,3819079.0,3933075.0,4046236.0,4159419.0,4271863.0,4384539.0,4497150.0,4610021.0,4723036.0,4835364.0,4947778.0,5060892.0,5173585.0,5286109.0,5398371.0,5510643.0,5622829.0,5735147.0,5847777.0,5960153.0,6073169.0,6186568.0,6299832.0,6415213.0,6533881.0,6648928.0,6764382.0,6882492.0,7000790.0,7118497.0,7237393.0
13,893,815,perez,1,8,1,Finished,123469,239785,355222,470099,585485,699952,814655,929216,1043902,1158268,1272781,1387606,1503061,1624226,1756371,1873669,1987081,2099925,2211970,2324117,2436778,2549250,2662243,2775023.0,2918832.0,3078102.0,3213949.0,3384265.0,3542861.0,3704787.0,3818512.0,3932497.0,4045752.0,4158775.0,4271165.0,4383782.0,4496379.0,4609340.0,4722144.0,4834555.0,4946936.0,5060021.0,5172582.0,5284667.0,5397170.0,5509096.0,5621282.0,5733574.0,5845938.0,5958506.0,6071833.0,6185496.0,6298908.0,6413947.0,6529973.0,6645638.0,6763330.0,6882035.0,7000108.0,7118049.0,7236952.0
18,893,821,gutierrez,15,12,1,Finished,124097,240361,356247,471087,587766,702753,817392,932540,1048072,1163655,1286515,1418998,1531210,1644035,1758182,1874223,1987989,2101955,2215552,2328580,2441528,2554785,2668395,2782531.0,2929296.0,3093245.0,3217881.0,3388218.0,3546306.0,3706502.0,3821056.0,3934376.0,4047758.0,4160983.0,4275747.0,4389753.0,4501760.0,4613952.0,4726659.0,4839249.0,4951665.0,5064395.0,5177266.0,5290093.0,5403624.0,5517773.0,5630829.0,5743688.0,5860027.0,5975868.0,6089461.0,6203648.0,6316787.0,6432980.0,6547712.0,6664597.0,6780824.0,6896251.0,7015487.0,7132462.0,7251026.0
12,893,814,resta,10,20,3,Accident,125231,242255,358151,473493,589100,704465,819399,934307,1049327,1164592,1279827,1394180,1508795,1623121,1737630,1852004,1966017,2079843,2194015,2315425,2449548,2562347,2675220,2788264.0,2927075.0,3065846.0,3208677.0,3379963.0,3539281.0,3701771.0,3816409.0,3930199.0,4043317.0,4155632.0,4268177.0,4380848.0,4493484.0,4605738.0,4718334.0,4830598.0,4942757.0,5061459.0,5192381.0,5303607.0,5414346.0,5525235.0,5636339.0,5747573.0,5860310.0,5972245.0,6083252.0,6194179.0,6305578.0,6417222.0,,,,,,,
3,893,8,raikkonen,208,3,1,Finished,125320,240889,356636,471414,586176,700521,815399,929907,1044713,1166319,1297523,1411992,1527333,1639101,1752175,1865237,1978393,2091413,2204618,2317618,2430628,2543696,2656961,2770472.0,2912035.0,3073056.0,3212635.0,3383093.0,3541951.0,3703337.0,3817912.0,3931866.0,4045183.0,4157891.0,4270354.0,4383012.0,4495538.0,4608374.0,4721138.0,4833549.0,4946001.0,5058356.0,5170657.0,5282627.0,5394859.0,5506558.0,5618708.0,5730914.0,5843274.0,5955903.0,6068895.0,6182321.0,6296242.0,6409491.0,6520631.0,6633302.0,6745668.0,6857649.0,6970097.0,7082895.0,7197052.0
14,893,817,ricciardo,5,22,3,Accident,126095,243200,359186,475003,590647,705956,821090,936245,1051591,1166996,1282825,1398315,1514155,1630883,1753410,1891436,2005189,2119080,2232435,2345726,2458948,2572441,2685493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,893,818,vergne,5,14,1,Finished,126425,243781,359935,476023,591926,707520,823706,939785,1055346,1171808,1295406,1431238,1544732,1657977,1771197,1884729,1997918,2111197,2224388,2337575,2451489,2565178,2679261,2801037.0,2948773.0,3092264.0,3216703.0,3387485.0,3544907.0,3706033.0,3820116.0,3933860.0,4047159.0,4160240.0,4272975.0,4385831.0,4498542.0,4611032.0,4731513.0,4862227.0,4973995.0,5085329.0,5195966.0,5306352.0,5416680.0,5527212.0,5638328.0,5750006.0,5862083.0,5976328.0,6089827.0,6205072.0,6318243.0,6433648.0,6548100.0,6665157.0,6781258.0,6899691.0,7019546.0,7139328.0,7266644.0
11,893,813,maldonado,3,11,1,Finished,127051,244537,360700,476711,592867,708539,824464,940537,1056077,1172443,1288653,1403119,1518771,1634771,1754788,1880084,2013772,2126857,2239860,2353184,2466174,2579402,2692739,2806461.0,2953130.0,3112950.0,3232951.0,3389413.0,3547692.0,3707262.0,3822449.0,3936877.0,4051043.0,4164281.0,4277460.0,4391340.0,4504604.0,4618020.0,4731100.0,4844069.0,4962815.0,5095608.0,5207908.0,5319148.0,5430244.0,5540952.0,5652602.0,5763659.0,5874849.0,5986055.0,6097368.0,6209268.0,6321387.0,6434263.0,6548938.0,6665910.0,6781756.0,6896843.0,7012234.0,7126824.0,7241611.0
5,893,16,sutil,10,10,1,Finished,127917,245912,362180,477781,593769,709585,825312,941447,1057152,1173215,1289911,1412917,1547569,1660039,1773267,1886782,1999802,2112873,2225799,2338664,2452210,2566096,2680028,2794585.0,2941905.0,3102245.0,3219449.0,3389183.0,3547267.0,3706860.0,3821522.0,3934847.0,4048157.0,4161583.0,4274311.0,4386407.0,4498993.0,4611703.0,4724761.0,4843605.0,4977545.0,5088833.0,5198489.0,5308940.0,5419852.0,5530995.0,5641722.0,5752567.0,5863865.0,5976870.0,6090356.0,6204055.0,6317212.0,6429377.0,6541705.0,6653985.0,6768095.0,6882758.0,7001222.0,7119115.0,7237800.0
20,893,823,garde,207,16,11,+1 Lap,128639,246591,363620,480082,596531,713186,829558,945681,1061809,1178073,1294485,1410874,1534285,1670932,1786040,1901715,2018788,2134341,2249517,2364451,2479339,2594645,2709513,2824953.0,2952968.0,3100859.0,3245263.0,3392034.0,3549864.0,3708504.0,3825138.0,3940941.0,4055842.0,4170029.0,4284319.0,4398592.0,4513017.0,4627330.0,4744191.0,4859038.0,4973829.0,5097202.0,5232278.0,5344750.0,5457663.0,5570379.0,5683831.0,5796813.0,5910243.0,6023947.0,6137648.0,6250968.0,6365477.0,6480963.0,6596431.0,6712734.0,6828059.0,6942986.0,7058069.0,7174235.0,
19,893,822,bottas,3,13,1,Finished,129040,246862,364006,480719,597014,713557,830137,946497,1062452,1178721,1295442,1411765,1537516,1674267,1788366,1902584,2017610,2131664,2244780,2358074,2471296,2584745,2698453,2821829.0,2975898.0,3113917.0,3236192.0,3390205.0,3548221.0,3707609.0,3824050.0,3940470.0,4056980.0,4171217.0,4285411.0,4399658.0,4513667.0,4628011.0,4742743.0,4855546.0,4968865.0,5090065.0,5228585.0,5341061.0,5452972.0,5564935.0,5676733.0,5789192.0,5901845.0,6014988.0,6127053.0,6238961.0,6350667.0,6462561.0,6576185.0,6689026.0,6801417.0,6914042.0,7027682.0,7141809.0,7258293.0
21,893,824,jules_bianchi,206,18,11,+1 Lap,129920,247963,365434,482934,600927,718438,836264,954405,1074329,1205446,1355624,1496323,1611304,1726743,1841835,1956546,2071829,2187040,2304324,2419588,2545589,2665184,2789386,2948330.0,3090374.0,3214729.0,3343409.0,3458291.0,3572942.0,3710751.0,3827730.0,3943664.0,4060181.0,4177228.0,4291766.0,4407386.0,4523066.0,4639912.0,4756398.0,4880341.0,5013513.0,5126721.0,5240998.0,5354502.0,5467400.0,5581664.0,5694978.0,5808406.0,5922461.0,6037049.0,6150447.0,6265870.0,6380115.0,6493628.0,6608086.0,6723089.0,6837916.0,6953458.0,7069555.0,7188515.0,
16,893,819,pic,207,19,11,+1 Lap,130482,248766,366136,483480,601706,719012,836844,954889,1074821,1194630,1320032,1458141,1573557,1688774,1803940,1919351,2034362,2149423,2264518,2379534,2494631,2609184,2724487,2848516.0,3002443.0,3154424.0,3272318.0,3393670.0,3551150.0,3709370.0,3826247.0,3941909.0,4058362.0,4173387.0,4288114.0,4402675.0,4516940.0,4631652.0,4746814.0,4861333.0,4977270.0,5093642.0,5209901.0,5325161.0,5440142.0,5554985.0,5669955.0,5785099.0,5900262.0,6016807.0,6132604.0,6248072.0,6364137.0,6491163.0,6629211.0,6740536.0,6852314.0,6963304.0,7074868.0,7188663.0,
