,raceId,driverId,driverRef,constructorId,positionOrder,statusId,status,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72
7,1064,830,max_verstappen,9,1,1,Finished,77665,152643,227456,302373,377255,452155,527263,602401,677534,752595,827823,902740,977802,1052861,1127999,1203176,1278622,1353953,1429585,1505523,1584117,1676691,1750914,1825171,1899778,1975130,2049523,2124206,2199428,2275790,2350924,2425810,2500604,2575072,2650073,2724788,2798817,2873029,2946950,3023940,3115211,3188735.0,3262215.0,3336709.0,3410541.0,3484466.0,3558142.0,3631848.0,3705518.0,3778963.0,3852668.0,3926667.0,4000392.0,4074888.0,4149753.0,4223518.0,4296984.0,4370700.0,4444331.0,4517606.0,4590998.0,4664685.0,4738576.0,4812492.0,4886100.0,4959639.0,5034337.0,5108812.0,5183042.0,5256589.0,5330639.0,5405395.0
0,1064,1,hamilton,131,2,1,Finished,79399,154794,229839,304664,379766,454884,530314,605672,680422,755548,830730,905730,980839,1056365,1131504,1206665,1282083,1357559,1433178,1512270,1604819,1678576,1752810,1827048,1901466,1976393,2051180,2125754,2201957,2276483,2352516,2427519,2502247,2576826,2651635,2726356,2800872,2875660,2952787,3045050,3118342,3191770.0,3265576.0,3339254.0,3413759.0,3487944.0,3562067.0,3635686.0,3708810.0,3782285.0,3855609.0,3929120.0,4002644.0,4076327.0,4151597.0,4225380.0,4298830.0,4372355.0,4446902.0,4520576.0,4595038.0,4668873.0,4742584.0,4816289.0,4890130.0,4963792.0,5037301.0,5112185.0,5186166.0,5262501.0,5355230.0,5426327.0
6,1064,822,bottas,131,3,1,Finished,80387,156248,231947,307099,382268,457798,533433,608670,684425,760081,835766,911277,986786,1062262,1137828,1213534,1289229,1364728,1440452,1515868,1591364,1666957,1742915,1819401,1895540,1971360,2046868,2122831,2198874,2275848,2358145,2450932,2525981,2600006,2674148,2749070,2824764,2899071,2973270,3048667,3123627,3198228.0,3272860.0,3347506.0,3421918.0,3496267.0,3570633.0,3645016.0,3719873.0,3794773.0,3869495.0,3943860.0,4018194.0,4092985.0,4167258.0,4242263.0,4316371.0,4390435.0,4464801.0,4539096.0,4613651.0,4688677.0,4764947.0,4839226.0,4914746.0,4989572.0,5069136.0,5164904.0,5237453.0,5311334.0,5386703.0,5461855.0
12,1064,842,gasly,213,4,11,+1 Lap,81662,158501,234984,311109,387344,463482,539834,616724,693276,769829,846581,923072,999738,1076610,1152923,1229230,1305808,1382407,1458859,1535077,1611507,1687977,1764629,1844280,1937474,2012627,2088912,2164362,2240404,2316315,2392429,2468262,2544133,2620453,2696613,2772672,2848575,2924304,3000167,3075702,3151324,3226872.0,3302349.0,3377618.0,3453158.0,3528533.0,3603792.0,3679087.0,3754541.0,3830515.0,3906504.0,3981903.0,4057386.0,4132491.0,4207805.0,4282721.0,4357539.0,4432421.0,4507503.0,4582369.0,4657237.0,4732096.0,4807287.0,4882418.0,4957848.0,5034033.0,5112070.0,5189332.0,5265467.0,5341030.0,5417183.0,
13,1064,844,leclerc,6,5,11,+1 Lap,82599,160502,237564,314542,391123,467720,544316,620881,697208,773918,850114,926444,1002762,1079035,1155582,1231858,1308274,1384605,1460948,1537186,1613393,1689715,1765761,1842573,1918504,1994753,2070997,2147318,2223714,2300417,2377083,2454501,2532246,2613097,2707877,2783340,2858543,2933885,3009002,3084327,3159493,3234959.0,3310295.0,3385390.0,3460643.0,3535878.0,3611272.0,3686276.0,3761594.0,3836687.0,3911716.0,3986537.0,4062360.0,4137630.0,4212467.0,4287327.0,4362179.0,4436959.0,4511859.0,4586646.0,4661550.0,4736387.0,4813219.0,4890973.0,4967031.0,5042883.0,5118315.0,5193773.0,5269042.0,5345631.0,5422175.0,
8,1064,832,sainz,6,7,11,+1 Lap,83478,161646,239198,316467,393511,470500,547555,624369,701262,777939,854699,931495,1007946,1084577,1161086,1237940,1314805,1391100,1467375,1543723,1620040,1696575,1772994,1849555,1926240,2002879,2079617,2156650,2233703,2310854,2391799,2487621,2563884,2639824,2715594,2791296,2867177,2942659,3018366,3094031,3169616,3245341.0,3320769.0,3396402.0,3471662.0,3547377.0,3623154.0,3698855.0,3774490.0,3850145.0,3928061.0,4005644.0,4081685.0,4157705.0,4233534.0,4309430.0,4384811.0,4460413.0,4535977.0,4611632.0,4687661.0,4766816.0,4842669.0,4918412.0,4994090.0,5070535.0,5146689.0,5222860.0,5298853.0,5375317.0,5452896.0,
1,1064,4,alonso,214,6,11,+1 Lap,84243,162345,239877,317682,395789,473744,551732,629698,707443,785403,863183,940623,1018033,1095302,1172061,1248593,1325215,1401821,1478257,1554708,1631266,1707257,1783200,1859458,1935922,2012099,2088489,2166453,2243135,2320175,2397148,2474260,2554365,2648606,2725724,2803272,2878919,2955271,3031301,3107321,3183303,3259899.0,3335705.0,3413292.0,3490106.0,3565661.0,3641703.0,3717258.0,3793028.0,3869153.0,3945907.0,4020871.0,4095651.0,4170176.0,4244702.0,4319192.0,4393516.0,4468108.0,4542490.0,4616813.0,4691557.0,4767508.0,4843118.0,4919242.0,4994624.0,5070834.0,5147154.0,5223356.0,5299333.0,5375495.0,5450864.0,
9,1064,839,ocon,214,9,11,+1 Lap,84840,163127,240753,318376,396585,474546,552512,630300,708291,786542,864595,942279,1019706,1097195,1174490,1251446,1328189,1404954,1481741,1558585,1635308,1712220,1789036,1865717,1942423,2018998,2095878,2172559,2249176,2325844,2405764,2498353,2573565,2651560,2728117,2803876,2880053,2956462,3032425,3108331,3184448,3260515.0,3337550.0,3414534.0,3490762.0,3566682.0,3642615.0,3718383.0,3795625.0,3871345.0,3946889.0,4022375.0,4097455.0,4172130.0,4247239.0,4322178.0,4396959.0,4471982.0,4546897.0,4621631.0,4696682.0,4771757.0,4847326.0,4922476.0,4997535.0,5073018.0,5149337.0,5224779.0,5301343.0,5377766.0,5454465.0,
5,1064,817,ricciardo,1,11,11,+1 Lap,85571,164012,241868,319684,397309,475222,553367,631293,709296,787674,865976,943616,1021100,1098507,1176177,1253697,1330790,1407790,1484898,1561834,1638603,1715385,1792306,1869456,1946543,2023353,2100473,2177601,2254746,2334615,2430760,2507857,2584519,2661373,2737511,2813499,2889963,2968055,3046340,3122999,3201106,3277927.0,3353601.0,3428797.0,3504974.0,3581038.0,3656437.0,3731861.0,3807186.0,3882494.0,3957606.0,4032839.0,4108426.0,4185102.0,4260688.0,4335983.0,4410935.0,4486083.0,4561003.0,4636014.0,4711262.0,4786671.0,4861909.0,4937086.0,5012572.0,5088305.0,5164747.0,5241979.0,5317903.0,5393853.0,5470322.0,
11,1064,841,giovinazzi,51,14,12,+2 Laps,86167,164982,242754,320518,398445,476360,554195,632227,710782,789020,867326,945314,1022752,1100455,1178010,1255634,1333066,1410306,1487564,1564554,1641413,1718291,1795172,1872232,1949650,2026616,2107058,2201075,2278460,2355028,2432333,2509405,2590881,2686345,2761845,2837902,2913735,2989892,3065934,3142092,3218467,3295317.0,3372227.0,3449078.0,3525237.0,3601179.0,3677133.0,3753271.0,3831916.0,3908107.0,3984863.0,4063089.0,4140533.0,4217664.0,4294298.0,4372196.0,4450571.0,4526100.0,4601547.0,4676791.0,4752286.0,4829251.0,4905035.0,4980382.0,5055936.0,5131061.0,5206340.0,5281838.0,5357829.0,5433172.0,,
