,0,1,2
0,830,9,1:08.885
1,1,131,1:08.923
2,822,131,1:09.222
3,842,213,1:09.478
4,844,6,1:09.437
5,832,6,1:09.537
6,841,51,1:09.590
7,839,214,1:09.919
8,4,214,1:09.956
9,817,1,1:09.865
10,847,3,1:10.332
11,840,117,1:10.367
12,846,1,1:10.406
13,849,3,1:10.093
14,852,213,1:10.462
15,815,9,1:10.530
16,20,117,1:10.731
17,9,51,1:11.301
18,854,210,1:11.387
19,853,210,1:11.875
