,raceId,driverId,driverRef,constructorId,positionOrder,statusId,status,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69
8,148,30,michael_schumacher,6,2,1,Finished,85446,166429.0,247324.0,327870.0,408608.0,489344.0,569830.0,650109.0,730610.0,810823.0,891041.0,971090.0,1051014.0,1131674.0,1211473.0,1291487.0,1371225.0,1450783.0,1530337.0,1610795.0,1749892.0,1885575.0,2016205.0,2096827.0,2176991.0,2256458.0,2335702.0,2414643.0,2493570.0,2572546.0,2651437.0,2730354.0,2809267.0,2888063.0,2966924.0,3045624.0,3124480.0,3203168.0,3281909.0,3360450.0,3439410.0,3518248.0,3597152.0,3675485.0,3753877.0,3853981.0,3935260.0,4013436.0,4091888.0,4170853.0,4249555.0,4329026.0,4407923.0,4487432.0,4566393.0,4646530.0,4726397.0,4806129.0,4886326.0,4965990.0,5045347.0,5124824.0,5205221.0,5285391.0,5366244.0,5446682.0,5529681.0,5610021.0,5691757.0
7,148,23,ralf_schumacher,3,1,1,Finished,85785,167139.0,247936.0,328763.0,409723.0,490466.0,571277.0,651426.0,731834.0,812131.0,892161.0,972114.0,1051856.0,1132125.0,1212028.0,1291984.0,1371627.0,1451348.0,1530961.0,1611452.0,1750458.0,1886525.0,2017119.0,2099439.0,2179501.0,2258867.0,2337931.0,2416991.0,2495624.0,2573983.0,2652224.0,2730875.0,2809886.0,2888679.0,2967119.0,3046041.0,3124985.0,3203724.0,3282270.0,3360773.0,3439740.0,3518871.0,3597417.0,3675929.0,3754414.0,3832544.0,3910058.0,3987525.0,4066102.0,4143307.0,4243072.0,4323678.0,4401648.0,4479658.0,4558099.0,4636773.0,4715240.0,4793957.0,4872554.0,4951645.0,5030098.0,5108968.0,5187832.0,5267300.0,5346571.0,5426234.0,5506459.0,5587874.0,5671522.0
3,148,14,coulthard,1,12,5,Engine,86692,167927.0,249983.0,331121.0,412115.0,493871.0,575592.0,657064.0,738661.0,819653.0,900554.0,981139.0,1061830.0,1142386.0,1222734.0,1303252.0,1383708.0,1464183.0,1544396.0,1624804.0,1751420.0,1887857.0,2018030.0,2100224.0,2181017.0,2261783.0,2341894.0,2421987.0,2501853.0,2581683.0,2661635.0,2741380.0,2821422.0,2901233.0,2981288.0,3061140.0,3141225.0,3221371.0,3301978.0,3382430.0,3462509.0,3565800.0,3647267.0,3727312.0,3807782.0,3888094.0,3968270.0,4048290.0,4128611.0,4208886.0,4289235.0,4369233.0,4449122.0,4529012.0,,,,,,,,,,,,,,,
6,148,22,barrichello,6,17,20,Spun off,87054,168182.0,249501.0,329419.0,410168.0,505762.0,586477.0,668167.0,749366.0,830171.0,910553.0,990418.0,1070140.0,1150792.0,1231392.0,1312038.0,1392556.0,1472676.0,1553331.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,148,15,trulli,17,11,23,Brakes,88835,171254.0,253081.0,334264.0,415615.0,496885.0,578325.0,659411.0,740438.0,821183.0,902041.0,982803.0,1063364.0,1143807.0,1224099.0,1304590.0,1384367.0,1464991.0,1545471.0,1627453.0,1752618.0,1889235.0,2018629.0,2100718.0,2181665.0,2262260.0,2342680.0,2422981.0,2502395.0,2582173.0,2662022.0,2741814.0,2821643.0,2901958.0,2981812.0,3061724.0,3141756.0,3246671.0,3328693.0,3408479.0,3488767.0,3569531.0,3650579.0,3731262.0,3811980.0,3893703.0,3974443.0,4054546.0,4134435.0,4214316.0,4293985.0,4373928.0,4453910.0,4533794.0,4614535.0,4694872.0,4774711.0,4854522.0,4934299.0,5014073.0,5094252.0,5180049.0,5272703.0,,,,,,
13,148,44,panis,16,13,23,Brakes,89387,171779.0,253606.0,335333.0,416550.0,497698.0,578901.0,660262.0,741184.0,822180.0,903174.0,983537.0,1064098.0,1144505.0,1224784.0,1305203.0,1385512.0,1465745.0,1546181.0,1629238.0,1753801.0,1889900.0,2019278.0,2101141.0,2182094.0,2262823.0,2343261.0,2423565.0,2503588.0,2583444.0,2663920.0,2746224.0,2827051.0,2907899.0,2988671.0,3101765.0,3444462.0,3530283.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,148,50,verstappen,21,10,23,Brakes,89618,172084.0,253912.0,335396.0,417064.0,498493.0,579536.0,660948.0,741800.0,822210.0,903598.0,983800.0,1064315.0,1145048.0,1225210.0,1305587.0,1386241.0,1466472.0,1546479.0,1629675.0,1754232.0,1890918.0,2041765.0,2124683.0,2204538.0,2284406.0,2364575.0,2444934.0,2525089.0,2605898.0,2685991.0,2766133.0,2846035.0,2926018.0,3005747.0,3085329.0,3164934.0,3244670.0,3324511.0,3404200.0,3483935.0,3563835.0,3643472.0,3722948.0,3803201.0,3883131.0,3985500.0,4070303.0,4150452.0,4230360.0,4310194.0,4390428.0,4470597.0,4550438.0,4630457.0,4710275.0,4789616.0,4868902.0,4948159.0,5027641.0,5107683.0,5190326.0,5272034.0,5352455.0,5432952.0,,,,
2,148,8,raikkonen,15,4,1,Finished,90077,172709.0,255115.0,336838.0,418509.0,500080.0,581260.0,662775.0,743998.0,824974.0,906093.0,986785.0,1067642.0,1148089.0,1228869.0,1309347.0,1389980.0,1470675.0,1551205.0,1636353.0,1755186.0,1892641.0,2020892.0,2102907.0,2183674.0,2264266.0,2344604.0,2424797.0,2505063.0,2585363.0,2665815.0,2747137.0,2828028.0,2908742.0,2989371.0,3071282.0,3151570.0,3232464.0,3335972.0,3418806.0,3498694.0,3578539.0,3658638.0,3738941.0,3819090.0,3899512.0,3980702.0,4060811.0,4140866.0,4221978.0,4301984.0,4381832.0,4461581.0,4541363.0,4621479.0,4701076.0,4780740.0,4860305.0,4939806.0,5019740.0,5099438.0,5179666.0,5258975.0,5338389.0,5418160.0,5497668.0,5578013.0,5658455.0,5739638.0
12,148,41,zonta,17,7,11,+1 Lap,90822,173637.0,255845.0,338202.0,419777.0,501117.0,582289.0,663629.0,744923.0,825991.0,907049.0,987857.0,1068764.0,1149350.0,1229801.0,1310624.0,1390787.0,1471374.0,1551859.0,1638316.0,1756151.0,1894211.0,2021519.0,2103530.0,2184331.0,2264745.0,2345226.0,2425520.0,2505713.0,2585920.0,2666493.0,2747707.0,2828574.0,2909587.0,2990520.0,3100963.0,3183883.0,3263961.0,3344331.0,3425104.0,3506593.0,3587319.0,3668082.0,3748674.0,3829649.0,3911085.0,3992959.0,4073849.0,4154324.0,4235809.0,4316421.0,4396795.0,4478275.0,4560378.0,4641801.0,4722448.0,4802977.0,4883766.0,4964608.0,5046637.0,5126799.0,5208010.0,5289389.0,5371027.0,5452484.0,5533948.0,5615396.0,5696782.0,
18,148,57,hakkinen,1,3,1,Finished,91085,174180.0,256621.0,338763.0,420545.0,501915.0,583265.0,664503.0,745732.0,826838.0,907773.0,988498.0,1069424.0,1150071.0,1230507.0,1311358.0,1391592.0,1471980.0,1552482.0,1639703.0,1757712.0,1895229.0,2024092.0,2105233.0,2185302.0,2265480.0,2345637.0,2426145.0,2506262.0,2586375.0,2667209.0,2748054.0,2829103.0,2910314.0,2989936.0,3070759.0,3149778.0,3228226.0,3307016.0,3385775.0,3464029.0,3543471.0,3621761.0,3700329.0,3778477.0,3857236.0,3936596.0,4015517.0,4117112.0,4199268.0,4278480.0,4357638.0,4436398.0,4516591.0,4595888.0,4675401.0,4754880.0,4834413.0,4914007.0,4993469.0,5073397.0,5152869.0,5232514.0,5311908.0,5391474.0,5470808.0,5551735.0,5631763.0,5712194.0
