,raceId,driverId,driverRef,constructorId,positionOrder,statusId,status,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69
9,148,31,montoya,3,16,3,Accident,91600,174331.0,256812.0,338967.0,420763.0,502221.0,583779.0,664753.0,746200.0,827202.0,908105.0,989205.0,1069557.0,1150350.0,1230888.0,1311594.0,1392052.0,1472211.0,1552737.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,148,2,heidfeld,15,20,4,Collision,91894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,148,56,irvine,19,21,4,Collision,92210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,148,37,rosa,19,6,11,+1 Lap,92835,174892.0,257346.0,339564.0,421438.0,502859.0,584722.0,666532.0,747759.0,829175.0,910160.0,991802.0,1072439.0,1152900.0,1233213.0,1313581.0,1394175.0,1474237.0,1554178.0,1640725.0,1758430.0,1895904.0,2024878.0,2106135.0,2186303.0,2266056.0,2346070.0,2426797.0,2506755.0,2610304.0,2692259.0,2771405.0,2850768.0,2930479.0,3010284.0,3090535.0,3171175.0,3251476.0,3331779.0,3411948.0,3492196.0,3572093.0,3652072.0,3732000.0,3812336.0,3893132.0,3972689.0,4051886.0,4130934.0,4209940.0,4289578.0,4391592.0,4473413.0,4552539.0,4632192.0,4711904.0,4791437.0,4871512.0,4953457.0,5034251.0,5115695.0,5196576.0,5277415.0,5358805.0,5439463.0,5520051.0,5600747.0,5682423.0,
10,148,35,villeneuve,16,14,86,Halfshaft,94042,175640.0,257753.0,340043.0,421988.0,503751.0,585171.0,666917.0,748646.0,829720.0,911514.0,993133.0,1073587.0,1154299.0,1234686.0,1315329.0,1395903.0,1476061.0,1556490.0,1642952.0,1760377.0,1897750.0,2025913.0,2108086.0,2188998.0,2269195.0,2349112.0,2429109.0,2509100.0,2588882.0,2668960.0,2748970.0,2830295.0,2917845.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,148,59,bernoldi,21,15,5,Engine,95498,177020.0,258504.0,340559.0,422785.0,504660.0,586192.0,667682.0,782871.0,867111.0,947878.0,1028861.0,1109987.0,1191249.0,1272621.0,1354007.0,1434912.0,1515974.0,1597464.0,1681078.0,1769063.0,1904807.0,2028239.0,2111225.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,148,58,marques,18,9,13,+3 Laps,96281,180773.0,266533.0,350244.0,433453.0,517046.0,601749.0,684779.0,768273.0,851660.0,934694.0,1017901.0,1101131.0,1184322.0,1266861.0,1349747.0,1432580.0,1514983.0,1597295.0,1682728.0,1791510.0,1906190.0,2030033.0,2116507.0,2201020.0,2285687.0,2370493.0,2456009.0,2540385.0,2624133.0,2708118.0,2792464.0,2876482.0,2960351.0,3045359.0,3133369.0,3217904.0,3303630.0,3389524.0,3474152.0,3558369.0,3641376.0,3725782.0,3811036.0,3898272.0,3985447.0,4095610.0,4182724.0,4266434.0,4349473.0,4432758.0,4515535.0,4601212.0,4684087.0,4767404.0,4850407.0,4933439.0,5019909.0,5105895.0,5189416.0,5274992.0,5361206.0,5445020.0,5531949.0,5617552.0,5703629.0,,,
5,148,18,button,22,18,44,Oil leak,96326,180294.0,263596.0,345484.0,427933.0,510037.0,617907.0,703514.0,824280.0,914085.0,995209.0,1076396.0,1157630.0,1239022.0,1320549.0,1402210.0,1484315.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,148,55,alesi,20,5,1,Finished,96611,180911.0,264188.0,346748.0,428751.0,510481.0,592830.0,674647.0,756460.0,838383.0,920528.0,1002203.0,1084110.0,1165710.0,1246966.0,1328466.0,1409581.0,1490353.0,1571466.0,1659954.0,1766637.0,1902300.0,2027216.0,2109775.0,2190978.0,2271716.0,2352185.0,2432302.0,2512340.0,2592289.0,2672080.0,2751741.0,2831821.0,2912070.0,2992085.0,3072474.0,3152319.0,3233029.0,3313320.0,3393121.0,3497393.0,3580141.0,3660704.0,3740691.0,3820537.0,3900824.0,3981628.0,4061691.0,4141787.0,4222873.0,4303384.0,4383342.0,4463489.0,4543497.0,4623678.0,4703570.0,4783192.0,4862842.0,4942170.0,5021507.0,5101156.0,5181012.0,5261111.0,5340898.0,5421136.0,5501174.0,5580993.0,5661129.0,5741957.0
1,148,4,alonso,18,19,7,Transmission,97463,181428.0,265689.0,348102.0,430999.0,513458.0,596222.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
