,0,1,2
0,822,131,1:25.269
1,1,131,1:25.390
2,830,9,1:25.467
3,844,6,1:26.035
4,848,9,1:26.047
5,817,4,1:26.096
6,839,4,1:26.242
7,846,1,1:26.316
8,815,211,1:26.330
9,832,1,1:26.361
10,20,6,1:26.738
11,842,213,1:26.776
12,826,213,1:26.848
13,841,51,1:26.936
14,825,210,1:27.125
15,154,210,1:27.552
16,847,3,1:27.564
17,849,3,1:27.812
18,8,51,1:27.817
19,807,211,1:28.021
