,raceId,driverId,driverRef,constructorId,positionOrder,statusId,status,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78
4,130,14,coulthard,1,1,1,Finished,87466,170132,252316,334408,417411,501011,585209,670349,754827,838506,921278,1003493,1085323,1166865,1248671,1330257.0,1412131.0,1493336.0,1574322.0,1655637.0,1736562.0,1817309.0,1898111.0,1979504.0,2060390.0,2141141.0,2221649.0,2302115.0,2383355.0,2463895.0,2544674.0,2625550.0,2706322.0,2787107.0,2866850.0,2947018.0,3027678.0,3108338.0,3188586.0,3269439.0,3351749.0,3432434.0,3512644.0,3592841.0,3674022.0,3754502.0,3834652.0,3916610.0,3997147.0,4078043.0,4180270.0,4264526.0,4344214.0,4424673.0,4504700.0,4584219.0,4664980.0,4744910.0,4824762.0,4904434.0,4984026.0,5063786.0,5143479.0,5223075.0,5302501.0,5381915.0,5461806.0,5541621.0,5621045.0,5701754.0,5781337.0,5861470.0,5940878.0,6020238.0,6100092.0,6179726.0,6259670.0,6339055.0
12,130,31,montoya,3,17,5,Engine,88585,171136,253181,335631,418251,501618,585653,670821,755318,839302,922075,1004386,1086460,1168494,1250148,1331478.0,1412933.0,1494374.0,1575767.0,1657292.0,1737804.0,1818462.0,1899115.0,1980772.0,2061483.0,2142528.0,2223192.0,2303768.0,2384873.0,2465962.0,2546763.0,2627410.0,2707864.0,2788332.0,2869266.0,2949612.0,3030329.0,3112427.0,3193232.0,3273821.0,3354739.0,3437482.0,3519578.0,3600858.0,3682528.0,3766329.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,130,30,michael_schumacher,6,2,1,Finished,89286,171888,253855,336147,418823,502109,586096,671164,755744,839717,922621,1005075,1086950,1168938,1250685,1331948.0,1413484.0,1494860.0,1576263.0,1657727.0,1738302.0,1819004.0,1899606.0,1981259.0,2061962.0,2143142.0,2223619.0,2304083.0,2385350.0,2466336.0,2547260.0,2627951.0,2708357.0,2788682.0,2869624.0,2949978.0,3030686.0,3112644.0,3193721.0,3274472.0,3355128.0,3437824.0,3519738.0,3623364.0,3705863.0,3785066.0,3866511.0,3948796.0,4027798.0,4107013.0,4185665.0,4265516.0,4345378.0,4425799.0,4505742.0,4585165.0,4665613.0,4745719.0,4825451.0,4905466.0,4984808.0,5064464.0,5144211.0,5224012.0,5303341.0,5382996.0,5462779.0,5542648.0,5622083.0,5702307.0,5782186.0,5862315.0,5941824.0,6021524.0,6100737.0,6180508.0,6260492.0,6340104.0
10,130,23,ralf_schumacher,3,3,1,Finished,89925,172597,255175,337096,419641,502710,586709,671752,756258,840298,923118,1005892,1087468,1169499,1251287,1332806.0,1414257.0,1495516.0,1577034.0,1658698.0,1739181.0,1819963.0,1900577.0,1982180.0,2062882.0,2143976.0,2224626.0,2305139.0,2386284.0,2467329.0,2548159.0,2629402.0,2709880.0,2790273.0,2871620.0,2952001.0,3032556.0,3113877.0,3195325.0,3277005.0,3357886.0,3439547.0,3522078.0,3603558.0,3684486.0,3766889.0,3848847.0,3932332.0,4014506.0,4118467.0,4203510.0,4283508.0,4363574.0,4444162.0,4524955.0,4605651.0,4686215.0,4768051.0,4848154.0,4927944.0,5007433.0,5088090.0,5168474.0,5250799.0,5353492.0,5436675.0,5516286.0,5596416.0,5677079.0,5757756.0,5840612.0,5923704.0,6003981.0,6083727.0,6163685.0,6244904.0,6326901.0,6416504.0
5,130,15,trulli,4,4,11,+1 Lap,91124,174108,256592,339278,421986,505169,588747,673828,758487,842432,926271,1008927,1091562,1174083,1256305,1338244.0,1420455.0,1502770.0,1585218.0,1667464.0,1749658.0,1831565.0,1913490.0,1996629.0,2079047.0,2160923.0,2242115.0,2323343.0,2404602.0,2486367.0,2567627.0,2648978.0,2730045.0,2811293.0,2892189.0,2973054.0,3053801.0,3134515.0,3215633.0,3297977.0,3379310.0,3460729.0,3563430.0,3647977.0,3728969.0,3809414.0,3890757.0,3971665.0,4052597.0,4135095.0,4217673.0,4299865.0,4383391.0,4467123.0,4548426.0,4630052.0,4711641.0,4793314.0,4874194.0,4955012.0,5036548.0,5117785.0,5199148.0,5281370.0,5362611.0,5443976.0,5525849.0,5607023.0,5688303.0,5768884.0,5851097.0,5932149.0,6013972.0,6096659.0,6178582.0,6263180.0,6345825.0,
1,130,8,raikkonen,1,19,4,Collision,91797,175222,258108,341110,424200,507686,591502,675287,759526,843180,927277,1010091,1092434,1174957,1257268,1339017.0,1421466.0,1503635.0,1586240.0,1668209.0,1750468.0,1832618.0,1914440.0,1997523.0,2079699.0,2161964.0,2243276.0,2324353.0,2405526.0,2487198.0,2568674.0,2650030.0,2731305.0,2812440.0,2893537.0,2974282.0,3055858.0,3136596.0,3217022.0,3501113.0,3586692.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,130,22,barrichello,6,7,11,+1 Lap,92281,176375,259230,341877,424779,508087,592011,675841,759944,844116,927582,1010755,1093475,1176062,1258779,1341562.0,1423221.0,1505040.0,1587110.0,1669867.0,1750956.0,1833194.0,1914729.0,1997916.0,2080341.0,2162931.0,2244333.0,2325372.0,2407196.0,2488338.0,2569371.0,2650470.0,2732180.0,2813197.0,2893780.0,2974716.0,3056130.0,3136961.0,3217780.0,3344641.0,3428380.0,3533062.0,3616461.0,3710050.0,3793640.0,3874442.0,3955004.0,4036752.0,4116944.0,4197097.0,4277730.0,4358512.0,4439988.0,4520403.0,4600982.0,4680755.0,4760987.0,4841132.0,4922307.0,5001830.0,5081737.0,5161206.0,5240218.0,5318914.0,5398718.0,5479740.0,5558351.0,5636374.0,5715174.0,5793294.0,5874378.0,5954968.0,6035682.0,6116643.0,6197859.0,6277036.0,6356951.0,
20,130,63,salo,7,13,23,Brakes,93164,177257,260467,343651,426792,510159,593999,677368,761160,845500,928777,1012188,1095296,1177983,1260258,1343318.0,1425976.0,1508568.0,1597735.0,1683546.0,1796668.0,1881812.0,1965407.0,2048045.0,2129250.0,2210791.0,2292933.0,2376648.0,2458494.0,2540235.0,2622836.0,2705102.0,2792463.0,2873630.0,2955214.0,3036921.0,3118107.0,3200219.0,3283431.0,3366619.0,3450632.0,3532765.0,3614154.0,3696936.0,3779625.0,3865109.0,3950519.0,4034162.0,4115306.0,4195745.0,4277075.0,4357767.0,4439206.0,4519814.0,4599974.0,4679710.0,4760009.0,4840237.0,4921157.0,5022435.0,5105523.0,5185002.0,5264654.0,5345122.0,5425562.0,5507062.0,5587794.0,5668365.0,5748714.0,,,,,,,,,
21,130,66,mcnish,7,22,3,Accident,94048,178324,261491,344559,427611,510789,594608,678398,762422,846296,929939,1012955,1096193,1178930,1261180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,130,49,frentzen,21,6,11,+1 Lap,95430,180851,265015,348946,432527,515641,598733,681846,764682,848333,931730,1015022,1097788,1180419,1262565,1345683.0,1427507.0,1509798.0,1595188.0,1675852.0,1757332.0,1838513.0,1920201.0,2003075.0,2084168.0,2167380.0,2248736.0,2329558.0,2410528.0,2491616.0,2572656.0,2653292.0,2734209.0,2815542.0,2896549.0,2976955.0,3057813.0,3138616.0,3219440.0,3303696.0,3384234.0,3464753.0,3545875.0,3626594.0,3707559.0,3810774.0,3919007.0,4004627.0,4085868.0,4167158.0,4248569.0,4329815.0,4413145.0,4495195.0,4576302.0,4657553.0,4738978.0,4819675.0,4900262.0,4981303.0,5062135.0,5147018.0,5227569.0,5307645.0,5387828.0,5470541.0,5552378.0,5632796.0,5712665.0,5792365.0,5873965.0,5954639.0,6035319.0,6116316.0,6196940.0,6276541.0,6356542.0,
