,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56
0,barrichello,1,1,1,1,1,1,1,1,1,1,1,1,4,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,raikkonen,2,2,2,2,2,2,2,2,2,2,2,3,5,4,3,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
2,alonso,3,3,3,3,3,3,4,4,4,4,4,4,2,8,7,6,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,7,6,6,6,6,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4
3,massa,4,4,5,5,7,8,9,9,9,10,16,15,15,15,13,12,11,10,9,9,9,9,9,9,8,8,13,13,13,13,13,13,13,13,11,10,9,8,6,6,6,6,5,5,8,8,8,8,8,8,8,8,8,8,8,8
4,button,5,5,4,4,4,4,3,3,3,3,3,2,1,1,4,3,3,3,3,3,3,3,3,3,3,3,3,2,2,1,1,1,1,1,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
5,fisichella,6,6,6,6,5,5,5,5,5,5,6,12,12,11,10,9,8,7,6,6,6,6,6,6,6,6,7,9,9,9,9,9,9,9,9,9,8,7,4,4,4,4,8,8,7,7,7,7,7,7,7,7,7,7,7,7
6,ralf_schumacher,7,7,7,7,6,6,6,6,6,6,5,5,3,2,1,8,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,7,7,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,coulthard,8,8,8,8,8,7,7,7,7,7,7,13,13,12,11,10,9,8,7,7,7,7,7,7,7,7,6,6,8,8,8,8,8,8,8,8,7,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
8,zonta,9,9,9,9,9,9,8,8,8,8,8,14,14,14,12,11,10,9,8,8,8,8,8,8,9,13,12,12,12,12,12,12,12,11,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,webber,10,10,10,10,10,10,10,10,10,9,9,6,6,5,8,13,13,12,12,12,12,12,12,12,12,11,10,10,10,10,10,10,10,10,10,12,11,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0
10,villeneuve,11,11,11,11,11,11,11,11,11,11,10,7,7,9,15,14,14,13,13,13,13,13,13,13,13,12,11,11,11,11,11,11,11,12,13,13,12,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,0
11,montoya,12,12,12,12,12,12,12,12,12,12,11,8,8,6,5,5,12,11,11,11,11,11,11,11,11,10,9,8,7,7,7,7,7,6,5,5,5,5,7,7,7,7,6,6,5,5,5,5,5,5,5,5,5,5,5,5
12,heidfeld,13,13,14,14,14,14,14,14,14,14,13,10,10,10,9,7,7,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,12,11,14,13,13,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,0
13,sato,14,14,13,13,13,13,13,13,13,13,12,9,9,7,6,4,4,4,10,10,10,10,10,10,10,9,8,7,6,6,6,6,6,5,4,4,4,4,8,8,8,8,7,7,6,6,6,6,6,6,6,6,6,6,6,6
14,klien,15,15,15,15,15,15,15,15,15,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,glock,16,16,17,17,17,17,17,17,17,16,14,11,11,13,14,16,16,16,16,16,16,16,16,15,15,15,15,15,15,15,15,15,15,16,16,15,15,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,0
16,panis,17,17,16,16,16,16,16,16,16,17,17,16,16,16,16,15,15,15,15,15,15,15,15,16,16,16,16,16,16,16,16,16,16,15,14,14,13,12,12,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,0
17,baumgartner,18,18,18,18,18,18,18,18,18,18,18,17,17,17,17,17,17,17,17,17,17,17,17,18,17,17,17,17,17,17,17,17,17,17,17,16,16,16,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,0,0,0
18,bruni,19,19,19,19,19,19,19,19,19,19,19,18,18,18,18,18,18,18,18,18,18,18,18,17,18,18,18,18,18,18,18,18,18,18,18,17,17,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
