,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67
0,161084.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,5,4,4,3,3,3,2,2,2,1,1,1,1,1,1,1,1
1,163625.0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,5,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,2,2,2,3,3,3,3,3,3,3,3,3,3,3
2,165299.0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,1,6,5,4,4,4,4,4,4,3,3,3,3,3,3,3,3,4,6,6,6,6,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
3,166216.0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,12,10,10,9,8,6,6,6,6,5,5,4,4,4,4,4,4,4,4,3,5,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,7,7,7,7,7,7,7
4,166986.0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,12,12,10,10,8,8,8,8,7,7,6,6,6,6,6,6,6,6,6,7,7,7,7,7,7,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,9,9,9,9,9,9,9,9
5,167394.0,6,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,13,13,12,12,10,10,10,10,9,9,9,9,9,9,9,8,8,8,9,9,9,9,9,9,11,11,11,11,11,11,11,11,10,10,10,10,10,10,11,11,11,11,11,11,11,11,11,11
6,168492.0,7,7,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,4,3,2,9,7,7,7,7,6,6,5,5,5,5,5,5,5,5,5,12,12,11,10,10,9,8,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,6,6,6,6,6,6,6
7,169081.0,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,6,5,4,11,11,9,9,9,9,8,8,7,7,7,7,7,7,7,7,8,8,8,8,8,8,8,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,8,8,8,8,8,8,8,8
8,169757.0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,8,6,6,4,3,11,11,11,11,10,10,10,10,10,10,10,10,9,9,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,170891.0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,7,7,5,4,3,3,3,3,3,3,8,8,8,8,8,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,171545.0,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,10,8,8,7,6,5,5,5,5,11,11,11,11,11,11,11,11,10,10,7,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4
11,172731.0,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,11,9,9,8,7,16,16,16,16,15,14,14,13,13,13,13,12,11,11,13,13,13,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
12,173219.0,13,13,13,13,13,13,13,13,13,13,13,13,14,14,14,14,14,14,14,14,14,13,13,12,12,12,14,18,18,17,17,17,17,17,17,19,19,18,19,19,18,18,18,18,18,18,18,18,18,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,0
13,174265.0,14,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,14,14,13,13,13,12,12,17,16,16,15,15,15,15,13,13,14,11,11,10,11,11,10,10,10,10,10,10,10,10,11,11,11,11,11,11,10,10,10,10,10,10,10,10,10,10
14,173600.0,15,14,14,14,14,14,14,14,14,14,14,14,13,13,13,13,13,13,13,11,11,19,19,19,19,18,18,17,16,15,15,14,14,14,14,12,12,12,14,14,13,13,13,13,13,13,13,13,15,15,15,14,14,14,14,14,14,14,14,14,13,13,13,13,13,13,13
15,175572.0,16,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,19,19,19,19,19,18,18,18,17,17,17,16,15,18,18,18,18,18,18,16,17,17,16,16,16,16,16,16,16,16,16,16,14,14,14,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,14
16,175115.0,17,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,15,15,14,14,14,13,13,12,12,14,16,16,16,16,15,16,15,15,15,14,14,14,14,14,14,14,14,17,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,176006.0,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,17,17,17,17,17,16,16,15,15,15,15,14,13,13,12,12,12,12,13,14,14,11,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,1,1,1,1,1,1,2,2,2,2,2,2,2,2
18,176520.0,19,19,19,19,19,19,19,19,19,19,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,19,19,20,20,20,20,20,20,20,20,18,15,19,18,17,15,15,15,15,15,15,15,15,13,13,13,13,13,13,13,13,13,13,13,13,14,14,14,14,14,14,16
19,176914.0,20,20,20,20,20,20,20,20,20,20,19,19,19,19,19,19,18,18,18,18,18,17,17,17,18,20,20,19,19,19,19,19,19,19,19,17,18,16,17,18,17,17,17,17,17,17,17,17,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,15
