,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70
0,alonso,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,webber,2,2,2,2,2,2,2,2,2,2,2,2,3,12,11,9,7,4,3,3,3,3,3,3,3,3,3,3,3,3,3,9,8,7,6,6,6,6,6,5,5,5,5,4,4,5,5,5,5,5,7,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
2,barrichello,3,3,5,5,5,5,5,5,5,5,5,5,5,4,3,2,9,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,raikkonen,4,4,3,3,3,3,3,3,3,3,3,3,2,1,2,8,6,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
4,trulli,5,5,4,4,4,4,4,4,4,4,4,4,4,3,4,10,8,5,4,4,4,4,4,4,4,4,4,4,4,4,4,6,10,9,8,8,8,8,8,7,7,7,7,6,6,6,6,6,6,6,5,5,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0
5,coulthard,6,6,6,6,6,6,6,6,6,6,6,6,6,5,5,3,2,2,8,8,8,8,8,8,8,8,8,8,8,8,8,7,6,6,5,4,4,4,4,3,3,3,4,7,7,7,7,7,7,7,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
6,michael_schumacher,7,7,7,7,7,7,7,7,7,7,7,7,7,6,6,4,3,8,7,6,6,6,6,6,6,6,6,6,6,7,7,5,5,4,4,3,3,3,3,8,8,8,8,8,8,8,8,8,8,8,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0
7,montoya,8,8,8,8,8,8,8,8,8,8,8,8,8,7,7,6,11,7,6,5,5,5,5,5,5,5,5,5,5,5,5,3,3,2,2,5,5,5,5,4,4,4,3,3,3,3,3,3,3,3,3,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
8,heidfeld,9,9,9,9,9,9,9,9,9,9,9,9,9,8,9,7,5,11,10,10,10,9,9,9,9,9,9,9,9,9,9,8,7,8,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,8,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,0
9,villeneuve,10,10,10,10,10,10,10,10,10,10,11,11,11,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
