,raceId,driverId,driverRef,positionOrder,statusId,status,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70
16,63.0,30.0,michael_schumacher,1.0,1.0,Finished,79559.0,157749.0,236060.0,314297.0,392210.0,470648.0,548841.0,626625.0,704641.0,782750.0,860511.0,938736.0,1016591.0,1094172.0,1171927.0,1249593.0,1327321.0,1405332.0,1500854.0,1579184.0,1657299.0,1735155.0,1813261.0,1891250.0,1969406.0,2047110.0,2124982.0,2203241.0,2281101.0,2358891.0,2436605.0,2514518.0,2592367.0,2670431.0,2748315.0,2826563.0,2904990.0,2983756.0,3079167.0,3157397.0,3235477.0,3313661.0,3390942.0,3468456.0,3546011.0,3623122.0,3700410.0,3778253.0,3856318.0,3933881.0,4011599.0,4089727.0,4167466.0,4245068.0,4323702.0,4417782.0,4496116.0,4574511.0,4653750.0,4732916.0,4811638.0,4890108.0,4969133.0,5047969.0,5127063.0,5206150.0,5285509.0,5364927.0,5444211.0,5527803.0
5,63.0,13.0,massa,3.0,1.0,Finished,81265.0,159545.0,237964.0,316360.0,395085.0,473894.0,552767.0,631119.0,709399.0,787813.0,866046.0,944354.0,1022620.0,1100377.0,1178332.0,1257432.0,1352771.0,1429912.0,1507503.0,1585419.0,1663538.0,1741466.0,1819443.0,1897353.0,1975256.0,2053111.0,2131147.0,2209279.0,2287442.0,2365745.0,2443999.0,2522969.0,2601090.0,2680249.0,2774935.0,2852389.0,2930219.0,3009403.0,3088744.0,3167406.0,3245996.0,3325306.0,3404634.0,3483213.0,3561708.0,3639995.0,3718149.0,3796603.0,3875594.0,3953781.0,4032635.0,4110875.0,4190152.0,4286602.0,4364969.0,4443437.0,4521580.0,4599624.0,4677896.0,4756191.0,4835095.0,4913833.0,4992428.0,5070999.0,5149683.0,5229055.0,5308546.0,5388411.0,5468554.0,5550349.0
3,63.0,4.0,alonso,2.0,1.0,Finished,81876.0,160270.0,238830.0,317121.0,395692.0,474335.0,553286.0,631529.0,710143.0,788365.0,866877.0,945458.0,1023719.0,1101882.0,1180211.0,1258476.0,1337540.0,1434020.0,1512119.0,1590195.0,1668350.0,1746684.0,1824454.0,1902432.0,1980281.0,2058494.0,2136789.0,2215150.0,2293340.0,2371428.0,2449650.0,2528034.0,2606799.0,2685505.0,2764572.0,2843198.0,2921481.0,2999866.0,3078612.0,3156823.0,3234962.0,3313706.0,3415323.0,3493694.0,3571833.0,3650050.0,3728462.0,3806931.0,3885446.0,3964151.0,4043269.0,4122020.0,4200616.0,4279213.0,4357807.0,4436495.0,4514683.0,4592926.0,4671809.0,4750437.0,4829122.0,4907794.0,4986199.0,5064308.0,5142407.0,5220608.0,5299116.0,5378157.0,5457332.0,5537934.0
7,63.0,15.0,trulli,19.0,23.0,Brakes,82736.0,161935.0,241113.0,319895.0,398824.0,477614.0,556390.0,634824.0,713340.0,791786.0,870202.0,948604.0,1027001.0,1105098.0,1183312.0,1261348.0,1339440.0,1417591.0,1495643.0,1574822.0,1671818.0,1750058.0,1828619.0,1907501.0,1986359.0,2065553.0,2146122.0,2225112.0,2303710.0,2382557.0,2461684.0,2540486.0,2619338.0,2698201.0,2777155.0,2856063.0,2934949.0,3021193.0,3154967.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,63.0,23.0,ralf_schumacher,4.0,1.0,Finished,83412.0,162889.0,242123.0,320991.0,399867.0,478857.0,557546.0,636272.0,714963.0,793509.0,872186.0,951181.0,1029711.0,1108016.0,1186296.0,1264597.0,1342482.0,1420408.0,1498217.0,1576224.0,1654125.0,1733013.0,1839315.0,1917766.0,1995983.0,2074528.0,2153341.0,2232337.0,2310999.0,2389732.0,2468628.0,2547232.0,2626134.0,2705071.0,2784571.0,2863770.0,2942772.0,3021854.0,3101110.0,3180323.0,3259561.0,3338944.0,3418081.0,3496582.0,3574975.0,3654038.0,3751129.0,3829438.0,3907614.0,3985889.0,4064429.0,4142635.0,4220760.0,4298910.0,4377428.0,4455569.0,4533856.0,4612343.0,4690981.0,4769331.0,4848388.0,4927487.0,5005898.0,5084094.0,5162541.0,5241047.0,5319566.0,5397737.0,5476317.0,5555015.0
4,63.0,8.0,raikkonen,5.0,1.0,Finished,83796.0,163294.0,242839.0,322103.0,401358.0,480082.0,558920.0,637529.0,716162.0,794792.0,873387.0,951992.0,1030494.0,1109481.0,1187756.0,1266037.0,1345148.0,1440653.0,1518435.0,1596446.0,1674834.0,1753261.0,1831513.0,1909605.0,1987785.0,2066071.0,2144601.0,2222665.0,2300897.0,2378614.0,2456475.0,2535234.0,2635179.0,2713552.0,2792597.0,2871297.0,2949782.0,3028283.0,3106834.0,3185636.0,3264344.0,3342914.0,3421716.0,3500299.0,3578574.0,3656702.0,3734591.0,3812818.0,3890812.0,3969042.0,4047272.0,4125184.0,4204583.0,4300267.0,4378636.0,4457453.0,4535797.0,4613987.0,4692893.0,4771292.0,4850324.0,4929331.0,5007808.0,5086250.0,5164617.0,5243539.0,5322114.0,5400820.0,5480167.0,5560809.0
10,63.0,21.0,fisichella,6.0,1.0,Finished,84560.0,164236.0,243508.0,322506.0,401788.0,481028.0,560783.0,639607.0,718250.0,796866.0,875752.0,954491.0,1032932.0,1111423.0,1189804.0,1268087.0,1346344.0,1425095.0,1524008.0,1602065.0,1680457.0,1759113.0,1837777.0,1916707.0,1995278.0,2074037.0,2152799.0,2231703.0,2310337.0,2388978.0,2467578.0,2546508.0,2625447.0,2704549.0,2784067.0,2863170.0,2942231.0,3021254.0,3100462.0,3179556.0,3258755.0,3337784.0,3416776.0,3495632.0,3575098.0,3672770.0,3752185.0,3831343.0,3910572.0,3989703.0,4068582.0,4147330.0,4226085.0,4305316.0,4384642.0,4463581.0,4542397.0,4621229.0,4700299.0,4779523.0,4858905.0,4939043.0,5018365.0,5097544.0,5176848.0,5256168.0,5335449.0,5414898.0,5494086.0,5573068.0
8,63.0,17.0,webber,18.0,46.0,Wheel rim,85158.0,165164.0,245143.0,325019.0,405241.0,485393.0,565306.0,645124.0,725432.0,805145.0,885170.0,964963.0,1044692.0,1124318.0,1204224.0,1283767.0,1363446.0,1443805.0,1524400.0,1622143.0,1701990.0,1781627.0,1861032.0,1940305.0,2019854.0,2099088.0,2178746.0,2257815.0,2336788.0,2415837.0,2495131.0,2574218.0,2653452.0,2732311.0,2811424.0,2890362.0,2969405.0,3061599.0,3184976.0,3545096.0,3629614.0,3711220.0,3794655.0,3877570.0,3965461.0,4051219.0,4151776.0,4232597.0,4315371.0,4396929.0,4479091.0,4562676.0,4652530.0,,,,,,,,,,,,,,,,,
21,63.0,37.0,rosa,7.0,1.0,Finished,85816.0,165766.0,245804.0,325527.0,405792.0,485921.0,565794.0,645647.0,726168.0,805633.0,885703.0,965777.0,1045236.0,1124820.0,1204846.0,1284332.0,1364121.0,1445243.0,1541412.0,1621005.0,1700664.0,1780044.0,1859297.0,1938516.0,2018129.0,2097203.0,2176798.0,2255022.0,2332951.0,2410797.0,2489212.0,2567184.0,2644812.0,2722437.0,2801419.0,2898066.0,2976487.0,3054696.0,3132386.0,3210234.0,3288265.0,3366276.0,3444287.0,3522068.0,3599773.0,3677672.0,3755762.0,3833915.0,3912261.0,3991555.0,4088020.0,4166360.0,4246212.0,4324802.0,4403041.0,4481317.0,4559791.0,4637897.0,4716288.0,4794675.0,4872772.0,4951234.0,5029374.0,5107545.0,5185588.0,5263924.0,5342302.0,5420467.0,5499064.0,5577210.0
1,63.0,2.0,heidfeld,8.0,11.0,+1 Lap,86389.0,166773.0,246960.0,326913.0,407111.0,487761.0,568083.0,648361.0,728512.0,808457.0,888363.0,968483.0,1048529.0,1128323.0,1208217.0,1287834.0,1367299.0,1446871.0,1526527.0,1606041.0,1685717.0,1765040.0,1844204.0,1923526.0,2003489.0,2102415.0,2182087.0,2261517.0,2340857.0,2420211.0,2499802.0,2579439.0,2659190.0,2738761.0,2818087.0,2897654.0,2978268.0,3058356.0,3137755.0,3217135.0,3296327.0,3375546.0,3455170.0,3534613.0,3613529.0,3693382.0,3791449.0,3870258.0,3949273.0,4028395.0,4107795.0,4186951.0,4266508.0,4346179.0,4425869.0,4505568.0,4584941.0,4664331.0,4743661.0,4822995.0,4902309.0,4981741.0,5061474.0,5141021.0,5222197.0,5301503.0,5381310.0,5461050.0,5540892.0,
