,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61
0,vettel,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,ricciardo,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2,raikkonen,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3,kvyat,4,4,4,4,4,4,4,4,4,4,4,5,8,6,6,6,6,6,6,6,6,6,6,6,6,6,5,5,5,5,5,5,6,9,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
4,hamilton,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,8,10,11,13,15,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,rosberg,6,6,6,6,6,6,6,6,6,6,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
6,bottas,7,7,7,7,7,7,7,7,7,7,7,7,6,7,7,7,7,7,7,7,7,7,7,7,7,7,6,6,6,6,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
7,massa,8,8,8,8,8,8,8,8,8,8,8,9,11,10,14,14,14,13,13,13,13,13,13,13,13,12,11,12,14,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,hulkenberg,9,9,9,9,9,9,9,9,9,9,10,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,perez,10,10,10,10,10,10,10,10,10,10,9,8,7,8,8,8,8,8,8,8,8,8,8,8,8,8,7,7,7,7,7,7,7,6,8,8,8,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
10,alonso,11,11,11,11,11,11,11,11,11,12,14,14,13,12,11,11,11,11,11,11,11,11,11,11,11,10,10,9,9,9,9,9,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,sainz,12,12,12,12,12,12,12,12,12,14,15,15,14,13,12,12,12,18,17,16,16,16,16,16,16,16,15,14,16,15,14,14,14,13,13,12,12,12,12,12,11,9,9,9,9,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
12,grosjean,13,13,13,13,13,13,13,13,17,17,13,13,12,11,10,10,10,10,10,10,10,10,10,10,10,13,16,15,12,11,11,11,11,10,9,9,9,8,8,8,8,8,8,8,8,8,9,9,9,9,9,9,9,9,9,9,9,9,12,0,0
13,nasr,14,14,14,14,14,14,14,14,13,11,11,10,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,8,8,8,8,8,8,7,11,11,11,11,11,11,10,11,11,11,11,11,11,11,11,11,11,11,11,10,10,10,10,10,9,9,9
14,ericsson,15,15,15,15,15,15,15,15,14,15,16,17,16,15,15,15,15,14,14,14,14,14,14,14,14,14,12,13,15,14,13,13,13,12,12,13,13,13,13,13,12,12,12,12,12,12,12,12,12,12,12,12,12,11,11,11,11,11,10,10,10
15,button,16,16,16,16,16,16,16,16,15,13,12,11,10,16,16,16,16,15,15,15,15,15,15,15,15,15,14,11,10,10,10,10,9,8,6,7,7,10,10,10,13,13,13,13,13,13,13,13,13,13,13,13,0,0,0,0,0,0,0,0,0
16,maldonado,17,17,17,17,17,17,17,17,16,16,17,16,15,14,13,13,13,12,12,12,12,12,12,12,12,11,13,16,13,12,12,12,12,11,10,10,10,9,9,9,9,10,10,10,10,10,10,10,10,10,10,10,10,12,12,12,12,12,11,11,11
17,rossi,18,18,18,18,18,18,18,18,18,18,18,18,18,18,17,17,17,16,16,17,17,17,17,17,17,17,17,17,17,16,16,15,15,14,14,14,15,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,13,13,13,13,13,13,13,0,0
18,stevens,19,19,19,19,19,19,19,19,19,19,19,19,17,17,18,18,18,17,18,18,18,18,18,18,18,18,18,18,18,17,17,16,16,15,15,15,14,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,14,14,14,14,14,14,14,0,0
