,0,1,2
0,20,6,1:43.885
1,817,9,1:44.428
2,8,6,1:44.667
3,826,9,1:44.745
4,1,131,1:45.300
5,3,131,1:45.415
6,822,3,1:45.676
7,830,5,1:45.635
8,13,3,1:45.701
9,154,208,1:45.805
10,807,10,1:46.305
11,4,1,1:46.328
12,815,10,1:46.385
13,832,5,1:46.465
14,18,1,1:45.891
15,831,15,1:46.965
16,828,15,1:47.088
17,813,208,1:47.323
18,829,209,1:51.021
19,834,209,1:51.523
