,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74
0,113.0,30.0,michael_schumacher,1.0,1.0,Finished,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3919.0,3639.0,3967.0,4060.0,4533.0,4941.0,4866.0,4659.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19286.0,19514.0,20163.0,20783.0,20350.0,20274.0,17435.0,8295.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,113.0,31.0,montoya,17.0,5.0,Engine,1382.0,891.0,807.0,221.0,1453.0,2277.0,2886.0,3380.0,4078.0,4829.0,5745.0,6777.0,8005.0,9017.0,10636.0,7116.0,3814.0,3128.0,3461.0,6261.0,31135.0,32538.0,30247.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22269.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,113.0,8.0,raikkonen,2.0,1.0,Finished,2017.0,1838.0,1869.0,731.0,2189.0,3444.0,4475.0,5340.0,6308.0,7073.0,8209.0,9211.0,10573.0,11533.0,12977.0,9631.0,7339.0,7165.0,7967.0,8488.0,8550.0,9415.0,9251.0,2926.0,3043.0,3033.0,3178.0,3844.0,4186.0,4164.0,4164.0,1599.0,2697.0,1817.0,2965.0,4363.0,5718.0,7092.0,7125.0,6532.0,7931.0,7649.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15731.0,8257.0,8592.0,9174.0,9235.0,9683.0,9385.0,9542.0,9680.0,9734.0,9912.0,10243.0,10114.0,9791.0,9785.0,9634.0,8839.0,8679.0,7213.0,3362.0
3,113.0,22.0,barrichello,3.0,1.0,Finished,2755.0,5035.0,3336.0,1557.0,2482.0,3996.0,5021.0,5795.0,6780.0,7428.0,8597.0,9810.0,10969.0,12036.0,15497.0,13859.0,12359.0,11398.0,10851.0,10109.0,11639.0,49506.0,47530.0,17478.0,17388.0,17307.0,17319.0,17342.0,17360.0,17467.0,18149.0,15330.0,17203.0,17872.0,19453.0,20713.0,21723.0,22827.0,23002.0,22504.0,23768.0,23250.0,13973.0,13222.0,12949.0,11642.0,11629.0,11138.0,7510.0,0.0,17780.0,17108.0,16782.0,15820.0,15250.0,14412.0,13769.0,13351.0,12762.0,12270.0,11532.0,10973.0,10530.0,10198.0,10108.0,9416.0,9144.0,7866.0,3951.0
4,113.0,2.0,heidfeld,15.0,5.0,Engine,3906.0,6607.0,4116.0,2403.0,3652.0,5256.0,6432.0,7764.0,9280.0,10139.0,11282.0,12509.0,16126.0,43419.0,53439.0,51839.0,49322.0,49616.0,51139.0,52697.0,54307.0,57040.0,55680.0,28731.0,31806.0,35099.0,37749.0,40447.0,42746.0,45078.0,47565.0,45638.0,50263.0,53240.0,56574.0,60373.0,63903.0,67433.0,71715.0,99755.0,110354.0,116880.0,114768.0,121062.0,133015.0,140193.0,,,,,,,,,,,,,,,,,,,,,,,
5,113.0,42.0,pizzonia,9.0,11.0,+1 Lap,5046.0,9200.0,4727.0,3160.0,4905.0,6389.0,7558.0,8765.0,10180.0,11736.0,13885.0,15925.0,17949.0,23906.0,63989.0,63973.0,63840.0,67590.0,69987.0,72663.0,74692.0,77323.0,76191.0,47486.0,48418.0,49368.0,50197.0,52643.0,53934.0,54564.0,55463.0,52472.0,55137.0,56102.0,59331.0,63307.0,66663.0,71352.0,73381.0,74422.0,77566.0,80089.0,73781.0,76120.0,79483.0,79307.0,82865.0,111389.0,111352.0,103840.0,97000.0,97567.0,98383.0,98682.0,99248.0,100052.0,101858.0,103260.0,105323.0,106568.0,107753.0,108138.0,108798.0,109489.0,112107.0,114653.0,114156.0,113609.0,
6,113.0,15.0,trulli,8.0,11.0,+1 Lap,5615.0,10465.0,5950.0,3460.0,5725.0,7061.0,8511.0,9744.0,11154.0,12581.0,14557.0,16897.0,18834.0,22029.0,26977.0,34641.0,38665.0,64102.0,67432.0,69710.0,72048.0,74712.0,74248.0,45642.0,46634.0,47629.0,48879.0,50508.0,51987.0,53022.0,54419.0,51796.0,54687.0,55643.0,58919.0,62432.0,66038.0,72456.0,97777.0,100006.0,104091.0,105986.0,99080.0,100921.0,104472.0,105194.0,107404.0,109606.0,109063.0,101254.0,94257.0,94799.0,95708.0,96260.0,97247.0,98883.0,101457.0,102899.0,104828.0,106012.0,107312.0,107520.0,107640.0,107818.0,108415.0,108519.0,108546.0,107902.0,
7,113.0,18.0,button,4.0,1.0,Finished,5880.0,11482.0,6912.0,4458.0,6440.0,7909.0,9448.0,11050.0,12701.0,14399.0,15903.0,18001.0,20095.0,22661.0,27482.0,23701.0,20867.0,20245.0,20752.0,21208.0,21371.0,22266.0,21946.0,15305.0,15409.0,15345.0,15620.0,16074.0,16690.0,16937.0,17518.0,14946.0,16858.0,17483.0,20613.0,23300.0,25512.0,27502.0,28513.0,28715.0,31889.0,33777.0,25457.0,25666.0,26280.0,26609.0,29810.0,56048.0,53894.0,44867.0,36510.0,36303.0,36824.0,37294.0,38528.0,38797.0,40166.0,41223.0,41839.0,42337.0,43000.0,43194.0,43743.0,44223.0,44452.0,44678.0,45025.0,44746.0,42243.0
8,113.0,23.0,ralf_schumacher,6.0,11.0,+1 Lap,6400.0,12600.0,8507.0,5152.0,6953.0,8399.0,9772.0,11520.0,13085.0,15206.0,16641.0,18656.0,20761.0,23164.0,30973.0,49698.0,45470.0,45188.0,46373.0,47603.0,48990.0,51339.0,49852.0,20359.0,20935.0,21493.0,22167.0,23064.0,23807.0,23921.0,24030.0,20199.0,21626.0,23359.0,25872.0,28452.0,30702.0,32635.0,33282.0,33233.0,35144.0,35152.0,30448.0,55421.0,57121.0,57807.0,62274.0,64623.0,64110.0,56503.0,49390.0,50541.0,51675.0,52630.0,53966.0,54861.0,62859.0,65028.0,66703.0,68550.0,72285.0,73528.0,74882.0,76069.0,76922.0,77492.0,80867.0,81617.0,
9,113.0,21.0,fisichella,14.0,69.0,Fuel system,6685.0,14212.0,9071.0,5671.0,7440.0,9376.0,10888.0,12615.0,14369.0,16220.0,18403.0,20892.0,23078.0,25062.0,32567.0,56037.0,51917.0,52232.0,54641.0,57287.0,60771.0,64491.0,63984.0,35807.0,37801.0,39773.0,41773.0,44019.0,46119.0,47910.0,51592.0,49701.0,53073.0,54002.0,57262.0,61112.0,64948.0,68489.0,71519.0,72938.0,76580.0,79412.0,73626.0,77891.0,85107.0,110847.0,113430.0,115847.0,115342.0,108261.0,101919.0,103305.0,104823.0,106042.0,107664.0,109058.0,111226.0,113655.0,114996.0,116138.0,,,,,,,,,
