,raceId,driverId,driverRef,positionOrder,statusId,status,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78
4,40.0,4.0,alonso,1.0,1.0,Finished,84494.0,162296.0,241856.0,318643.0,395158.0,471769.0,548809.0,625686.0,702781.0,779700.0,856425.0,933498.0,1010414.0,1087338.0,1165153.0,1242239.0,1318789.0,1395672.0,1473220.0,1553699.0,1631352.0,1707073.0,1783307.0,1859475.0,1936233.0,2029739.0,2108275.0,2183737.0,2259580.0,2335623.0,2411953.0,2488093.0,2564487.0,2640728.0,2717135.0,2793343.0,2869743.0,2946728.0,3023212.0,3099986.0,3176303.0,3251817.0,3327317.0,3402601.0,3478409.0,3553849.0,3629292.0,3704636.0,3780143.0,3856012.0,3950070.0,4030827.0,4107876.0,4185498.0,4262724.0,4340314.0,4418345.0,4496388.0,4574112.0,4651087.0,4727971.0,4805062.0,4881883.0,4958566.0,5034805.0,5111814.0,5188253.0,5264473.0,5340994.0,5417450.0,5494127.0,5570305.0,5646692.0,5723081.0,5799462.0,5876134.0,5952269.0,6029329.0
1,40.0,1.0,hamilton,2.0,1.0,Finished,85051.0,163437.0,242895.0,320488.0,397721.0,474675.0,551932.0,628839.0,705962.0,783826.0,861354.0,939071.0,1016954.0,1094342.0,1171797.0,1249265.0,1326804.0,1403616.0,1479990.0,1556746.0,1636874.0,1712959.0,1788876.0,1864709.0,1940477.0,2016793.0,2093056.0,2168428.0,2262506.0,2340464.0,2416222.0,2492136.0,2568169.0,2644769.0,2721117.0,2797769.0,2874214.0,2950549.0,3028310.0,3104599.0,3182176.0,3258760.0,3334966.0,3411644.0,3487724.0,3563252.0,3639090.0,3714544.0,3790114.0,3866903.0,3942883.0,4018787.0,4110574.0,4189584.0,4266049.0,4342889.0,4420270.0,4497285.0,4574910.0,4652207.0,4729147.0,4806245.0,4883331.0,4960357.0,5036932.0,5113890.0,5190484.0,5267280.0,5343816.0,5420364.0,5496660.0,5572961.0,5649407.0,5726440.0,5802639.0,5878842.0,5955111.0,6033424.0
9,40.0,13.0,massa,3.0,1.0,Finished,86484.0,165315.0,244457.0,322119.0,399602.0,476689.0,554368.0,631789.0,709420.0,786871.0,864506.0,942051.0,1019255.0,1096552.0,1173967.0,1251468.0,1329545.0,1406566.0,1483398.0,1560420.0,1639572.0,1719435.0,1796193.0,1872744.0,1949827.0,2045332.0,2126327.0,2204006.0,2282297.0,2359863.0,2437294.0,2514813.0,2592754.0,2670390.0,2748007.0,2825907.0,2903615.0,2982106.0,3058729.0,3135327.0,3211676.0,3288007.0,3364245.0,3440488.0,3516703.0,3592891.0,3669074.0,3745288.0,3821886.0,3898372.0,3975439.0,4052910.0,4130788.0,4208463.0,4307534.0,4390256.0,4467846.0,4544662.0,4621542.0,4698305.0,4776567.0,4853844.0,4931132.0,5008299.0,5085663.0,5163297.0,5240544.0,5318199.0,5395596.0,5472458.0,5549676.0,5626633.0,5704216.0,5781637.0,5858920.0,5936399.0,6014343.0,6098443.0
16,40.0,21.0,fisichella,4.0,11.0,+1 Lap,87414.0,167088.0,246821.0,325182.0,403393.0,481596.0,559629.0,637836.0,715951.0,794337.0,872161.0,950093.0,1028467.0,1106136.0,1183994.0,1261680.0,1339140.0,1416462.0,1494098.0,1572038.0,1650034.0,1727065.0,1827377.0,1909000.0,1986774.0,2064593.0,2142180.0,2219755.0,2297246.0,2374610.0,2452027.0,2529342.0,2606728.0,2683853.0,2761092.0,2838616.0,2916289.0,2994523.0,3072317.0,3149495.0,3226851.0,3304219.0,3381678.0,3459328.0,3535937.0,3612343.0,3689247.0,3766531.0,3844065.0,3921566.0,3998588.0,4074910.0,4151168.0,4227422.0,4320835.0,4402236.0,4480820.0,4558710.0,4636548.0,4714890.0,4792654.0,4870494.0,4948592.0,5026628.0,5104415.0,5182070.0,5259489.0,5337029.0,5414366.0,5491604.0,5568646.0,5648055.0,5727717.0,5805368.0,5883913.0,5962229.0,6040909.0,
2,40.0,2.0,heidfeld,6.0,11.0,+1 Lap,89283.0,168830.0,249983.0,329101.0,408437.0,487743.0,567551.0,647252.0,726959.0,806550.0,886803.0,966766.0,1046369.0,1126028.0,1205273.0,1284136.0,1362815.0,1441090.0,1519185.0,1597193.0,1674955.0,1752604.0,1829896.0,1907582.0,1984801.0,2062414.0,2139566.0,2216617.0,2293825.0,2370866.0,2448112.0,2546609.0,2628774.0,2707670.0,2786370.0,2864621.0,2942306.0,3020137.0,3098459.0,3177915.0,3255565.0,3333024.0,3411806.0,3490367.0,3568215.0,3646620.0,3725059.0,3803482.0,3881993.0,3959919.0,4037759.0,4115707.0,4193488.0,4271836.0,4350389.0,4428935.0,4506963.0,4584811.0,4662654.0,4740348.0,4818128.0,4896404.0,4974918.0,5053033.0,5131128.0,5209608.0,5287714.0,5365780.0,5443634.0,5521182.0,5598529.0,5675733.0,5753333.0,5831358.0,5908646.0,5986870.0,6065100.0,
3,40.0,3.0,rosberg,12.0,11.0,+1 Lap,89764.0,169934.0,250807.0,329875.0,409234.0,488261.0,568166.0,647843.0,727817.0,807554.0,887415.0,967386.0,1046923.0,1126536.0,1205872.0,1284823.0,1363592.0,1442399.0,1520882.0,1598807.0,1676538.0,1754000.0,1850842.0,1932383.0,2010132.0,2087934.0,2165962.0,2245873.0,2323996.0,2401893.0,2480105.0,2558272.0,2636312.0,2714316.0,2792373.0,2872577.0,2952359.0,3031151.0,3110024.0,3188305.0,3266487.0,3345838.0,3423835.0,3501805.0,3579649.0,3657957.0,3736638.0,3815218.0,3893391.0,3971762.0,4050395.0,4129149.0,4207635.0,4287483.0,4365760.0,4443762.0,4521739.0,4600233.0,4694912.0,4777488.0,4855458.0,4933134.0,5010623.0,5088076.0,5165303.0,5242471.0,5319830.0,5397136.0,5474144.0,5551135.0,5628246.0,5705500.0,5782570.0,5859977.0,5937433.0,6015290.0,6092877.0,
17,40.0,22.0,barrichello,10.0,11.0,+1 Lap,91123.0,172303.0,253316.0,333423.0,413304.0,493180.0,573309.0,653060.0,733160.0,812827.0,892318.0,971810.0,1051498.0,1131065.0,1210678.0,1289918.0,1368766.0,1447445.0,1526213.0,1604611.0,1683342.0,1761733.0,1840136.0,1918445.0,1996338.0,2074485.0,2152500.0,2230567.0,2308623.0,2386588.0,2464839.0,2543033.0,2620597.0,2698188.0,2775419.0,2852870.0,2947682.0,3030128.0,3108505.0,3186335.0,3264466.0,3342572.0,3420224.0,3497713.0,3576400.0,3654883.0,3733391.0,3811758.0,3890358.0,3968884.0,4047263.0,4125835.0,4204519.0,4282950.0,4361861.0,4440629.0,4518780.0,4596603.0,4674652.0,4769576.0,4849846.0,4927107.0,5004322.0,5082216.0,5159921.0,5237213.0,5314370.0,5391764.0,5468844.0,5546045.0,5623573.0,5700883.0,5778098.0,5855318.0,5932771.0,6009869.0,6087029.0,
13,40.0,17.0,webber,21.0,6.0,Gearbox,92110.0,172788.0,253883.0,333850.0,413744.0,493580.0,573714.0,653528.0,733609.0,813327.0,892951.0,972448.0,1052077.0,1131741.0,1211356.0,1290801.0,1369799.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,40.0,9.0,kubica,5.0,11.0,+1 Lap,92734.0,173741.0,254493.0,334610.0,414518.0,494530.0,574424.0,654362.0,734260.0,814545.0,894103.0,973095.0,1053024.0,1132624.0,1212167.0,1291696.0,1370874.0,1449637.0,1527782.0,1605887.0,1684096.0,1762567.0,1840924.0,1919220.0,1997343.0,2075400.0,2153362.0,2231383.0,2309454.0,2387525.0,2465458.0,2543839.0,2621536.0,2699223.0,2776464.0,2854291.0,2931453.0,3007669.0,3083675.0,3159936.0,3236104.0,3312399.0,3389085.0,3465877.0,3564195.0,3644847.0,3722016.0,3799496.0,3876485.0,3953762.0,4032504.0,4110475.0,4188400.0,4268084.0,4346220.0,4424414.0,4502406.0,4580387.0,4659369.0,4737358.0,4815165.0,4892931.0,4970410.0,5048547.0,5126515.0,5202979.0,5279574.0,5356553.0,5433230.0,5511614.0,5591962.0,5671197.0,5749735.0,5826980.0,5904233.0,5981431.0,6061077.0,
20,40.0,25.0,wurz,7.0,11.0,+1 Lap,93546.0,175255.0,256340.0,336291.0,416168.0,496168.0,575994.0,655728.0,736016.0,815961.0,896286.0,975720.0,1054925.0,1134216.0,1213673.0,1293057.0,1372432.0,1452028.0,1531300.0,1609859.0,1688029.0,1766352.0,1844419.0,1922365.0,2000651.0,2078711.0,2157326.0,2235386.0,2313259.0,2391138.0,2468872.0,2546577.0,2624844.0,2702896.0,2780363.0,2858181.0,2935812.0,3013088.0,3090098.0,3166756.0,3243687.0,3320693.0,3398069.0,3494866.0,3575836.0,3653957.0,3732322.0,3810674.0,3889628.0,3968198.0,4046644.0,4125123.0,4203982.0,4282324.0,4361058.0,4439707.0,4517510.0,4595704.0,4673791.0,4751515.0,4829851.0,4907822.0,4985696.0,5063654.0,5141364.0,5219184.0,5296750.0,5374370.0,5452033.0,5529485.0,5606982.0,5684650.0,5762267.0,5839513.0,5916856.0,5994049.0,6071902.0,
