,raceId,driverId,driverRef,constructorId,positionOrder,statusId,status,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77
14,185,57,hakkinen,1,1,1,Finished,86989,169243,251141,332542,414294,495964,577186,658751,740345,821990,903667.0,984659.0,1066237.0,1147636.0,1229270.0,1311427.0,1393506.0,1476150.0,1558253.0,1640981.0,1722656.0,1804598.0,1886700.0,1969471.0,2052207.0,2134191.0,2216738.0,2298039.0,2379182.0,2461126.0,2548513.0,2650409.0,2731606.0,2813669.0,2896111.0,2979068.0,3061891.0,3144696.0,3227147.0,3309513.0,3390607.0,3472422.0,3553516.0,3634226.0,3715596.0,3796648.0,3877517.0,3959375.0,4041512.0,4123465.0,4205676.0,4288202.0,4369631.0,4451252.0,4537274.0,4640864.0,4723070.0,4804626.0,4886917.0,4970319.0,5052625.0,5135558.0,5218121.0,5300203.0,5382542.0,5465646.0,5548780.0,5631778.0,5714244.0,5796334.0,5878800.0,5961750.0,6044734.0,6128912.0,6212237.0,6295779.0,6383536.0
13,185,56,irvine,6,3,1,Finished,88298,171118,253576,336047,418160,500157,582300,664234,746354,828347,910320.0,992202.0,1074121.0,1156114.0,1238195.0,1320334.0,1402777.0,1484624.0,1566673.0,1649815.0,1733922.0,1816395.0,1899947.0,1982859.0,2064772.0,2146963.0,2229198.0,2311345.0,2398237.0,2502420.0,2586643.0,2669180.0,2751939.0,2834356.0,2917037.0,2999244.0,3081159.0,3162657.0,3244404.0,3326741.0,3408834.0,3491680.0,3574041.0,3656413.0,3738845.0,3821566.0,3904420.0,3987308.0,4070042.0,4152941.0,4235392.0,4318251.0,4400946.0,4483667.0,4566357.0,4649378.0,4732150.0,4818302.0,4920302.0,5002499.0,5083793.0,5164803.0,5251955.0,5333221.0,5414275.0,5495844.0,5577737.0,5659968.0,5743014.0,5825889.0,5909329.0,5993360.0,6076581.0,6160051.0,6243029.0,6326975.0,6410764.0
2,185,21,fisichella,22,19,5,Engine,89658,173463,256817,339902,422800,505749,589061,671737,754260,837019,919236.0,1001261.0,1083142.0,1165020.0,1246867.0,1328876.0,1410925.0,1492496.0,1574431.0,1656413.0,1739423.0,1822584.0,1904746.0,1987300.0,2070108.0,2152722.0,2235274.0,2322047.0,2426116.0,2508458.0,2591305.0,2674978.0,2758273.0,2842177.0,2925267.0,3008417.0,3091157.0,3173854.0,3256746.0,3338669.0,3420363.0,3502155.0,3583796.0,3665409.0,3747219.0,3831260.0,3914609.0,3996318.0,4078930.0,4161002.0,4242471.0,4345466.0,,,,,,,,,,,,,,,,,,,,,,,,,
11,185,49,frentzen,17,4,1,Finished,90306,174495,258204,341737,425283,508391,591595,674515,757574,840360,922979.0,1005325.0,1087781.0,1170851.0,1253726.0,1336532.0,1419002.0,1501029.0,1583304.0,1665353.0,1747610.0,1829919.0,1912737.0,1994689.0,2076470.0,2158497.0,2240822.0,2322069.0,2403591.0,2490074.0,2592356.0,2675512.0,2758998.0,2842777.0,2926008.0,3009075.0,3092013.0,3174991.0,3258288.0,3340304.0,3421725.0,3503324.0,3584845.0,3666663.0,3748719.0,3831596.0,3915451.0,3997235.0,4079723.0,4166502.0,4269498.0,4351325.0,4434823.0,4517035.0,4599088.0,4681693.0,4764529.0,4847255.0,4930809.0,5014730.0,5098695.0,5181758.0,5263576.0,5345391.0,5426734.0,5508150.0,5589915.0,5673210.0,5755843.0,5837242.0,5918233.0,5999376.0,6082444.0,6165450.0,6247753.0,6329960.0,6415351.0
0,185,14,coulthard,1,2,1,Finished,90684,174936,258854,342313,425840,508896,592157,675352,758225,841109,923892.0,1006152.0,1088578.0,1171398.0,1254355.0,1337140.0,1419846.0,1502201.0,1584407.0,1666404.0,1748952.0,1831118.0,1913743.0,1996107.0,2078234.0,2160399.0,2243783.0,2325368.0,2406726.0,2489287.0,2571196.0,2653171.0,2739183.0,2840433.0,2923055.0,3004666.0,3086708.0,3168194.0,3249786.0,3331478.0,3412401.0,3493669.0,3576018.0,3657773.0,3739873.0,3822116.0,3904959.0,3987806.0,4070605.0,4153619.0,4235988.0,4319108.0,4401657.0,4484354.0,4566942.0,4649937.0,4732768.0,4819665.0,4920908.0,5002991.0,5084802.0,5166126.0,5247354.0,5328516.0,5409587.0,5490782.0,5571750.0,5652790.0,5733489.0,5816378.0,5898371.0,5980865.0,6063156.0,6146137.0,6228212.0,6310304.0,6393242.0
21,185,71,damon_hill,17,6,1,Finished,91774,176469,260739,344616,428448,511747,595664,678844,761787,844888,927737.0,1010043.0,1092521.0,1174758.0,1257394.0,1339797.0,1422433.0,1504477.0,1586531.0,1668690.0,1750910.0,1833289.0,1915878.0,1999085.0,2081293.0,2163881.0,2246118.0,2328832.0,2415554.0,2520070.0,2601250.0,2683018.0,2764950.0,2847757.0,2930123.0,3012768.0,3095357.0,3178441.0,3260965.0,3342895.0,3424389.0,3506271.0,3587518.0,3668936.0,3750363.0,3832544.0,3916305.0,4002340.0,4106433.0,4189737.0,4276545.0,4358995.0,4441265.0,4523958.0,4608064.0,4690225.0,4772514.0,4855085.0,4937499.0,5020521.0,5103484.0,5187150.0,5270532.0,5353436.0,5436010.0,5518332.0,5600862.0,5683846.0,5766151.0,5848413.0,5930543.0,6014377.0,6097859.0,6182196.0,6266080.0,6351415.0,6439262.0
3,185,22,barrichello,24,5,1,Finished,92991,177875,262041,345960,429608,513313,597049,680551,763881,847251,930289.0,1012850.0,1095723.0,1178477.0,1261330.0,1344057.0,1426860.0,1509796.0,1592568.0,1675176.0,1757978.0,1840601.0,1923591.0,2006361.0,2089236.0,2172255.0,2255037.0,2337554.0,2420284.0,2503748.0,2587491.0,2670657.0,2754348.0,2836715.0,2919548.0,3002514.0,3084363.0,3166070.0,3248054.0,3334730.0,3440977.0,3523756.0,3606849.0,3690109.0,3773183.0,3855795.0,3938670.0,4021696.0,4105071.0,4188371.0,4272189.0,4355837.0,4438874.0,4522463.0,4605717.0,4688362.0,4771312.0,4853919.0,4936457.0,5019262.0,5102397.0,5186582.0,5269708.0,5352769.0,5435006.0,5517645.0,5600249.0,5682555.0,5764966.0,5847420.0,5929565.0,6011873.0,6094140.0,6176872.0,6259942.0,6343313.0,6427344.0
5,185,25,wurz,22,7,1,Finished,93340,178555,263053,346908,430985,515268,598830,682736,766134,849652,932646.0,1015767.0,1098345.0,1180885.0,1263687.0,1346377.0,1429084.0,1511580.0,1594272.0,1677433.0,1759766.0,1842136.0,1924865.0,2007864.0,2090490.0,2173500.0,2256158.0,2338848.0,2425766.0,2528432.0,2610397.0,2698126.0,2782661.0,2866092.0,2949572.0,3032669.0,3115618.0,3198452.0,3281481.0,3364453.0,3447009.0,3529411.0,3611642.0,3693967.0,3776062.0,3858309.0,3940717.0,4022678.0,4105561.0,4188832.0,4276853.0,4380571.0,4464668.0,4548096.0,4630889.0,4713753.0,4796634.0,4879815.0,4962716.0,5045367.0,5128160.0,5211051.0,5294695.0,5377201.0,5459172.0,5541137.0,5623125.0,5705297.0,5787584.0,5870177.0,5951716.0,6033379.0,6115171.0,6196952.0,6279040.0,6361805.0,6444548.0
16,185,64,diniz,15,21,20,Spun off,94061,179470,264330,348163,432367,516729,600822,684176,767567,851463,934817.0,1017728.0,1100801.0,1183794.0,1266542.0,1349944.0,1432784.0,1515583.0,1598035.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,185,55,alesi,15,16,32,Fuel pressure,94330,180049,264671,348999,432890,517357,601247,684729,768267,851945,935342.0,1018350.0,1101491.0,1184373.0,1267472.0,1350502.0,1433391.0,1516323.0,1598816.0,1681974.0,1763930.0,1845749.0,1927698.0,2009786.0,2092230.0,2175650.0,2257668.0,2340143.0,2422384.0,2504685.0,2587947.0,2675599.0,2777320.0,2858977.0,2940630.0,3022611.0,3104382.0,3186331.0,3268665.0,3351553.0,3433472.0,3515594.0,3598539.0,3680940.0,3761770.0,3842831.0,3924133.0,4006651.0,4088792.0,4171105.0,4254190.0,4336952.0,4419656.0,4506842.0,4625060.0,4706756.0,4788175.0,4870006.0,4952678.0,5034949.0,5116764.0,5199669.0,5282978.0,5364922.0,5447680.0,5533507.0,5615757.0,5699432.0,5788011.0,5894439.0,5977993.0,6059728.0,6140621.0,6221491.0,,,
