,raceId,driverId,driverRef,constructorId,positionOrder,statusId,status,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77
1,185,15,trulli,20,8,11,+1 Lap,95155,180551,265503,349959,434268,518521,602575,686295,769835,853622,937220.0,1020580.0,1103957.0,1187241.0,1270307.0,1353481.0,1436577.0,1519697.0,1603046.0,1686609.0,1770190.0,1853431.0,1936739.0,2020049.0,2103498.0,2187128.0,2270448.0,2353881.0,2442177.0,2545532.0,2628496.0,2711542.0,2795074.0,2878779.0,2962249.0,3045752.0,3129611.0,3213261.0,3295875.0,3378580.0,3461317.0,3543851.0,3626610.0,3708825.0,3790761.0,3872812.0,3955058.0,4037327.0,4119561.0,4206777.0,4310150.0,4393246.0,4476295.0,4559441.0,4643296.0,4727112.0,4810875.0,4894271.0,4977255.0,5060249.0,5143252.0,5226596.0,5310320.0,5393795.0,5477940.0,5560737.0,5643403.0,5726700.0,5811121.0,5894053.0,5977744.0,6062325.0,6147993.0,6232356.0,6318254.0,6404214.0,
17,185,65,herbert,24,11,11,+1 Lap,95826,181239,266572,351251,435729,520143,604167,688455,772731,857065,941166.0,1025044.0,1108816.0,1192594.0,1276176.0,1360353.0,1444345.0,1528216.0,1612264.0,1696615.0,1780963.0,1864799.0,1948637.0,2032663.0,2117127.0,2201566.0,2285626.0,2370112.0,2454543.0,2538596.0,2622494.0,2706821.0,2790961.0,2874853.0,2958936.0,3042795.0,3126451.0,3214886.0,3323635.0,3407243.0,3491204.0,3577653.0,3661464.0,3745647.0,3830518.0,3918256.0,4002217.0,4085831.0,4169812.0,4253919.0,4339265.0,4423548.0,4507991.0,4592486.0,4676710.0,4760968.0,4844888.0,4929488.0,5013503.0,5098378.0,5184082.0,5267874.0,5352742.0,5438611.0,5522788.0,5606776.0,5690957.0,5773715.0,5858171.0,5940626.0,6025168.0,6110339.0,6194308.0,6278606.0,6363433.0,6449749.0,
6,185,35,villeneuve,16,18,8,Clutch,96306,181697,267133,351953,436338,520791,605114,688994,773229,857551,941884.0,1025690.0,1109475.0,1193431.0,1277055.0,1360894.0,1444934.0,1528810.0,1613003.0,1697759.0,1781666.0,1865488.0,1954340.0,2057887.0,2140326.0,2223186.0,2307208.0,2391159.0,2474458.0,2557858.0,2641546.0,2724641.0,2808316.0,2891953.0,2976826.0,3060402.0,3145340.0,3229809.0,3313772.0,3399073.0,3483382.0,3567272.0,3650174.0,3732739.0,3815319.0,3897556.0,3979994.0,4062162.0,4144137.0,4231030.0,4336314.0,4419328.0,4504608.0,4587376.0,4670426.0,4753432.0,4836927.0,4922496.0,5005235.0,5106732.0,,,,,,,,,,,,,,,,,
8,185,41,zonta,16,13,12,+2 Laps,96817,182325,267794,352849,437509,522260,606746,691259,775504,860000,944117.0,1027777.0,1111517.0,1195216.0,1279165.0,1363270.0,1447377.0,1531334.0,1615217.0,1699542.0,1783325.0,1867186.0,1951095.0,2034477.0,2118207.0,2202492.0,2286526.0,2370797.0,2459540.0,2566587.0,2648412.0,2729755.0,2816968.0,2922588.0,3008039.0,3094135.0,3178103.0,3263324.0,3347359.0,3430875.0,3514566.0,3599446.0,3683968.0,3767897.0,3851522.0,3935379.0,4019809.0,4103455.0,4187109.0,4275274.0,4361407.0,4445130.0,4528522.0,4611958.0,4695699.0,4779774.0,4862909.0,4945765.0,5028293.0,5115518.0,5220521.0,5303086.0,5385473.0,5468233.0,5552975.0,5636081.0,5720052.0,5803288.0,5886632.0,5969924.0,6053213.0,6136441.0,6220031.0,6304464.0,6389795.0,,
20,185,70,zanardi,3,22,24,Differential,97545,183182,268828,354271,438960,524037,608334,693197,782208,886099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,185,23,ralf_schumacher,3,9,11,+1 Lap,97891,183747,269612,354584,439576,524488,609000,693566,777578,861026,944879.0,1028603.0,1112337.0,1196085.0,1279740.0,1363923.0,1447907.0,1531810.0,1615781.0,1700244.0,1783926.0,1867863.0,1951751.0,2035188.0,2118812.0,2202976.0,2287027.0,2375487.0,2480331.0,2563043.0,2645453.0,2728247.0,2811449.0,2894396.0,2978301.0,3063127.0,3146322.0,3230378.0,3314435.0,3398180.0,3482992.0,3566113.0,3648750.0,3731447.0,3813604.0,3896241.0,3978395.0,4060140.0,4142369.0,4224745.0,4312220.0,4415109.0,4497923.0,4580732.0,4663659.0,4746912.0,4829581.0,4912584.0,4995089.0,5077733.0,5160312.0,5242590.0,5325003.0,5407688.0,5493094.0,5576005.0,5659552.0,5744775.0,5827992.0,5910965.0,5994264.0,6077619.0,6161876.0,6245619.0,6329199.0,6413291.0,
9,185,44,panis,20,10,11,+1 Lap,98406,184466,270249,355393,440231,525124,609838,694445,780457,864073,947807.0,1031792.0,1115801.0,1199507.0,1283038.0,1367258.0,1452102.0,1536324.0,1620071.0,1704098.0,1787872.0,1871703.0,1955703.0,2039455.0,2123284.0,2207111.0,2290783.0,2374338.0,2457948.0,2541420.0,2625062.0,2708907.0,2793142.0,2876806.0,2960842.0,3044379.0,3128563.0,3216577.0,3322342.0,3405698.0,3489496.0,3573735.0,3659891.0,3743623.0,3827889.0,3911631.0,3995017.0,4078702.0,4164690.0,4247887.0,4333330.0,4417580.0,4501697.0,4585695.0,4669364.0,4752876.0,4836363.0,4919503.0,5002090.0,5087664.0,5170881.0,5254872.0,5338050.0,5421602.0,5505413.0,5589039.0,5672833.0,5759106.0,5842529.0,5925775.0,6008529.0,6091235.0,6175175.0,6258409.0,6342036.0,6426627.0,
19,185,69,badoer,18,14,12,+2 Laps,99445,185326,271084,356465,441731,526848,611648,696541,782547,867904,953206.0,1037806.0,1122010.0,1206395.0,1290515.0,1374860.0,1459212.0,1543425.0,1627671.0,1712465.0,1796677.0,1880604.0,1964977.0,2049090.0,2133622.0,2219389.0,2303324.0,2387012.0,2475156.0,2581023.0,2664494.0,2748377.0,2832375.0,2916555.0,3003217.0,3089285.0,3172925.0,3260134.0,3345973.0,3429700.0,3513443.0,3597120.0,3681897.0,3765539.0,3848995.0,3932995.0,4016706.0,4100708.0,4184990.0,4268694.0,4358144.0,4463542.0,4549928.0,4633873.0,4717894.0,4801577.0,4885517.0,4971445.0,5055774.0,5139878.0,5224237.0,5308603.0,5392566.0,5478730.0,5563999.0,5647999.0,5731983.0,5817172.0,5901003.0,5984908.0,6069205.0,6154107.0,6238725.0,6325300.0,6410082.0,,
7,185,37,rosa,21,15,12,+2 Laps,99920,185907,271930,357616,443364,528610,613765,699487,784704,870188,955183.0,1039652.0,1124246.0,1208892.0,1293934.0,1378539.0,1462957.0,1546959.0,1631045.0,1715073.0,1799089.0,1883702.0,1967708.0,2053413.0,2137229.0,2221183.0,2304933.0,2394106.0,2500097.0,2583892.0,2667826.0,2755266.0,2839901.0,2927817.0,3013484.0,3098280.0,3182726.0,3266951.0,3352457.0,3436862.0,3520802.0,3604747.0,3688577.0,3773828.0,3857759.0,3942617.0,4026137.0,4109864.0,4193530.0,4277840.0,4362367.0,4451274.0,4556734.0,4641885.0,4726140.0,4809925.0,4896031.0,4980224.0,5065458.0,5149788.0,5233825.0,5318104.0,5401995.0,5486041.0,5570220.0,5655881.0,5739724.0,5823585.0,5907492.0,5991650.0,6076034.0,6164767.0,6250357.0,6334150.0,6418088.0,,
15,185,63,salo,6,12,12,+2 Laps,100226,186205,272333,358126,443776,529026,614139,699824,784969,870453,955517.0,1040060.0,1124537.0,1209266.0,1294259.0,1378984.0,1463550.0,1547698.0,1632100.0,1716540.0,1800659.0,1884495.0,1970243.0,2054303.0,2138450.0,2222252.0,2306443.0,2390327.0,2473673.0,2556914.0,2640287.0,2723793.0,2807364.0,2891240.0,2976105.0,3059558.0,3143358.0,3229204.0,3312993.0,3396618.0,3480444.0,3563287.0,3646662.0,3734456.0,3839874.0,3923309.0,4007996.0,4091770.0,4174451.0,4257692.0,4341079.0,4424874.0,4508556.0,4592991.0,4677098.0,4761428.0,4845518.0,4930200.0,5015382.0,5100255.0,5186152.0,5272457.0,5356718.0,5442154.0,5527796.0,5613534.0,5700614.0,5785787.0,5872567.0,5958160.0,6044201.0,6131861.0,6218269.0,6303845.0,6388728.0,,
18,185,68,takagi,21,20,7,Transmission,100961,187262,273201,361628,447190,532950,618701,704483,790438,876464,961947.0,1047807.0,1133578.0,1219200.0,1304906.0,1390889.0,1478400.0,1564233.0,1652543.0,1739262.0,1826345.0,1913436.0,2001984.0,2088561.0,2183227.0,2288726.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
