,raceId,driverId,driverRef,constructorId,positionOrder,statusId,status,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53
0,1017,1,hamilton,131,1,1,Finished,102031,199463,296214,392504,488483,584428,680760,776688,872429,968137,1063632,1159082,1254421,1349232,1444035,1539060,1634391,1729433,1824463,1919328,2015155,2109981,2204664,2320023,2418733,2513314,2607818,2702137,2796703,2890729,2984732,3079106,3173865,3269050,3363376,3457474,3551533,3645597,3740004,3834816,3928540,4022260,4116424,4211025,4305947.0,4400232.0,4494269.0,4589007.0,4683541.0,4786234.0,4883744.0,4978434.0,5071198.0
8,1017,822,bottas,131,2,1,Finished,103115,200833,297807,394170,490468,586766,682881,778887,874855,970774,1066222,1161750,1257148,1352227,1447424,1543007,1638848,1734436,1829899,1925341,2021073,2117579,2234234,2334080,2429903,2525230,2619786,2714036,2808339,2902773,2997009,3091552,3186562,3281052,3375283,3469384,3563659,3658229,3752897,3847255,3941070,4035606,4129192,4223248,4317751.0,4412768.0,4508623.0,4604291.0,4699240.0,4805434.0,4900300.0,4994922.0,5089254.0
16,1017,844,leclerc,6,3,1,Finished,104454,201926,299033,395974,492705,589294,685692,781966,878395,974597,1070406,1166117,1261965,1357799,1453229,1549042,1644840,1740379,1836102,1931762,2047924,2147716,2242809,2338031,2433296,2528142,2622867,2717855,2812720,2907290,3002166,3097513,3192296,3287125,3381783,3476457,3571154,3665671,3760100,3853928,3948101,4042516,4137368,4231672,4325596.0,4419721.0,4514018.0,4608322.0,4702690.0,4808007.0,4901990.0,4995824.0,5090183.0
11,1017,830,max_verstappen,9,4,1,Finished,105972,203224,300689,397794,494659,591086,687608,784226,880491,976844,1072883,1168892,1264967,1360843,1456854,1552892,1649164,1745346,1841892,1957920,2058116,2153491,2249238,2344695,2440250,2535498,2630443,2725517,2820616,2915123,3009869,3104556,3199145,3293677,3388455,3483225,3578062,3672224,3766848,3861045,3955274,4049560,4143777,4238126,4332893.0,4427620.0,4522542.0,4617746.0,4712994.0,4819198.0,4914518.0,5010140.0,5106103.0
12,1017,832,sainz,1,6,1,Finished,107047,206017,304444,402465,500627,598694,697707,795402,892815,990400,1087486,1184931,1282300,1379630,1476676,1573637,1670752,1767530,1884351,1984289,2081480,2178684,2275921,2373118,2469565,2566280,2663244,2759687,2855955,2952490,3048991,3145666,3242111,3338575,3434660,3530896,3626657,3722745,3818915,3914739,4010636,4106177,4201487,4296419,4391444.0,4486533.0,4581610.0,4676893.0,4777334.0,4880103.0,4975319.0,5069880.0,5166660.0
17,1017,846,norris,1,9,11,+1 Lap,107938,207113,305914,404040,504020,601699,699654,796912,894187,991662,1089284,1186769,1283935,1381022,1478329,1575159,1672061,1789048,1889816,1987164,2084001,2181152,2278145,2375028,2471706,2568313,2665156,2761599,2858122,2954679,3051170,3147416,3243717,3339954,3435970,3532382,3628447,3724693,3820873,3916597,4012225,4108300,4203893,4299683,4395088.0,4490595.0,4585792.0,4681315.0,4783037.0,4885519.0,4981462.0,5082192.0,
3,1017,20,vettel,6,5,1,Finished,108264,207618,306368,404615,502078,599348,696114,792267,888429,984587,1080278,1175721,1271548,1367018,1462384,1558101,1653860,1749340,1845239,1941279,2036843,2132701,2228897,2324565,2441012,2540552,2636391,2731532,2826461,2921071,3016157,3110892,3205588,3300317,3395107,3490335,3585117,3679498,3774680,3869258,3963567,4057690,4151682,4245525,4339782.0,4433998.0,4528245.0,4622483.0,4716960.0,4823323.0,4938400.0,5041254.0,5133994.0
15,1017,842,gasly,9,10,11,+1 Lap,109061,208443,307309,405910,505015,603192,701322,799304,896852,994500,1092390,1190293,1288101,1385482,1482964,1580319,1697949,1800577,1897681,1994398,2091267,2187770,2284467,2381733,2478852,2575597,2672662,2769357,2865831,2962268,3058895,3156309,3253072,3350212,3447275,3543926,3639857,3735802,3831654,3927147,4024314,4119464,4214883,4311060,4407052.0,4502439.0,4597986.0,4693381.0,4799461.0,4895685.0,4991226.0,5087422.0,
14,1017,841,giovinazzi,51,16,11,+1 Lap,109520,209361,308173,406986,506171,606355,726355,828703,927345,1025569,1123855,1221768,1320128,1418352,1516833,1614862,1712570,1810414,1908577,2006198,2103534,2200835,2297874,2394956,2492057,2590100,2686915,2783888,2882303,2979508,3076395,3173478,3271593,3389357,3488869,3586195,3681927,3778048,3873925,3969728,4065591,4160856,4256201,4351753,4447225.0,4543130.0,4639036.0,4734437.0,4841066.0,4936181.0,5031395.0,5126721.0,
7,1017,817,ricciardo,4,11,11,+1 Lap,109964,209811,308745,407454,506659,604604,702698,800710,898127,995862,1093438,1191022,1288741,1386256,1483643,1601918,1701848,1799042,1896320,1993164,2089993,2186814,2283601,2380397,2477051,2573477,2670638,2766990,2863521,2959747,3056417,3152650,3249053,3345180,3441214,3537046,3632993,3729093,3825044,3920622,4016378,4111528,4207454,4302808,4397843.0,4492796.0,4587669.0,4685859.0,4788936.0,4886028.0,4982000.0,5078867.0,
