,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77
0,944,3,rosberg,131,1,1,Finished,0,0,0,0,0,0,0,0,0,0,0,0,3646,15943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2154,13422,0,0,0,0,0,0,0,0,0,0,0,0,0,2785,13918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
1,944,1,hamilton,131,2,1,Finished,663,994,857,993,1176,1259,1391,1661,1579,1486,1619,1598,0,0,953,1077,1038,583,833,705,833,717,660,453,793,1254,1648,2048,2573,2905,3250,3281,0,0,3414,3071,3108,3517,3326,2876,2662,2397,2825,3240,2227,2002,2467,0,0,1574,1270,806,1148,1679,1629,1492,1448,1600,1651,1840,2096,2788,2891,2777,3282,4089,4336,5388.0,5814.0,6771.0,7756.0
2,944,20,vettel,6,3,1,Finished,1578,2175,2480,2885,3444,3822,4026,4346,4231,4366,4519,4900,8959,21168,5254,5613,5793,6474,6727,6925,6971,6936,7089,7038,6846,7288,7986,8664,9254,9775,10252,15786,28275,22374,8897,8993,9381,9385,10083,9982,9522,9147,9001,9377,9184,9549,15777,30789,25822,12910,13543,14024,14468,14529,14916,15100,15189,15225,15079,15110,15123,15150,15280,14801,14661,14779,14553,15180.0,14839.0,15273.0,14244.0
3,944,8,raikkonen,6,4,1,Finished,2137,2908,3483,4023,4828,5353,6089,6744,7283,7842,8490,14360,29974,25205,9665,10755,11547,12040,12977,13831,14363,15012,15496,16083,16437,17343,18174,19158,19880,20477,21360,21941,19232,15204,3462,5485,6915,8688,11025,12579,13599,14548,15983,17778,18969,26240,46366,43494,39175,26094,27249,28154,29415,30231,31601,32232,33283,34348,35569,36450,37632,38855,39983,40352,41394,42579,43279,44475.0,44870.0,46612.0,47543.0
4,944,822,bottas,3,5,11,+1 Lap,3146,4838,5869,6871,7875,8938,9575,10477,11006,11625,17538,36173,35905,31362,16619,18352,19475,20609,21815,23123,24366,25692,27464,28563,29442,30915,32406,33887,35163,36743,38106,39446,37071,33560,22531,24591,26491,28525,30757,32636,39839,59801,60253,61490,62033,62970,64095,62678,59174,47018,48566,49696,51005,52255,53942,55046,56859,58402,59441,60979,61747,63417,65091,67190,68511,69764,71368,73223.0,74337.0,78533.0,
5,944,826,kvyat,9,7,11,+1 Lap,4225,5697,6965,8456,9838,11269,12482,13743,14709,20466,39666,40958,40547,36644,22607,24425,25834,27274,29511,31007,32934,34350,35458,36687,38361,40397,41926,43557,45020,46453,47986,49387,47297,44142,34077,37148,39762,42332,50054,68422,68696,69371,70253,71367,72290,73886,75308,74210,71082,59179,60994,62646,64430,65989,68116,70857,72724,74313,76985,79231,80824,82619,84178,85340,86823,88526,90452,92901.0,95092.0,97929.0,
6,944,807,hulkenberg,10,6,11,+1 Lap,4597,6183,7586,9120,10729,12108,13348,14775,20788,38437,38981,39713,39007,34835,20161,21914,23688,24854,26054,27238,28712,30086,31524,33227,34298,36233,38135,40050,41937,43565,45371,47255,45578,42900,37731,57067,59288,61647,63274,64899,66389,67592,68902,70338,71034,72588,73935,72689,69577,57974,59824,61358,63075,64617,66357,67853,69873,72491,74094,76827,79443,81364,83053,84411,85998,87301,88842,90484.0,92669.0,94822.0,
7,944,13,massa,3,20,96,Excluded,5338,7228,8925,10691,12577,14308,15669,17253,18376,23978,42113,42938,42447,38519,23928,25875,27061,28499,30365,31902,33696,35530,37043,38441,39735,41516,43110,44825,46423,47873,49556,51354,49460,46906,36691,39663,42878,50928,69504,70155,70950,71832,73244,74522,75757,78037,80258,78887,75347,63358,65144,66471,68302,69513,76089,93876,94662,95240,95646,96536,97246,98019,98988,99438,100179,100840,101421,102216.0,102287.0,103037.0,
8,944,815,perez,10,12,11,+1 Lap,6020,7894,9686,11635,13670,15419,16996,18485,19957,25780,44286,45467,45454,41541,27185,29104,30680,31954,33945,35566,37142,38851,40401,41895,43829,45794,48215,50225,52060,54201,56504,61652,65552,78709,67221,69257,71743,73704,75544,77899,80650,82040,83467,86207,87444,89046,90991,91580,90426,79524,87381,105325,106172,107153,108330,109079,110542,112099,113084,114312,115682,117398,118959,120327,121912,125704,128093,130714.0,133547.0,136934.0,
9,944,830,max_verstappen,5,9,11,+1 Lap,6082,8530,10435,12128,14014,15814,17680,19352,20671,21965,28008,46838,46251,42297,27713,29766,31010,32499,34369,36226,37910,39299,41105,42681,44451,46462,48865,51003,52719,54520,56678,59729,58207,60055,66756,68299,69689,71055,72703,74966,77382,79618,81379,83277,84522,87043,88635,87374,84350,72924,75372,78300,85294,103691,104961,105489,107978,109296,110705,113647,114746,116102,117333,118051,119601,121561,122444,123710.0,124371.0,125690.0,
