,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71
0,157263.0,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,158257.0,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2,159438.0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3,160171.0,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
4,162101.0,5,5,5,5,5,5,5,5,5,5,5,8,7,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0
5,162960.0,6,6,6,6,6,6,6,6,6,6,13,11,10,9,8,8,8,8,8,8,8,7,7,7,7,7,7,7,7,7,7,7,7,7,6,6,6,6,6,8,8,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0
6,163446.0,7,7,7,7,7,7,7,7,10,16,12,10,8,8,7,7,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,8,8,8,8,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,0
7,164491.0,8,8,8,8,8,8,8,8,7,8,14,13,11,10,9,9,9,9,9,9,9,8,8,8,8,8,8,8,8,8,8,8,8,8,7,7,7,7,9,9,9,9,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0
8,165157.0,9,9,9,9,9,9,9,9,8,9,15,14,12,11,10,10,10,10,10,10,10,10,10,10,9,9,9,9,9,9,9,11,11,13,13,12,13,13,13,12,12,12,12,12,11,11,11,12,12,12,12,15,13,13,13,13,13,13,12,12,12,12,12,12,12,13,13,13,13,13,0
9,165793.0,10,10,10,10,10,10,10,10,9,7,7,15,13,12,11,11,11,11,11,11,11,11,11,11,10,10,10,10,10,10,10,9,9,10,12,11,11,11,10,11,11,11,11,11,10,10,10,10,10,10,10,10,10,12,12,12,12,11,11,11,11,11,11,11,11,11,10,10,10,10,0
10,166673.0,11,12,12,11,11,11,11,11,11,11,16,16,14,13,12,12,12,12,12,12,12,12,12,12,11,11,11,11,11,11,11,10,10,9,9,13,12,12,11,10,10,10,10,10,9,9,9,9,9,9,9,9,9,9,11,10,10,9,9,9,9,9,9,9,9,9,9,9,9,9,0
11,166459.0,12,11,11,12,12,12,12,12,12,10,6,5,4,5,15,15,15,15,15,15,15,15,14,14,14,13,13,12,12,12,12,12,12,11,10,9,10,10,12,16,16,16,16,16,15,15,15,15,15,15,14,12,11,10,9,11,11,12,13,14,14,14,14,14,14,14,14,14,14,14,0
12,168392.0,13,14,13,13,13,13,13,13,13,12,8,9,16,15,14,14,14,14,14,14,14,14,15,15,15,14,14,13,13,13,16,16,15,15,15,15,15,15,15,14,14,14,14,14,13,13,13,13,13,13,15,16,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,0
13,167429.0,14,13,17,19,19,19,19,19,18,17,17,17,15,14,13,13,13,13,13,13,13,13,13,13,13,12,12,14,17,17,17,15,14,14,14,14,14,14,14,13,13,13,13,13,12,12,12,11,11,11,11,11,14,14,14,14,14,14,14,13,13,13,13,13,13,12,12,12,12,12,0
