,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73
0,995.0,20.0,vettel,1.0,1.0,Finished,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,995.0,822.0,bottas,2.0,1.0,Finished,1739.0,913.0,861.0,887.0,1294.0,1731.0,1962.0,2380.0,2649.0,3491.0,3696.0,4036.0,4349.0,4389.0,4504.0,4460.0,4700.0,4621.0,4651.0,4624.0,4749.0,4889.0,4866.0,5090.0,3601.0,3764.0,3397.0,3173.0,3462.0,3808.0,4079.0,4157.0,5140.0,6072.0,6331.0,22879.0,8532.0,5336.0,5744.0,6244.0,5953.0,6369.0,6116.0,5556.0,4965.0,5046.0,5175.0,5394.0,6000.0,5513.0,5066.0,4325.0,4496.0,3673.0,3156.0,5474.0,6243.0,7309.0,7716.0,8029.0,7878.0,7790.0,7646.0,8076.0,7367.0,7587.0,7096.0,7376.0
2,995.0,830.0,max_verstappen,3.0,1.0,Finished,3550.0,1585.0,2070.0,1174.0,1965.0,2362.0,2600.0,3217.0,4137.0,5114.0,5744.0,6549.0,7278.0,8270.0,9288.0,25714.0,29079.0,29562.0,30215.0,30679.0,31263.0,31696.0,32025.0,32366.0,31173.0,31142.0,30381.0,30228.0,30391.0,30516.0,30444.0,30086.0,29784.0,29917.0,29444.0,29417.0,13036.0,11128.0,11377.0,11828.0,11791.0,12181.0,12027.0,11241.0,11403.0,11484.0,11450.0,11337.0,11501.0,11475.0,11602.0,11273.0,11380.0,10474.0,9795.0,9761.0,10856.0,11778.0,12238.0,12454.0,12249.0,11785.0,11098.0,10896.0,9692.0,9194.0,8783.0,8360.0
3,995.0,1.0,hamilton,5.0,1.0,Finished,6600.0,3886.0,3520.0,1709.0,2924.0,3638.0,4112.0,4711.0,5487.0,6423.0,7448.0,8565.0,9558.0,10692.0,11493.0,28076.0,31813.0,32261.0,32729.0,33264.0,33731.0,33990.0,34833.0,35767.0,34805.0,34848.0,34652.0,34906.0,35768.0,36501.0,36411.0,36098.0,36462.0,36827.0,36528.0,36495.0,19839.0,17135.0,17920.0,18717.0,18574.0,19307.0,19709.0,19119.0,18782.0,19150.0,19062.0,19694.0,20156.0,20102.0,20470.0,20177.0,20327.0,20193.0,20691.0,20976.0,21220.0,21980.0,22288.0,22119.0,22048.0,21702.0,21197.0,21613.0,21522.0,21208.0,21261.0,21559.0
4,995.0,817.0,ricciardo,4.0,1.0,Finished,7519.0,4745.0,4418.0,2103.0,3639.0,4509.0,5391.0,6232.0,7397.0,8281.0,8710.0,9743.0,10636.0,11418.0,12241.0,12453.0,28285.0,31187.0,31646.0,32321.0,32858.0,33262.0,33759.0,34637.0,33555.0,33535.0,32929.0,32868.0,33338.0,33700.0,33718.0,34080.0,34313.0,34483.0,33840.0,33624.0,16969.0,14102.0,15679.0,16616.0,16432.0,17226.0,17935.0,17292.0,16933.0,17162.0,17501.0,18176.0,18924.0,18877.0,19561.0,19247.0,19478.0,19197.0,18499.0,19171.0,20292.0,20851.0,20783.0,20914.0,21115.0,20966.0,20523.0,20933.0,20730.0,20587.0,20325.0,20892.0
5,995.0,8.0,raikkonen,6.0,1.0,Finished,9259.0,6710.0,5573.0,2477.0,4489.0,5476.0,6591.0,7651.0,8355.0,9299.0,9674.0,10957.0,11789.0,12646.0,13572.0,14260.0,15101.0,15512.0,16296.0,16699.0,17482.0,17861.0,18283.0,18456.0,17360.0,17344.0,17030.0,16992.0,17657.0,18270.0,18442.0,34913.0,37842.0,37701.0,37386.0,37406.0,20701.0,18344.0,19146.0,20560.0,20932.0,22049.0,22136.0,22424.0,22637.0,23433.0,24008.0,24479.0,24986.0,25090.0,25443.0,25415.0,25613.0,25357.0,25279.0,25375.0,26616.0,26818.0,26666.0,26845.0,26867.0,26922.0,26251.0,26355.0,25910.0,26091.0,27078.0,27184.0
6,995.0,839.0,ocon,9.0,11.0,+1 Lap,10013.0,7376.0,7237.0,2952.0,5969.0,7547.0,8913.0,10111.0,11326.0,12711.0,31399.0,35121.0,36279.0,37641.0,40001.0,41645.0,43675.0,45280.0,47316.0,49107.0,50770.0,52558.0,53889.0,55452.0,55627.0,56749.0,57359.0,58456.0,60365.0,62543.0,64095.0,64854.0,66164.0,68167.0,69303.0,70608.0,55403.0,54141.0,56054.0,58279.0,59823.0,61807.0,63319.0,64425.0,65453.0,67389.0,68659.0,70529.0,72560.0,73383.0,76389.0,77401.0,79855.0,80661.0,81879.0,83824.0,87397.0,89201.0,90705.0,92058.0,93165.0,94130.0,97096.0,98687.0,99642.0,103354.0,104218.0,
7,995.0,807.0,hulkenberg,7.0,11.0,+1 Lap,11536.0,9203.0,9591.0,3183.0,6431.0,8002.0,9089.0,10641.0,11762.0,13229.0,14002.0,14567.0,32244.0,35694.0,36814.0,38235.0,40013.0,41491.0,43186.0,44779.0,46884.0,48368.0,49829.0,50858.0,51064.0,52276.0,53528.0,54886.0,56462.0,58020.0,59312.0,60383.0,61580.0,62761.0,63843.0,65308.0,50084.0,48819.0,50757.0,53258.0,54624.0,56654.0,58235.0,59365.0,60500.0,62146.0,63629.0,65510.0,67562.0,68976.0,70826.0,72087.0,73923.0,76196.0,77613.0,79332.0,83397.0,85310.0,87789.0,89142.0,90358.0,91312.0,91928.0,93040.0,93747.0,97225.0,98661.0,
8,995.0,832.0,sainz,8.0,11.0,+1 Lap,13505.0,10230.0,11010.0,3845.0,6951.0,8768.0,9990.0,11072.0,12492.0,13956.0,14958.0,16209.0,17418.0,35323.0,38360.0,39513.0,41557.0,43106.0,44974.0,46556.0,48073.0,49393.0,50508.0,52602.0,52189.0,53925.0,54787.0,56188.0,57985.0,59639.0,60939.0,61627.0,63042.0,64522.0,65587.0,66866.0,51761.0,50207.0,52454.0,55002.0,56404.0,58437.0,60231.0,61238.0,62206.0,64133.0,66597.0,68216.0,69836.0,71006.0,72262.0,73382.0,76595.0,77892.0,80613.0,82163.0,84116.0,87342.0,89117.0,90477.0,91640.0,92749.0,93649.0,97629.0,98279.0,99547.0,100423.0,
9,995.0,815.0,perez,14.0,11.0,+1 Lap,14072.0,12059.0,11648.0,3987.0,10719.0,13504.0,15107.0,17108.0,36091.0,39317.0,40296.0,41745.0,42965.0,44509.0,46593.0,48900.0,51860.0,54588.0,57923.0,60264.0,62690.0,63975.0,65181.0,66637.0,66656.0,67912.0,68436.0,69634.0,71320.0,73125.0,75276.0,77364.0,78295.0,79406.0,80324.0,81290.0,65960.0,64744.0,66922.0,69300.0,71648.0,73709.0,76260.0,93663.0,96786.0,99760.0,100541.0,101790.0,103168.0,103890.0,105053.0,106307.0,107642.0,108401.0,110005.0,111497.0,113218.0,114898.0,116301.0,117405.0,118549.0,119266.0,119428.0,120052.0,120501.0,121639.0,122082.0,
10,995.0,844.0,leclerc,10.0,11.0,+1 Lap,16301.0,13426.0,12738.0,4359.0,7577.0,10117.0,12225.0,14454.0,16710.0,19067.0,21029.0,23191.0,25038.0,26611.0,28375.0,30075.0,32902.0,34749.0,52778.0,57246.0,59497.0,60820.0,62032.0,63740.0,64098.0,65237.0,65937.0,67232.0,68705.0,70409.0,71969.0,73107.0,74308.0,77309.0,78204.0,79427.0,64160.0,62822.0,64631.0,66655.0,68683.0,70620.0,71956.0,72750.0,73445.0,76733.0,78215.0,81596.0,83207.0,84480.0,87236.0,88657.0,90552.0,91379.0,92106.0,96205.0,98790.0,101685.0,103648.0,104786.0,105999.0,107261.0,108436.0,109730.0,110142.0,113273.0,114206.0,
