,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64
0,982,1,hamilton,131,1,1,Finished,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,982,817,ricciardo,9,2,1,Finished,1510,1671,1936,1196,3558,4260,5093,4049,5261.0,5169.0,10739.0,9745.0,573.0,1066.0,1946.0,2328.0,2797.0,3052.0,3411.0,3969.0,4927.0,4252.0,4430.0,6041.0,6868.0,6623.0,8288.0,17329.0,34924.0,8713.0,8675.0,8541.0,9585.0,9465.0,8947.0,8923.0,9647.0,18741.0,6682.0,1112.0,724.0,2225.0,4280.0,1736.0,2241.0,2181.0,2540.0,2453.0,2385.0,2588.0,2903.0,4124.0,4662.0,4291.0,4877.0,4640.0,4474.0,4507.0
2,982,807,hulkenberg,4,14,5,Engine,3049,3538,3394,1987,5970,8300,10791,11735,14768.0,15900.0,19355.0,7436.0,3596.0,3148.0,7578.0,11387.0,14414.0,17166.0,20319.0,23331.0,26023.0,26771.0,27668.0,29025.0,30839.0,31159.0,32498.0,41458.0,54502.0,26064.0,25845.0,27464.0,29179.0,29875.0,30622.0,31505.0,32267.0,49842.0,92527.0,26961.0,5386.0,10690.0,13619.0,12678.0,14964.0,16979.0,20325.0,34336.0,,,,,,,,,,
3,982,815,perez,10,5,1,Finished,4417,4744,4783,2553,7235,10505,14310,16742,20430.0,22834.0,35422.0,30288.0,4274.0,3891.0,8767.0,12580.0,15704.0,18713.0,21900.0,24935.0,27734.0,28502.0,29677.0,31556.0,33427.0,34029.0,35169.0,43958.0,58210.0,31248.0,32653.0,35729.0,38079.0,39014.0,39727.0,40498.0,41899.0,62417.0,47845.0,6325.0,3343.0,6041.0,7647.0,6328.0,7920.0,8846.0,10642.0,11734.0,12671.0,14359.0,14993.0,15852.0,17256.0,18091.0,20262.0,21847.0,24352.0,25359.0
4,982,822,bottas,131,3,1,Finished,5658,6083,5993,3386,10360,14349,17807,20341,24488.0,26840.0,36013.0,15386.0,1790.0,2050.0,4350.0,6447.0,7990.0,9593.0,10634.0,12334.0,15118.0,15715.0,16354.0,18014.0,20161.0,21539.0,24295.0,34714.0,52605.0,24764.0,24559.0,25472.0,26086.0,25630.0,25107.0,25359.0,26108.0,38504.0,25488.0,2727.0,1234.0,3750.0,5388.0,3182.0,3609.0,3712.0,4021.0,4524.0,5659.0,7355.0,6920.0,6990.0,6974.0,6464.0,7172.0,7944.0,8748.0,8800.0
5,982,835,jolyon_palmer,4,6,1,Finished,6727,7513,7320,3791,8817,12652,16551,19311,23468.0,25603.0,33926.0,21125.0,6175.0,4614.0,10128.0,14028.0,17645.0,20973.0,24470.0,27390.0,30543.0,31427.0,32554.0,33892.0,35416.0,36136.0,37353.0,39061.0,40909.0,43850.0,44223.0,45626.0,47183.0,48516.0,49001.0,49992.0,51556.0,77190.0,65341.0,7853.0,4015.0,7573.0,9336.0,8041.0,9804.0,11011.0,12576.0,13944.0,14788.0,16247.0,17007.0,17857.0,19225.0,20578.0,22779.0,24278.0,25706.0,27259.0
6,982,838,vandoorne,1,7,1,Finished,9396,10217,9259,4477,11247,15774,20358,23464,28420.0,30992.0,41783.0,29849.0,8351.0,5896.0,12182.0,16886.0,21369.0,25416.0,29115.0,33236.0,35657.0,36449.0,37842.0,39467.0,41610.0,41753.0,50104.0,81177.0,69023.0,44587.0,45466.0,47004.0,48675.0,49623.0,50647.0,52212.0,53688.0,79350.0,67894.0,10799.0,4394.0,8617.0,10815.0,9826.0,11735.0,12950.0,15108.0,17204.0,18443.0,20513.0,21632.0,23108.0,24552.0,25553.0,27509.0,28600.0,29855.0,30388.0
7,982,839,ocon,10,10,1,Finished,10498,11088,9970,4996,12654,18169,23603,27011,33599.0,37111.0,54104.0,52407.0,11563.0,8060.0,15983.0,25185.0,30923.0,34530.0,38601.0,42900.0,47038.0,49229.0,52674.0,57282.0,60690.0,62725.0,72942.0,96031.0,85448.0,57158.0,57270.0,57323.0,59959.0,60417.0,61295.0,62505.0,63974.0,101294.0,102167.0,28791.0,5594.0,11224.0,14335.0,13626.0,15892.0,17980.0,21234.0,24081.0,25671.0,27941.0,29591.0,31396.0,33802.0,35795.0,38833.0,40914.0,43327.0,44795.0
8,982,832,sainz,5,4,1,Finished,13473,13085,11390,6039,13658,19297,24479,27794,30813.0,32640.0,42461.0,24448.0,2403.0,2656.0,6817.0,10414.0,13567.0,16252.0,19107.0,22512.0,24649.0,24805.0,25538.0,26669.0,28257.0,28718.0,37529.0,64746.0,56763.0,30498.0,31990.0,35226.0,37395.0,38311.0,38697.0,39481.0,40262.0,60236.0,45866.0,4978.0,3042.0,5319.0,6851.0,5277.0,6454.0,7272.0,8840.0,10164.0,11285.0,12592.0,13119.0,13784.0,14883.0,16000.0,17989.0,19698.0,21653.0,22822.0
9,982,825,kevin_magnussen,210,13,5,Engine,15020,14290,12558,6711,14618,21433,28363,33717,40437.0,46270.0,67956.0,70883.0,19223.0,9325.0,16473.0,24072.0,29152.0,32743.0,36487.0,41610.0,45832.0,48103.0,51696.0,63779.0,93277.0,93503.0,92812.0,92014.0,81151.0,54195.0,55073.0,55376.0,59842.0,62541.0,65403.0,67976.0,69181.0,110554.0,114891.0,43369.0,6082.0,12135.0,18536.0,16578.0,17841.0,20131.0,23268.0,25740.0,27788.0,61962.0,,,,,,,,
10,982,826,kvyat,5,16,3,Accident,16978,16452,14499,8153,16146,22795,29428,34831,41809.0,46873.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,982,4,alonso,1,17,130,Collision damage,19405,17384,16461,8709,17880,26772,38099,62577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,982,840,stroll,3,8,1,Finished,21283,18715,17867,9929,18700,27159,31101,35780,42544.0,47773.0,61396.0,45860.0,7629.0,5458.0,11618.0,15986.0,20184.0,23964.0,27779.0,35637.0,39159.0,41597.0,44852.0,48059.0,51372.0,60493.0,89211.0,88598.0,76892.0,49823.0,51152.0,51982.0,54067.0,55885.0,57336.0,59446.0,61379.0,92397.0,79826.0,12554.0,4805.0,9620.0,12270.0,11409.0,13553.0,15551.0,19193.0,21410.0,22856.0,25093.0,26584.0,28264.0,30758.0,32371.0,34875.0,37290.0,39671.0,41696.0
13,982,13,massa,3,11,1,Finished,23385,20114,19294,10367,19285,27828,34336,39359,46051.0,52691.0,69762.0,50495.0,9322.0,6812.0,14504.0,23441.0,41743.0,66396.0,68973.0,71733.0,75464.0,76750.0,78952.0,91567.0,122304.0,123986.0,123712.0,122689.0,111085.0,82137.0,81648.0,81854.0,84088.0,84817.0,87042.0,90944.0,105894.0,161585.0,115667.0,44121.0,6425.0,11753.0,15241.0,14816.0,17003.0,19369.0,22577.0,25092.0,27164.0,30032.0,31003.0,32754.0,35228.0,37504.0,41578.0,43448.0,46155.0,46536.0
14,982,154,grosjean,210,9,1,Finished,25516,21968,21401,11940,21533,29408,38878,42805,48069.0,53625.0,70691.0,52002.0,10778.0,7450.0,15250.0,20289.0,25485.0,30285.0,34229.0,40202.0,44120.0,46411.0,49111.0,53953.0,59403.0,61642.0,72035.0,94925.0,84765.0,56511.0,56133.0,56342.0,57869.0,58629.0,59402.0,60766.0,62366.0,94330.0,81197.0,14643.0,5070.0,10321.0,12980.0,12210.0,14402.0,16376.0,19850.0,22324.0,24424.0,26799.0,28285.0,30298.0,32423.0,34145.0,36996.0,39049.0,41581.0,43282.0
