,raceId,driverId,driverRef,constructorId,positionOrder,statusId,status,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55
12,353,20,vettel,9,17,5,Engine,181220,350162,530550,3472222,3635796,3797736,3957977,4119159,4279345,4439647,4598224,4757154,4916223,5073859,5231425,5389639,5552279,5670084,5786308.0,5915720.0,6052895.0,6219698.0,6379382.0,6493820.0,6608357.0,6722632.0,6836730.0,6950825.0,7064348.0,7177822.0,7290878.0,7418042.0,7589131.0,7752860.0,7867494.0,7980188.0,8092097.0,8202949.0,8313863.0,8424651.0,8535695.0,8646301.0,8757905.0,8868280.0,8980709.0,,,,,,,,,,
10,353,17,webber,9,23,3,Accident,182227,351382,531059,3473560,3636316,3798115,3959204,4119614,4279568,4440039,4598879,4757573,4916897,5074274,5231961,5390124,5552918,5672943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,353,4,alonso,6,1,1,Finished,184125,353490,532171,3474424,3637481,3799355,3960047,4120066,4280227,4440716,4599609,4758299,4917546,5074882,5232522,5390961,5553771,5674079,5794418.0,5928311.0,6054002.0,6220448.0,6380503.0,6495982.0,6610867.0,6725526.0,6840291.0,6954770.0,7068250.0,7181518.0,7295538.0,7423746.0,7590916.0,7754154.0,7869000.0,7981445.0,8093413.0,8204445.0,8316215.0,8427009.0,8538419.0,8648676.0,8759066.0,8869521.0,8981363.0,9092064.0,9202687.0,9314373.0,9426040.0,9536908.0,9647424.0,9758464.0,9869782.0,9983893.0,10100810.0
0,353,1,hamilton,1,2,1,Finished,185275,354358,534758,3475809,3638671,3800078,3961495,4121159,4281265,4441702,4600409,4759149,4918250,5075654,5233332,5392193,5554314,5676209,5797799.0,5929697.0,6054479.0,6220896.0,6381235.0,6497685.0,6613677.0,6728930.0,6843593.0,6957507.0,7072158.0,7186377.0,7305638.0,7443844.0,7589960.0,7753697.0,7870553.0,7983900.0,8096182.0,8207381.0,8318091.0,8428871.0,8540171.0,8650601.0,8761526.0,8872147.0,8982829.0,9093501.0,9204605.0,9316415.0,9428297.0,9539734.0,9651051.0,9763948.0,9879860.0,9996262.0,10115809.0
2,353,3,rosberg,131,24,4,Collision,186221,355248,536504,3477285,3639422,3801188,3962124,4121854,4282510,4442287,4601076,4759731,4919067,5075968,5233541,5392495,5554778,5675430,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,353,13,massa,6,3,1,Finished,188780,357978,537449,3478686,3640797,3802618,3962658,4122152,4283065,4443101,4602355,4760560,4919941,5077146,5234205,5393385,5555369,5678160,5798137.0,5930606.0,6055062.0,6221604.0,6381772.0,6499905.0,6615954.0,6731550.0,6846959.0,6962106.0,7077750.0,7192067.0,7311550.0,7451911.0,7591564.0,7754836.0,7871973.0,7985559.0,8097689.0,8209360.0,8321254.0,8431927.0,8542707.0,8654155.0,8766148.0,8876650.0,8987419.0,9100353.0,9211807.0,9325762.0,9438940.0,9552369.0,9666552.0,9781865.0,9897404.0,10013903.0,10131678.0
11,353,18,button,1,12,1,Finished,190385,359096,541584,3481156,3641842,3803399,3963635,4123271,4283927,4443531,4603342,4761727,4920645,5077940,5234775,5394553,5556033,5679316,5799362.0,5931456.0,6056379.0,6222427.0,6382652.0,6501086.0,6617506.0,6734006.0,6852360.0,6974166.0,7113829.0,7230169.0,7350793.0,7477943.0,7601148.0,7759838.0,7879476.0,8000328.0,8115290.0,8231427.0,8346759.0,8460960.0,8576235.0,8688428.0,8801090.0,8914513.0,9027455.0,9141535.0,9256569.0,9371943.0,9488138.0,9602333.0,9724321.0,9839961.0,9955845.0,10072706.0,10190749.0
5,353,9,kubica,4,5,1,Finished,192592,360946,543601,3481980,3644061,3804453,3964750,4124837,4284497,4444618,4604035,4762650,4923368,5078974,5236209,5395506,5557182,5681526,5803424.0,5934354.0,6059276.0,6223881.0,6384274.0,6503240.0,6619968.0,6738343.0,6854842.0,6970965.0,7086571.0,7201249.0,7320063.0,7473441.0,7597288.0,7758454.0,7877466.0,7993241.0,8107390.0,8220661.0,8333610.0,8446459.0,8559435.0,8672145.0,8784463.0,8897334.0,9008938.0,9120969.0,9234796.0,9348112.0,9461005.0,9575133.0,9689270.0,9802518.0,9916643.0,10031996.0,10148544.0
16,353,30,michael_schumacher,131,4,1,Finished,193396,361695,544698,3483380,3645466,3804994,3965296,4125233,4286575,4445453,4604287,4763003,4923724,5079124,5236541,5396215,5557213,5680165,5800531.0,5932400.0,6057517.0,6222843.0,6383512.0,6502174.0,6618701.0,6734895.0,6850678.0,6965854.0,7080655.0,7195327.0,7315178.0,7457831.0,7592709.0,7755793.0,7873852.0,7987951.0,8100964.0,8213904.0,8326572.0,8439273.0,8551523.0,8664138.0,8775973.0,8888332.0,9000339.0,9112342.0,9224968.0,9338039.0,9450847.0,9565986.0,9679938.0,9794646.0,9909261.0,10023922.0,10140498.0
13,353,22,barrichello,3,7,1,Finished,195644,362617,546954,3484371,3646837,3806325,3966900,4126952,4287387,4446361,4605199,4763914,4924385,5080174,5237608,5396670,5557828,5683582,5806287.0,5935890.0,6061495.0,6224925.0,6385183.0,6504204.0,6621834.0,6739217.0,6856217.0,6972361.0,7087881.0,7202894.0,7324084.0,7465278.0,7593576.0,7756160.0,7874396.0,7988948.0,8102701.0,8215562.0,8328174.0,8440708.0,8552857.0,8665581.0,8777437.0,8889862.0,9001426.0,9114397.0,9227318.0,9341760.0,9456254.0,9570522.0,9686146.0,9809173.0,9927551.0,10046923.0,10170067.0
20,353,807,hulkenberg,3,10,1,Finished,196555,363641,548853,3485485,3647724,3807396,3968024,4127842,4287908,4447097,4605763,4764150,4924633,5080326,5237754,5396873,5558191,5682277,5804734.0,5934824.0,6060631.0,6224452.0,6384688.0,6503869.0,6620968.0,6736636.0,6853486.0,6969805.0,7085459.0,7204112.0,7346016.0,7471103.0,7596285.0,7757489.0,7876229.0,7991741.0,8105711.0,8219590.0,8332393.0,8445432.0,8558218.0,8670534.0,8782516.0,8895081.0,9007261.0,9119755.0,9233919.0,9347080.0,9460198.0,9574738.0,9698496.0,9834771.0,9949339.0,10065686.0,10181661.0
19,353,155,kobayashi,15,8,1,Finished,197644,364647,548970,3486151,3648944,3808442,3969722,4128573,4289500,4448262,4607082,4765915,4925779,5082307,5238864,5398364,5559033,5684318,5815431.0,5964853.0,6089976.0,6235344.0,6391397.0,6515901.0,6640638.0,6758972.0,6876296.0,6993409.0,7112132.0,7229085.0,7350419.0,7474083.0,7598477.0,7758909.0,7878468.0,7996483.0,8110456.0,8226099.0,8339586.0,8453115.0,8566451.0,8679537.0,8792625.0,8907209.0,9021574.0,9135701.0,9254162.0,9368093.0,9482830.0,9597595.0,9712970.0,9828986.0,9944061.0,10061075.0,10178699.0
