,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69
0,1020.0,1.0,hamilton,9.0,1.0,Finished,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36159.0,7038.0,4225.0,3744.0,9068.0,10999.0,10787.0,11082.0,10856.0,11317.0,11746.0,15492.0,2102.0,2569.0,3243.0,2656.0,3964.0,0.0,23557.0,24390.0,27042.0,27716.0,27647.0,47374.0,66838.0,68175.0,88945.0,111380.0,66486.0,13837.0,14201.0,16094.0,17120.0,17647.0,19667.0
1,1020.0,822.0,bottas,15.0,3.0,Accident,1895.0,3450.0,6664.0,1685.0,1330.0,1478.0,2178.0,2474.0,3137.0,3078.0,3433.0,4113.0,4715.0,4759.0,5324.0,5370.0,7032.0,6577.0,5698.0,5994.0,6532.0,6522.0,7633.0,8111.0,8762.0,13255.0,41993.0,35654.0,2124.0,83.0,3611.0,1749.0,2299.0,5195.0,6406.0,8431.0,8631.0,8527.0,9520.0,9754.0,14498.0,1471.0,1453.0,1690.0,1649.0,5902.0,12851.0,8972.0,9925.0,10271.0,11560.0,12949.0,13741.0,13607.0,14100.0,14561.0,,,,,,,,
2,1020.0,8.0,raikkonen,12.0,1.0,Finished,4253.0,8005.0,9731.0,7502.0,11779.0,14267.0,21842.0,24542.0,25894.0,26814.0,28929.0,30371.0,31574.0,32476.0,40172.0,30914.0,30554.0,31957.0,32760.0,33876.0,35514.0,37719.0,39414.0,42262.0,43474.0,48750.0,92492.0,102154.0,74860.0,38310.0,9370.0,6337.0,5060.0,11325.0,14561.0,16863.0,19105.0,21091.0,29739.0,32197.0,44199.0,25907.0,7840.0,6895.0,4819.0,6780.0,2834.0,20432.0,22216.0,23122.0,23940.0,24710.0,26884.0,28004.0,27838.0,28406.0,35740.0,30232.0,4099.0,7010.0,8608.0,9897.0,10579.0,12214.0
3,1020.0,830.0,max_verstappen,1.0,1.0,Finished,4806.0,5969.0,7344.0,2416.0,2873.0,3201.0,3589.0,4049.0,4821.0,4854.0,4970.0,5890.0,6529.0,6540.0,7857.0,6582.0,8028.0,8037.0,7286.0,7474.0,7704.0,7677.0,8442.0,9159.0,12991.0,35355.0,43466.0,36511.0,7053.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4222.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,1020.0,807.0,hulkenberg,16.0,3.0,Accident,7056.0,10107.0,11254.0,4533.0,7299.0,10393.0,12388.0,14452.0,16115.0,17387.0,17996.0,19242.0,20650.0,21293.0,29276.0,32033.0,31433.0,29506.0,28939.0,29265.0,30182.0,31841.0,35305.0,37304.0,39035.0,40112.0,48829.0,42055.0,9088.0,1547.0,809.0,516.0,1333.0,3795.0,5381.0,7521.0,10395.0,12756.0,14986.0,,,,,,,,,,,,,,,,,,,,,,,,,
5,1020.0,844.0,leclerc,17.0,3.0,Accident,7884.0,12911.0,12312.0,4111.0,6498.0,8630.0,9702.0,10347.0,10937.0,11670.0,13243.0,14145.0,14522.0,14005.0,16720.0,20180.0,16935.0,14450.0,12463.0,12257.0,12397.0,11593.0,11676.0,12109.0,13827.0,14866.0,18653.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,1020.0,154.0,grosjean,7.0,1.0,Finished,9900.0,18327.0,17821.0,10001.0,18086.0,26459.0,31421.0,35040.0,38792.0,42029.0,44900.0,48555.0,51716.0,53796.0,63893.0,54098.0,55398.0,58244.0,59604.0,60673.0,62125.0,63704.0,65748.0,67912.0,70484.0,77549.0,136208.0,149231.0,137045.0,123074.0,82292.0,39776.0,7622.0,14988.0,20560.0,25003.0,27979.0,31125.0,35186.0,38399.0,52426.0,47174.0,14798.0,11493.0,6989.0,13723.0,22653.0,19094.0,20651.0,21756.0,23048.0,23887.0,26717.0,27238.0,29380.0,30892.0,40377.0,33620.0,4510.0,8210.0,10402.0,13742.0,15373.0,16838.0
7,1020.0,842.0,gasly,14.0,4.0,Collision,11091.0,20564.0,20211.0,12835.0,19220.0,29553.0,36731.0,40764.0,45676.0,49039.0,51714.0,55302.0,58257.0,58784.0,68337.0,56031.0,56106.0,55653.0,55216.0,56424.0,57158.0,57734.0,58977.0,60331.0,62249.0,68258.0,111927.0,116153.0,91693.0,49963.0,12725.0,9187.0,5823.0,13117.0,16428.0,19222.0,21281.0,23111.0,25624.0,27251.0,37375.0,19780.0,6812.0,5545.0,4193.0,10324.0,17540.0,14712.0,15458.0,17985.0,20523.0,20748.0,21987.0,24177.0,24649.0,24280.0,28883.0,22703.0,3702.0,6192.0,7735.0,,,
8,1020.0,832.0,sainz,5.0,1.0,Finished,11815.0,23732.0,21325.0,8433.0,13959.0,18746.0,23756.0,27649.0,30443.0,32929.0,34568.0,36174.0,37488.0,38478.0,48440.0,37890.0,38722.0,65863.0,66372.0,68182.0,69914.0,70908.0,73165.0,75156.0,77828.0,79990.0,103572.0,104478.0,68640.0,37081.0,7835.0,5213.0,4153.0,10570.0,13277.0,15536.0,18201.0,19909.0,22503.0,24326.0,34329.0,17427.0,5207.0,4861.0,3576.0,9138.0,14069.0,10112.0,11459.0,12287.0,12741.0,13718.0,14579.0,14515.0,15088.0,16268.0,17374.0,12212.0,2325.0,4444.0,6004.0,7301.0,7803.0,9583.0
9,1020.0,825.0,kevin_magnussen,8.0,1.0,Finished,12006.0,24397.0,19015.0,1195.0,6338.0,13759.0,21526.0,35172.0,54539.0,56812.0,58523.0,60706.0,63174.0,65641.0,75401.0,65567.0,67678.0,70223.0,74044.0,79183.0,86669.0,107699.0,108069.0,107337.0,108534.0,109767.0,136442.0,140260.0,107545.0,83220.0,41155.0,12812.0,7580.0,15627.0,21395.0,25968.0,29217.0,32165.0,35767.0,41447.0,56228.0,40431.0,25505.0,12365.0,11446.0,27676.0,15578.0,12264.0,14500.0,17455.0,20018.0,22444.0,26508.0,30236.0,32443.0,35612.0,48587.0,55339.0,6249.0,9427.0,12205.0,14876.0,16599.0,18765.0
