,raceId,driverId,driverRef,constructorId,positionOrder,statusId,status,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73
5,156,18,button,22,9,11,+1 Lap,86858,164937,241672.0,318578.0,396058.0,473535.0,550973.0,628794.0,706862.0,785916.0,864171.0,942507.0,1020722.0,1099455.0,1177387.0,1255287.0,1333015.0,1410544.0,1487786.0,1564750.0,1641648.0,1718373.0,1795025.0,1871669.0,1948266.0,2025012.0,2101343.0,2178375.0,2254728.0,2330843.0,2406713.0,2482620.0,2558629.0,2635166.0,2742054.0,2823852.0,2900232.0,2976183.0,3052780.0,3131023.0,3208539.0,3286509.0,3364880.0,3443184.0,3521992.0,3600427.0,3679566.0,3758730.0,3836645.0,3914588.0,3993321.0,4070739.0,4148312.0,4225657.0,4302554.0,4379342.0,4455959.0,4532400.0,4608406.0,4684702.0,4760906.0,4837143.0,4913098.0,4989351.0,5065293.0,5140870.0,5216475.0,5292090.0,5367729.0,5443323.0,5518575.0,5594009.0,
17,156,56,irvine,19,5,1,Finished,87912,166435,245460.0,323268.0,400930.0,479130.0,556929.0,634690.0,712605.0,790496.0,868265.0,945997.0,1024047.0,1102234.0,1180649.0,1259282.0,1337320.0,1415343.0,1492671.0,1569948.0,1647171.0,1724564.0,1801505.0,1878377.0,1955125.0,2031910.0,2108191.0,2184920.0,2261549.0,2338195.0,2414631.0,2491257.0,2568164.0,2644643.0,2720832.0,2797010.0,2873577.0,2950195.0,3026534.0,3102921.0,3178832.0,3254870.0,3330709.0,3406225.0,3481929.0,3557524.0,3634027.0,3709803.0,3785676.0,3861657.0,3937903.0,4039135.0,4118759.0,4194455.0,4270689.0,4346009.0,4421507.0,4496646.0,4571951.0,4647231.0,4722615.0,4798810.0,4874813.0,4950853.0,5026753.0,5102536.0,5178090.0,5253704.0,5329684.0,5405648.0,5481308.0,5557179.0,5635274.0
4,156,15,trulli,17,4,1,Finished,88292,166438,244247.0,321606.0,399020.0,476602.0,554127.0,631674.0,709703.0,787773.0,865640.0,943458.0,1020883.0,1097876.0,1175169.0,1252059.0,1329652.0,1406406.0,1482904.0,1559233.0,1635698.0,1712034.0,1788108.0,1864392.0,1940496.0,2016855.0,2092920.0,2168987.0,2245031.0,2320933.0,2397128.0,2473265.0,2549392.0,2625303.0,2701116.0,2777065.0,2883569.0,2964410.0,3041270.0,3118333.0,3195578.0,3273645.0,3351088.0,3428418.0,3505555.0,3583641.0,3661112.0,3738483.0,3816112.0,3894347.0,3971350.0,4048281.0,4125375.0,4202227.0,4278837.0,4355274.0,4431462.0,4507515.0,4583435.0,4659489.0,4737472.0,4815649.0,4891733.0,4967576.0,5043674.0,5119428.0,5195087.0,5271260.0,5350797.0,5427075.0,5503139.0,5578871.0,
15,156,50,verstappen,21,17,5,Engine,89437,167045,245908.0,324066.0,402839.0,481085.0,559258.0,637450.0,715769.0,794249.0,872359.0,950320.0,1028346.0,1106194.0,1184206.0,1261874.0,1339516.0,1417182.0,1494687.0,1571900.0,1649095.0,1726281.0,1803358.0,1880398.0,1957654.0,2034834.0,2111635.0,2188376.0,2265483.0,2342475.0,2419111.0,2495758.0,2572478.0,2649278.0,2725620.0,2843882.0,2925136.0,3002379.0,3079837.0,3158032.0,3236477.0,3314709.0,3393057.0,3470977.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,156,44,panis,16,11,11,+1 Lap,89720,167888,246500.0,325104.0,403436.0,481666.0,559965.0,638261.0,716829.0,794979.0,873306.0,951163.0,1029135.0,1107119.0,1185127.0,1263262.0,1340998.0,1418684.0,1496095.0,1573420.0,1651734.0,1729250.0,1806275.0,1882987.0,1959573.0,2036479.0,2113486.0,2190311.0,2267271.0,2344207.0,2420572.0,2497456.0,2574320.0,2651092.0,2727642.0,2805352.0,2881379.0,2957571.0,3034927.0,3110977.0,3187207.0,3263572.0,3339991.0,3446340.0,3528176.0,3604848.0,3682005.0,3759942.0,3839336.0,3917142.0,3994975.0,4072416.0,4149994.0,4227684.0,4304858.0,4382697.0,4459730.0,4536949.0,4613473.0,4690241.0,4766787.0,4843270.0,4919526.0,4995855.0,5071967.0,5148460.0,5224379.0,5300405.0,5376483.0,5452410.0,5528571.0,5604500.0,
14,156,49,frentzen,20,10,11,+1 Lap,90389,168586,247029.0,325566.0,403938.0,482320.0,560683.0,639000.0,717280.0,795270.0,873749.0,951743.0,1029673.0,1107513.0,1185595.0,1263713.0,1341511.0,1419230.0,1496903.0,1574025.0,1650668.0,1727273.0,1803955.0,1881057.0,1958154.0,2035262.0,2112043.0,2189105.0,2266181.0,2342880.0,2419537.0,2496386.0,2572900.0,2649545.0,2726342.0,2802755.0,2878504.0,2953800.0,3029695.0,3105291.0,3180665.0,3284568.0,3366076.0,3443706.0,3521820.0,3600746.0,3679951.0,3759120.0,3838030.0,3916212.0,3993900.0,4071118.0,4148781.0,4226083.0,4303345.0,4380167.0,4456522.0,4533033.0,4609212.0,4685210.0,4761465.0,4837859.0,4913820.0,4990098.0,5066128.0,5142077.0,5217615.0,5293275.0,5368723.0,5444190.0,5519963.0,5596376.0,
19,156,59,bernoldi,21,13,11,+1 Lap,90780,168870,247600.0,326241.0,404921.0,483497.0,561787.0,639931.0,718535.0,796662.0,874657.0,952536.0,1030474.0,1108400.0,1186269.0,1264251.0,1342193.0,1420073.0,1497370.0,1574853.0,1651927.0,1729949.0,1806996.0,1883949.0,1960785.0,2037548.0,2114374.0,2191367.0,2268191.0,2345054.0,2421542.0,2498204.0,2574994.0,2652025.0,2728825.0,2806447.0,2914362.0,2997302.0,3074370.0,3151896.0,3229636.0,3307107.0,3384803.0,3462689.0,3540192.0,3618019.0,3695554.0,3773048.0,3850277.0,3927726.0,4005441.0,4082852.0,4160237.0,4237519.0,4314531.0,4391440.0,4468334.0,4545621.0,4622095.0,4698786.0,4775436.0,4852226.0,4928586.0,5005163.0,5081822.0,5158276.0,5234519.0,5310587.0,5387072.0,5463902.0,5544922.0,5624239.0,
11,156,35,villeneuve,16,16,22,Suspension,92177,169888,248234.0,327058.0,405772.0,484571.0,562928.0,640876.0,719373.0,797689.0,875925.0,953760.0,1031612.0,1109839.0,1187881.0,1265649.0,1343866.0,1421466.0,1498947.0,1576266.0,1653639.0,1731134.0,1808491.0,1885523.0,1962754.0,2039639.0,2116434.0,2193502.0,2270523.0,2347296.0,2424147.0,2501081.0,2577789.0,2654496.0,2732429.0,2810131.0,2888543.0,2965226.0,3042132.0,3118812.0,3196684.0,3274228.0,3379075.0,3493940.0,3576594.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,156,37,rosa,19,12,11,+1 Lap,92405,170542,248794.0,327581.0,406179.0,484962.0,563368.0,641634.0,720014.0,798310.0,876531.0,954790.0,1032500.0,1110879.0,1188949.0,1266817.0,1344710.0,1422527.0,1500097.0,1577335.0,1654657.0,1732005.0,1809236.0,1886254.0,1963384.0,2040479.0,2117560.0,2194611.0,2271328.0,2348325.0,2424917.0,2501800.0,2578510.0,2655196.0,2732918.0,2811640.0,2888977.0,2965944.0,3042561.0,3119418.0,3197032.0,3274751.0,3358825.0,3434945.0,3510783.0,3586605.0,3662469.0,3738784.0,3816296.0,3923851.0,4003809.0,4079991.0,4155986.0,4232026.0,4307890.0,4383849.0,4460029.0,4537162.0,4613930.0,4690549.0,4767182.0,4843895.0,4920327.0,4996788.0,5073056.0,5149291.0,5225326.0,5301084.0,5377917.0,5453878.0,5529693.0,5605546.0,
1,156,4,alonso,18,21,30,Driveshaft,92757,171656,250388.0,328633.0,407482.0,486190.0,564559.0,642953.0,721239.0,799849.0,877965.0,956438.0,1034260.0,1112304.0,1190295.0,1268204.0,1346180.0,1424088.0,1501824.0,1579256.0,1656512.0,1733684.0,1810751.0,1888070.0,1965176.0,2041991.0,2118798.0,2195978.0,2272727.0,2349421.0,2428269.0,2505283.0,2583722.0,2660520.0,2737430.0,2815785.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,156,62,yoong,18,19,6,Gearbox,92924,171857,251002.0,329543.0,408137.0,486702.0,565324.0,643719.0,723241.0,801715.0,880375.0,958915.0,1037460.0,1115566.0,1194534.0,1272756.0,1350680.0,1428804.0,1506770.0,1584217.0,1661767.0,1739410.0,1817164.0,1895654.0,1972733.0,2078865.0,2162781.0,2240139.0,2317449.0,2395041.0,2472619.0,2551816.0,2631630.0,2710409.0,2790148.0,2870150.0,2954733.0,3128168.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
