,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57
0,michael_schumacher,1,1,1,1,1,1,1,1,1,6,2,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,barrichello,2,2,2,2,2,2,2,2,2,1,4,3,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2,montoya,3,3,3,3,3,3,3,3,3,2,5,4,3,3,3,3,3,3,3,3,3,3,3,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,4,5,5,5,7,8,8,13,0
3,sato,4,4,4,4,4,4,5,5,5,3,3,7,5,5,5,5,6,6,14,14,13,12,12,11,9,9,7,7,7,7,7,7,6,6,6,6,6,10,8,8,7,7,7,7,7,6,6,6,6,6,6,6,5,5,5,5,5
4,ralf_schumacher,5,5,5,5,5,5,17,18,18,17,17,16,16,15,15,14,14,14,13,12,11,10,10,8,14,13,13,12,12,12,11,11,11,11,11,11,10,9,7,7,6,6,6,6,6,9,9,9,9,8,8,8,8,7,7,7,7
5,trulli,6,6,6,6,6,6,4,4,4,4,7,5,4,4,4,4,4,4,4,4,4,4,4,4,5,5,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4
6,button,7,7,7,7,7,7,6,6,6,5,1,2,6,6,6,6,5,5,5,5,5,5,5,5,4,4,5,5,5,5,5,5,5,5,5,5,5,4,4,3,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3
7,panis,8,8,8,8,8,11,18,15,14,11,12,11,11,10,10,10,10,10,9,10,14,13,13,13,12,11,10,10,10,10,10,10,10,10,10,10,11,14,13,13,13,13,12,11,11,11,11,11,11,11,10,10,10,10,10,9,0
8,coulthard,9,10,10,10,10,9,8,8,9,12,9,8,8,7,7,7,7,7,6,6,6,6,6,9,8,8,6,6,6,6,6,6,7,7,7,7,7,6,9,9,9,9,9,9,9,8,8,8,8,9,0,0,0,0,0,0,0
9,webber,10,9,9,9,9,8,7,7,8,13,10,9,9,8,8,8,8,8,7,7,7,7,7,12,11,10,8,8,8,8,9,9,9,9,9,9,9,8,12,12,12,11,11,10,10,10,10,10,10,10,9,9,9,9,9,8,0
10,fisichella,11,11,11,11,11,10,9,9,7,7,11,10,10,9,9,9,9,9,8,8,8,8,8,6,6,6,11,11,11,11,13,13,13,13,13,13,13,12,10,10,10,10,10,13,13,13,13,13,13,13,12,12,12,12,12,11,0
11,massa,12,13,13,13,13,13,10,10,11,15,14,14,14,13,13,12,12,12,11,13,12,11,11,10,10,14,14,14,14,14,14,14,14,14,14,14,14,13,11,11,11,12,14,14,14,14,14,14,14,14,13,13,13,13,13,12,0
12,matta,13,12,12,12,12,12,13,16,16,14,13,12,12,11,11,11,11,11,10,9,9,14,14,14,13,12,12,13,13,13,12,12,12,12,12,12,12,11,14,14,14,14,13,12,12,12,12,12,12,12,11,11,11,11,11,10,0
13,raikkonen,14,14,14,14,14,14,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,klien,15,15,15,15,15,15,12,11,10,8,15,13,13,12,12,15,15,15,15,17,17,17,17,17,17,16,16,16,16,16,16,16,16,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,14,14,14,14,14,14,0
15,heidfeld,16,16,16,16,16,16,14,12,12,9,6,6,7,17,17,17,17,17,17,16,16,16,16,16,16,15,15,15,15,15,15,15,15,16,17,17,17,17,17,17,17,16,16,16,16,16,16,16,16,16,15,15,15,15,15,15,0
16,pantano,17,17,17,17,17,17,15,13,13,10,8,17,17,16,16,16,16,16,16,15,15,15,15,15,15,17,17,17,17,17,17,17,17,17,16,16,16,16,16,16,16,17,17,17,17,17,17,17,17,17,16,16,16,16,16,0,0
17,baumgartner,18,18,18,18,18,18,16,14,15,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0
18,alonso,19,19,19,19,19,19,19,17,17,16,16,15,15,14,14,13,13,13,12,11,10,9,9,7,7,7,9,9,9,9,8,8,8,8,8,8,8,7,6,6,8,8,8,8,8,7,7,7,7,7,7,7,6,6,6,6,6
