,raceId,driverId,driverRef,positionOrder,statusId,status,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57
10,92.0,21.0,fisichella,11.0,11.0,+1 Lap,102827.0,197939.0,291993.0,385622.0,478987.0,572691.0,666088.0,759438.0,852537.0,947205.0,1066647.0,1159957.0,1253445.0,1346892.0,1440673.0,1534016.0,1627554.0,1721032.0,1814127.0,1906889.0,1999783.0,2092429.0,2185159.0,2278829.0,2371747.0,2466664.0,2585774.0,2679590.0,2773595.0,2867772.0,2970326.0,3063504.0,3156595.0,3249809.0,3342981.0,3436228.0,3530394.0,3624532.0,3717577.0,3809906.0,3902332.0,3994942.0,4089892.0,4207323.0,4303703.0,4396895.0,4491450.0,4586299.0,4679657.0,4773389.0,4867653.0,4961460.0,5054732.0,5148023.0,5241366.0,5334515.0,
5,92.0,13.0,massa,12.0,11.0,+1 Lap,103784.0,199101.0,293330.0,387108.0,481000.0,575038.0,668407.0,761438.0,857861.0,975126.0,1068697.0,1165345.0,1259346.0,1353670.0,1448118.0,1542625.0,1636788.0,1730975.0,1824940.0,1919957.0,2013165.0,2106358.0,2199667.0,2292745.0,2388650.0,2505267.0,2598385.0,2691631.0,2786071.0,2880007.0,2974281.0,3068126.0,3161863.0,3255669.0,3350863.0,3444706.0,3538322.0,3631808.0,3725383.0,3819083.0,3913573.0,4009082.0,4126001.0,4218691.0,4312037.0,4405445.0,4499107.0,4592906.0,4686459.0,4780132.0,4873362.0,4966733.0,5059776.0,5152687.0,5245724.0,5339164.0,
16,92.0,43.0,matta,10.0,11.0,+1 Lap,103798.0,198710.0,292859.0,386714.0,480578.0,574474.0,670838.0,785535.0,878786.0,972342.0,1067803.0,1162615.0,1257105.0,1351319.0,1445118.0,1538562.0,1632067.0,1725254.0,1817878.0,1910332.0,2005012.0,2119928.0,2212247.0,2305891.0,2399511.0,2493021.0,2587443.0,2683298.0,2776942.0,2870785.0,2964812.0,3057945.0,3151178.0,3244260.0,3337193.0,3430262.0,3522927.0,3618652.0,3736087.0,3829331.0,3922687.0,4018093.0,4112377.0,4206437.0,4300489.0,4395580.0,4490287.0,4584276.0,4678561.0,4772698.0,4866926.0,4960392.0,5054176.0,5147433.0,5240507.0,5333515.0,
3,92.0,8.0,raikkonen,20.0,5.0,Engine,104307.0,199907.0,294561.0,388818.0,482859.0,576589.0,670116.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,92.0,32.0,klien,14.0,11.0,+1 Lap,104798.0,199955.0,295303.0,389016.0,483209.0,576981.0,670583.0,763548.0,856409.0,952008.0,1069006.0,1163407.0,1257434.0,1351744.0,1445577.0,1550691.0,1646100.0,1740614.0,1838049.0,1954681.0,2048680.0,2141773.0,2235533.0,2330270.0,2424724.0,2518486.0,2613792.0,2709363.0,2802775.0,2896189.0,2989947.0,3083490.0,3178553.0,3271787.0,3365884.0,3459071.0,3551932.0,3644465.0,3740123.0,3858381.0,3952948.0,4046358.0,4139950.0,4233778.0,4329214.0,4423879.0,4518441.0,4613154.0,4708015.0,4802246.0,4897057.0,4991230.0,5084962.0,5178171.0,5271362.0,5364651.0,
1,92.0,2.0,heidfeld,15.0,11.0,+1 Lap,105779.0,201243.0,296039.0,390968.0,485759.0,580161.0,675265.0,770988.0,865365.0,959483.0,1053847.0,1148388.0,1248046.0,1368581.0,1463560.0,1558837.0,1654678.0,1750179.0,1845298.0,1942814.0,2038310.0,2134070.0,2229863.0,2325449.0,2420710.0,2515216.0,2609696.0,2704574.0,2799095.0,2893935.0,2987899.0,3081700.0,3175400.0,3272669.0,3395815.0,3490088.0,3584532.0,3679646.0,3775216.0,3870306.0,3965597.0,4060611.0,4155658.0,4250564.0,4345775.0,4440717.0,4535515.0,4630422.0,4726664.0,4821469.0,4915497.0,5010674.0,5105328.0,5198778.0,5292098.0,5385382.0,
18,92.0,45.0,pantano,16.0,12.0,+2 Laps,105793.0,202276.0,297705.0,393030.0,487965.0,582846.0,677881.0,773502.0,867534.0,962049.0,1059106.0,1177626.0,1272393.0,1367631.0,1462878.0,1558258.0,1653263.0,1748568.0,1843946.0,1939129.0,2034291.0,2128761.0,2224708.0,2319346.0,2416372.0,2535172.0,2630598.0,2725100.0,2821153.0,2916199.0,3012209.0,3106975.0,3201883.0,3297042.0,3392159.0,3487116.0,3582183.0,3676656.0,3772365.0,3866711.0,3963542.0,4083737.0,4179100.0,4274217.0,4370419.0,4466866.0,4562509.0,4658008.0,4753064.0,4850612.0,4947064.0,5044948.0,5140091.0,5235633.0,5330551.0,,
20,92.0,47.0,baumgartner,19.0,5.0,Engine,107681.0,203661.0,298640.0,394364.0,489816.0,585489.0,680885.0,777745.0,876234.0,995330.0,1091537.0,1187727.0,1283842.0,1380003.0,1476170.0,1571553.0,1668449.0,1764317.0,1860341.0,1957581.0,2052497.0,2151920.0,2274353.0,2368908.0,2463504.0,2559092.0,2654437.0,2750087.0,2845574.0,2942880.0,3037980.0,3133356.0,3229822.0,3325150.0,3422356.0,3517824.0,3617105.0,3741855.0,3838007.0,3934778.0,4030747.0,4127829.0,4225722.0,4322526.0,,,,,,,,,,,,,
2,92.0,4.0,alonso,6.0,1.0,Finished,115697.0,241293.0,335011.0,429537.0,522934.0,615860.0,709379.0,802891.0,895881.0,988859.0,1081535.0,1175022.0,1268596.0,1361075.0,1453630.0,1546001.0,1638053.0,1731296.0,1825197.0,1918264.0,2009585.0,2100787.0,2192033.0,2283371.0,2374278.0,2467880.0,2580576.0,2671957.0,2766403.0,2860326.0,2952226.0,3043637.0,3135386.0,3227019.0,3318548.0,3409682.0,3500567.0,3591574.0,3682228.0,3777283.0,3892451.0,3984581.0,4076951.0,4169557.0,4261994.0,4355040.0,4447333.0,4539523.0,4632183.0,4725942.0,4818233.0,4910045.0,5002456.0,5093795.0,5185146.0,5276390.0,5368031.0
19,92.0,46.0,bruni,17.0,15.0,+5 Laps,356806.0,454014.0,552144.0,650069.0,749367.0,856114.0,955380.0,1053539.0,1153422.0,1254355.0,1356378.0,1453331.0,1552765.0,1649688.0,1745919.0,1842394.0,1938336.0,2035989.0,2133404.0,2229121.0,2325440.0,2423747.0,2521218.0,2623351.0,2755205.0,2851335.0,2946968.0,3042544.0,3141373.0,3237309.0,3335830.0,3432696.0,3531642.0,3627846.0,3723464.0,3818720.0,3916896.0,4018072.0,4147650.0,4242780.0,4338781.0,4435212.0,4532888.0,4629197.0,4728563.0,4824502.0,4922116.0,5017595.0,5113306.0,5208948.0,5304495.0,5400129.0,,,,,
