,raceId,driverId,driverRef,positionOrder,statusId,status,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57
13,92.0,30.0,michael_schumacher,1.0,1.0,Finished,94877.0,186547.0,277640.0,368680.0,459349.0,550813.0,641065.0,731813.0,825342.0,939726.0,1031992.0,1124091.0,1215703.0,1307653.0,1399472.0,1491169.0,1582581.0,1673808.0,1765297.0,1856735.0,1947610.0,2039044.0,2130259.0,2224368.0,2339815.0,2431234.0,2523015.0,2615576.0,2707507.0,2799416.0,2891052.0,2982385.0,3073843.0,3164944.0,3256354.0,3347953.0,3439424.0,3531180.0,3623667.0,3714629.0,3808419.0,3923799.0,4016314.0,4108199.0,4200807.0,4292895.0,4384668.0,4476887.0,4568877.0,4661209.0,4753302.0,4845587.0,4938378.0,5030279.0,5121262.0,5215015.0,5314875.0
11,92.0,22.0,barrichello,2.0,1.0,Finished,96420.0,189280.0,280954.0,372376.0,463792.0,555007.0,646159.0,737201.0,828423.0,921621.0,1042693.0,1134797.0,1227439.0,1319545.0,1411574.0,1503340.0,1595459.0,1687489.0,1779040.0,1870286.0,1961602.0,2053097.0,2145035.0,2236416.0,2327672.0,2419854.0,2513014.0,2627736.0,2718612.0,2809849.0,2901377.0,2993054.0,3085169.0,3177095.0,3269031.0,3360538.0,3452372.0,3544439.0,3635614.0,3727162.0,3819408.0,3911032.0,4004142.0,4119033.0,4209951.0,4302866.0,4394892.0,4487130.0,4579440.0,4671993.0,4764080.0,4856673.0,4948746.0,5041788.0,5133382.0,5224945.0,5316242.0
14,92.0,31.0,montoya,13.0,11.0,+1 Lap,97297.0,190428.0,283445.0,376291.0,468543.0,560784.0,652791.0,745015.0,837768.0,932129.0,1047442.0,1138610.0,1230838.0,1323365.0,1416031.0,1508761.0,1601749.0,1694395.0,1786541.0,1878271.0,1970107.0,2061487.0,2153096.0,2244569.0,2336124.0,2429956.0,2544040.0,2635017.0,2726890.0,2819601.0,2912022.0,3004225.0,3096303.0,3188152.0,3280221.0,3372208.0,3463918.0,3555838.0,3649990.0,3763908.0,3855034.0,3946835.0,4038768.0,4131007.0,4224346.0,4317074.0,4409673.0,4503840.0,4605692.0,4705365.0,4801573.0,4903725.0,5007658.0,5112176.0,5226101.0,5349333.0,
4,92.0,11.0,sato,5.0,1.0,Finished,97793.0,191354.0,284609.0,378107.0,471449.0,564362.0,659819.0,752462.0,845555.0,938349.0,1033032.0,1149171.0,1242548.0,1334388.0,1426582.0,1519092.0,1613176.0,1711208.0,1829983.0,1922097.0,2014158.0,2106860.0,2200716.0,2293492.0,2386387.0,2478224.0,2570755.0,2663017.0,2755688.0,2847894.0,2941062.0,3033163.0,3126101.0,3218173.0,3309836.0,3401306.0,3494928.0,3614307.0,3706417.0,3798610.0,3890996.0,3983406.0,4076342.0,4169027.0,4261361.0,4353919.0,4446301.0,4538746.0,4631751.0,4725623.0,4817412.0,4909239.0,5001684.0,5093120.0,5184221.0,5275578.0,5367335.0
12,92.0,23.0,ralf_schumacher,7.0,1.0,Finished,98147.0,192155.0,285115.0,378622.0,471833.0,564722.0,688649.0,806359.0,897913.0,990305.0,1082468.0,1175379.0,1269473.0,1362349.0,1454873.0,1548313.0,1640563.0,1732491.0,1825590.0,1919113.0,2010754.0,2102118.0,2193232.0,2287259.0,2404749.0,2496066.0,2588561.0,2681719.0,2774591.0,2868207.0,2962568.0,3054924.0,3147106.0,3239670.0,3333621.0,3426929.0,3520239.0,3613043.0,3704407.0,3795690.0,3887083.0,3978454.0,4069969.0,4161281.0,4255316.0,4368392.0,4459453.0,4550438.0,4641733.0,4733606.0,4825247.0,4916858.0,5008681.0,5099922.0,5191115.0,5281896.0,5373030.0
7,92.0,15.0,trulli,4.0,1.0,Finished,99731.0,193331.0,286306.0,379581.0,472710.0,565993.0,658773.0,750830.0,843996.0,938720.0,1054060.0,1146203.0,1238282.0,1330179.0,1422819.0,1514964.0,1607130.0,1699056.0,1790798.0,1882343.0,1973824.0,2065287.0,2156895.0,2248316.0,2344009.0,2457566.0,2549071.0,2640872.0,2732559.0,2824306.0,2916354.0,3008163.0,3099782.0,3191557.0,3283114.0,3374584.0,3466333.0,3560667.0,3677730.0,3770891.0,3863544.0,3956618.0,4049202.0,4141978.0,4234690.0,4326912.0,4420040.0,4512761.0,4605904.0,4698675.0,4790897.0,4883382.0,4975966.0,5068201.0,5160595.0,5253557.0,5347089.0
9,92.0,18.0,button,3.0,1.0,Finished,100060.0,193925.0,287567.0,380767.0,474162.0,567245.0,660939.0,753415.0,846638.0,939091.0,1031543.0,1125637.0,1244083.0,1335647.0,1427808.0,1520074.0,1612882.0,1704836.0,1796677.0,1887964.0,1979208.0,2070386.0,2161367.0,2252327.0,2343522.0,2436602.0,2552591.0,2644102.0,2735592.0,2827686.0,2919621.0,3011526.0,3103373.0,3194996.0,3286183.0,3377648.0,3468945.0,3560186.0,3651225.0,3744967.0,3860088.0,3951777.0,4043640.0,4135575.0,4227856.0,4320196.0,4412442.0,4505079.0,4600263.0,4693766.0,4786111.0,4878420.0,4970631.0,5063065.0,5154938.0,5247438.0,5341562.0
17,92.0,44.0,panis,9.0,11.0,+1 Lap,101153.0,194881.0,288601.0,382668.0,477090.0,574189.0,688851.0,782392.0,875736.0,969684.0,1067254.0,1161508.0,1255325.0,1349499.0,1443044.0,1536596.0,1629864.0,1722811.0,1815601.0,1910955.0,2025463.0,2117864.0,2210835.0,2304105.0,2397528.0,2491186.0,2585409.0,2679005.0,2772864.0,2866449.0,2959876.0,3053152.0,3146093.0,3239042.0,3333031.0,3426268.0,3522362.0,3639065.0,3731685.0,3824529.0,3918047.0,4011854.0,4105043.0,4198634.0,4292567.0,4386987.0,4480432.0,4574445.0,4667667.0,4761405.0,4854862.0,4948048.0,5043116.0,5135707.0,5228618.0,5321250.0,
6,92.0,14.0,coulthard,18.0,63.0,Pneumatics,102282.0,197385.0,291037.0,384480.0,478057.0,572235.0,665451.0,758485.0,854117.0,970022.0,1063000.0,1155919.0,1248938.0,1341671.0,1434647.0,1527312.0,1619926.0,1712295.0,1804156.0,1896273.0,1988264.0,2080214.0,2174702.0,2289911.0,2382059.0,2474662.0,2567258.0,2660244.0,2753734.0,2846730.0,2940093.0,3032720.0,3127369.0,3219759.0,3312147.0,3404493.0,3496803.0,3591541.0,3708930.0,3801664.0,3894774.0,3987685.0,4080970.0,4173952.0,4267325.0,4360821.0,4454089.0,4547122.0,4639867.0,4735708.0,,,,,,,
8,92.0,17.0,webber,8.0,11.0,+1 Lap,102343.0,196316.0,289690.0,383311.0,477502.0,571754.0,664608.0,757817.0,853272.0,970306.0,1064183.0,1156939.0,1250196.0,1343291.0,1436585.0,1529721.0,1623241.0,1716256.0,1808533.0,1901081.0,1993731.0,2086375.0,2180977.0,2295696.0,2392572.0,2485075.0,2578382.0,2671664.0,2765864.0,2860002.0,2954105.0,3047260.0,3140294.0,3233268.0,3326040.0,3418969.0,3511760.0,3606059.0,3725794.0,3820159.0,3915084.0,4008752.0,4102274.0,4195762.0,4289485.0,4383063.0,4477643.0,4571322.0,4665205.0,4759071.0,4852337.0,4946050.0,5039191.0,5131785.0,5226266.0,5319255.0,
