,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58
0,raikkonen,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,fisichella,2,3,3,3,3,3,3,3,3,3,3,3,3,2,9,9,9,9,9,9,9,8,8,7,4,4,4,4,4,4,4,4,4,4,3,3,6,6,6,6,6,6,6,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4
2,alonso,3,2,2,2,2,2,2,2,2,2,2,2,2,5,4,4,4,4,3,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2
3,montoya,4,4,4,4,4,4,4,4,4,4,4,4,4,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3
4,trulli,5,5,5,5,5,5,5,5,5,5,5,5,5,4,3,3,3,3,7,7,7,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,5,8,7,6,6,6,6,6,6,6,6,6,6,6,6,6
5,heidfeld,6,6,6,6,12,19,19,19,16,16,15,14,14,18,15,14,13,13,13,13,13,13,13,13,13,13,13,13,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,klien,7,7,7,7,6,6,7,7,6,7,7,7,7,7,6,6,6,6,5,5,5,4,4,10,9,9,9,9,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,7,9,9,8,8,8,8,8,8,8,8,8,8,8,8
7,coulthard,8,8,9,9,8,8,8,8,8,8,8,8,8,8,7,7,7,7,6,6,6,5,5,4,8,8,8,8,8,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,6,8,7,7,7,7,7,7,7,7,7,7,7,7
8,webber,9,9,8,8,7,7,6,6,19,19,19,19,19,19,19,18,18,18,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,barrichello,10,10,10,11,10,10,10,10,9,9,9,9,9,9,8,8,8,8,8,8,8,7,7,6,10,10,10,10,10,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,8,7,10,10,10,10,10,10,10,10,10,10,10,0
10,michael_schumacher,11,11,12,12,11,11,11,11,10,10,10,10,10,10,18,19,19,19,19,19,18,18,18,18,18,18,18,18,18,17,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,button,12,12,11,10,9,9,9,9,7,6,6,6,6,6,5,5,5,5,4,3,3,9,9,8,6,6,6,6,6,6,6,6,6,6,6,6,5,5,5,5,5,5,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5
12,monteiro,13,13,13,13,13,12,12,12,11,12,13,15,15,14,17,16,16,14,14,14,14,14,14,14,14,14,14,14,16,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,0,0,0
13,karthikeyan,14,14,14,14,14,13,14,17,18,18,18,18,18,17,16,15,14,15,15,15,15,15,15,15,15,15,15,15,13,13,14,14,14,14,13,13,13,13,13,13,13,13,13,14,14,14,14,14,14,14,14,14,14,14,14,0,0,0
14,albers,15,15,15,16,16,17,17,16,15,15,16,16,16,15,13,13,15,16,16,16,16,16,16,16,17,17,17,17,17,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,0,0,0,0,0,0,0,0,0,0
15,villeneuve,16,16,16,15,15,15,15,14,13,13,12,12,12,12,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,0
16,doornbos,17,17,17,19,19,18,18,18,17,17,17,17,17,16,14,17,17,17,17,17,17,17,17,17,16,16,16,16,15,14,13,13,13,13,14,14,14,14,14,14,14,14,14,13,13,13,13,13,13,13,13,13,13,13,13,0,0,0
17,ralf_schumacher,18,19,19,18,18,16,16,15,14,14,14,13,13,13,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,0
18,sato,19,18,18,17,17,14,13,13,12,11,11,11,11,11,10,10,10,10,10,10,10,10,10,9,7,7,7,7,7,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,9,9,9,9,9,9,9,9,9,9,9
