,raceId,driverId,driverRef,constructorId,positionOrder,statusId,status,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58
2,84,8,raikkonen,1,1,1,Finished,93015,181896,269824,357113,444417,531377,618637,705263,791593,877960,964062,1050207,1136220,1222525,1309187,1395628,1481148,1566591,1652046,1738237,1823310.0,1909283.0,2019689.0,2106727.0,2193539.0,2280319.0,2366806.0,2453397.0,2539717.0,2625995.0,2712011.0,2797823.0,2884342.0,2970228.0,3057938.0,3143466.0,3229774.0,3315568.0,3401222.0,3486252.0,3571894.0,3657841.0,3743063.0,3828860.0,3914906.0,4020788.0,4108134.0,4194889.0,4281907.0,4369195.0,4456861.0,4543348.0,4630075.0,4718074.0,4806327.0,4894511.0,4982872.0,5074454.0
9,84,21,fisichella,4,4,1,Finished,93533,183762,272296,360123,447426,534388,621783,708362,795670,882294,968620,1055117,1142239,1229038,1350211,1439349,1526835,1614132,1703255,1790980,1879217.0,1966578.0,2053654.0,2140774.0,2229492.0,2316094.0,2402225.0,2488301.0,2574585.0,2660991.0,2747005.0,2833009.0,2918876.0,3004480.0,3091264.0,3177984.0,3292061.0,3379368.0,3466697.0,3554285.0,3641687.0,3728481.0,3815958.0,3903189.0,3990038.0,4076674.0,4163009.0,4249656.0,4336158.0,4422420.0,4508689.0,4595469.0,4682154.0,4768227.0,4854241.0,4940352.0,5026147.0,5112427.0
1,84,4,alonso,4,2,1,Finished,93828,183341,270904,358409,445514,532527,619564,706416,792998,879433,965673,1051835,1138530,1248575,1336152,1423799,1510884,1597965,1684753,1774156,1861053.0,1948055.0,2034624.0,2121254.0,2207807.0,2294341.0,2380859.0,2467053.0,2553369.0,2639808.0,2725598.0,2811161.0,2897403.0,2983788.0,3096005.0,3183391.0,3271155.0,3358318.0,3445210.0,3532385.0,3619164.0,3706226.0,3793766.0,3880536.0,3967309.0,4053728.0,4140489.0,4226810.0,4313823.0,4400382.0,4487269.0,4574551.0,4661439.0,4748502.0,4835139.0,4921286.0,5007539.0,5093063.0
14,84,31,montoya,1,3,1,Finished,94373,184076,272831,360999,448888,536561,624025,711178,798195,885007,971712,1058142,1144762,1231234,1317556,1404834,1491049,1577095,1662515,1748172,1835119.0,1946541.0,2033384.0,2119982.0,2206187.0,2292751.0,2379001.0,2465210.0,2551292.0,2638713.0,2724418.0,2809696.0,2895865.0,2981502.0,3067627.0,3154112.0,3239283.0,3324280.0,3409050.0,3494491.0,3581306.0,3690069.0,3777805.0,3865651.0,3953365.0,4040959.0,4128154.0,4215882.0,4303233.0,4389796.0,4477267.0,4565441.0,4653371.0,4741753.0,4833608.0,4920440.0,5008699.0,5094089.0
6,84,15,trulli,7,6,1,Finished,95443,185280,273854,362218,450045,537803,625692,713331,800621,887694,974666,1061731,1148729,1235446,1322015,1409166,1497221,1585276,1697550,1786249,1874273.0,1962932.0,2050937.0,2140401.0,2230674.0,2318834.0,2406477.0,2494055.0,2581697.0,2669293.0,2756583.0,2843736.0,2930920.0,3017965.0,3104739.0,3191544.0,3278543.0,3365576.0,3453281.0,3541564.0,3628099.0,3714579.0,3802759.0,3909495.0,3997518.0,4084663.0,4171429.0,4258294.0,4345220.0,4431939.0,4518367.0,4604545.0,4692023.0,4779073.0,4865959.0,4952916.0,5040695.0,5129874.0
0,84,2,heidfeld,3,18,27,Tyre,96455,187337,276860,365938,466728,577816,666821,754574,844684,932681,1020151,1109486,1198441,1310245,1400092,1488621,1577882,1666442,1754837,1842702,1930463.0,2018219.0,2105956.0,2195523.0,2282876.0,2370491.0,2458213.0,2545782.0,2700449.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,84,32,klien,9,8,1,Finished,97440,188362,278444,367618,456490,545363,634881,723765,812002,902137,990896,1078976,1166969,1254735,1342515,1429936,1518257,1605510,1693684,1780615,1867659.0,1955980.0,2043524.0,2153527.0,2241936.0,2330108.0,2418123.0,2506517.0,2595056.0,2683033.0,2770856.0,2858643.0,2946100.0,3033421.0,3120717.0,3208087.0,3295560.0,3382698.0,3469400.0,3556552.0,3643862.0,3731040.0,3818510.0,3906366.0,4013466.0,4100793.0,4188213.0,4276604.0,4365482.0,4452541.0,4539523.0,4626385.0,4713089.0,4799815.0,4886334.0,4973307.0,5059702.0,5146076.0
5,84,14,coulthard,9,7,1,Finished,97894,188949,279480,369283,458384,547456,636487,725370,814353,902808,991711,1079904,1167874,1255763,1343432,1431045,1519792,1606977,1694327,1781492,1868414.0,1956717.0,2043871.0,2130914.0,2240712.0,2328837.0,2416806.0,2504628.0,2593199.0,2680926.0,2768731.0,2856557.0,2944220.0,3031391.0,3118924.0,3206218.0,3293672.0,3381013.0,3468135.0,3555233.0,3642699.0,3729741.0,3816987.0,3904168.0,3991976.0,4098410.0,4186010.0,4274977.0,4362696.0,4450005.0,4536706.0,4623806.0,4710532.0,4797337.0,4883990.0,4970907.0,5057333.0,5143750.0
7,84,17,webber,3,20,27,Tyre,98259,189407,279087,368104,457233,545951,634186,721507,883244,1001163,1089347,1176138,1269295,1396721,1484562,1572624,1660669,1748668,1837815,1949364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,84,22,barrichello,6,10,11,+1 Lap,99045,191322,282186,373104,463260,552703,642162,731179,820084,908645,996954,1085423,1173320,1261219,1349567,1437299,1525057,1612856,1702875,1790280,1878209.0,1965667.0,2052546.0,2140599.0,2251009.0,2340308.0,2429630.0,2518119.0,2606016.0,2694221.0,2782486.0,2870524.0,2958368.0,3046194.0,3134115.0,3221475.0,3308684.0,3395928.0,3482952.0,3570273.0,3658814.0,3745513.0,3832223.0,3919022.0,4005657.0,4093336.0,4199286.0,4287125.0,4375030.0,4462871.0,4550890.0,4638848.0,4727409.0,4815248.0,4902696.0,4989882.0,5077474.0,
