,raceId,driverId,driverRef,constructorId,positionOrder,statusId,status,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60
0,850,1,hamilton,1,1,1,Finished,101425,200266,298907,397228,495504,593547,691590,789619,887897,986115.0,1084824.0,1184491.0,1283803.0,1382578.0,1480679.0,1581188.0,1696933.0,1794254.0,1890972.0,1987892.0,2084641.0,2181261.0,2277646.0,2374229.0,2470722.0,2567106.0,2663543.0,2760177.0,2857005.0,2953628.0,3052577.0,3165414.0,3260638.0,3355755.0,3450838.0,3545901.0,3641188.0,3736554.0,3831767.0,3927218.0,4022704.0,4117996.0,4213277.0,4309112.0,4404595.0,4500013.0,4595343.0,4690632.0,4786174.0,4881734.0,4979696.0,5092565.0,5187386.0,5282006.0,5376958.0,5471745.0,5566427.0,5661160.0,5755462.0,5850334.0
8,850,17,webber,9,3,1,Finished,102625,202243,300864,399053,496712,594562,692651,790578,888606,986893.0,1085392.0,1184374.0,1284332.0,1385564.0,1500600.0,1597603.0,1696271.0,1793218.0,1890165.0,1986750.0,2083301.0,2179833.0,2276213.0,2372748.0,2469305.0,2565792.0,2662520.0,2759078.0,2856118.0,2955027.0,3069222.0,3166204.0,3263056.0,3359815.0,3456084.0,3551954.0,3647792.0,3743653.0,3839061.0,3934767.0,4030424.0,4126707.0,4222160.0,4317478.0,4412845.0,4508317.0,4603951.0,4699265.0,4794377.0,4889125.0,4983819.0,5079016.0,5173980.0,5269210.0,5365245.0,5462791.0,5575711.0,5670566.0,5765654.0,5860122.0
3,850,4,alonso,6,2,1,Finished,103129,203568,302144,400649,498696,597205,695305,793303,890950,988626.0,1086822.0,1185283.0,1284745.0,1383799.0,1482036.0,1582226.0,1697287.0,1794954.0,1892190.0,1989167.0,2085846.0,2182572.0,2278966.0,2375863.0,2472121.0,2568578.0,2665143.0,2761511.0,2857763.0,2954253.0,3050855.0,3149136.0,3262373.0,3358194.0,3453563.0,3549032.0,3644327.0,3739544.0,3834757.0,3930113.0,4025525.0,4121411.0,4216487.0,4312055.0,4407711.0,4502925.0,4598036.0,4693504.0,4788623.0,4883750.0,4979116.0,5074926.0,5172919.0,5284726.0,5379807.0,5474743.0,5569851.0,5664534.0,5759688.0,5854314.0
10,850,20,vettel,9,4,1,Finished,103606,203092,301414,399863,498202,596646,694850,794150,899181,998308.0,1097824.0,1197345.0,1296655.0,1396425.0,1496487.0,1599927.0,1714939.0,1813009.0,1910361.0,2009370.0,2108977.0,2206282.0,2303275.0,2400140.0,2497234.0,2594286.0,2691382.0,2788373.0,2885120.0,2982067.0,3078898.0,3175535.0,3272364.0,3369411.0,3466647.0,3563581.0,3660885.0,3757629.0,3854493.0,3953447.0,4066045.0,4164113.0,4259560.0,4354950.0,4451249.0,4546605.0,4641192.0,4735884.0,4830527.0,4925833.0,5020595.0,5115347.0,5211777.0,5307556.0,5402725.0,5498461.0,5593748.0,5688701.0,5786272.0,5898255.0
2,850,3,rosberg,131,7,11,+1 Lap,104863,205098,304570,403748,503313,602381,701719,800473,899769,999523.0,1099683.0,1200593.0,1300163.0,1402089.0,1518479.0,1618129.0,1716566.0,1814759.0,1913051.0,2011547.0,2109838.0,2210693.0,2308640.0,2406469.0,2504505.0,2602833.0,2700915.0,2798565.0,2896234.0,2994207.0,3092029.0,3189592.0,3287293.0,3385791.0,3485442.0,3586089.0,3701933.0,3800045.0,3898504.0,3995090.0,4091817.0,4188172.0,4284357.0,4381238.0,4477814.0,4574544.0,4671671.0,4768283.0,4864963.0,4961360.0,5057541.0,5153777.0,5252980.0,5368214.0,5464858.0,5561429.0,5658072.0,5756763.0,5856053.0,
6,850,13,massa,6,5,1,Finished,105272,205405,304975,404239,503692,602868,702117,801044,900119,999859.0,1099732.0,1199007.0,1297442.0,1396844.0,1496965.0,1597364.0,1698343.0,1812499.0,1909798.0,2008792.0,2107913.0,2204717.0,2301283.0,2397842.0,2494522.0,2591355.0,2688753.0,2785417.0,2882370.0,2979256.0,3076098.0,3172781.0,3269835.0,3366928.0,3463785.0,3560985.0,3658186.0,3755482.0,3852837.0,3950175.0,4049207.0,4163416.0,4258985.0,4354512.0,4450042.0,4545402.0,4640388.0,4735278.0,4829993.0,4925297.0,5019906.0,5114756.0,5211315.0,5307068.0,5402340.0,5497994.0,5593286.0,5688322.0,5785992.0,5902586.0
7,850,16,sutil,10,6,1,Finished,106322,206802,306563,405871,505161,604812,704244,803317,902958,1002270.0,1101710.0,1201650.0,1301322.0,1400780.0,1501092.0,1600524.0,1700041.0,1799326.0,1898698.0,1997923.0,2097107.0,2198488.0,2314017.0,2411816.0,2509627.0,2607276.0,2705340.0,2802914.0,2900114.0,2997677.0,3095541.0,3194310.0,3291744.0,3389155.0,3486735.0,3584128.0,3681452.0,3778665.0,3875661.0,3972899.0,4071036.0,4168260.0,4265379.0,4362471.0,4459565.0,4556787.0,4653560.0,4752668.0,4868662.0,4965640.0,5062718.0,5159540.0,5256511.0,5354492.0,5451499.0,5548255.0,5644908.0,5741846.0,5838926.0,5936542.0
17,850,808,petrov,4,10,11,+1 Lap,106887,208981,309042,408769,508478,608065,707719,807198,906508,1006203.0,1106043.0,1206216.0,1306054.0,1405939.0,1507613.0,1607581.0,1708831.0,1808777.0,1908830.0,2008535.0,2108968.0,2211875.0,2315451.0,2432742.0,2530926.0,2628531.0,2726241.0,2823733.0,2921390.0,3020269.0,3118368.0,3216327.0,3315394.0,3414673.0,3513503.0,3612592.0,3710631.0,3809076.0,3907008.0,4004991.0,4103366.0,4201215.0,4298783.0,4396649.0,4495392.0,4596590.0,4711557.0,4807924.0,4904265.0,5000451.0,5097285.0,5193651.0,5290532.0,5387586.0,5485002.0,5582359.0,5680728.0,5777865.0,5875160.0,
13,850,30,michael_schumacher,131,8,11,+1 Lap,107153,208067,307442,406945,506609,605734,705710,804663,904131,1003796.0,1103097.0,1202830.0,1302491.0,1402093.0,1504376.0,1619985.0,1719569.0,1817150.0,1915069.0,2012827.0,2111171.0,2211201.0,2324460.0,2423548.0,2521457.0,2619583.0,2717727.0,2815979.0,2913858.0,3011956.0,3110586.0,3208602.0,3306383.0,3404399.0,3502799.0,3601429.0,3702215.0,3816367.0,3913280.0,4011285.0,4108409.0,4204859.0,4301069.0,4397473.0,4495483.0,4591884.0,4687531.0,4783692.0,4879320.0,4975019.0,5070671.0,5167395.0,5263655.0,5360007.0,5456507.0,5555523.0,5670075.0,5768299.0,5865987.0,
9,850,18,button,1,22,9,Hydraulics,107853,209348,309533,409136,508871,608389,708058,807648,906892,1006590.0,1106556.0,1206449.0,1306513.0,1406148.0,1507882.0,1607897.0,1706842.0,1805350.0,1904004.0,2002238.0,2100582.0,2199051.0,2297651.0,2398178.0,2512782.0,2609542.0,2706746.0,2803467.0,2900599.0,2998152.0,3095896.0,3192436.0,3288694.0,3385917.0,3489515.0,,,,,,,,,,,,,,,,,,,,,,,,,
