,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82
0,23,13,massa,6,3,1,Finished,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2558.0,2590.0,2660.0,1423.0,1869.0,2211.0,1946.0,1798.0,1742.0,1895.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5826.0,13233.0,13458.0,14977.0,16167.0,18107.0,17053.0,18001.0,21636.0,23018.0,24914.0,25340.0,26277.0,28195.0,29740.0,32079.0,33219.0,30913.0,33717.0,36753.0,37678.0,20211.0,15416.0,36400.0,45038.0,45406.0,43883.0,43149.0,44101.0,34502.0,9938.0,5250.0,1228.0,1626.0,1240.0,3033.0,3957.0,4889.0,5983.0,7118.0,7237.0,7938.0,7144.0,4811.0
1,23,1,hamilton,1,1,1,Finished,1267,1340,1296,2668,3121,28014,32596,37411.0,4411.0,2512.0,6048.0,9302.0,11563.0,13211.0,14476.0,10221.0,10313.0,10828.0,11397.0,11312.0,13505.0,14383.0,15168.0,15805.0,16739.0,15520.0,16596.0,17344.0,16838.0,16440.0,16068.0,16872.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,23,8,raikkonen,6,9,1,Finished,2305,3304,4250,8678,10520,12017,11531,13075.0,1085.0,1181.0,3020.0,3286.0,10565.0,15009.0,16653.0,11847.0,13440.0,14033.0,13758.0,14408.0,15611.0,16748.0,18077.0,19489.0,20865.0,19510.0,58411.0,67662.0,70363.0,72275.0,73950.0,74895.0,57807.0,58824.0,57871.0,57995.0,57121.0,57897.0,57107.0,59200.0,61083.0,63223.0,64670.0,66559.0,69399.0,71360.0,72690.0,74390.0,76375.0,74703.0,76901.0,76990.0,76517.0,59354.0,51830.0,50763.0,69034.0,77202.0,77828.0,77309.0,96566.0,134130.0,105223.0,46740.0,5233.0,5147.0,2351.0,33878.0,40070.0,40538.0,40036.0,38763.0,37164.0,35154.0,34595.0,33792.0
3,23,9,kubica,2,2,1,Finished,4992,8143,10105,11744,12424,12437,12073,14847.0,1730.0,1867.0,4359.0,4439.0,5567.0,4901.0,4784.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17655.0,24886.0,27457.0,28420.0,28701.0,28444.0,28800.0,10859.0,14012.0,15141.0,16564.0,17816.0,20069.0,20579.0,22882.0,26850.0,29378.0,31022.0,33805.0,33759.0,33803.0,32826.0,32887.0,33738.0,31526.0,34315.0,37339.0,57193.0,48041.0,41209.0,39240.0,39377.0,39952.0,39447.0,38772.0,40388.0,32693.0,8396.0,4315.0,611.0,1046.0,958.0,2483.0,2883.0,3478.0,4113.0,4113.0,4731.0,4535.0,3764.0,3064.0
4,23,4,alonso,4,10,11,+1 Lap,6297,8943,12121,14318,15626,15611,15021,58669.0,8477.0,5176.0,9665.0,13030.0,18041.0,49639.0,55505.0,52018.0,54837.0,58458.0,60535.0,62599.0,65844.0,69218.0,72827.0,77292.0,82190.0,84339.0,88372.0,93489.0,97690.0,101234.0,104587.0,109698.0,94682.0,99062.0,102248.0,111314.0,114945.0,121499.0,127237.0,133089.0,139246.0,145003.0,150177.0,174352.0,188488.0,195108.0,197138.0,198541.0,198780.0,194981.0,193851.0,192080.0,192285.0,174435.0,165795.0,165270.0,163881.0,164284.0,165862.0,189528.0,243310.0,282716.0,236335.0,175430.0,136492.0,130574.0,92602.0,93752.0,94495.0,96983.0,97409.0,99684.0,98921.0,99961.0,102687.0,
5,23,3,rosberg,3,16,3,Accident,7198,11435,37592,46496,50849,57259,61851,72343.0,22581.0,13437.0,18390.0,21857.0,27121.0,69235.0,74726.0,69469.0,68654.0,69208.0,67242.0,65517.0,66756.0,70113.0,73602.0,78118.0,82825.0,84798.0,88920.0,94102.0,98173.0,101624.0,105065.0,110107.0,95039.0,99402.0,102424.0,105136.0,103709.0,105260.0,104155.0,109157.0,111750.0,115189.0,121517.0,128061.0,134455.0,137191.0,135587.0,134063.0,132962.0,127902.0,128215.0,136856.0,159479.0,149662.0,140468.0,136378.0,133367.0,131466.0,129676.0,,,,,,,,,,,,,,,,,
6,23,15,trulli,7,13,11,+1 Lap,9346,14106,17937,24792,30281,33583,37292,64126.0,16814.0,10834.0,14613.0,19104.0,23927.0,33424.0,37058.0,34943.0,38415.0,41746.0,43700.0,45720.0,48130.0,50748.0,54035.0,57299.0,60745.0,62390.0,66528.0,70612.0,73986.0,78192.0,82230.0,86516.0,71571.0,74774.0,77257.0,80880.0,107449.0,120895.0,125814.0,130101.0,135786.0,140810.0,144611.0,147691.0,150910.0,155714.0,158703.0,165225.0,170122.0,171347.0,178001.0,200207.0,216489.0,204068.0,198858.0,199104.0,200473.0,204197.0,211219.0,226227.0,252205.0,288780.0,247835.0,187912.0,140185.0,133650.0,96036.0,99836.0,102431.0,104526.0,106423.0,107973.0,109981.0,111568.0,112694.0,
7,23,10,glock,7,12,11,+1 Lap,10042,15251,26334,56680,64838,65885,64633,74799.0,24682.0,14587.0,18812.0,23465.0,27488.0,37577.0,40760.0,39101.0,45130.0,49274.0,51497.0,54236.0,58429.0,63667.0,67893.0,73000.0,77712.0,78968.0,83134.0,86922.0,89030.0,93507.0,95804.0,99326.0,85643.0,90847.0,93868.0,98781.0,102161.0,141906.0,149568.0,153354.0,156090.0,158919.0,161242.0,163353.0,165369.0,169437.0,172116.0,200079.0,209125.0,206635.0,213970.0,213542.0,216670.0,200071.0,190753.0,189083.0,187823.0,187108.0,185983.0,203637.0,248215.0,286019.0,243743.0,182786.0,137284.0,132335.0,93915.0,98899.0,101619.0,103189.0,105017.0,106667.0,109193.0,110629.0,111543.0,
8,23,2,heidfeld,2,14,14,+4 Laps,13188,18750,26365,33256,39020,42436,46338,57003.0,7018.0,3525.0,8196.0,12415.0,17508.0,26055.0,30627.0,30190.0,80528.0,94324.0,103212.0,108238.0,116341.0,121821.0,126742.0,131721.0,137454.0,139948.0,148389.0,156620.0,163427.0,171818.0,185920.0,191549.0,177017.0,182024.0,184032.0,187033.0,189559.0,193291.0,201109.0,209577.0,212622.0,214680.0,218808.0,228046.0,232746.0,238482.0,241680.0,246144.0,248000.0,246592.0,248423.0,252136.0,259388.0,264348.0,277819.0,282896.0,295396.0,315168.0,426867.0,478263.0,534170.0,557944.0,518239.0,462135.0,404127.0,359551.0,315364.0,317464.0,321172.0,325577.0,327720.0,329182.0,,,,
9,23,6,nakajima,3,7,1,Finished,14398,19953,27112,36402,42394,46637,48871,61301.0,10458.0,6295.0,10986.0,15196.0,20128.0,31542.0,35626.0,34193.0,42110.0,45007.0,47868.0,50304.0,52989.0,55157.0,57879.0,61087.0,64119.0,64991.0,68447.0,72218.0,75522.0,79317.0,83286.0,87642.0,72656.0,76002.0,78253.0,81811.0,86251.0,88110.0,89770.0,90171.0,91407.0,92627.0,92537.0,92558.0,92934.0,93609.0,92667.0,94172.0,94975.0,95858.0,97249.0,150747.0,158379.0,138496.0,129270.0,130115.0,130024.0,129126.0,128606.0,128845.0,146522.0,149320.0,153157.0,117949.0,57997.0,14605.0,7899.0,14078.0,17742.0,20174.0,22574.0,24749.0,26774.0,29206.0,30412.0,30180.0
