,raceId,driverId,driverRef,constructorId,positionOrder,statusId,status,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52
0,1034,1,hamilton,131,1,1,Finished,94010,220455.0,371656.0,524530.0,663463.0,753996.0,845139.0,936082.0,1026950.0,1117788.0,1208691.0,1299396.0,1425230.0,1592484.0,1744121.0,1902211.0,2056293.0,2199281.0,2289815.0,2380186.0,2470374.0,2560698.0,2650510.0,2740637.0,2830581.0,2920743.0,3011055.0,3101321.0,3191400.0,3281112.0,3370772.0,3460767.0,3550093.0,3639414.0,3729107.0,3818795.0,3908458.0,3998011.0,4087773.0,4177055.0,4266309.0,4355578.0,4445103.0,4534467.0,4623705.0,4713137.0,4802592.0,4892413.0,4982533.0,5073614.0,5165799.0,5281283.0
5,1034,822,bottas,131,11,1,Finished,95364,221640.0,372158.0,525462.0,664172.0,755030.0,846652.0,937613.0,1028652.0,1119535.0,1210053.0,1301021.0,1429510.0,1594335.0,1746384.0,1903498.0,2057628.0,2200059.0,2291018.0,2381410.0,2471825.0,2561883.0,2651871.0,2742377.0,2832609.0,2923053.0,3013217.0,3102981.0,3192925.0,3282859.0,3372578.0,3462195.0,3551774.0,3641382.0,3730845.0,3820610.0,3910491.0,3999999.0,4089906.0,4179798.0,4269063.0,4358359.0,4448082.0,4537862.0,4627601.0,4717765.0,4808036.0,4899833.0,4990884.0,5117126.0,5233364.0,5323450.0
8,1034,830,max_verstappen,9,2,1,Finished,96913,223239.0,373461.0,526458.0,665210.0,757169.0,849187.0,940561.0,1032021.0,1123164.0,1214368.0,1305549.0,1434389.0,1595407.0,1747272.0,1904785.0,2058880.0,2200801.0,2293135.0,2384231.0,2475061.0,2565564.0,2656310.0,2747340.0,2837716.0,2928131.0,3018748.0,3109195.0,3199828.0,3290245.0,3380231.0,3470332.0,3560133.0,3649916.0,3740096.0,3830013.0,3920078.0,4010318.0,4100323.0,4190308.0,4279378.0,4368767.0,4458586.0,4548257.0,4637612.0,4727658.0,4817386.0,4906958.0,4996633.0,5088330.0,5200042.0,5287139.0
14,1034,844,leclerc,6,3,1,Finished,97904,225031.0,374499.0,527811.0,665991.0,759686.0,852636.0,944884.0,1037403.0,1129722.0,1221905.0,1319131.0,1445435.0,1596999.0,1748322.0,1906171.0,2060327.0,2201819.0,2295433.0,2387769.0,2479635.0,2571053.0,2662600.0,2754497.0,2845918.0,2937381.0,3028970.0,3120348.0,3211796.0,3303118.0,3394762.0,3486011.0,3577212.0,3668219.0,3760026.0,3851220.0,3942150.0,4032940.0,4123400.0,4213996.0,4304100.0,4394319.0,4484831.0,4575143.0,4665339.0,4755320.0,4845388.0,4936228.0,5026041.0,5116804.0,5207251.0,5299757.0
9,1034,832,sainz,1,13,1,Finished,98652,227058.0,375635.0,529688.0,666204.0,759878.0,853577.0,946494.0,1039510.0,1132388.0,1225014.0,1325891.0,1450826.0,1599488.0,1751889.0,1910740.0,2063913.0,2202239.0,2296702.0,2389384.0,2481874.0,2573733.0,2666191.0,2758158.0,2850056.0,2941990.0,3033606.0,3125444.0,3217007.0,3308502.0,3399894.0,3491068.0,3582245.0,3673394.0,3764711.0,3855705.0,3946489.0,4037020.0,4127597.0,4217977.0,4308162.0,4398398.0,4489017.0,4579417.0,4669429.0,4759792.0,4849740.0,4939838.0,5029883.0,5120170.0,5217230.0,5334653.0
4,1034,817,ricciardo,4,4,1,Finished,99264,228151.0,377133.0,532223.0,666551.0,760730.0,854865.0,947890.0,1041073.0,1134135.0,1226924.0,1325575.0,1472390.0,1601078.0,1752839.0,1912106.0,2064919.0,2202736.0,2298096.0,2391455.0,2484015.0,2576140.0,2668580.0,2760762.0,2853380.0,2945813.0,3037765.0,3129616.0,3221297.0,3312751.0,3404061.0,3495621.0,3586656.0,3677795.0,3769268.0,3860017.0,3950620.0,4040973.0,4131152.0,4221313.0,4311263.0,4401325.0,4491855.0,4581974.0,4671947.0,4762024.0,4852039.0,4942044.0,5031526.0,5121384.0,5211167.0,5300933.0
15,1034,846,norris,1,5,1,Finished,99921,229644.0,378867.0,533490.0,666788.0,761529.0,855807.0,948860.0,1042274.0,1135438.0,1228197.0,1327930.0,1474062.0,1602450.0,1753695.0,1913499.0,2066054.0,2202978.0,2297493.0,2390622.0,2483135.0,2575287.0,2667884.0,2759926.0,2851991.0,2944066.0,3036173.0,3127819.0,3219300.0,3310948.0,3402384.0,3493727.0,3584989.0,3675964.0,3767245.0,3858099.0,3948699.0,4039126.0,4129473.0,4219989.0,4310047.0,4400224.0,4490433.0,4580677.0,4670773.0,4761064.0,4851230.0,4941288.0,5032461.0,5123039.0,5213418.0,5303560.0
11,1034,840,stroll,211,9,1,Finished,100476,230762.0,380033.0,534882.0,667197.0,762160.0,856421.0,949529.0,1042928.0,1136068.0,1228868.0,1329954.0,1455733.0,1604270.0,1755250.0,1915635.0,2068569.0,2203387.0,2298472.0,2392022.0,2484608.0,2576814.0,2669112.0,2761432.0,2853998.0,2946731.0,3038495.0,3130311.0,3222003.0,3313444.0,3404862.0,3496253.0,3587458.0,3678600.0,3770062.0,3861286.0,3953158.0,4043800.0,4134542.0,4225350.0,4316078.0,4406800.0,4497565.0,4588040.0,4678679.0,4770084.0,4860918.0,4952247.0,5044400.0,5135172.0,5226852.0,5318594.0
10,1034,839,ocon,4,6,1,Finished,100838,232144.0,381234.0,536365.0,667463.0,762749.0,857427.0,950837.0,1044293.0,1137472.0,1230549.0,1330445.0,1477071.0,1606469.0,1757702.0,1917352.0,2071097.0,2204238.0,2298902.0,2392630.0,2485413.0,2577858.0,2669901.0,2762280.0,2854747.0,2947335.0,3039180.0,3130976.0,3222769.0,3314649.0,3406142.0,3497301.0,3588704.0,3679988.0,3771467.0,3862826.0,3953836.0,4044667.0,4135372.0,4225999.0,4316874.0,4407507.0,4498288.0,4588820.0,4679224.0,4769072.0,4859217.0,4949680.0,5039554.0,5129045.0,5218705.0,5308220.0
2,1034,20,vettel,6,10,1,Finished,101375,233344.0,381944.0,536906.0,667991.0,763086.0,858013.0,951541.0,1045002.0,1138380.0,1231466.0,1330975.0,1475698.0,1605577.0,1756879.0,1916290.0,2069832.0,2203936.0,2299886.0,2393552.0,2486187.0,2578676.0,2670615.0,2763094.0,2855525.0,2947788.0,3040124.0,3132153.0,3223938.0,3315768.0,3407728.0,3499148.0,3590549.0,3681634.0,3773404.0,3864732.0,3956884.0,4048740.0,4139926.0,4230678.0,4321287.0,4412063.0,4503036.0,4593573.0,4684334.0,4775000.0,4865601.0,4956358.0,5048586.0,5140133.0,5231358.0,5323140.0
