,0,1,2
0,1,131,1:24.303
1,822,131,1:24.616
2,830,9,1:25.325
3,844,6,1:25.427
4,846,1,1:25.782
5,840,211,1:25.839
6,832,1,1:25.965
7,817,4,1:26.009
8,839,4,1:26.209
9,20,6,1:26.339
10,842,213,1:26.343
11,848,9,1:26.545
12,807,211,1:26.327
13,826,213,1:26.744
14,847,3,1:26.732
15,825,210,1:27.158
16,841,51,1:27.164
17,8,51,1:27.366
18,154,210,1:27.643
19,849,3,1:27.705
