,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53
0,hamilton,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,vettel,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2,massa,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,8,7,7,6,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3
3,bottas,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,7,6,6,6,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4
4,perez,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,4,4,4,3,8,8,8,8,8,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,6,6,6
5,rosberg,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,8,7,6,6,5,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0
6,grosjean,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,hulkenberg,8,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,9,11,11,10,10,10,10,10,10,9,9,8,8,7,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,7,7,0
8,ericsson,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,7,6,6,11,11,11,11,11,11,10,10,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,8,9,0
9,button,10,9,9,9,9,10,12,13,13,13,12,12,12,12,13,13,13,13,13,12,12,12,12,13,13,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,14,14,0
10,sainz,11,10,10,10,10,11,10,10,10,12,18,18,17,17,16,16,16,16,16,14,14,14,13,12,12,12,12,11,11,11,13,13,13,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,11,11,0
11,alonso,12,13,14,14,14,14,14,14,14,14,13,14,14,14,14,14,14,15,15,15,15,15,15,15,14,14,14,14,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,0,0,0,0,0,0
12,ricciardo,13,11,12,12,12,12,11,11,11,10,10,10,10,10,10,10,10,10,9,9,8,8,8,7,7,7,7,7,7,7,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,8,0
13,raikkonen,14,12,11,11,11,9,9,9,9,9,9,9,9,9,9,9,9,8,7,5,5,5,4,3,3,3,3,5,10,10,8,8,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,5,5,5
14,stevens,15,15,15,15,15,15,15,15,16,16,15,15,16,16,17,17,17,17,17,17,17,17,17,17,17,17,18,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,16,16,16,15,0,0
15,kvyat,16,14,13,13,13,13,13,12,12,11,11,11,11,11,11,11,11,11,10,10,9,9,9,9,9,9,11,12,12,12,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,10,10,0
16,merhi,17,16,16,16,16,16,16,17,17,18,17,17,18,18,18,18,18,18,18,18,18,18,18,18,18,18,17,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,17,17,17,16,0,0
17,nasr,18,18,18,18,18,18,18,18,18,17,16,16,15,15,15,15,15,14,14,13,13,13,14,14,16,16,16,16,14,14,14,14,14,13,13,13,14,14,14,14,14,14,14,14,14,14,14,14,14,14,13,13,0
18,max_verstappen,19,17,17,17,17,17,17,16,15,15,14,13,13,13,12,12,12,12,12,16,16,16,16,16,15,13,13,13,13,13,12,12,12,14,14,14,13,13,13,13,13,13,13,13,13,13,13,13,13,13,12,12,0
