,raceId,driverId,driverRef,positionOrder,statusId,status,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66
8,1055.0,830.0,max_verstappen,2.0,1.0,Finished,86190.0,169751.0,253001.0,336210.0,419416.0,502643.0,585733.0,671216.0,806096.0,945992.0,1029243.0,1112540.0,1195549.0,1278704.0,1361856.0,1445371.0,1528634.0,1611923.0,1695240.0,1778602.0,1862062.0,1945575.0,2029304.0,2117342.0,2218887.0,2300298.0,2382469.0,2464727.0,2547173.0,2629794.0,2712508.0,2794964.0,2877095.0,2958628.0,3040199.0,3121686.0,3203558.0,3285285.0,3367369.0,3449359.0,3531076.0,3613194.0,3694826.0,3776712.0,3858699.0,3941172.0,4023761.0,4106800.0,4189724.0,4272064.0,4354577.0,4436935.0,4519103.0,4601632.0,4684296.0,4767219.0,4849773.0,4932184.0,5014730.0,5103178.0,5204516.0,5282665.0,5362881.0,5442500.0,5522646.0,5603521.0
1,1055.0,1.0,hamilton,1.0,1.0,Finished,87702.0,171500.0,254925.0,337863.0,420981.0,504043.0,587304.0,676557.0,808168.0,946584.0,1030192.0,1113607.0,1196645.0,1279825.0,1363134.0,1446384.0,1529851.0,1613169.0,1696576.0,1780135.0,1863302.0,1946625.0,2030201.0,2114711.0,2197995.0,2281659.0,2364766.0,2451796.0,2552739.0,2634015.0,2715219.0,2796622.0,2878131.0,2959643.0,3041111.0,3122837.0,3204442.0,3286478.0,3368517.0,3450295.0,3531992.0,3617678.0,3717291.0,3798066.0,3878794.0,3959524.0,4040872.0,4122142.0,4203297.0,4284291.0,4365516.0,4448186.0,4529490.0,4610155.0,4690942.0,4771932.0,4852838.0,4933769.0,5015290.0,5097495.0,5178602.0,5260238.0,5341943.0,5423651.0,5505636.0,5587680.0
14,1055.0,844.0,leclerc,4.0,1.0,Finished,89442.0,174390.0,258793.0,342991.0,427260.0,511455.0,595517.0,686849.0,809540.0,946954.0,1031591.0,1115650.0,1199489.0,1283335.0,1367121.0,1451011.0,1534753.0,1618511.0,1702332.0,1786295.0,1870129.0,1954234.0,2038509.0,2122679.0,2206906.0,2291501.0,2376020.0,2464953.0,2566138.0,2648913.0,2731712.0,2814657.0,2897367.0,2979992.0,3062574.0,3145160.0,3227764.0,3310588.0,3393248.0,3475808.0,3558634.0,3641332.0,3724067.0,3806826.0,3889631.0,3972368.0,4055408.0,4138424.0,4220835.0,4303366.0,4385827.0,4468289.0,4550575.0,4633292.0,4716236.0,4799192.0,4883437.0,4970396.0,5071263.0,5152327.0,5233383.0,5314314.0,5395640.0,5476099.0,5558600.0,5642296.0
7,1055.0,822.0,bottas,3.0,1.0,Finished,90174.0,175425.0,259546.0,343738.0,428522.0,512324.0,596220.0,688295.0,810513.0,947422.0,1032500.0,1116608.0,1200596.0,1284477.0,1368512.0,1452410.0,1536141.0,1619877.0,1703576.0,1787416.0,1871253.0,1955404.0,2043147.0,2143276.0,2225269.0,2307714.0,2390122.0,2472290.0,2554862.0,2637318.0,2719709.0,2801972.0,2884200.0,2966577.0,3047984.0,3129773.0,3211300.0,3293246.0,3375592.0,3457227.0,3540065.0,3622759.0,3705442.0,3787480.0,3869818.0,3952368.0,4034622.0,4116667.0,4198912.0,4281812.0,4364540.0,4449705.0,4537407.0,4637512.0,4717603.0,4799615.0,4879857.0,4961190.0,5043431.0,5127331.0,5211026.0,5292357.0,5372976.0,5453608.0,5533038.0,5614290.0
6,1055.0,817.0,ricciardo,6.0,1.0,Finished,91083.0,176512.0,261192.0,345628.0,430039.0,514507.0,598719.0,691241.0,811856.0,948078.0,1033699.0,1118297.0,1202916.0,1287582.0,1372505.0,1457210.0,1541701.0,1626289.0,1710768.0,1795204.0,1879847.0,1964616.0,2049130.0,2133677.0,2221547.0,2323924.0,2406997.0,2490313.0,2574325.0,2657870.0,2740917.0,2824057.0,2907106.0,2990151.0,3073120.0,3156262.0,3239215.0,3322241.0,3405247.0,3488599.0,3572318.0,3655682.0,3739115.0,3822081.0,3905384.0,3993920.0,4094938.0,4177518.0,4260946.0,4343383.0,4427796.0,4510400.0,4593146.0,4675413.0,4757406.0,4839442.0,4921302.0,5003558.0,5086089.0,5167942.0,5250033.0,5332156.0,5414223.0,5496712.0,5579010.0,5661448.0
5,1055.0,815.0,perez,5.0,1.0,Finished,91943.0,177184.0,261976.0,346699.0,430766.0,515310.0,599615.0,693081.0,812776.0,948920.0,1034569.0,1119385.0,1203822.0,1288868.0,1373857.0,1458420.0,1542950.0,1627344.0,1711858.0,1796370.0,1881093.0,1965857.0,2050402.0,2134929.0,2220853.0,2304461.0,2391445.0,2494676.0,2576638.0,2658779.0,2741685.0,2824866.0,2907909.0,2990960.0,3073911.0,3157272.0,3240040.0,3322995.0,3405915.0,3489286.0,3574011.0,3656978.0,3740081.0,3822851.0,3906062.0,3988334.0,4070389.0,4152272.0,4234476.0,4316500.0,4399079.0,4481646.0,4564677.0,4647367.0,4730049.0,4813159.0,4900371.0,5000872.0,5083763.0,5163246.0,5244914.0,5326314.0,5407269.0,5488972.0,5570380.0,5651351.0
10,1055.0,839.0,ocon,9.0,11.0,+1 Lap,92775.0,178406.0,263642.0,348500.0,432949.0,517855.0,602472.0,696457.0,814027.0,949273.0,1035581.0,1120843.0,1205857.0,1290809.0,1375715.0,1460669.0,1545292.0,1630178.0,1714907.0,1800074.0,1885302.0,1970447.0,2058557.0,2161763.0,2245885.0,2330811.0,2414791.0,2498876.0,2582831.0,2667057.0,2750930.0,2835143.0,2919469.0,3003673.0,3087945.0,3172064.0,3256063.0,3339886.0,3423631.0,3507083.0,3590567.0,3674033.0,3757673.0,3841145.0,3924498.0,4007809.0,4091608.0,4175219.0,4258802.0,4342595.0,4427286.0,4512875.0,4597963.0,4682721.0,4769488.0,4855645.0,4940165.0,5024644.0,5109728.0,5194669.0,5280877.0,5367652.0,5452882.0,5539648.0,5626241.0,
9,1055.0,832.0,sainz,7.0,1.0,Finished,93500.0,179470.0,264719.0,349547.0,434306.0,519202.0,603662.0,698521.0,815852.0,949514.0,1036267.0,1121563.0,1206742.0,1291469.0,1376790.0,1461778.0,1546666.0,1631538.0,1716306.0,1801460.0,1886437.0,1975057.0,2075983.0,2159974.0,2244475.0,2328310.0,2411804.0,2495596.0,2578730.0,2662619.0,2745095.0,2828099.0,2911055.0,2993956.0,3076762.0,3159739.0,3242571.0,3325222.0,3408210.0,3491177.0,3575125.0,3658624.0,3742145.0,3825059.0,3908232.0,3995265.0,4096324.0,4178419.0,4262453.0,4344305.0,4428441.0,4513072.0,4594640.0,4676558.0,4758373.0,4840307.0,4922359.0,5004608.0,5086829.0,5168843.0,5250963.0,5333253.0,5415290.0,5497744.0,5580003.0,5662350.0
15,1055.0,846.0,norris,8.0,11.0,+1 Lap,93959.0,180459.0,266205.0,351150.0,436100.0,521230.0,606083.0,700838.0,818279.0,949967.0,1037110.0,1123029.0,1208273.0,1293758.0,1378835.0,1463887.0,1549486.0,1634665.0,1719280.0,1803765.0,1888557.0,1973340.0,2060465.0,2164374.0,2248752.0,2333147.0,2417577.0,2501704.0,2586012.0,2670391.0,2754829.0,2838882.0,2922962.0,3007082.0,3091358.0,3176291.0,3259866.0,3343132.0,3426356.0,3509532.0,3592792.0,3675949.0,3759121.0,3842391.0,3925772.0,4009188.0,4092777.0,4176225.0,4262004.0,4346768.0,4433648.0,4535478.0,4617827.0,4701130.0,4785071.0,4866350.0,4948432.0,5030133.0,5111921.0,5195061.0,5277324.0,5360980.0,5446177.0,5529166.0,5612265.0,
2,1055.0,4.0,alonso,17.0,11.0,+1 Lap,94655.0,181537.0,267235.0,352332.0,437509.0,522624.0,607590.0,701900.0,819166.0,950597.0,1038716.0,1124874.0,1210214.0,1295770.0,1381229.0,1466667.0,1551824.0,1637458.0,1722653.0,1807984.0,1896450.0,1998802.0,2082688.0,2166546.0,2251251.0,2335984.0,2420402.0,2504993.0,2590597.0,2674871.0,2758960.0,2843444.0,2927631.0,3011733.0,3095839.0,3180168.0,3264545.0,3348577.0,3432623.0,3516567.0,3600578.0,3684698.0,3768666.0,3852589.0,3936629.0,4020834.0,4105257.0,4191082.0,4275432.0,4359774.0,4444635.0,4529231.0,4614578.0,4699207.0,4784750.0,4870134.0,4955284.0,5040620.0,5126326.0,5214123.0,5305996.0,5412205.0,5493387.0,5576839.0,5658194.0,
