,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66
0,max_verstappen,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2
1,hamilton,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1
2,leclerc,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,4,4,4,4,4,4,4,4,4,4
3,bottas,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,6,6,5,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,3,3,4,4,4,3,3,3,3,3,3,3,3,3,3
4,ricciardo,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,8,7,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,8,8,7,7,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
5,perez,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,4,4,5,7,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
6,ocon,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,12,12,12,10,10,9,9,9,9,9,9,8,8,8,8,8,8,8,8,8,8,8,8,6,6,6,6,6,7,8,8,8,8,8,8,8,8,9,9,9,9,9,0
7,sainz,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,9,13,11,11,10,9,8,8,8,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,9,9,9,8,8,8,7,7,7,7,7,7,7,7,7,7,7,7,7,7
8,norris,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,8,8,13,13,13,13,11,10,10,10,10,10,10,10,10,9,9,9,9,9,9,9,9,9,9,7,7,8,9,9,11,11,11,10,9,9,9,9,9,8,8,8,8,8,0
9,alonso,10,10,10,10,10,10,10,10,10,10,11,11,11,11,11,11,11,11,11,11,11,16,15,15,15,15,15,14,13,12,12,12,12,12,12,12,11,11,10,10,10,10,10,10,10,10,10,10,10,10,10,9,9,9,9,10,10,10,10,10,15,17,17,17,17,0
10,stroll,11,11,11,11,11,11,11,11,11,11,10,10,10,10,10,10,10,10,10,10,10,10,14,14,14,14,14,13,11,11,11,11,11,11,11,11,10,10,11,14,14,14,14,14,14,14,13,12,12,12,12,12,12,12,12,12,12,12,11,11,10,11,11,11,11,0
11,vettel,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,13,18,17,16,16,16,16,15,14,13,13,13,13,13,13,13,12,13,16,16,16,16,16,16,16,16,16,15,14,14,14,14,15,15,15,15,15,15,15,14,13,13,13,13,13,0
12,gasly,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,15,18,18,18,17,18,17,17,17,17,16,15,15,14,14,14,14,14,14,14,12,12,11,11,11,11,11,11,11,12,16,16,15,15,15,14,14,14,14,14,14,13,12,11,10,10,10,10,0
13,raikkonen,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,13,13,13,12,11,9,7,7,6,6,5,6,7,8,8,8,8,9,9,13,17,15,15,15,15,15,15,15,15,15,14,13,13,13,13,13,13,13,13,13,13,12,13,12,12,12,12,12,0
14,giovinazzi,15,15,15,15,15,15,15,15,18,18,18,18,18,18,18,18,18,17,16,16,16,14,12,10,10,11,11,12,12,14,15,16,16,16,16,16,17,16,17,18,18,18,18,18,18,18,18,18,18,17,16,16,16,16,16,16,16,16,16,16,16,15,15,15,15,0
15,mick_schumacher,16,16,16,16,17,17,16,17,16,15,15,16,16,16,17,17,17,18,17,17,17,15,16,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,17,17,17,17,17,17,17,17,17,17,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,0,0
16,russell,17,18,18,18,18,18,17,16,15,16,16,15,15,15,15,15,15,14,14,14,14,12,10,8,8,7,8,9,16,16,16,15,15,15,15,15,15,14,13,12,12,12,12,12,12,12,11,11,11,11,11,10,10,10,11,11,11,11,14,15,14,14,14,14,14,0
17,tsunoda,18,17,17,17,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,latifi,19,19,19,19,19,19,18,18,17,17,17,17,17,17,16,16,16,16,15,15,15,13,11,9,9,9,12,17,17,17,17,17,17,17,17,17,16,15,14,13,13,13,13,13,13,13,14,13,15,16,17,17,17,17,17,17,17,17,17,17,17,16,16,16,16,0
