,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55
0,223370.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,224268.0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,225048.0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,4,4,4,4,4,6,11,11,11,10,9,9,9,9,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
3,225724.0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,2,2,2,2,2,2,2,2,7,5,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
4,226577.0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,7,7,7,6,6,6,4,4,10,10,9,8,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,227525.0,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,5,5,4,3,3,3,3,3,2,6,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4
6,228365.0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,6,6,5,6,6,10,15,15,14,14,14,14,13,12,12,12,12,9,9,8,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
7,229187.0,8,8,8,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,8,8,8,8,8,9,16,14,12,12,12,12,12,11,10,10,10,10,7,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
8,230060.0,9,9,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,7,7,7,6,5,5,5,5,5,3,2,9,9,8,7,7,7,7,12,14,14,14,13,12,12,17,17,17,17,17,17,16,16,15,15,15
9,231380.0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,9,9,9,9,10,8,8,14,13,13,13,13,12,11,11,11,11,8,8,7,8,16,14,13,12,12,12,12,11,11,11,11,11,11,11
10,232328.0,11,11,11,11,11,11,11,11,11,11,11,11,12,11,11,11,11,11,11,10,10,10,11,11,11,11,16,16,15,15,15,15,15,15,15,15,15,13,12,12,12,11,11,11,10,10,10,10,10,10,10,10,10,10,10
11,259187.0,12,21,21,21,21,21,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,232961.0,13,12,12,12,12,12,12,12,13,15,15,15,15,14,14,14,14,14,14,14,13,13,13,13,13,12,10,9,9,8,6,6,6,14,14,14,14,11,11,10,10,9,9,10,11,11,11,11,12,12,12,12,12,12,12
13,237997.0,14,14,14,15,15,15,16,16,16,16,16,16,16,15,15,15,15,16,18,17,17,17,17,17,17,17,17,18,17,17,17,17,17,17,17,17,17,15,15,15,15,14,15,15,14,14,14,14,14,14,14,14,14,14,14
14,235591.0,15,13,13,13,13,13,14,14,14,13,13,13,13,12,12,12,12,12,13,13,14,15,16,16,16,15,13,13,16,16,16,16,16,16,16,16,16,14,13,13,13,12,13,14,13,13,13,13,13,13,13,13,13,13,13
15,238756.0,16,15,15,16,16,17,17,17,17,17,17,17,17,16,16,16,16,19,19,18,18,18,18,18,18,18,18,19,18,18,18,18,18,18,18,18,18,16,16,16,16,15,16,16,15,15,15,15,15,15,15,15,16,16,16
16,239267.0,17,16,18,18,18,18,18,18,18,18,18,18,18,17,17,20,20,20,20,19,19,19,19,19,19,19,20,20,19,19,19,19,19,19,19,19,19,17,17,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,241519.0,18,19,19,19,19,19,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
