,raceId,driverId,driverRef,positionOrder,statusId,status,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55
1,877.0,1.0,hamilton,21.0,10.0,Electrical,111642.0,223370.0,332179.0,440731.0,549564.0,657989.0,766137.0,874350.0,1005922.0,1170542.0,1331422.0,1492809.0,1650846.0,1803974.0,1911860.0,2019244.0,2126676.0,2234009.0,2341275.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,877.0,8.0,raikkonen,1.0,1.0,Finished,113050.0,224268.0,334144.0,443129.0,552100.0,661064.0,769708.0,878189.0,1006795.0,1171314.0,1332318.0,1493569.0,1651647.0,1804780.0,1913472.0,2021574.0,2129368.0,2237102.0,2344717.0,2452411.0,2559929.0,2667248.0,2774486.0,2881724.0,2989065.0,3096264.0,3203469.0,3310564.0,3418144.0,3525765.0,3635175.0,3761420.0,3867475.0,3973722.0,4079825.0,4185948.0,4291818.0,4398028.0,4524309.0,4686699.0,4842998.0,4994482.0,5099885.0,5205318.0,5310747.0,5415710.0,5520754.0,5625577.0,5730545.0,5835003.0,5939878.0,6044563.0,6149056.0,6253615.0,6358667.0
18,877.0,813.0,maldonado,5.0,1.0,Finished,114395.0,225048.0,334992.0,444404.0,553776.0,662924.0,771587.0,880272.0,1007715.0,1172125.0,1333205.0,1494493.0,1652439.0,1805503.0,1914480.0,2023152.0,2131726.0,2240028.0,2348465.0,2457062.0,2566406.0,2675486.0,2785100.0,2894743.0,3003020.0,3111417.0,3219822.0,3329520.0,3441680.0,3568981.0,3676972.0,3785201.0,3892408.0,3999971.0,4107283.0,4214249.0,4321600.0,4430629.0,4564301.0,4699157.0,4845705.0,4997341.0,5104553.0,5211067.0,5317260.0,5423427.0,5529050.0,5634512.0,5739913.0,5845283.0,5950848.0,6056200.0,6161318.0,6266841.0,6371674.0
3,877.0,4.0,alonso,2.0,1.0,Finished,115192.0,225724.0,335707.0,445228.0,554631.0,663654.0,772599.0,881875.0,1011390.0,1172655.0,1333646.0,1495129.0,1653103.0,1806401.0,1916266.0,2024768.0,2132791.0,2241050.0,2349363.0,2457737.0,2565416.0,2673041.0,2780739.0,2888465.0,2995934.0,3103523.0,3211184.0,3321205.0,3447895.0,3555420.0,3662146.0,3768845.0,3875401.0,3982038.0,4088496.0,4194774.0,4300871.0,4406752.0,4533555.0,4688285.0,4843585.0,4995436.0,5101825.0,5207881.0,5313761.0,5418958.0,5523774.0,5628405.0,5732762.0,5837032.0,5941630.0,6046048.0,6150138.0,6254865.0,6359519.0
8,877.0,17.0,webber,20.0,4.0,Collision,115889.0,226577.0,336431.0,446092.0,555578.0,664782.0,773649.0,882665.0,1013279.0,1173521.0,1334278.0,1495812.0,1654035.0,1806464.0,1916952.0,2025576.0,2133677.0,2241956.0,2349898.0,2458316.0,2566975.0,2676329.0,2790476.0,2898845.0,3007274.0,3115834.0,3223208.0,3330853.0,3440650.0,3549854.0,3675289.0,3782248.0,3889578.0,3997228.0,4105168.0,4212847.0,4320592.0,,,,,,,,,,,,,,,,,,
9,877.0,18.0,button,4.0,1.0,Finished,116501.0,227525.0,337337.0,446906.0,556606.0,665827.0,775135.0,884155.0,1016105.0,1174482.0,1335278.0,1496754.0,1654535.0,1806935.0,1917684.0,2026602.0,2134799.0,2242905.0,2350983.0,2459172.0,2567641.0,2677035.0,2785739.0,2893527.0,3000952.0,3108199.0,3215413.0,3323011.0,3431739.0,3556516.0,3663011.0,3769795.0,3876278.0,3982870.0,4089341.0,4195654.0,4301731.0,4407875.0,4539772.0,4688936.0,4844108.0,4996090.0,5102684.0,5208955.0,5314702.0,5420232.0,5525402.0,5630592.0,5735885.0,5840418.0,5945022.0,6051616.0,6156497.0,6261421.0,6366454.0
7,877.0,13.0,massa,7.0,1.0,Finished,117149.0,228365.0,338416.0,448213.0,557808.0,667026.0,776434.0,885645.0,1017582.0,1174998.0,1335977.0,1497477.0,1655302.0,1807679.0,1918375.0,2027966.0,2136503.0,2245086.0,2353347.0,2461819.0,2570218.0,2678672.0,2787509.0,2898051.0,3006702.0,3127422.0,3253985.0,3361340.0,3468501.0,3575727.0,3683113.0,3790400.0,3897731.0,4005188.0,4112647.0,4220073.0,4327132.0,4435227.0,4570833.0,4705278.0,4847304.0,4998916.0,5106716.0,5213747.0,5320355.0,5426981.0,5533606.0,5639648.0,5745749.0,5851874.0,5957698.0,6063523.0,6169223.0,6275345.0,6381563.0
15,877.0,155.0,kobayashi,6.0,1.0,Finished,118078.0,229187.0,339582.0,451183.0,561344.0,671235.0,780682.0,890362.0,1020525.0,1177017.0,1337558.0,1500100.0,1656693.0,1809056.0,1919974.0,2029812.0,2138838.0,2248178.0,2357215.0,2466208.0,2575262.0,2684076.0,2792702.0,2902048.0,3012557.0,3138978.0,3248304.0,3356764.0,3464220.0,3572226.0,3679831.0,3787346.0,3894663.0,4002081.0,4109259.0,4216477.0,4323622.0,4432346.0,4566269.0,4701171.0,4846442.0,4998377.0,5105843.0,5212894.0,5319562.0,5425999.0,5532395.0,5638731.0,5744615.0,5850535.0,5956048.0,6061894.0,6167627.0,6273320.0,6378743.0
20,877.0,815.0,perez,15.0,1.0,Finished,119445.0,230060.0,340069.0,449726.0,559031.0,668233.0,777460.0,886454.0,1018741.0,1176057.0,1336747.0,1498436.0,1655943.0,1808130.0,1918980.0,2028590.0,2137292.0,2245800.0,2354219.0,2462634.0,2570992.0,2679449.0,2788144.0,2896660.0,3004623.0,3112549.0,3220753.0,3329784.0,3438423.0,3548161.0,3673614.0,3781226.0,3888843.0,3996728.0,4104697.0,4212460.0,4320130.0,4451458.0,4614155.0,4728942.0,4853016.0,5003630.0,5110988.0,5220264.0,5352839.0,5458774.0,5564500.0,5671056.0,5776615.0,5882455.0,5988903.0,6095383.0,6201707.0,6307117.0,6415435.0
11,877.0,30.0,michael_schumacher,11.0,1.0,Finished,119978.0,231380.0,341952.0,452257.0,562566.0,672510.0,782114.0,891839.0,1021581.0,1178452.0,1338617.0,1501140.0,1658281.0,1809415.0,1920456.0,2030465.0,2139532.0,2248917.0,2359423.0,2468119.0,2577007.0,2685776.0,2794365.0,2903476.0,3013355.0,3122679.0,3233409.0,3359690.0,3467052.0,3574557.0,3681866.0,3789325.0,3896915.0,4004443.0,4111952.0,4219363.0,4326211.0,4434387.0,4568511.0,4702353.0,4847734.0,5006033.0,5113508.0,5220795.0,5326785.0,5433331.0,5539963.0,5647499.0,5753367.0,5858844.0,5964069.0,6069629.0,6174910.0,6280497.0,6386742.0
