,raceId,driverId,driverRef,positionOrder,statusId,status,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55
21,877.0,817.0,ricciardo,10.0,1.0,Finished,120683.0,232328.0,343127.0,453503.0,564081.0,674246.0,784189.0,894010.0,1025727.0,1179490.0,1340028.0,1502119.0,1659404.0,1810094.0,1921424.0,2031581.0,2140871.0,2250034.0,2360131.0,2469334.0,2578826.0,2688077.0,2798445.0,2907503.0,3016503.0,3128085.0,3257175.0,3365787.0,3474171.0,3582823.0,3690778.0,3798640.0,3906929.0,4015867.0,4124223.0,4231802.0,4339600.0,4452183.0,4589666.0,4709396.0,4851114.0,5001725.0,5109682.0,5218378.0,5324750.0,5431077.0,5537284.0,5643346.0,5749477.0,5855588.0,5961499.0,6067535.0,6173438.0,6279700.0,6386130.0
2,877.0,3.0,rosberg,23.0,4.0,Collision,120945.0,259187.0,368759.0,478099.0,587512.0,697732.0,807959.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,877.0,818.0,vergne,12.0,1.0,Finished,121022.0,232961.0,343866.0,454256.0,565139.0,675538.0,785695.0,895626.0,1031177.0,1184797.0,1344336.0,1506729.0,1662789.0,1811877.0,1923891.0,2034756.0,2144922.0,2254684.0,2365325.0,2476121.0,2585154.0,2693978.0,2802793.0,2911479.0,3020000.0,3128661.0,3236986.0,3345216.0,3453498.0,3561964.0,3670058.0,3778410.0,3887907.0,4014564.0,4121751.0,4229154.0,4336176.0,4445247.0,4578277.0,4707139.0,4849466.0,5000320.0,5108354.0,5217951.0,5325992.0,5432854.0,5539372.0,5647041.0,5755086.0,5861616.0,5968076.0,6074391.0,6180504.0,6286678.0,6393573.0
6,877.0,10.0,glock,14.0,1.0,Finished,122891.0,237997.0,350419.0,463693.0,575650.0,687405.0,800170.0,912481.0,1048702.0,1187361.0,1345186.0,1507795.0,1663451.0,1812932.0,1926231.0,2037740.0,2148707.0,2260394.0,2372526.0,2483847.0,2595022.0,2706114.0,2816651.0,2927129.0,3037641.0,3148017.0,3260358.0,3389087.0,3498238.0,3607188.0,3715956.0,3824936.0,3933690.0,4042277.0,4150653.0,4259348.0,4368342.0,4486795.0,4622536.0,4739038.0,4853747.0,5005049.0,5116086.0,5224976.0,5333292.0,5441421.0,5550006.0,5658662.0,5767026.0,5875024.0,5983199.0,6091010.0,6198890.0,6306551.0,6415140.0
4,877.0,5.0,kovalainen,13.0,1.0,Finished,123203.0,235591.0,346799.0,458016.0,569049.0,679855.0,790975.0,901700.0,1036441.0,1182076.0,1342143.0,1504785.0,1660321.0,1810719.0,1922592.0,2033266.0,2143343.0,2253306.0,2364785.0,2475535.0,2586294.0,2697033.0,2807835.0,2917643.0,3027409.0,3137101.0,3246487.0,3357603.0,3489139.0,3598083.0,3706542.0,3815289.0,3923960.0,4032405.0,4140860.0,4249332.0,4357750.0,4471865.0,4606209.0,4718902.0,4851968.0,5003223.0,5113106.0,5222712.0,5330753.0,5438693.0,5546405.0,5654156.0,5761704.0,5869017.0,5976132.0,6083743.0,6191157.0,6299310.0,6406431.0
16,877.0,808.0,petrov,16.0,1.0,Finished,123831.0,238756.0,351219.0,464202.0,576309.0,688831.0,800642.0,913383.0,1050108.0,1187765.0,1346043.0,1508598.0,1664245.0,1813442.0,1926785.0,2038415.0,2149479.0,2262953.0,2374133.0,2485235.0,2596080.0,2706877.0,2817937.0,2929166.0,3040022.0,3150591.0,3263087.0,3392607.0,3502491.0,3612017.0,3721564.0,3831145.0,3940361.0,4049394.0,4158726.0,4267892.0,4377121.0,4498022.0,4634106.0,4747717.0,4859153.0,5005627.0,5116707.0,5226237.0,5335101.0,5443491.0,5551969.0,5660472.0,5769109.0,5877417.0,5985785.0,6095048.0,6204456.0,6313531.0,6423262.0
23,877.0,819.0,pic,18.0,31.0,Retired,124696.0,239267.0,353203.0,465689.0,578164.0,690199.0,802283.0,914140.0,1051329.0,1189210.0,1347041.0,1509736.0,1664876.0,1814515.0,1927714.0,2042049.0,2153610.0,2264862.0,2375999.0,2486897.0,2597981.0,2708907.0,2819434.0,2930094.0,3040967.0,3152955.0,3283577.0,3393555.0,3503533.0,3613289.0,3722889.0,3832397.0,3941476.0,4050561.0,4159823.0,4269309.0,4378556.0,4500180.0,4637904.0,4752686.0,4869038.0,,,,,,,,,,,,,,
13,877.0,39.0,karthikeyan,22.0,4.0,Collision,125378.0,241519.0,355225.0,468252.0,580972.0,693210.0,805885.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,877.0,811.0,bruno_senna,8.0,1.0,Finished,125741.0,239631.0,352133.0,464676.0,576680.0,687738.0,798157.0,908067.0,1042519.0,1183355.0,1342692.0,1505634.0,1661429.0,1811153.0,1923283.0,2034055.0,2144288.0,2254011.0,2363837.0,2472976.0,2582861.0,2691952.0,2801127.0,2909980.0,3018775.0,3127404.0,3235360.0,3343174.0,3450935.0,3559115.0,3667054.0,3776038.0,3905130.0,4012151.0,4118678.0,4225360.0,4331860.0,4439038.0,4573390.0,4705800.0,4848237.0,4999420.0,5107418.0,5214358.0,5321037.0,5427799.0,5534281.0,5640671.0,5746364.0,5852607.0,5958394.0,6064148.0,6169929.0,6276093.0,6382209.0
10,877.0,20.0,vettel,3.0,1.0,Finished,126774.0,240144.0,351612.0,461773.0,571295.0,680515.0,789327.0,898105.0,1030817.0,1180267.0,1341000.0,1503100.0,1659075.0,1816846.0,1928466.0,2038949.0,2149751.0,2257805.0,2365806.0,2473658.0,2581624.0,2689362.0,2796685.0,2904159.0,3011678.0,3119095.0,3226148.0,3333315.0,3441293.0,3549017.0,3655772.0,3762871.0,3869561.0,3976499.0,4083455.0,4190048.0,4298168.0,4422428.0,4554184.0,4690028.0,4845210.0,4996614.0,5103273.0,5209680.0,5315225.0,5421158.0,5526293.0,5631497.0,5736769.0,5841458.0,5946006.0,6050426.0,6154754.0,6258718.0,6362830.0
12,877.0,37.0,rosa,17.0,1.0,Finished,133728.0,246760.0,359583.0,472481.0,584953.0,697405.0,810076.0,924948.0,1061785.0,1189880.0,1347784.0,1510674.0,1665879.0,1815584.0,1930964.0,2044002.0,2155904.0,2267420.0,2379264.0,2490874.0,2602857.0,2714108.0,2825466.0,2936740.0,3047781.0,3158837.0,3269960.0,3382303.0,3513647.0,3623354.0,3733087.0,3842702.0,3952535.0,4062257.0,4171475.0,4280810.0,4390029.0,4516409.0,4653661.0,4773210.0,4884191.0,5007691.0,5118208.0,5227918.0,5337838.0,5446929.0,5555548.0,5664322.0,5772998.0,5881921.0,5991736.0,6102739.0,6211674.0,6321449.0,6430445.0
14,877.0,154.0,grosjean,19.0,4.0,Collision,145273.0,280202.0,390206.0,499744.0,608956.0,718540.0,827660.0,941795.0,1077346.0,1209409.0,1348512.0,1511641.0,1667069.0,1815880.0,1928102.0,2039910.0,2150279.0,2260769.0,2370012.0,2478521.0,2587302.0,2695852.0,2804263.0,2913033.0,3021554.0,3130168.0,3238395.0,3346485.0,3454289.0,3562656.0,3671160.0,3779342.0,3887131.0,3995224.0,4103070.0,4210591.0,4318863.0,,,,,,,,,,,,,,,,,,
19,877.0,814.0,resta,9.0,1.0,Finished,169694.0,306302.0,416723.0,526879.0,636775.0,746566.0,856239.0,978382.0,1114740.0,1246627.0,1359490.0,1512584.0,1667723.0,1816481.0,1929139.0,2040689.0,2150915.0,2261406.0,2371093.0,2480274.0,2589319.0,2698023.0,2806798.0,2915485.0,3023939.0,3132384.0,3240520.0,3348571.0,3456470.0,3564530.0,3672470.0,3780595.0,3888347.0,3996214.0,4104191.0,4211845.0,4319650.0,4428279.0,4562132.0,4707882.0,4850068.0,5000886.0,5108917.0,5216663.0,5323197.0,5429029.0,5535526.0,5641533.0,5747383.0,5853512.0,5959268.0,6065013.0,6170630.0,6276827.0,6382827.0
