,raceId,driverId,driverRef,positionOrder,statusId,status,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72
15,232.0,71.0,damon_hill,1.0,1.0,Finished,82464.0,161950.0,241191.0,320846.0,400247.0,479898.0,559571.0,639138.0,718784.0,798372.0,877431.0,957044.0,1036835.0,1116429.0,1196138.0,1275606.0,1355140.0,1434741.0,1515592.0,1595674.0,1675174.0,1755007.0,1836372.0,1915889.0,1995432.0,2075781.0,2159827.0,2259447.0,2338489.0,2417721.0,2497307.0,2576983.0,2656859.0,2737690.0,2817311.0,2897078.0,2976964.0,3056931.0,3136411.0,3215400.0,3294618.0,3373909.0,3453222.0,3533928.0,3613383.0,3693380.0,3773143.0,3852747.0,3931995.0,4010942.0,4090553.0,4170705.0,4252587.0,4349422.0,4428447.0,4507750.0,4586688.0,4665707.0,4745288.0,4824274.0,4903447.0,4983861.0,5064409.0,5144042.0,5224417.0,5304671.0,5384599.0,5464840.0,5545374.0,5625032.0,5705412.0,5788795.0
8,232.0,55.0,alesi,3.0,1.0,Finished,83964.0,163837.0,243640.0,323631.0,403336.0,483126.0,563286.0,643307.0,723476.0,803667.0,883661.0,963680.0,1043468.0,1123408.0,1203384.0,1283604.0,1364422.0,1444499.0,1524644.0,1604991.0,1689537.0,1787579.0,1868095.0,1947751.0,2027763.0,2107544.0,2186922.0,2266706.0,2346673.0,2426905.0,2508041.0,2588003.0,2667951.0,2748062.0,2828436.0,2908870.0,2990639.0,3070876.0,3150771.0,3230961.0,3311742.0,3395966.0,3497812.0,3577672.0,3658001.0,3738353.0,3818686.0,3899066.0,3980306.0,4060446.0,4140662.0,4221089.0,4301556.0,4381802.0,4462058.0,4542491.0,4622789.0,4703506.0,4784277.0,4864820.0,4945572.0,5026325.0,5107051.0,5187699.0,5269036.0,5350415.0,5431018.0,5511700.0,5592544.0,5673141.0,5753857.0,5835237.0
10,232.0,57.0,hakkinen,5.0,1.0,Finished,85011.0,165789.0,246250.0,326442.0,406563.0,486661.0,567319.0,647444.0,727383.0,807143.0,886986.0,967034.0,1047092.0,1126881.0,1206899.0,1286858.0,1367289.0,1448276.0,1528184.0,1608212.0,1688503.0,1768810.0,1848788.0,1929412.0,2009704.0,2089347.0,2172657.0,2271410.0,2353356.0,2433472.0,2513927.0,2594462.0,2675454.0,2757453.0,2838810.0,2918981.0,2999108.0,3079050.0,3158740.0,3238693.0,3318803.0,3398824.0,3482554.0,3563525.0,3644019.0,3724571.0,3804412.0,3884707.0,3964473.0,4044869.0,4130662.0,4236999.0,4317505.0,4397531.0,4477593.0,4558494.0,4638566.0,4718984.0,4798616.0,4878443.0,4958801.0,5038627.0,5119135.0,5199278.0,5280337.0,5361519.0,5443138.0,5524727.0,5606339.0,5687317.0,5769090.0,5851569.0
4,232.0,35.0,villeneuve,2.0,1.0,Finished,85696.0,166441.0,246868.0,327229.0,407431.0,487613.0,568282.0,648549.0,728581.0,808592.0,888635.0,968724.0,1048745.0,1128599.0,1208456.0,1288347.0,1368488.0,1449012.0,1529113.0,1609084.0,1689127.0,1769484.0,1849739.0,1929992.0,2010396.0,2090113.0,2169958.0,2249002.0,2328270.0,2411704.0,2511763.0,2590966.0,2670443.0,2749830.0,2828966.0,2909335.0,2989253.0,3068224.0,3147338.0,3227059.0,3307194.0,3386235.0,3465412.0,3544242.0,3623342.0,3702814.0,3781443.0,3860053.0,3942125.0,4041764.0,4121751.0,4200946.0,4279881.0,4358835.0,4438777.0,4518656.0,4598280.0,4678976.0,4758636.0,4838213.0,4917938.0,4997836.0,5077781.0,5157917.0,5238042.0,5318522.0,5398574.0,5478035.0,5557425.0,5636634.0,5716764.0,5796922.0
17,232.0,77.0,berger,4.0,1.0,Finished,86639.0,167839.0,248417.0,328914.0,409530.0,490035.0,570706.0,650906.0,731580.0,811810.0,891884.0,972886.0,1052986.0,1132996.0,1213242.0,1293075.0,1373133.0,1452770.0,1532778.0,1612569.0,1692285.0,1772082.0,1852783.0,1936665.0,2036592.0,2117209.0,2197317.0,2277086.0,2356827.0,2437021.0,2516908.0,2597062.0,2677046.0,2758086.0,2840031.0,2920318.0,3000639.0,3080520.0,3160464.0,3240296.0,3320335.0,3400288.0,3480925.0,3561524.0,3641477.0,3725373.0,3824469.0,3903675.0,3983679.0,4063225.0,4142963.0,4222665.0,4302478.0,4382487.0,4462794.0,4543066.0,4623653.0,4704127.0,4785001.0,4865574.0,4946166.0,5027223.0,5107630.0,5188690.0,5269681.0,5351019.0,5431714.0,5512670.0,5593268.0,5673958.0,5754688.0,5835654.0
20,232.0,84.0,brundle,8.0,11.0,+1 Lap,87341.0,168889.0,250119.0,331291.0,412159.0,493162.0,574420.0,655385.0,736326.0,817610.0,898589.0,980006.0,1061393.0,1142997.0,1224550.0,1306020.0,1387256.0,1468563.0,1549725.0,1631128.0,1712560.0,1794630.0,1879840.0,1979902.0,2060355.0,2140990.0,2221801.0,2302636.0,2383524.0,2464723.0,2545659.0,2626720.0,2708126.0,2789369.0,2870279.0,2951850.0,3033227.0,3114817.0,3196782.0,3278312.0,3359224.0,3440303.0,3521344.0,3602713.0,3684086.0,3765670.0,3847603.0,3932667.0,4035281.0,4116009.0,4196423.0,4277001.0,4357466.0,4438110.0,4520248.0,4601829.0,4683497.0,4765671.0,4847211.0,4928475.0,5009616.0,5090816.0,5172192.0,5253633.0,5334967.0,5416499.0,5498201.0,5579978.0,5662165.0,5744283.0,5827503.0,
1,232.0,14.0,coulthard,6.0,11.0,+1 Lap,87691.0,169393.0,250649.0,332032.0,413347.0,494583.0,575515.0,656321.0,737242.0,818257.0,899447.0,980619.0,1062009.0,1143644.0,1225041.0,1306553.0,1387795.0,1469054.0,1550288.0,1631467.0,1712896.0,1795030.0,1876794.0,1957033.0,2041167.0,2138552.0,2218520.0,2298904.0,2379457.0,2459834.0,2540055.0,2620574.0,2700975.0,2781651.0,2862461.0,2943991.0,3024483.0,3104855.0,3184942.0,3265100.0,3345437.0,3425988.0,3506468.0,3587033.0,3668097.0,3749115.0,3829946.0,3910448.0,3994446.0,4092828.0,4174102.0,4256395.0,4336959.0,4417375.0,4497611.0,4578046.0,4658168.0,4739262.0,4819915.0,4900190.0,4981703.0,5062490.0,5142781.0,5223482.0,5305425.0,5386657.0,5467485.0,5547937.0,5628938.0,5709895.0,5790673.0,
12,232.0,64.0,diniz,17.0,5.0,Engine,88265.0,170220.0,251986.0,333698.0,415507.0,496982.0,577979.0,659171.0,740604.0,821861.0,903149.0,984535.0,1066069.0,1147767.0,1230017.0,1312497.0,1394038.0,1475979.0,1557924.0,1639784.0,1721901.0,1804477.0,1886634.0,1968879.0,2050781.0,2133337.0,2215540.0,2304988.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,232.0,22.0,barrichello,9.0,11.0,+1 Lap,88886.0,170894.0,252507.0,334209.0,416029.0,497675.0,579244.0,660860.0,742477.0,823597.0,904677.0,986045.0,1067067.0,1148486.0,1230495.0,1313011.0,1394846.0,1476551.0,1558387.0,1643527.0,1743393.0,1823770.0,1904348.0,1985498.0,2066457.0,2147224.0,2227927.0,2309263.0,2390437.0,2471609.0,2552915.0,2634980.0,2716267.0,2797219.0,2878435.0,2959810.0,3040727.0,3121658.0,3202547.0,3283623.0,3365475.0,3447613.0,3529301.0,3611578.0,3695162.0,3781843.0,3881488.0,3961622.0,4043656.0,4125122.0,4206318.0,4287483.0,4368999.0,4450522.0,4531458.0,4612831.0,4694875.0,4776355.0,4857836.0,4939289.0,5021051.0,5103188.0,5185539.0,5268209.0,5352244.0,5434057.0,5516288.0,5598168.0,5680189.0,5762228.0,5844841.0,
5,232.0,44.0,panis,7.0,11.0,+1 Lap,89282.0,171507.0,252964.0,334533.0,416394.0,498032.0,579659.0,661380.0,742831.0,824138.0,905403.0,986818.0,1067984.0,1149125.0,1230802.0,1313373.0,1395284.0,1480395.0,1579259.0,1658820.0,1738606.0,1818403.0,1898372.0,1980663.0,2061395.0,2141877.0,2222711.0,2303857.0,2384367.0,2465478.0,2546156.0,2627490.0,2708642.0,2790052.0,2870877.0,2955891.0,3053494.0,3132206.0,3211310.0,3290686.0,3370193.0,3449909.0,3530467.0,3611905.0,3692527.0,3772511.0,3854016.0,3933975.0,4013878.0,4094189.0,4174652.0,4255175.0,4334876.0,4418652.0,4516780.0,4596868.0,4677580.0,4757417.0,4837200.0,4917089.0,4996799.0,5076762.0,5157216.0,5237546.0,5320260.0,5402197.0,5483228.0,5564071.0,5644911.0,5726629.0,5808120.0,
