,raceId,driverId,driverRef,positionOrder,statusId,status,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72
7,232.0,50.0,verstappen,18.0,38.0,Steering,89663.0,171803.0,253491.0,335043.0,416929.0,498827.0,580410.0,662206.0,743667.0,825594.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,232.0,49.0,frentzen,14.0,37.0,Throttle,90282.0,172621.0,254685.0,336409.0,418341.0,500413.0,582533.0,664236.0,746289.0,828053.0,910862.0,992329.0,1074020.0,1155803.0,1237634.0,1319496.0,1401144.0,1482757.0,1564534.0,1646004.0,1727465.0,1809014.0,1890614.0,1972419.0,2054334.0,2139576.0,2239451.0,2322936.0,2404209.0,2485656.0,2567212.0,2648901.0,2730505.0,2812350.0,2893965.0,2975812.0,3058602.0,3140919.0,3222519.0,3303931.0,3385601.0,3467600.0,3549460.0,3631402.0,3713473.0,3795045.0,3876398.0,3958482.0,4040487.0,4126863.0,4225802.0,4307240.0,4389314.0,4470890.0,4552566.0,4634237.0,,,,,,,,,,,,,,,,
18,232.0,79.0,katayama,15.0,5.0,Engine,91181.0,173447.0,255622.0,337203.0,419368.0,501214.0,583228.0,665759.0,747472.0,829175.0,911719.0,993374.0,1075085.0,1157050.0,1239150.0,1320886.0,1402647.0,1484693.0,1566316.0,1647895.0,1729902.0,1811509.0,1893118.0,1975491.0,2061940.0,2161468.0,2242457.0,2323989.0,2405508.0,2486804.0,2568636.0,2652209.0,2750275.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,232.0,63.0,salo,10.0,12.0,+2 Laps,91676.0,173897.0,256239.0,338087.0,421083.0,502523.0,583849.0,666255.0,748433.0,829836.0,912502.0,994458.0,1076396.0,1158403.0,1240342.0,1321994.0,1403690.0,1488604.0,1589400.0,1671332.0,1753726.0,1837127.0,1918630.0,2000429.0,2081748.0,2163601.0,2245263.0,2327266.0,2409824.0,2491539.0,2572989.0,2654645.0,2738557.0,2820618.0,2902156.0,2983329.0,3065038.0,3146587.0,3229036.0,3312289.0,3395456.0,3477567.0,3558939.0,3640400.0,3726934.0,3825710.0,3906441.0,3987151.0,4068222.0,4150494.0,4233097.0,4314589.0,4395669.0,4476583.0,4559629.0,4641379.0,4726861.0,4809456.0,4891462.0,4973930.0,5056466.0,5139004.0,5221799.0,5307645.0,5390708.0,5473984.0,5559343.0,5643193.0,5728325.0,5812589.0,,
13,232.0,65.0,herbert,13.0,2.0,Disqualified,92132.0,175830.0,258389.0,341051.0,423354.0,505546.0,587726.0,669854.0,752276.0,834926.0,917837.0,1000217.0,1082294.0,1164641.0,1246639.0,1328906.0,1411127.0,1493390.0,1575523.0,1658328.0,1741157.0,1824786.0,1907555.0,1990348.0,2073082.0,2155969.0,2238814.0,2325475.0,2425723.0,2508674.0,2590376.0,2673026.0,2757653.0,2841797.0,2923700.0,3006929.0,3088206.0,3169468.0,3251054.0,3333531.0,3415839.0,3502197.0,3584357.0,3667120.0,3751187.0,3833913.0,3916840.0,3999819.0,4082553.0,4165308.0,4248185.0,4335528.0,4434344.0,4516232.0,4601044.0,4685221.0,4767895.0,4851213.0,4934685.0,5017704.0,5100384.0,5184278.0,5271205.0,5356134.0,5440051.0,5524023.0,5608988.0,5693873.0,5778154.0,5863573.0,,
9,232.0,56.0,irvine,19.0,6.0,Gearbox,92543.0,174726.0,256994.0,338818.0,445944.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,232.0,69.0,badoer,16.0,69.0,Fuel system,93067.0,176327.0,260831.0,343765.0,426422.0,508799.0,591714.0,674620.0,756878.0,839530.0,922427.0,1005275.0,1088833.0,1176625.0,1282490.0,1366753.0,1451468.0,1535456.0,1618373.0,1701658.0,1784841.0,1868897.0,1952521.0,2036073.0,2120622.0,2203987.0,2286678.0,2369684.0,2452596.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,232.0,21.0,fisichella,20.0,48.0,Fuel pump,93518.0,176966.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,232.0,85.0,montermini,21.0,10.0,Electrical,93923.0,178741.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,232.0,83.0,lamy,12.0,13.0,+3 Laps,94610.0,179411.0,263129.0,346223.0,429194.0,512312.0,595154.0,678014.0,761210.0,844240.0,929380.0,1013487.0,1097105.0,1180916.0,1264597.0,1348514.0,1431994.0,1516773.0,1600287.0,1683461.0,1766991.0,1857057.0,1963707.0,2046981.0,2130679.0,2213860.0,2297671.0,2382074.0,2467955.0,2552353.0,2637207.0,2720717.0,2804204.0,2888145.0,2972075.0,3057503.0,3142547.0,3226603.0,3310519.0,3394916.0,3480064.0,3565588.0,3648999.0,3732173.0,3815197.0,3898246.0,3986220.0,4090037.0,4175608.0,4259460.0,4342699.0,4425696.0,4510327.0,4594338.0,4680609.0,4766349.0,4850348.0,4936228.0,5020269.0,5105424.0,5191555.0,5276495.0,5360762.0,5445457.0,5529405.0,5613164.0,5697400.0,5781979.0,5867135.0,,,
16,232.0,73.0,rosset,11.0,13.0,+3 Laps,95513.0,180289.0,264326.0,347267.0,430927.0,513631.0,596484.0,679383.0,762132.0,845014.0,927878.0,1011173.0,1093475.0,1175888.0,1258310.0,1340917.0,1423290.0,1505385.0,1588157.0,1671037.0,1753194.0,1838183.0,1921152.0,2008142.0,2115508.0,2199205.0,2282109.0,2364719.0,2447054.0,2529502.0,2612337.0,2695109.0,2777907.0,2861582.0,2945928.0,3029597.0,3112775.0,3196060.0,3280661.0,3364182.0,3449201.0,3534921.0,3619602.0,3703764.0,3787853.0,3871647.0,3955186.0,4043078.0,4150051.0,4234535.0,4318308.0,4401538.0,4484257.0,4566707.0,4649196.0,4733922.0,4816690.0,4899266.0,4983401.0,5066598.0,5150184.0,5233663.0,5317493.0,5401688.0,5486125.0,5569318.0,5652598.0,5736155.0,5820175.0,,,
