,raceId,driverId,driverRef,constructorId,positionOrder,statusId,status,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57
14,175,57,hakkinen,1,16,37,Throttle,101552,196231,290254,384507,478654,572436,666645,760806,854115,948184,1042385,1137025,1232157,1327249.0,1424598.0,1591194.0,1742557.0,1911736.0,2036307.0,2160530.0,2288255.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,175,14,coulthard,1,18,9,Hydraulics,102245,197298,291234,385523,479934,573646,667863,762052,855655,949261,1043727,1138050,1233250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,175,56,irvine,6,1,1,Finished,104639,201554,297899,393929,489494,585244,680478,775790,870977,965876,1060698,1155342,1249856,1344381.0,1442732.0,1592444.0,1742596.0,1840021.0,1934814.0,2029605.0,2123876.0,2222239.0,2356900.0,2510451.0,2656969.0,2752234.0,2846018.0,2939943.0,3033503.0,3127834.0,3221551.0,3315260.0,3408907.0,3524204.0,3622962.0,3717903.0,3812835.0,3907323.0,4001739.0,4096467.0,4191214.0,4285572.0,4379458.0,4473171.0,4567080.0,4660948.0,4754705.0,4849917.0,4944845.0,5039654.0,5133821.0,5228240.0,5322457.0,5417016.0,5511391.0,5606157.0,5701660.0
12,175,49,frentzen,17,2,1,Finished,105387,202716,299172,395522,491003,586764,682051,777495,872524,967545,1062548,1157055,1251914,1346416.0,1443728.0,1592914.0,1742880.0,1841312.0,1935942.0,2031192.0,2125293.0,2223207.0,2357591.0,2511040.0,2657686.0,2753076.0,2847011.0,2940808.0,3034611.0,3129217.0,3223381.0,3317084.0,3410462.0,3526223.0,3625767.0,3721762.0,3817092.0,3912017.0,4006915.0,4101722.0,4195724.0,4289884.0,4384171.0,4478704.0,4572751.0,4667079.0,4761222.0,4855625.0,4949638.0,5044595.0,5138735.0,5233138.0,5327628.0,5421660.0,5515567.0,5609226.0,5702686.0
4,175,23,ralf_schumacher,3,3,1,Finished,106233,203677,300347,396870,492727,588078,683655,778769,874239,969555,1064833,1159581,1254580,1349378.0,1448664.0,1593444.0,1742987.0,1843961.0,1939826.0,2034743.0,2129137.0,2226955.0,2358072.0,2511590.0,2658235.0,2754227.0,2848652.0,2942753.0,3036392.0,3131138.0,3225526.0,3318933.0,3435965.0,3534813.0,3629829.0,3724547.0,3819184.0,3913729.0,4008331.0,4103276.0,4197551.0,4293660.0,4388944.0,4483310.0,4577390.0,4671476.0,4765575.0,4859935.0,4954723.0,5049904.0,5143516.0,5237009.0,5330940.0,5425281.0,5519199.0,5613571.0,5708672.0
2,175,21,fisichella,22,4,1,Finished,106964,204585,301310,398035,494556,590429,686084,781217,876548,971802,1067095,1162440,1257612,1353187.0,1450910.0,1594236.0,1743165.0,1898958.0,1998232.0,2093838.0,2191158.0,2292892.0,2411116.0,2521106.0,2663771.0,2761939.0,2859479.0,2956187.0,3051010.0,3147092.0,3243244.0,3339884.0,3433970.0,3527627.0,3623496.0,3718585.0,3836586.0,3935156.0,4030638.0,4125848.0,4220722.0,4315618.0,4410531.0,4504949.0,4600962.0,4695463.0,4790140.0,4884481.0,4978850.0,5072823.0,5167031.0,5261446.0,5356093.0,5450438.0,5545091.0,5639855.0,5735078.0
7,175,35,villeneuve,16,19,65,Rear wing,107323,205992,303040,399357,495764,592071,688265,783948,880011,975255,1070523,1165294,1260284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,175,15,trulli,20,14,4,Collision,107949,205298,302284,398870,495319,591647,687555,782994,878348,973488,1068580,1163907,1259188,1354336.0,1451479.0,1595754.0,1743267.0,1842689.0,1937802.0,2033097.0,2128077.0,2247168.0,2385408.0,2519592.0,2663384.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,175,64,diniz,15,12,7,Transmission,108414,206663,303456,399714,496078,592265,688532,784436,880458,975662,1070845,1165929,1260677,1359279.0,1477787.0,1604625.0,1744825.0,1845650.0,1942084.0,2039127.0,2135421.0,2235807.0,2359418.0,2513792.0,2659510.0,2757706.0,2854088.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,175,41,zonta,16,9,6,Gearbox,109005,207094,306024,402206,497997,594145,690568,786495,883660,979753,1075555,1171304,1266060,1361757.0,1493283.0,1610131.0,1747018.0,1847971.0,1945562.0,2041862.0,2138566.0,2240102.0,2361311.0,2514929.0,2660206.0,2758870.0,2856070.0,2952814.0,3048784.0,3144932.0,3270026.0,3369868.0,3466229.0,3563202.0,3660359.0,3756882.0,3853938.0,3950174.0,4046082.0,4142889.0,4240240.0,4336030.0,4432770.0,4528378.0,4624966.0,4748252.0,4849113.0,4944311.0,,,,,,,,,
17,175,69,badoer,18,10,6,Gearbox,110605,209496,309354,407270,507244,608451,706269,805405,904662,1002474,1100238,1197672,1294993,1392905.0,1538711.0,1645464.0,1750516.0,1852747.0,1953727.0,2051238.0,2152169.0,2254274.0,2364630.0,2516361.0,2661352.0,2761207.0,2858835.0,2958039.0,3055112.0,3153009.0,3250239.0,3348680.0,3473163.0,3576288.0,3674965.0,3773513.0,3878421.0,3977894.0,4076835.0,4175709.0,4274107.0,4372948.0,,,,,,,,,,,,,,,
8,175,37,rosa,21,6,1,Finished,112344,210000,308478,405450,502363,598787,695046,791339,888742,984783,1080926,1177643,1273702,1370374.0,1470559.0,1603727.0,1743841.0,1846401.0,1943853.0,2039881.0,2139559.0,2262167.0,2366056.0,2517681.0,2662208.0,2761713.0,2860566.0,2958384.0,3055630.0,3153396.0,3250646.0,3348799.0,3445511.0,3541354.0,3637359.0,3733391.0,3829473.0,3924697.0,4019917.0,4137449.0,4237220.0,4333414.0,4431237.0,4527555.0,4623285.0,4719312.0,4815306.0,4911404.0,5007281.0,5104303.0,5201269.0,5297966.0,5394979.0,5492312.0,5590252.0,5688245.0,5785976.0
16,175,68,takagi,21,7,1,Finished,113267,212001,310138,407779,506103,604524,701209,798660,895407,992176,1088499,1184851,1282347,1380694.0,1483217.0,1606002.0,1745259.0,1850017.0,1947601.0,2044549.0,2141324.0,2242255.0,2361981.0,2515545.0,2660740.0,2760377.0,2857513.0,2953937.0,3050095.0,3146516.0,3242781.0,3364425.0,3465757.0,3562849.0,3659659.0,3756430.0,3853069.0,3949638.0,4045614.0,4142001.0,4239211.0,4335576.0,4432337.0,4532044.0,4632338.0,4729656.0,4826067.0,4922231.0,5018372.0,5114249.0,5210317.0,5307184.0,5403391.0,5499460.0,5595921.0,5691908.0,5787948.0
18,175,70,zanardi,3,17,20,Spun off,113792,217398,316392,413741,511175,609865,707481,805456,903974,1001582,1098821,1195979,1315340,1420475.0,1528313.0,1628178.0,1748221.0,1850681.0,1948640.0,2045786.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
