,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57
0,196231.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,17,17,17,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,197298.0,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,201554.0,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,202716.0,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
4,203677.0,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
5,204585.0,6,6,6,6,6,6,6,6,6,6,6,6,6,5,5,5,5,16,16,16,15,15,15,14,14,12,9,7,7,7,5,4,3,3,2,2,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
6,205992.0,7,8,8,8,8,8,8,8,8,8,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,205298.0,8,7,7,7,7,7,7,7,7,7,7,7,7,6,6,6,6,3,3,3,3,10,14,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,206663.0,9,9,9,9,9,9,9,9,9,9,9,9,9,7,10,10,10,6,6,7,7,5,5,5,5,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,207094.0,10,10,10,10,10,10,10,10,10,10,10,10,10,8,14,14,14,10,10,10,9,7,7,7,7,7,6,5,5,5,9,8,7,7,7,7,7,7,7,8,8,8,8,7,7,8,8,8,0,0,0,0,0,0,0,0,0
10,209496.0,11,11,12,12,14,16,16,17,18,18,18,18,17,15,17,17,17,15,15,15,14,13,10,9,9,10,8,8,8,8,6,5,8,9,9,9,9,9,9,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,210000.0,12,12,11,11,11,11,11,11,12,12,12,13,13,11,9,9,9,8,8,8,10,14,12,11,11,11,10,9,9,9,7,6,5,5,5,5,4,4,4,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
12,212001.0,13,13,13,13,12,13,13,14,14,14,14,14,14,12,11,11,11,11,11,11,11,8,8,8,8,9,7,6,6,6,4,7,6,6,6,6,6,6,6,6,7,7,7,8,8,7,7,7,7,7,7,7,7,7,7,7,7
13,217398.0,14,18,18,18,18,18,18,18,17,17,17,17,19,17,16,16,16,13,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,214157.0,15,14,14,15,15,14,15,15,15,15,15,15,15,13,12,12,12,9,9,9,8,6,6,6,6,6,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,216981.0,16,17,17,17,17,17,17,16,16,16,16,16,16,14,13,13,13,12,12,12,12,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,215297.0,17,15,15,14,13,12,12,12,11,11,11,11,11,9,7,7,8,5,5,5,5,4,4,4,4,4,12,11,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,9,9,9,9,9,8,8,8,8,8,8,8,8,0
17,218104.0,18,19,19,19,19,19,19,19,19,19,19,19,18,16,15,15,15,14,14,14,13,11,13,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,216401.0,19,16,16,16,16,15,14,13,13,13,13,12,12,10,8,8,7,7,7,6,6,12,11,10,10,8,5,4,4,4,8,9,9,8,8,8,8,8,8,7,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
