,raceId,driverId,driverRef,constructorId,positionOrder,statusId,status,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65
3,230,35,villeneuve,3,3,1,Finished,114259,227029.0,339211.0,451474.0,564073.0,676833.0,789188.0,900265.0,1011661.0,1121236.0,1231186.0,1342264.0,1452511.0,1561937.0,1671898.0,1782365.0,1893295.0,2004517.0,2114819.0,2226863.0,2339428.0,2451280.0,2562775.0,2674871.0,2786751.0,2898389.0,3010208.0,3122602.0,3234215.0,3345419.0,3456248.0,3567537.0,3679023.0,3792154.0,3905570.0,4023634.0,4160897.0,4270931.0,4380900.0,4491136.0,4601506.0,4711914.0,4821408.0,4931200.0,5041992.0,5152440.0,5263517.0,5374688.0,5484544.0,5594235.0,5703378.0,5812456.0,5921471.0,6030610.0,6140329.0,6250212.0,6359909.0,6469441.0,6578697.0,6689823.0,6799604.0,6908506.0,7017213.0,7126837.0,7237695.0
7,230,55,alesi,22,2,1,Finished,115991,228237.0,341162.0,452835.0,565264.0,677911.0,789959.0,901527.0,1013643.0,1123678.0,1233688.0,1343556.0,1453780.0,1563251.0,1672676.0,1783497.0,1895680.0,2007159.0,2117961.0,2230255.0,2342881.0,2454665.0,2565668.0,2675917.0,2787615.0,2899113.0,3011603.0,3123994.0,3235590.0,3346646.0,3457200.0,3570584.0,3709621.0,3820519.0,3932051.0,4042965.0,4153718.0,4263895.0,4373659.0,4483031.0,4592160.0,4701058.0,4810683.0,4920547.0,5031136.0,5142069.0,5253633.0,5365068.0,5475889.0,5586486.0,5696820.0,5807129.0,5917022.0,6027204.0,6137286.0,6246956.0,6357189.0,6467012.0,6577056.0,6687766.0,6796275.0,6905196.0,7014432.0,7124237.0,7234609.0
13,230,71,damon_hill,3,13,20,Spun off,117020,229693.0,342828.0,463651.0,575969.0,688742.0,800954.0,926371.0,1038113.0,1149100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,230,77,berger,22,9,20,Spun off,118484,232896.0,346293.0,459320.0,574507.0,686833.0,797845.0,908976.0,1019895.0,1129209.0,1239130.0,1348547.0,1458148.0,1567245.0,1677155.0,1787723.0,1899208.0,2010564.0,2122613.0,2234557.0,2348389.0,2459915.0,2570181.0,2680218.0,2792529.0,2904884.0,3016700.0,3128559.0,3239181.0,3349569.0,3460509.0,3571626.0,3682966.0,3798172.0,3937471.0,4049498.0,4162366.0,4274400.0,4385552.0,4496981.0,4609808.0,4722054.0,4835316.0,4948906.0,,,,,,,,,,,,,,,,,,,,,
8,230,56,irvine,6,15,20,Spun off,119611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,230,30,michael_schumacher,6,1,1,Finished,120510,234400.0,347808.0,459950.0,570518.0,679563.0,790707.0,902174.0,1012119.0,1122278.0,1232025.0,1339362.0,1445905.0,1551422.0,1656974.0,1764329.0,1872440.0,1982024.0,2091457.0,2200249.0,2308364.0,2417205.0,2525625.0,2633564.0,2763366.0,2871077.0,2979412.0,3088243.0,3196933.0,3303629.0,3410590.0,3517850.0,3625384.0,3733176.0,3841435.0,3952085.0,4061762.0,4171157.0,4281495.0,4392019.0,4501811.0,4615033.0,4748524.0,4857161.0,4967303.0,5077388.0,5187426.0,5298676.0,5410742.0,5523122.0,5634827.0,5747133.0,5859341.0,5970775.0,6079866.0,6189961.0,6299769.0,6407997.0,6517223.0,6627557.0,6738842.0,6849686.0,6961418.0,7073585.0,7189307.0
1,230,22,barrichello,17,8,24,Differential,122326,238556.0,351118.0,466099.0,581574.0,694055.0,805854.0,916939.0,1027265.0,1136526.0,1245861.0,1354734.0,1464018.0,1573182.0,1682900.0,1794100.0,1905684.0,2017444.0,2130254.0,2242153.0,2354882.0,2467525.0,2577751.0,2687452.0,2797466.0,2908667.0,3019932.0,3131363.0,3242645.0,3353517.0,3464491.0,3575257.0,3685728.0,3797819.0,3908795.0,4021003.0,4130813.0,4241043.0,4353879.0,4461614.0,4569387.0,4688365.0,4826717.0,4939134.0,5082485.0,,,,,,,,,,,,,,,,,,,,
12,230,65,herbert,15,10,20,Spun off,123906,240916.0,366262.0,480736.0,594767.0,708551.0,821388.0,932171.0,1042623.0,1153446.0,1263006.0,1372320.0,1481166.0,1590823.0,1700869.0,1813104.0,1926071.0,2038998.0,2151595.0,2265143.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,230,49,frentzen,15,4,11,+1 Lap,126437,242743.0,360411.0,473789.0,587274.0,699910.0,811296.0,922797.0,1033171.0,1143005.0,1252281.0,1361236.0,1470988.0,1580627.0,1690668.0,1800694.0,1913408.0,2025336.0,2138770.0,2252227.0,2365149.0,2477230.0,2588121.0,2697926.0,2807931.0,2919368.0,3030707.0,3141654.0,3252030.0,3362899.0,3472908.0,3583437.0,3694911.0,3808992.0,3944933.0,4056920.0,4168737.0,4280163.0,4390524.0,4506518.0,4617690.0,4728515.0,4839992.0,4953124.0,5068093.0,5181255.0,5293941.0,5406617.0,5518707.0,5631226.0,5744434.0,5857121.0,5973274.0,6085539.0,6196989.0,6307895.0,6419553.0,6532161.0,6643958.0,6753978.0,6865250.0,6977260.0,7090837.0,7205321.0,
16,230,84,brundle,17,11,24,Differential,128373,245613.0,362611.0,478984.0,591815.0,715128.0,827356.0,938943.0,1049754.0,1160609.0,1271032.0,1380139.0,1489590.0,1598616.0,1708685.0,1821008.0,1935272.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
