,0,1,2
0,35,3,1:23.303
1,49,3,1:23.646
2,30,6,1:23.955
3,44,20,1:24.075
4,23,17,1:24.081
5,21,17,1:24.596
6,65,15,1:24.723
7,57,1,1:24.812
8,56,6,1:24.862
9,14,1,1:25.077
10,77,22,1:25.371
11,78,15,1:25.554
12,22,24,1:25.579
13,55,22,1:25.729
14,71,21,1:25.743
15,76,24,1:26.192
16,64,21,1:26.253
17,75,20,1:26.712
18,63,25,1:26.852
19,15,18,1:26.960
20,50,25,1:27.428
21,79,18,1:28.727
