,raceId,driverId,driverRef,positionOrder,statusId,status,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78
9,147.0,30.0,michael_schumacher,1.0,1.0,Finished,88507.0,174359.0,259282.0,343162.0,426391.0,509815.0,592981.0,675725.0,758136.0,839845.0,921734.0,1004062.0,1086664.0,1169615.0,1251527.0,1335435.0,1418975.0,1501990.0,1584290.0,1667467.0,1749597.0,1831744.0,1913634.0,1995320.0,2076731.0,2158508.0,2241183.0,2323437.0,2405170.0,2486603.0,2567754.0,2650873.0,2732078.0,2813497.0,2895822.0,2978771.0,3059926.0,3140696.0,3221227.0,3301913.0,3382592.0,3463014.0,3544113.0,3624472.0,3706887.0,3789525.0,3870725.0,3951719.0,4031912.0,4111682.0,4193158.0,4275058.0,4355703.0,4436722.0,4539490.0,4624497.0,4706229.0,4788953.0,4871140.0,4953955.0,5037432.0,5119776.0,5202619.0,5284986.0,5367284.0,5449570.0,5531956.0,5614741.0,5697083.0,5778648.0,5860753.0,5943614.0,6025897.0,6107935.0,6189884.0,6271769.0,6355298.0,6442561.0
19,147.0,57.0,hakkinen,19.0,38.0,Steering,89696.0,175935.0,260901.0,345114.0,429007.0,512311.0,595080.0,677405.0,759623.0,841662.0,923426.0,1005108.0,1095976.0,1235854.0,1325752.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,147.0,22.0,barrichello,2.0,1.0,Finished,90466.0,176492.0,261327.0,346041.0,430255.0,513899.0,596827.0,679645.0,762120.0,844716.0,926818.0,1009388.0,1093792.0,1176723.0,1259282.0,1342033.0,1426091.0,1509485.0,1593467.0,1678848.0,1761245.0,1843031.0,1925695.0,2008224.0,2090806.0,2172452.0,2254362.0,2336623.0,2418697.0,2500356.0,2581784.0,2665526.0,2748966.0,2829811.0,2911365.0,2993063.0,3074312.0,3155347.0,3237278.0,3319149.0,3400056.0,3481396.0,3562425.0,3643206.0,3724923.0,3805515.0,3886243.0,3967344.0,4048656.0,4129293.0,4210604.0,4292139.0,4374310.0,4454773.0,4535209.0,4616374.0,4696703.0,4777066.0,4858096.0,4961021.0,5047285.0,5129975.0,5212461.0,5294712.0,5376697.0,5458422.0,5540811.0,5622677.0,5705104.0,5787152.0,5868975.0,5950720.0,6032488.0,6114668.0,6196244.0,6277815.0,6359679.0,6442992.0
8,147.0,23.0,ralf_schumacher,11.0,10.0,Electrical,90999.0,176900.0,262101.0,347267.0,431435.0,515510.0,599349.0,683147.0,766825.0,850251.0,933500.0,1017107.0,1101164.0,1186888.0,1272396.0,1355363.0,1438804.0,1522011.0,1605045.0,1688967.0,1771856.0,1855639.0,1937887.0,2019614.0,2101999.0,2183931.0,2266812.0,2348706.0,2430484.0,2512108.0,2593888.0,2676643.0,2758002.0,2839787.0,2921381.0,3003198.0,3085762.0,3166844.0,3247832.0,3329045.0,3412236.0,3494113.0,3575613.0,3656926.0,3738826.0,3820623.0,3901598.0,3983027.0,4064365.0,4145831.0,4231843.0,4314518.0,4396365.0,4478588.0,4562607.0,4646443.0,4730345.0,,,,,,,,,,,,,,,,,,,,,
10,147.0,31.0,montoya,21.0,20.0,Spun off,91569.0,177342.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,147.0,56.0,irvine,3.0,1.0,Finished,93416.0,179777.0,266625.0,351140.0,435175.0,519829.0,603697.0,687290.0,770788.0,854649.0,937962.0,1021137.0,1105240.0,1189059.0,1273289.0,1357312.0,1440892.0,1524326.0,1606959.0,1691665.0,1773832.0,1857106.0,1940810.0,2023238.0,2106114.0,2188064.0,2270888.0,2354204.0,2436050.0,2517666.0,2599673.0,2681583.0,2763276.0,2845317.0,2927175.0,3008640.0,3090106.0,3172653.0,3255686.0,3337700.0,3418980.0,3500581.0,3583061.0,3664643.0,3746754.0,3828185.0,3909766.0,3991219.0,4072952.0,4154717.0,4237649.0,4321825.0,4403902.0,4485463.0,4568011.0,4649973.0,4733159.0,4817184.0,4899233.0,5001884.0,5088547.0,5170309.0,5252231.0,5333765.0,5414939.0,5497130.0,5578470.0,5659935.0,5741753.0,5823330.0,5904860.0,5985994.0,6066887.0,6147817.0,6228893.0,6309574.0,6390513.0,6473259.0
4,147.0,15.0,trulli,16.0,9.0,Hydraulics,94251.0,180648.0,267585.0,353587.0,439151.0,525515.0,610518.0,694982.0,779041.0,862682.0,946478.0,1029999.0,1113202.0,1196318.0,1279474.0,1362466.0,1445394.0,1528868.0,1611900.0,1695412.0,1779408.0,1862102.0,1945089.0,2028336.0,2111463.0,2194692.0,2277529.0,2360090.0,2442652.0,2524997.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,147.0,35.0,villeneuve,4.0,1.0,Finished,95974.0,182077.0,269834.0,355780.0,441863.0,527100.0,612111.0,696761.0,781008.0,864834.0,948760.0,1032144.0,1115559.0,1198370.0,1281554.0,1364616.0,1447626.0,1530575.0,1613535.0,1698168.0,1781211.0,1863584.0,1946311.0,2029634.0,2112618.0,2195630.0,2278775.0,2361179.0,2444058.0,2526390.0,2609093.0,2690900.0,2772176.0,2853270.0,2934674.0,3015472.0,3097055.0,3178403.0,3260029.0,3342192.0,3425011.0,3507276.0,3588707.0,3671816.0,3753012.0,3834843.0,3916897.0,3998469.0,4082464.0,4164602.0,4248993.0,4331147.0,4412684.0,4495481.0,4577317.0,4680905.0,4767935.0,4849683.0,4932899.0,5014297.0,5095765.0,5177484.0,5259032.0,5340403.0,5421212.0,5502748.0,5584667.0,5665771.0,5746956.0,5827803.0,5908562.0,5989070.0,6070319.0,6150827.0,6231244.0,6312030.0,6392926.0,6475015.0
6,147.0,21.0,fisichella,15.0,6.0,Gearbox,96513.0,182561.0,270591.0,356421.0,442407.0,527755.0,612907.0,697895.0,781943.0,865659.0,949444.0,1033368.0,1116802.0,1200274.0,1283681.0,1366667.0,1449655.0,1533153.0,1615846.0,1699446.0,1782330.0,1865565.0,1948127.0,2030741.0,2113429.0,2196249.0,2279466.0,2362067.0,2444910.0,2527592.0,2609805.0,2691709.0,2773509.0,2855263.0,2946073.0,3027768.0,3109414.0,3192254.0,3274904.0,3356567.0,3438834.0,3520501.0,3602209.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,147.0,55.0,alesi,6.0,11.0,+1 Lap,97270.0,184167.0,271373.0,357355.0,443791.0,529102.0,614320.0,699458.0,784573.0,869323.0,953491.0,1037452.0,1121236.0,1204696.0,1288486.0,1372044.0,1456087.0,1539342.0,1622523.0,1705923.0,1789028.0,1872357.0,1955495.0,2038516.0,2121977.0,2204722.0,2287222.0,2369691.0,2451678.0,2533863.0,2616240.0,2698369.0,2780303.0,2862383.0,2947228.0,3029824.0,3111908.0,3194584.0,3277226.0,3359433.0,3441544.0,3523855.0,3605701.0,3688455.0,3770373.0,3852181.0,3934285.0,4016038.0,4098046.0,4180253.0,4286411.0,4375270.0,4457987.0,4540490.0,4622824.0,4707696.0,4790439.0,4872583.0,4954903.0,5038351.0,5121030.0,5203987.0,5286456.0,5368997.0,5451534.0,5533333.0,5615894.0,5699134.0,5804703.0,5892211.0,5974513.0,6056599.0,6137750.0,6219105.0,6301048.0,6382755.0,6468652.0,
