,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83
0,147.0,30.0,michael_schumacher,1.0,1.0,Finished,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4281.0,8123.0,9526.0,11887.0,13044.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,147.0,57.0,hakkinen,19.0,38.0,Steering,1189.0,1576.0,1619.0,1952.0,2616.0,2496.0,2099.0,1680.0,1487.0,1817.0,1692.0,1046.0,9312.0,66239.0,74225.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,147.0,22.0,barrichello,2.0,1.0,Finished,1959.0,2133.0,2045.0,2879.0,3864.0,4084.0,3846.0,3920.0,3984.0,4871.0,5084.0,5326.0,7128.0,7108.0,7755.0,6598.0,7116.0,7495.0,9177.0,11381.0,11648.0,11287.0,12061.0,12904.0,14075.0,13944.0,13179.0,13186.0,13527.0,13753.0,14030.0,14653.0,16888.0,16314.0,15543.0,14292.0,14386.0,14651.0,16051.0,17236.0,17464.0,18382.0,18312.0,18734.0,18036.0,15990.0,15518.0,15625.0,16744.0,17611.0,17446.0,17081.0,18607.0,18051.0,0.0,0.0,0.0,0.0,0.0,7066.0,9853.0,10199.0,9842.0,9726.0,9413.0,8852.0,8855.0,7936.0,8021.0,8504.0,8222.0,7106.0,6591.0,6733.0,6360.0,6046.0,4381.0,431.0
3,147.0,23.0,ralf_schumacher,11.0,10.0,Electrical,2492.0,2541.0,2819.0,4105.0,5044.0,5695.0,6368.0,7422.0,8689.0,10406.0,11766.0,13045.0,14500.0,17273.0,20869.0,19928.0,19829.0,20021.0,20755.0,21500.0,22259.0,23895.0,24253.0,24294.0,25268.0,25423.0,25629.0,25269.0,25314.0,25505.0,26134.0,25770.0,25924.0,26290.0,25559.0,24427.0,25836.0,26148.0,26605.0,27132.0,29644.0,31099.0,31500.0,32454.0,31939.0,31098.0,30873.0,31308.0,32453.0,34149.0,38685.0,39460.0,40662.0,41866.0,27398.0,30069.0,33642.0,,,,,,,,,,,,,,,,,,,,,
4,147.0,31.0,montoya,21.0,20.0,Spun off,3062.0,2983.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,147.0,56.0,irvine,3.0,1.0,Finished,4909.0,5418.0,7343.0,7978.0,8784.0,10014.0,10716.0,11565.0,12652.0,14804.0,16228.0,17075.0,18576.0,19444.0,21762.0,21877.0,21917.0,22336.0,22669.0,24198.0,24235.0,25362.0,27176.0,27918.0,29383.0,29556.0,29705.0,30767.0,30880.0,31063.0,31919.0,30710.0,31198.0,31820.0,31353.0,29869.0,30180.0,31957.0,34459.0,35787.0,36388.0,37567.0,38948.0,40171.0,39867.0,38660.0,39041.0,39500.0,41040.0,43035.0,44491.0,46767.0,48199.0,48741.0,32802.0,33599.0,36456.0,40118.0,41137.0,47929.0,51115.0,50533.0,49612.0,48779.0,47655.0,47560.0,46514.0,45194.0,44670.0,44682.0,44107.0,42380.0,40990.0,39882.0,39009.0,37805.0,35215.0,30698.0
6,147.0,15.0,trulli,16.0,9.0,Hydraulics,5744.0,6289.0,8303.0,10425.0,12760.0,15700.0,17537.0,19257.0,20905.0,22837.0,24744.0,25937.0,26538.0,26703.0,27947.0,27031.0,26419.0,26878.0,27610.0,27945.0,29811.0,30358.0,31455.0,33016.0,34732.0,36184.0,36346.0,36653.0,37482.0,38394.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,147.0,35.0,villeneuve,4.0,1.0,Finished,7467.0,7718.0,10552.0,12618.0,15472.0,17285.0,19130.0,21036.0,22872.0,24989.0,27026.0,28082.0,28895.0,28755.0,30027.0,29181.0,28651.0,28585.0,29245.0,30701.0,31614.0,31840.0,32677.0,34314.0,35887.0,37122.0,37592.0,37742.0,38888.0,39787.0,41339.0,40027.0,40098.0,39773.0,38852.0,36701.0,37129.0,37707.0,38802.0,40279.0,42419.0,44262.0,44594.0,47344.0,46125.0,45318.0,46172.0,46750.0,50552.0,52920.0,55835.0,56089.0,56981.0,58759.0,42108.0,64531.0,71232.0,72617.0,74803.0,60342.0,58333.0,57708.0,56413.0,55417.0,53928.0,53178.0,52711.0,51030.0,49873.0,49155.0,47809.0,45456.0,44422.0,42892.0,41360.0,40261.0,37628.0,32454.0
8,147.0,21.0,fisichella,15.0,6.0,Gearbox,8006.0,8202.0,11309.0,13259.0,16016.0,17940.0,19926.0,22170.0,23807.0,25814.0,27710.0,29306.0,30138.0,30659.0,32154.0,31232.0,30680.0,31163.0,31556.0,31979.0,32733.0,33821.0,34493.0,35421.0,36698.0,37741.0,38283.0,38630.0,39740.0,40989.0,42051.0,40836.0,41431.0,41766.0,50251.0,48997.0,49488.0,51558.0,53677.0,54654.0,56242.0,57487.0,58096.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,147.0,55.0,alesi,6.0,11.0,+1 Lap,8763.0,9808.0,12091.0,14193.0,17400.0,19287.0,21339.0,23733.0,26437.0,29478.0,31757.0,33390.0,34572.0,35081.0,36959.0,36609.0,37112.0,37352.0,38233.0,38456.0,39431.0,40613.0,41861.0,43196.0,45246.0,46214.0,46039.0,46254.0,46508.0,47260.0,48486.0,47496.0,48225.0,48886.0,51406.0,51053.0,51982.0,53888.0,55999.0,57520.0,58952.0,60841.0,61588.0,63983.0,63486.0,62656.0,63560.0,64319.0,66134.0,68571.0,93253.0,100212.0,102284.0,103768.0,87615.0,91322.0,93736.0,95517.0,96807.0,84396.0,83598.0,84211.0,83837.0,84011.0,84250.0,83763.0,83938.0,84393.0,107620.0,113563.0,113760.0,112985.0,111853.0,111170.0,111164.0,110986.0,113354.0,
