,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83
0,95,15,trulli,4,1,1,Finished,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15828.0,14513.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3824.0,2298.0,1535.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,95,4,alonso,4,12,3,Accident,853,703,869.0,730.0,904.0,1257.0,519.0,718.0,838.0,894.0,1062.0,1342.0,1765.0,2096.0,2449.0,2702.0,2420.0,2582.0,2294.0,2941.0,3462.0,3861.0,4142.0,0.0,14967.0,3571.0,3219.0,2896.0,2827.0,2730.0,879.0,1521.0,1891.0,2628.0,3106.0,2279.0,2478.0,1962.0,2009.0,2189.0,2010.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,95,18,button,16,2,1,Finished,2096,2133,2290.0,2306.0,2323.0,2285.0,1670.0,2341.0,2731.0,2599.0,2954.0,3068.0,3484.0,3544.0,3828.0,4099.0,4175.0,23943.0,26073.0,27012.0,28770.0,30234.0,31564.0,27227.0,23763.0,9552.0,12653.0,14165.0,14325.0,14112.0,11781.0,9886.0,10153.0,10935.0,11132.0,9874.0,10535.0,10680.0,10721.0,10148.0,9854.0,32503.0,25732.0,5670.0,4685.0,3504.0,4028.0,4972.0,6270.0,6740.0,6721.0,6292.0,6197.0,6120.0,5513.0,5381.0,5245.0,5565.0,4807.0,5504.0,4857.0,4705.0,4875.0,4983.0,5046.0,5155.0,4116.0,3548.0,2234.0,1739.0,1677.0,1477.0,1504.0,984.0,716.0,640.0,497.0
3,95,11,sato,16,17,5,Engine,3177,6374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,95,8,raikkonen,1,13,63,Pneumatics,3543,6538,9753.0,3441.0,3571.0,3267.0,2207.0,3154.0,3711.0,4109.0,4588.0,5166.0,6020.0,6465.0,7024.0,7647.0,6911.0,8610.0,29195.0,34050.0,36206.0,37605.0,39559.0,36923.0,34640.0,21235.0,22596.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,95,30,michael_schumacher,6,11,4,Collision,4358,7305,15317.0,5080.0,4646.0,5919.0,3308.0,4298.0,5055.0,5538.0,6722.0,7187.0,7549.0,7720.0,8119.0,8698.0,7888.0,9458.0,9948.0,9610.0,9375.0,9144.0,8638.0,4004.0,0.0,4186.0,7171.0,7155.0,7310.0,7084.0,5337.0,5940.0,6647.0,7368.0,7976.0,7260.0,7707.0,7654.0,7733.0,7591.0,7462.0,10944.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,95,22,barrichello,6,3,1,Finished,5420,7824,17391.0,7812.0,8799.0,7836.0,4047.0,6526.0,8425.0,9982.0,11315.0,12893.0,14772.0,15757.0,16269.0,16363.0,15544.0,16994.0,18913.0,39950.0,46249.0,49807.0,51850.0,49062.0,46435.0,32606.0,34028.0,34850.0,36119.0,36898.0,35971.0,35782.0,37301.0,38815.0,40426.0,40437.0,42622.0,43965.0,44774.0,44924.0,48236.0,56756.0,49807.0,9266.0,7219.0,5588.0,7346.0,8398.0,9920.0,12705.0,15356.0,16330.0,17501.0,18651.0,37168.0,42432.0,43372.0,45820.0,46440.0,49152.0,50193.0,51536.0,52516.0,54177.0,57036.0,60069.0,61036.0,60172.0,60585.0,62522.0,64317.0,66753.0,68259.0,69489.0,70703.0,71810.0,75766.0
7,95,14,coulthard,1,18,4,Collision,5869,8258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,95,31,montoya,3,4,11,+1 Lap,6317,9027,26386.0,8437.0,9474.0,8848.0,4198.0,4708.0,5606.0,6837.0,7903.0,8788.0,30254.0,34728.0,36942.0,41837.0,45425.0,48459.0,52040.0,55588.0,59312.0,63141.0,66851.0,66236.0,66089.0,54849.0,59265.0,65168.0,67738.0,68550.0,67197.0,66165.0,66981.0,68026.0,68638.0,67684.0,68179.0,68975.0,69826.0,69723.0,69222.0,93467.0,134800.0,128738.0,123400.0,78788.0,79868.0,79335.0,79036.0,78906.0,79197.0,79264.0,79064.0,79162.0,78913.0,78993.0,79200.0,79505.0,78747.0,78491.0,79093.0,82467.0,83552.0,85258.0,86705.0,87814.0,87991.0,87688.0,91432.0,92988.0,95310.0,97100.0,98490.0,99977.0,100888.0,102214.0,
9,95,17,webber,19,16,6,Gearbox,7147,9495,30340.0,10000.0,10968.0,9825.0,5130.0,7252.0,9193.0,10805.0,12467.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,95,21,fisichella,15,19,4,Collision,7974,10607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,95,43,matta,7,6,11,+1 Lap,8512,11216,31256.0,10878.0,12175.0,10545.0,5634.0,8345.0,10478.0,12485.0,14435.0,16397.0,18007.0,19220.0,20676.0,21662.0,20881.0,22201.0,23871.0,26374.0,27797.0,29159.0,49741.0,50690.0,48002.0,34177.0,35406.0,36616.0,38239.0,39613.0,39135.0,38924.0,40410.0,42356.0,45367.0,45448.0,47059.0,49263.0,51327.0,53154.0,53544.0,109470.0,138144.0,131265.0,125782.0,84012.0,83270.0,83947.0,86691.0,87369.0,88194.0,98018.0,104092.0,106452.0,107570.0,109637.0,110858.0,112328.0,112237.0,113091.0,114380.0,116146.0,120971.0,122744.0,124690.0,126116.0,126521.0,124924.0,124707.0,127417.0,129472.0,133067.0,136607.0,139375.0,143294.0,150159.0,
12,95,23,ralf_schumacher,3,10,6,Gearbox,9220,11732,62980.0,34981.0,19961.0,19644.0,12695.0,17098.0,22524.0,27514.0,32832.0,39393.0,44375.0,48115.0,51664.0,55321.0,56662.0,58759.0,61829.0,64356.0,68280.0,73172.0,82889.0,91992.0,98662.0,88030.0,94661.0,97965.0,101613.0,104054.0,104188.0,104984.0,107948.0,110627.0,113440.0,115767.0,139910.0,147267.0,150734.0,164787.0,174807.0,229337.0,264652.0,253487.0,207135.0,162990.0,161494.0,165675.0,171282.0,173363.0,176119.0,178400.0,180017.0,181945.0,183429.0,185546.0,188278.0,193306.0,194264.0,196544.0,198146.0,201487.0,204869.0,212073.0,220424.0,227679.0,236914.0,241612.0,249473.0,,,,,,,,
13,95,13,massa,15,5,11,+1 Lap,9846,12801,38611.0,11580.0,13261.0,11179.0,6356.0,9068.0,11592.0,13917.0,16767.0,20709.0,22986.0,25327.0,27765.0,30194.0,30919.0,33479.0,36111.0,39684.0,63590.0,69106.0,71312.0,69516.0,69064.0,57249.0,61205.0,66088.0,72866.0,78412.0,84218.0,84981.0,88702.0,90968.0,93070.0,93531.0,97868.0,99509.0,101792.0,103714.0,127241.0,139459.0,141196.0,133690.0,128325.0,86200.0,85498.0,85776.0,88384.0,91237.0,94908.0,97135.0,98897.0,101292.0,103007.0,105094.0,106981.0,108280.0,109183.0,110722.0,112482.0,114664.0,116490.0,118301.0,120293.0,122121.0,123767.0,122815.0,123794.0,126375.0,128746.0,132575.0,136326.0,139034.0,142900.0,150035.0,
